#    L    TT             EE             BB             TE          
   395   0.184010E+04   0.221737E+02   0.343054E-01   0.281570E+02
   396   0.182972E+04   0.222125E+02   0.343953E-01   0.262420E+02
   397   0.181964E+04   0.222478E+02   0.344855E-01   0.243245E+02
   398   0.181006E+04   0.222789E+02   0.345760E-01   0.224055E+02
   399   0.180086E+04   0.223066E+02   0.346669E-01   0.204860E+02
   400   0.179204E+04   0.223308E+02   0.347582E-01   0.185666E+02
   401   0.178366E+04   0.223508E+02   0.348499E-01   0.166479E+02
   402   0.177572E+04   0.223665E+02   0.349419E-01   0.147309E+02
   403   0.176817E+04   0.223795E+02   0.350344E-01   0.128161E+02
   404   0.176099E+04   0.223881E+02   0.351274E-01   0.109053E+02
   405   0.175427E+04   0.223924E+02   0.352208E-01   0.899765E+01
   406   0.174785E+04   0.223939E+02   0.353147E-01   0.709557E+01
   407   0.174189E+04   0.223909E+02   0.354091E-01   0.519761E+01
   408   0.173632E+04   0.223843E+02   0.355040E-01   0.330831E+01
   409   0.173120E+04   0.223748E+02   0.355995E-01   0.142553E+01
   410   0.172639E+04   0.223601E+02   0.356955E-01  -0.449918E+00
   411   0.172205E+04   0.223424E+02   0.357921E-01  -0.231572E+01
   412   0.171802E+04   0.223209E+02   0.358893E-01  -0.417253E+01
   413   0.171439E+04   0.222957E+02   0.359871E-01  -0.601879E+01
   414   0.171107E+04   0.222666E+02   0.360855E-01  -0.785443E+01
   415   0.170822E+04   0.222345E+02   0.361845E-01  -0.967712E+01
   416   0.170569E+04   0.221977E+02   0.362842E-01  -0.114883E+02
   417   0.170348E+04   0.221579E+02   0.363846E-01  -0.132871E+02
   418   0.170167E+04   0.221126E+02   0.364856E-01  -0.150705E+02
   419   0.170026E+04   0.220649E+02   0.365874E-01  -0.168391E+02
   420   0.169918E+04   0.220139E+02   0.366898E-01  -0.185929E+02
   421   0.169850E+04   0.219590E+02   0.367930E-01  -0.203303E+02
   422   0.169815E+04   0.219001E+02   0.368969E-01  -0.220520E+02
   423   0.169806E+04   0.218372E+02   0.370015E-01  -0.237557E+02
   424   0.169830E+04   0.217709E+02   0.371069E-01  -0.254420E+02
   425   0.169894E+04   0.217005E+02   0.372131E-01  -0.271086E+02
   426   0.169993E+04   0.216276E+02   0.373200E-01  -0.287562E+02
   427   0.170117E+04   0.215505E+02   0.374277E-01  -0.303855E+02
   428   0.170276E+04   0.214700E+02   0.375363E-01  -0.319926E+02
   429   0.170461E+04   0.213860E+02   0.376456E-01  -0.335790E+02
   430   0.170688E+04   0.212993E+02   0.377557E-01  -0.351445E+02
   431   0.170941E+04   0.212084E+02   0.378666E-01  -0.366877E+02
   432   0.171214E+04   0.211140E+02   0.379784E-01  -0.382092E+02
   433   0.171530E+04   0.210175E+02   0.380910E-01  -0.397059E+02
   434   0.171865E+04   0.209167E+02   0.382044E-01  -0.411808E+02
   435   0.172228E+04   0.208138E+02   0.383187E-01  -0.426314E+02
   436   0.172625E+04   0.207072E+02   0.384338E-01  -0.440578E+02
   437   0.173051E+04   0.205971E+02   0.385497E-01  -0.454584E+02
   438   0.173497E+04   0.204840E+02   0.386665E-01  -0.468331E+02
   439   0.173979E+04   0.203687E+02   0.387841E-01  -0.481833E+02
   440   0.174481E+04   0.202496E+02   0.389026E-01  -0.495060E+02
   441   0.175012E+04   0.201276E+02   0.390219E-01  -0.508033E+02
   442   0.175557E+04   0.200025E+02   0.391420E-01  -0.520729E+02
   443   0.176138E+04   0.198751E+02   0.392631E-01  -0.533154E+02
   444   0.176740E+04   0.197454E+02   0.393849E-01  -0.545294E+02
   445   0.177364E+04   0.196111E+02   0.395076E-01  -0.557154E+02
   446   0.178002E+04   0.194758E+02   0.396312E-01  -0.568719E+02
   447   0.178670E+04   0.193382E+02   0.397556E-01  -0.580011E+02
   448   0.179352E+04   0.191966E+02   0.398808E-01  -0.591014E+02
   449   0.180064E+04   0.190533E+02   0.400069E-01  -0.601712E+02
   450   0.180799E+04   0.189082E+02   0.401338E-01  -0.612127E+02
   451   0.181548E+04   0.187599E+02   0.402615E-01  -0.622235E+02
   452   0.182313E+04   0.186098E+02   0.403901E-01  -0.632057E+02
   453   0.183108E+04   0.184579E+02   0.405195E-01  -0.641569E+02
   454   0.183910E+04   0.183034E+02   0.406497E-01  -0.650782E+02
   455   0.184728E+04   0.181471E+02   0.407807E-01  -0.659695E+02
   456   0.185575E+04   0.179882E+02   0.409126E-01  -0.668239E+02
   457   0.186423E+04   0.178283E+02   0.410452E-01  -0.676553E+02
   458   0.187293E+04   0.176665E+02   0.411787E-01  -0.684449E+02
   459   0.188179E+04   0.175035E+02   0.413129E-01  -0.692080E+02
   460   0.189080E+04   0.173380E+02   0.414479E-01  -0.699386E+02
   461   0.189988E+04   0.171713E+02   0.415837E-01  -0.706371E+02
   462   0.190911E+04   0.170028E+02   0.417203E-01  -0.712974E+02
   463   0.191843E+04   0.168338E+02   0.418576E-01  -0.719378E+02
   464   0.192781E+04   0.166637E+02   0.419957E-01  -0.725284E+02
   465   0.193728E+04   0.164924E+02   0.421346E-01  -0.730987E+02
   466   0.194690E+04   0.163192E+02   0.422742E-01  -0.736261E+02
   467   0.195666E+04   0.161455E+02   0.424145E-01  -0.741254E+02
   468   0.196644E+04   0.159713E+02   0.425556E-01  -0.745889E+02
   469   0.197628E+04   0.157952E+02   0.426973E-01  -0.750238E+02
   470   0.198628E+04   0.156194E+02   0.428398E-01  -0.754224E+02
   471   0.199613E+04   0.154438E+02   0.429830E-01  -0.757845E+02
   472   0.200621E+04   0.152669E+02   0.431269E-01  -0.761173E+02
   473   0.201629E+04   0.150896E+02   0.432715E-01  -0.764132E+02
   474   0.202645E+04   0.149125E+02   0.434167E-01  -0.766794E+02
   475   0.203669E+04   0.147340E+02   0.435626E-01  -0.769083E+02
   476   0.204685E+04   0.145566E+02   0.437092E-01  -0.771017E+02
   477   0.205702E+04   0.143785E+02   0.438564E-01  -0.772693E+02
   478   0.206726E+04   0.141999E+02   0.440042E-01  -0.773921E+02
   479   0.207750E+04   0.140223E+02   0.441526E-01  -0.774945E+02
   480   0.208775E+04   0.138447E+02   0.443016E-01  -0.775569E+02
   481   0.209800E+04   0.136673E+02   0.444512E-01  -0.775829E+02
   482   0.210833E+04   0.134908E+02   0.446014E-01  -0.775780E+02
   483   0.211851E+04   0.133144E+02   0.447522E-01  -0.775445E+02
   484   0.212862E+04   0.131389E+02   0.449035E-01  -0.774760E+02
   485   0.213888E+04   0.129634E+02   0.450553E-01  -0.773739E+02
   486   0.214907E+04   0.127896E+02   0.452077E-01  -0.772401E+02
   487   0.215919E+04   0.126165E+02   0.453606E-01  -0.770744E+02
   488   0.216923E+04   0.124435E+02   0.455139E-01  -0.768759E+02
   489   0.217928E+04   0.122721E+02   0.456677E-01  -0.766458E+02
   490   0.218933E+04   0.121022E+02   0.458220E-01  -0.763832E+02
   491   0.219917E+04   0.119331E+02   0.459767E-01  -0.760907E+02
   492   0.220907E+04   0.117654E+02   0.461318E-01  -0.757674E+02
   493   0.221891E+04   0.115978E+02   0.462873E-01  -0.754117E+02
   494   0.222868E+04   0.114332E+02   0.464432E-01  -0.750269E+02
   495   0.223830E+04   0.112692E+02   0.465995E-01  -0.746114E+02
   496   0.224784E+04   0.111075E+02   0.467560E-01  -0.741665E+02
   497   0.225732E+04   0.109473E+02   0.469130E-01  -0.736911E+02
   498   0.226673E+04   0.107877E+02   0.470702E-01  -0.731880E+02
   499   0.227613E+04   0.106310E+02   0.472276E-01  -0.726540E+02
   500   0.228540E+04   0.104750E+02   0.473854E-01  -0.720934E+02
   501   0.229444E+04   0.103219E+02   0.475434E-01  -0.715043E+02
   502   0.230356E+04   0.101710E+02   0.477015E-01  -0.708868E+02
   503   0.231245E+04   0.100216E+02   0.478599E-01  -0.702428E+02
   504   0.232120E+04   0.987431E+01   0.480185E-01  -0.695709E+02
   505   0.233001E+04   0.973006E+01   0.481772E-01  -0.688744E+02
   506   0.233852E+04   0.958822E+01   0.483360E-01  -0.681512E+02
   507   0.234703E+04   0.944853E+01   0.484949E-01  -0.674033E+02
   508   0.235530E+04   0.931206E+01   0.486538E-01  -0.666298E+02
   509   0.236349E+04   0.917785E+01   0.488129E-01  -0.658337E+02
   510   0.237145E+04   0.904661E+01   0.489719E-01  -0.650139E+02
   511   0.237939E+04   0.891807E+01   0.491310E-01  -0.641703E+02
   512   0.238710E+04   0.879268E+01   0.492900E-01  -0.633045E+02
   513   0.239471E+04   0.867026E+01   0.494490E-01  -0.624176E+02
   514   0.240216E+04   0.855113E+01   0.496079E-01  -0.615095E+02
   515   0.240944E+04   0.843524E+01   0.497667E-01  -0.605802E+02
   516   0.241655E+04   0.832268E+01   0.499254E-01  -0.596310E+02
   517   0.242342E+04   0.821363E+01   0.500840E-01  -0.586624E+02
   518   0.243018E+04   0.810797E+01   0.502423E-01  -0.576752E+02
   519   0.243685E+04   0.800595E+01   0.504005E-01  -0.566683E+02
   520   0.244326E+04   0.790750E+01   0.505585E-01  -0.556447E+02
   521   0.244943E+04   0.781274E+01   0.507162E-01  -0.546043E+02
   522   0.245541E+04   0.772191E+01   0.508736E-01  -0.535468E+02
   523   0.246129E+04   0.763489E+01   0.510308E-01  -0.524737E+02
   524   0.246698E+04   0.755170E+01   0.511876E-01  -0.513855E+02
   525   0.247234E+04   0.747252E+01   0.513441E-01  -0.502814E+02
   526   0.247759E+04   0.739736E+01   0.515002E-01  -0.491635E+02
   527   0.248280E+04   0.732626E+01   0.516560E-01  -0.480323E+02
   528   0.248767E+04   0.725924E+01   0.518113E-01  -0.468892E+02
   529   0.249235E+04   0.719663E+01   0.519662E-01  -0.457326E+02
   530   0.249677E+04   0.713821E+01   0.521206E-01  -0.445661E+02
   531   0.250121E+04   0.708395E+01   0.522746E-01  -0.433866E+02
   532   0.250523E+04   0.703416E+01   0.524280E-01  -0.421975E+02
   533   0.250906E+04   0.698873E+01   0.525810E-01  -0.409989E+02
   534   0.251269E+04   0.694775E+01   0.527334E-01  -0.397913E+02
   535   0.251612E+04   0.691132E+01   0.528852E-01  -0.385752E+02
   536   0.251934E+04   0.687931E+01   0.530364E-01  -0.373507E+02
   537   0.252244E+04   0.685184E+01   0.531870E-01  -0.361189E+02
   538   0.252518E+04   0.682906E+01   0.533370E-01  -0.348805E+02
   539   0.252778E+04   0.681071E+01   0.534863E-01  -0.336361E+02
   540   0.253018E+04   0.679725E+01   0.536350E-01  -0.323864E+02
   541   0.253230E+04   0.678828E+01   0.537829E-01  -0.311311E+02
   542   0.253427E+04   0.678403E+01   0.539302E-01  -0.298723E+02
   543   0.253596E+04   0.678460E+01   0.540767E-01  -0.286095E+02
   544   0.253750E+04   0.678988E+01   0.542224E-01  -0.273435E+02
   545   0.253875E+04   0.679988E+01   0.543674E-01  -0.260748E+02
   546   0.253986E+04   0.681442E+01   0.545116E-01  -0.248041E+02
   547   0.254068E+04   0.683373E+01   0.546550E-01  -0.235318E+02
   548   0.254134E+04   0.685784E+01   0.547976E-01  -0.222586E+02
   549   0.254178E+04   0.688678E+01   0.549393E-01  -0.209851E+02
   550   0.254199E+04   0.692057E+01   0.550802E-01  -0.197118E+02
   551   0.254205E+04   0.695924E+01   0.552202E-01  -0.184392E+02
   552   0.254181E+04   0.700283E+01   0.553593E-01  -0.171684E+02
   553   0.254141E+04   0.704990E+01   0.554975E-01  -0.158999E+02
   554   0.254078E+04   0.710345E+01   0.556347E-01  -0.146345E+02
   555   0.253991E+04   0.716130E+01   0.557710E-01  -0.133732E+02
   556   0.253881E+04   0.722422E+01   0.559064E-01  -0.121163E+02
   557   0.253755E+04   0.729153E+01   0.560407E-01  -0.108657E+02
   558   0.253605E+04   0.736474E+01   0.561741E-01  -0.962100E+01
   559   0.253431E+04   0.744166E+01   0.563065E-01  -0.838300E+01
   560   0.253247E+04   0.752309E+01   0.564379E-01  -0.715336E+01
   561   0.253025E+04   0.760979E+01   0.565682E-01  -0.593220E+01
   562   0.252800E+04   0.770182E+01   0.566975E-01  -0.472041E+01
   563   0.252551E+04   0.779774E+01   0.568257E-01  -0.351662E+01
   564   0.252284E+04   0.789979E+01   0.569528E-01  -0.232617E+01
   565   0.251993E+04   0.800507E+01   0.570789E-01  -0.114549E+01
   566   0.251683E+04   0.811583E+01   0.572038E-01   0.223243E-01
   567   0.251357E+04   0.823064E+01   0.573277E-01   0.117788E+01
   568   0.251012E+04   0.835102E+01   0.574504E-01   0.231957E+01
   569   0.250641E+04   0.847626E+01   0.575720E-01   0.344947E+01
   570   0.250260E+04   0.860567E+01   0.576924E-01   0.456226E+01
   571   0.249853E+04   0.874004E+01   0.578117E-01   0.566004E+01
   572   0.249428E+04   0.887865E+01   0.579297E-01   0.674266E+01
   573   0.248991E+04   0.902155E+01   0.580466E-01   0.780778E+01
   574   0.248536E+04   0.916953E+01   0.581624E-01   0.885673E+01
   575   0.248061E+04   0.932114E+01   0.582769E-01   0.988717E+01
   576   0.247575E+04   0.947791E+01   0.583902E-01   0.109004E+02
   577   0.247062E+04   0.963914E+01   0.585022E-01   0.118949E+02
   578   0.246537E+04   0.980412E+01   0.586131E-01   0.128698E+02
   579   0.246000E+04   0.997439E+01   0.587227E-01   0.138256E+02
   580   0.245450E+04   0.101485E+02   0.588311E-01   0.147599E+02
   581   0.244866E+04   0.103265E+02   0.589382E-01   0.156750E+02
   582   0.244276E+04   0.105092E+02   0.590440E-01   0.165684E+02
   583   0.243674E+04   0.106958E+02   0.591486E-01   0.174393E+02
   584   0.243058E+04   0.108864E+02   0.592519E-01   0.182889E+02
   585   0.242430E+04   0.110811E+02   0.593540E-01   0.191157E+02
   586   0.241781E+04   0.112792E+02   0.594547E-01   0.199196E+02
   587   0.241125E+04   0.114821E+02   0.595542E-01   0.207005E+02
   588   0.240449E+04   0.116884E+02   0.596524E-01   0.214566E+02
   589   0.239759E+04   0.118990E+02   0.597493E-01   0.221894E+02
   590   0.239055E+04   0.121124E+02   0.598448E-01   0.228979E+02
   591   0.238344E+04   0.123308E+02   0.599391E-01   0.235814E+02
   592   0.237619E+04   0.125514E+02   0.600321E-01   0.242389E+02
   593   0.236880E+04   0.127770E+02   0.601238E-01   0.248725E+02
   594   0.236119E+04   0.130057E+02   0.602142E-01   0.254791E+02
   595   0.235350E+04   0.132366E+02   0.603033E-01   0.260609E+02
   596   0.234581E+04   0.134727E+02   0.603910E-01   0.266154E+02
   597   0.233798E+04   0.137097E+02   0.604775E-01   0.271440E+02
   598   0.233021E+04   0.139514E+02   0.605627E-01   0.276458E+02
   599   0.232222E+04   0.141962E+02   0.606465E-01   0.281214E+02
   600   0.231407E+04   0.144442E+02   0.607291E-01   0.285693E+02
   601   0.230583E+04   0.146955E+02   0.608104E-01   0.289900E+02
   602   0.229752E+04   0.149485E+02   0.608904E-01   0.293824E+02
   603   0.228905E+04   0.152056E+02   0.609691E-01   0.297486E+02
   604   0.228064E+04   0.154645E+02   0.610465E-01   0.300860E+02
   605   0.227208E+04   0.157259E+02   0.611227E-01   0.303951E+02
   606   0.226351E+04   0.159899E+02   0.611975E-01   0.306755E+02
   607   0.225464E+04   0.162565E+02   0.612712E-01   0.309270E+02
   608   0.224591E+04   0.165257E+02   0.613435E-01   0.311493E+02
   609   0.223717E+04   0.167960E+02   0.614147E-01   0.313420E+02
   610   0.222828E+04   0.170682E+02   0.614845E-01   0.315050E+02
   611   0.221938E+04   0.173430E+02   0.615532E-01   0.316387E+02
   612   0.221047E+04   0.176204E+02   0.616206E-01   0.317434E+02
   613   0.220141E+04   0.178968E+02   0.616869E-01   0.318167E+02
   614   0.219242E+04   0.181766E+02   0.617519E-01   0.318598E+02
   615   0.218335E+04   0.184568E+02   0.618158E-01   0.318731E+02
   616   0.217428E+04   0.187397E+02   0.618784E-01   0.318563E+02
   617   0.216527E+04   0.190239E+02   0.619399E-01   0.318091E+02
   618   0.215618E+04   0.193092E+02   0.620003E-01   0.317306E+02
   619   0.214702E+04   0.195965E+02   0.620595E-01   0.316233E+02
   620   0.213800E+04   0.198829E+02   0.621176E-01   0.314847E+02
   621   0.212883E+04   0.201712E+02   0.621746E-01   0.313154E+02
   622   0.211972E+04   0.204601E+02   0.622305E-01   0.311149E+02
   623   0.211069E+04   0.207488E+02   0.622853E-01   0.308852E+02
   624   0.210158E+04   0.210380E+02   0.623391E-01   0.306246E+02
   625   0.209247E+04   0.213278E+02   0.623918E-01   0.303327E+02
   626   0.208342E+04   0.216182E+02   0.624434E-01   0.300107E+02
   627   0.207445E+04   0.219084E+02   0.624941E-01   0.296584E+02
   628   0.206548E+04   0.221985E+02   0.625438E-01   0.292753E+02
   629   0.205657E+04   0.224884E+02   0.625925E-01   0.288621E+02
   630   0.204759E+04   0.227783E+02   0.626402E-01   0.284175E+02
   631   0.203869E+04   0.230680E+02   0.626870E-01   0.279444E+02
   632   0.202992E+04   0.233569E+02   0.627328E-01   0.274401E+02
   633   0.202109E+04   0.236465E+02   0.627778E-01   0.269065E+02
   634   0.201239E+04   0.239338E+02   0.628218E-01   0.263435E+02
   635   0.200377E+04   0.242218E+02   0.628650E-01   0.257510E+02
   636   0.199508E+04   0.245098E+02   0.629073E-01   0.251294E+02
   637   0.198653E+04   0.247948E+02   0.629489E-01   0.244778E+02
   638   0.197806E+04   0.250805E+02   0.629896E-01   0.237980E+02
   639   0.196966E+04   0.253640E+02   0.630295E-01   0.230889E+02
   640   0.196133E+04   0.256475E+02   0.630686E-01   0.223516E+02
   641   0.195308E+04   0.259295E+02   0.631070E-01   0.215858E+02
   642   0.194482E+04   0.262094E+02   0.631447E-01   0.207920E+02
   643   0.193672E+04   0.264893E+02   0.631816E-01   0.199704E+02
   644   0.192876E+04   0.267656E+02   0.632179E-01   0.191214E+02
   645   0.192080E+04   0.270413E+02   0.632535E-01   0.182448E+02
   646   0.191292E+04   0.273155E+02   0.632884E-01   0.173411E+02
   647   0.190526E+04   0.275877E+02   0.633228E-01   0.164101E+02
   648   0.189753E+04   0.278585E+02   0.633565E-01   0.154535E+02
   649   0.189002E+04   0.281264E+02   0.633897E-01   0.144701E+02
   650   0.188259E+04   0.283923E+02   0.634222E-01   0.134612E+02
   651   0.187523E+04   0.286576E+02   0.634543E-01   0.124264E+02
   652   0.186795E+04   0.289201E+02   0.634858E-01   0.113663E+02
   653   0.186089E+04   0.291790E+02   0.635168E-01   0.102823E+02
   654   0.185385E+04   0.294364E+02   0.635474E-01   0.917500E+01
   655   0.184689E+04   0.296916E+02   0.635775E-01   0.804342E+01
   656   0.184015E+04   0.299438E+02   0.636072E-01   0.688895E+01
   657   0.183351E+04   0.301930E+02   0.636364E-01   0.571291E+01
   658   0.182688E+04   0.304399E+02   0.636653E-01   0.451441E+01
   659   0.182056E+04   0.306837E+02   0.636938E-01   0.329479E+01
   660   0.181433E+04   0.309236E+02   0.637219E-01   0.205464E+01
   661   0.180820E+04   0.311604E+02   0.637497E-01   0.795293E+00
   662   0.180223E+04   0.313946E+02   0.637773E-01  -0.484897E+00
   663   0.179636E+04   0.316257E+02   0.638045E-01  -0.178459E+01
   664   0.179066E+04   0.318519E+02   0.638315E-01  -0.310172E+01
   665   0.178506E+04   0.320748E+02   0.638582E-01  -0.443718E+01
   666   0.177964E+04   0.322944E+02   0.638847E-01  -0.578964E+01
   667   0.177440E+04   0.325099E+02   0.639110E-01  -0.715926E+01
   668   0.176918E+04   0.327219E+02   0.639372E-01  -0.854545E+01
   669   0.176430E+04   0.329296E+02   0.639632E-01  -0.994688E+01
   670   0.175945E+04   0.331332E+02   0.639890E-01  -0.113622E+02
   671   0.175486E+04   0.333339E+02   0.640148E-01  -0.127931E+02
   672   0.175030E+04   0.335288E+02   0.640404E-01  -0.142383E+02
   673   0.174601E+04   0.337209E+02   0.640660E-01  -0.156956E+02
   674   0.174183E+04   0.339078E+02   0.640916E-01  -0.171660E+02
   675   0.173785E+04   0.340903E+02   0.641171E-01  -0.186488E+02
   676   0.173398E+04   0.342683E+02   0.641426E-01  -0.201421E+02
   677   0.173031E+04   0.344417E+02   0.641681E-01  -0.216467E+02
   678   0.172684E+04   0.346099E+02   0.641937E-01  -0.231621E+02
   679   0.172349E+04   0.347743E+02   0.642194E-01  -0.246869E+02
   680   0.172041E+04   0.349340E+02   0.642451E-01  -0.262212E+02
   681   0.171746E+04   0.350883E+02   0.642710E-01  -0.277631E+02
   682   0.171464E+04   0.352372E+02   0.642969E-01  -0.293142E+02
   683   0.171210E+04   0.353829E+02   0.643231E-01  -0.308739E+02
   684   0.170962E+04   0.355215E+02   0.643494E-01  -0.324401E+02
   685   0.170728E+04   0.356561E+02   0.643759E-01  -0.340130E+02
   686   0.170514E+04   0.357850E+02   0.644026E-01  -0.355838E+02
   687   0.170329E+04   0.359099E+02   0.644295E-01  -0.371639E+02
   688   0.170151E+04   0.360283E+02   0.644568E-01  -0.387513E+02
   689   0.169994E+04   0.361417E+02   0.644843E-01  -0.403385E+02
   690   0.169852E+04   0.362510E+02   0.645121E-01  -0.419333E+02
   691   0.169732E+04   0.363529E+02   0.645402E-01  -0.435284E+02
   692   0.169626E+04   0.364512E+02   0.645687E-01  -0.451240E+02
   693   0.169543E+04   0.365437E+02   0.645975E-01  -0.467276E+02
   694   0.169467E+04   0.366303E+02   0.646268E-01  -0.483245E+02
   695   0.169421E+04   0.367132E+02   0.646564E-01  -0.499224E+02
   696   0.169391E+04   0.367894E+02   0.646865E-01  -0.515363E+02
   697   0.169377E+04   0.368603E+02   0.647171E-01  -0.531367E+02
   698   0.169378E+04   0.369252E+02   0.647481E-01  -0.547386E+02
   699   0.169395E+04   0.369855E+02   0.647796E-01  -0.563346E+02
   700   0.169436E+04   0.370396E+02   0.648116E-01  -0.579325E+02
   701   0.169493E+04   0.370884E+02   0.648441E-01  -0.595324E+02
   702   0.169567E+04   0.371324E+02   0.648772E-01  -0.611192E+02
   703   0.169657E+04   0.371701E+02   0.649109E-01  -0.627225E+02
   704   0.169764E+04   0.372030E+02   0.649452E-01  -0.643051E+02
   705   0.169880E+04   0.372295E+02   0.649800E-01  -0.658816E+02
   706   0.170021E+04   0.372510E+02   0.650155E-01  -0.674593E+02
   707   0.170172E+04   0.372668E+02   0.650516E-01  -0.690305E+02
   708   0.170355E+04   0.372776E+02   0.650884E-01  -0.705804E+02
   709   0.170541E+04   0.372825E+02   0.651258E-01  -0.721383E+02
   710   0.170752E+04   0.372815E+02   0.651640E-01  -0.736820E+02
   711   0.170974E+04   0.372753E+02   0.652028E-01  -0.752112E+02
   712   0.171213E+04   0.372637E+02   0.652423E-01  -0.767405E+02
   713   0.171478E+04   0.372462E+02   0.652826E-01  -0.782477E+02
   714   0.171739E+04   0.372239E+02   0.653236E-01  -0.797473E+02
   715   0.172026E+04   0.371955E+02   0.653654E-01  -0.812392E+02
   716   0.172331E+04   0.371616E+02   0.654079E-01  -0.827159E+02
   717   0.172648E+04   0.371229E+02   0.654512E-01  -0.841696E+02
   718   0.172976E+04   0.370785E+02   0.654953E-01  -0.856226E+02
   719   0.173323E+04   0.370270E+02   0.655402E-01  -0.870450E+02
   720   0.173675E+04   0.369713E+02   0.655859E-01  -0.884664E+02
   721   0.174061E+04   0.369113E+02   0.656324E-01  -0.898567E+02
   722   0.174444E+04   0.368447E+02   0.656797E-01  -0.912309E+02
   723   0.174847E+04   0.367737E+02   0.657278E-01  -0.925960E+02
   724   0.175263E+04   0.366967E+02   0.657768E-01  -0.939446E+02
   725   0.175691E+04   0.366153E+02   0.658266E-01  -0.952691E+02
   726   0.176139E+04   0.365300E+02   0.658772E-01  -0.965692E+02
   727   0.176593E+04   0.364378E+02   0.659287E-01  -0.978597E+02
   728   0.177060E+04   0.363395E+02   0.659810E-01  -0.991256E+02
   729   0.177540E+04   0.362371E+02   0.660342E-01  -0.100374E+03
   730   0.178026E+04   0.361300E+02   0.660883E-01  -0.101598E+03
   731   0.178540E+04   0.360165E+02   0.661432E-01  -0.102796E+03
   732   0.179054E+04   0.359003E+02   0.661989E-01  -0.103969E+03
   733   0.179588E+04   0.357776E+02   0.662556E-01  -0.105132E+03
   734   0.180130E+04   0.356507E+02   0.663130E-01  -0.106254E+03
   735   0.180685E+04   0.355179E+02   0.663714E-01  -0.107373E+03
   736   0.181240E+04   0.353807E+02   0.664306E-01  -0.108451E+03
   737   0.181817E+04   0.352397E+02   0.664906E-01  -0.109518E+03
   738   0.182394E+04   0.350943E+02   0.665515E-01  -0.110543E+03
   739   0.182986E+04   0.349435E+02   0.666133E-01  -0.111550E+03
   740   0.183585E+04   0.347881E+02   0.666759E-01  -0.112537E+03
   741   0.184200E+04   0.346272E+02   0.667393E-01  -0.113498E+03
   742   0.184822E+04   0.344646E+02   0.668036E-01  -0.114425E+03
   743   0.185453E+04   0.342978E+02   0.668688E-01  -0.115332E+03
   744   0.186099E+04   0.341255E+02   0.669348E-01  -0.116204E+03
   745   0.186746E+04   0.339489E+02   0.670016E-01  -0.117064E+03
   746   0.187395E+04   0.337688E+02   0.670692E-01  -0.117874E+03
   747   0.188052E+04   0.335837E+02   0.671377E-01  -0.118671E+03
   748   0.188726E+04   0.333957E+02   0.672070E-01  -0.119440E+03
   749   0.189408E+04   0.332017E+02   0.672771E-01  -0.120188E+03
   750   0.190093E+04   0.330055E+02   0.673480E-01  -0.120901E+03
   751   0.190787E+04   0.328048E+02   0.674197E-01  -0.121586E+03
   752   0.191490E+04   0.326017E+02   0.674922E-01  -0.122235E+03
   753   0.192196E+04   0.323933E+02   0.675655E-01  -0.122862E+03
   754   0.192903E+04   0.321825E+02   0.676396E-01  -0.123452E+03
   755   0.193627E+04   0.319678E+02   0.677144E-01  -0.124020E+03
   756   0.194338E+04   0.317500E+02   0.677901E-01  -0.124557E+03
   757   0.195073E+04   0.315298E+02   0.678665E-01  -0.125057E+03
   758   0.195796E+04   0.313056E+02   0.679436E-01  -0.125526E+03
   759   0.196535E+04   0.310783E+02   0.680216E-01  -0.125972E+03
   760   0.197268E+04   0.308485E+02   0.681002E-01  -0.126386E+03
   761   0.198004E+04   0.306162E+02   0.681796E-01  -0.126769E+03
   762   0.198756E+04   0.303815E+02   0.682597E-01  -0.127119E+03
   763   0.199494E+04   0.301449E+02   0.683406E-01  -0.127437E+03
   764   0.200243E+04   0.299052E+02   0.684222E-01  -0.127729E+03
   765   0.200985E+04   0.296628E+02   0.685044E-01  -0.127981E+03
   766   0.201737E+04   0.294194E+02   0.685874E-01  -0.128207E+03
   767   0.202482E+04   0.291742E+02   0.686710E-01  -0.128399E+03
   768   0.203230E+04   0.289264E+02   0.687554E-01  -0.128549E+03
   769   0.203979E+04   0.286760E+02   0.688403E-01  -0.128679E+03
   770   0.204723E+04   0.284252E+02   0.689260E-01  -0.128775E+03
   771   0.205468E+04   0.281725E+02   0.690123E-01  -0.128836E+03
   772   0.206207E+04   0.279186E+02   0.690992E-01  -0.128853E+03
   773   0.206949E+04   0.276635E+02   0.691868E-01  -0.128850E+03
   774   0.207684E+04   0.274073E+02   0.692749E-01  -0.128817E+03
   775   0.208428E+04   0.271498E+02   0.693637E-01  -0.128748E+03
   776   0.209152E+04   0.268918E+02   0.694530E-01  -0.128649E+03
   777   0.209877E+04   0.266326E+02   0.695429E-01  -0.128513E+03
   778   0.210619E+04   0.263729E+02   0.696334E-01  -0.128339E+03
   779   0.211332E+04   0.261126E+02   0.697244E-01  -0.128143E+03
   780   0.212047E+04   0.258502E+02   0.698159E-01  -0.127907E+03
   781   0.212764E+04   0.255895E+02   0.699079E-01  -0.127648E+03
   782   0.213467E+04   0.253275E+02   0.700005E-01  -0.127364E+03
   783   0.214172E+04   0.250656E+02   0.700935E-01  -0.127034E+03
   784   0.214871E+04   0.248038E+02   0.701869E-01  -0.126671E+03
   785   0.215556E+04   0.245413E+02   0.702808E-01  -0.126283E+03
