#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1229   0.101390E+04   0.450326E+01  -0.395117E-06   0.450326E+01   0.140220E+02  -0.102348E-06  -0.395117E-06  -0.102348E-06   0.296170E-08
  1230   0.100951E+04   0.500776E+01  -0.384162E-06   0.500776E+01   0.141717E+02  -0.105929E-06  -0.384162E-06  -0.105929E-06   0.295606E-08
  1231   0.100522E+04   0.549603E+01  -0.373115E-06   0.549603E+01   0.143247E+02  -0.109485E-06  -0.373115E-06  -0.109485E-06   0.295044E-08
  1232   0.100087E+04   0.596928E+01  -0.361978E-06   0.596928E+01   0.144794E+02  -0.113013E-06  -0.361978E-06  -0.113013E-06   0.294483E-08
  1233   0.996611E+03   0.642496E+01  -0.350751E-06   0.642496E+01   0.146382E+02  -0.116515E-06  -0.350751E-06  -0.116515E-06   0.293923E-08
  1234   0.992223E+03   0.686576E+01  -0.339434E-06   0.686576E+01   0.147981E+02  -0.119990E-06  -0.339434E-06  -0.119990E-06   0.293365E-08
  1235   0.988077E+03   0.728989E+01  -0.328028E-06   0.728989E+01   0.149612E+02  -0.123438E-06  -0.328028E-06  -0.123438E-06   0.292808E-08
  1236   0.983725E+03   0.769780E+01  -0.316534E-06   0.769780E+01   0.151256E+02  -0.126859E-06  -0.316534E-06  -0.126859E-06   0.292252E-08
  1237   0.979317E+03   0.808844E+01  -0.304952E-06   0.808844E+01   0.152926E+02  -0.130253E-06  -0.304952E-06  -0.130253E-06   0.291697E-08
  1238   0.974926E+03   0.846225E+01  -0.293282E-06   0.846225E+01   0.154623E+02  -0.133618E-06  -0.293282E-06  -0.133618E-06   0.291144E-08
  1239   0.970477E+03   0.881895E+01  -0.281526E-06   0.881895E+01   0.156332E+02  -0.136956E-06  -0.281526E-06  -0.136956E-06   0.290592E-08
  1240   0.965971E+03   0.915972E+01  -0.269684E-06   0.915972E+01   0.158069E+02  -0.140267E-06  -0.269684E-06  -0.140267E-06   0.290041E-08
  1241   0.961556E+03   0.948278E+01  -0.257756E-06   0.948278E+01   0.159818E+02  -0.143549E-06  -0.257756E-06  -0.143549E-06   0.289491E-08
  1242   0.957008E+03   0.979004E+01  -0.245744E-06   0.979004E+01   0.161604E+02  -0.146802E-06  -0.245744E-06  -0.146802E-06   0.288943E-08
  1243   0.952477E+03   0.100780E+02  -0.233647E-06   0.100780E+02   0.163388E+02  -0.150028E-06  -0.233647E-06  -0.150028E-06   0.288396E-08
  1244   0.947962E+03   0.103502E+02  -0.221466E-06   0.103502E+02   0.165208E+02  -0.153224E-06  -0.221466E-06  -0.153224E-06   0.287850E-08
  1245   0.943463E+03   0.106047E+02  -0.209202E-06   0.106047E+02   0.167042E+02  -0.156392E-06  -0.209202E-06  -0.156392E-06   0.287306E-08
  1246   0.938904E+03   0.108429E+02  -0.196856E-06   0.108429E+02   0.168883E+02  -0.159531E-06  -0.196856E-06  -0.159531E-06   0.286763E-08
  1247   0.934287E+03   0.110629E+02  -0.184427E-06   0.110629E+02   0.170746E+02  -0.162640E-06  -0.184427E-06  -0.162640E-06   0.286221E-08
  1248   0.929685E+03   0.112651E+02  -0.171917E-06   0.112651E+02   0.172625E+02  -0.165720E-06  -0.171917E-06  -0.165720E-06   0.285680E-08
  1249   0.925098E+03   0.114501E+02  -0.159326E-06   0.114501E+02   0.174533E+02  -0.168771E-06  -0.159326E-06  -0.168771E-06   0.285140E-08
  1250   0.920526E+03   0.116175E+02  -0.146655E-06   0.116175E+02   0.176443E+02  -0.171792E-06  -0.146655E-06  -0.171792E-06   0.284602E-08
  1251   0.915894E+03   0.117671E+02  -0.133905E-06   0.117671E+02   0.178360E+02  -0.174783E-06  -0.133905E-06  -0.174783E-06   0.284065E-08
  1252   0.911352E+03   0.118989E+02  -0.121079E-06   0.118989E+02   0.180308E+02  -0.177744E-06  -0.121079E-06  -0.177744E-06   0.283529E-08
  1253   0.906678E+03   0.120133E+02  -0.108179E-06   0.120133E+02   0.182257E+02  -0.180675E-06  -0.108179E-06  -0.180675E-06   0.282994E-08
  1254   0.902021E+03   0.121104E+02  -0.952095E-07   0.121104E+02   0.184212E+02  -0.183575E-06  -0.952095E-07  -0.183575E-06   0.282461E-08
  1255   0.897382E+03   0.121899E+02  -0.821737E-07   0.121899E+02   0.186189E+02  -0.186445E-06  -0.821737E-07  -0.186445E-06   0.281928E-08
  1256   0.892836E+03   0.122522E+02  -0.690748E-07   0.122522E+02   0.188166E+02  -0.189284E-06  -0.690748E-07  -0.189284E-06   0.281397E-08
  1257   0.888236E+03   0.122974E+02  -0.559161E-07   0.122974E+02   0.190155E+02  -0.192093E-06  -0.559161E-07  -0.192093E-06   0.280867E-08
  1258   0.883583E+03   0.123254E+02  -0.427010E-07   0.123254E+02   0.192143E+02  -0.194870E-06  -0.427010E-07  -0.194870E-06   0.280339E-08
  1259   0.878951E+03   0.123364E+02  -0.294327E-07   0.123364E+02   0.194144E+02  -0.197616E-06  -0.294327E-07  -0.197616E-06   0.279811E-08
  1260   0.874343E+03   0.123306E+02  -0.161147E-07   0.123306E+02   0.196142E+02  -0.200331E-06  -0.161147E-07  -0.200331E-06   0.279285E-08
  1261   0.869757E+03   0.123080E+02  -0.275006E-08   0.123080E+02   0.198152E+02  -0.203014E-06  -0.275006E-08  -0.203014E-06   0.278760E-08
  1262   0.865196E+03   0.122689E+02   0.106577E-07   0.122689E+02   0.200165E+02  -0.205665E-06   0.106577E-07  -0.205665E-06   0.278236E-08
  1263   0.860661E+03   0.122130E+02   0.241054E-07   0.122130E+02   0.202175E+02  -0.208285E-06   0.241054E-07  -0.208285E-06   0.277713E-08
  1264   0.856077E+03   0.121404E+02   0.375896E-07   0.121404E+02   0.204188E+02  -0.210873E-06   0.375896E-07  -0.210873E-06   0.277191E-08
  1265   0.851595E+03   0.120516E+02   0.511070E-07   0.120516E+02   0.206197E+02  -0.213428E-06   0.511070E-07  -0.213428E-06   0.276671E-08
  1266   0.847067E+03   0.119466E+02   0.646544E-07   0.119466E+02   0.208207E+02  -0.215952E-06   0.646544E-07  -0.215952E-06   0.276152E-08
  1267   0.842567E+03   0.118253E+02   0.782284E-07   0.118253E+02   0.210205E+02  -0.218443E-06   0.782284E-07  -0.218443E-06   0.275634E-08
  1268   0.838105E+03   0.116879E+02   0.918257E-07   0.116879E+02   0.212219E+02  -0.220901E-06   0.918257E-07  -0.220901E-06   0.275117E-08
  1269   0.833681E+03   0.115350E+02   0.105443E-06   0.115350E+02   0.214205E+02  -0.223326E-06   0.105443E-06  -0.223326E-06   0.274601E-08
  1270   0.829259E+03   0.113655E+02   0.119077E-06   0.113655E+02   0.216191E+02  -0.225719E-06   0.119077E-06  -0.225719E-06   0.274086E-08
  1271   0.824878E+03   0.111807E+02   0.132724E-06   0.111807E+02   0.218177E+02  -0.228078E-06   0.132724E-06  -0.228078E-06   0.273573E-08
  1272   0.820507E+03   0.109805E+02   0.146381E-06   0.109805E+02   0.220156E+02  -0.230404E-06   0.146381E-06  -0.230404E-06   0.273061E-08
  1273   0.816149E+03   0.107647E+02   0.160045E-06   0.107647E+02   0.222120E+02  -0.232697E-06   0.160045E-06  -0.232697E-06   0.272549E-08
  1274   0.811833E+03   0.105338E+02   0.173713E-06   0.105338E+02   0.224068E+02  -0.234956E-06   0.173713E-06  -0.234956E-06   0.272039E-08
  1275   0.807546E+03   0.102884E+02   0.187380E-06   0.102884E+02   0.226014E+02  -0.237181E-06   0.187380E-06  -0.237181E-06   0.271531E-08
  1276   0.803281E+03   0.100274E+02   0.201044E-06   0.100274E+02   0.227951E+02  -0.239373E-06   0.201044E-06  -0.239373E-06   0.271023E-08
  1277   0.799054E+03   0.975227E+01   0.214702E-06   0.975227E+01   0.229879E+02  -0.241530E-06   0.214702E-06  -0.241530E-06   0.270516E-08
  1278   0.794859E+03   0.946193E+01   0.228349E-06   0.946193E+01   0.231789E+02  -0.243653E-06   0.228349E-06  -0.243653E-06   0.270011E-08
  1279   0.790703E+03   0.915768E+01   0.241984E-06   0.915768E+01   0.233681E+02  -0.245742E-06   0.241984E-06  -0.245742E-06   0.269507E-08
  1280   0.786589E+03   0.883785E+01   0.255602E-06   0.883785E+01   0.235570E+02  -0.247796E-06   0.255602E-06  -0.247796E-06   0.269003E-08
  1281   0.782508E+03   0.850518E+01   0.269200E-06   0.850518E+01   0.237440E+02  -0.249815E-06   0.269200E-06  -0.249815E-06   0.268501E-08
  1282   0.778470E+03   0.815799E+01   0.282775E-06   0.815799E+01   0.239291E+02  -0.251800E-06   0.282775E-06  -0.251800E-06   0.268000E-08
  1283   0.774468E+03   0.779681E+01   0.296324E-06   0.779681E+01   0.241130E+02  -0.253749E-06   0.296324E-06  -0.253749E-06   0.267500E-08
  1284   0.770511E+03   0.742144E+01   0.309842E-06   0.742144E+01   0.242949E+02  -0.255664E-06   0.309842E-06  -0.255664E-06   0.267002E-08
  1285   0.766583E+03   0.703314E+01   0.323328E-06   0.703314E+01   0.244756E+02  -0.257543E-06   0.323328E-06  -0.257543E-06   0.266504E-08
  1286   0.762702E+03   0.663097E+01   0.336777E-06   0.663097E+01   0.246534E+02  -0.259386E-06   0.336777E-06  -0.259386E-06   0.266007E-08
  1287   0.758868E+03   0.621621E+01   0.350187E-06   0.621621E+01   0.248298E+02  -0.261194E-06   0.350187E-06  -0.261194E-06   0.265512E-08
  1288   0.755082E+03   0.578716E+01   0.363553E-06   0.578716E+01   0.250041E+02  -0.262966E-06   0.363553E-06  -0.262966E-06   0.265018E-08
  1289   0.751337E+03   0.534658E+01   0.376873E-06   0.534658E+01   0.251769E+02  -0.264702E-06   0.376873E-06  -0.264702E-06   0.264524E-08
  1290   0.747635E+03   0.489205E+01   0.390144E-06   0.489205E+01   0.253468E+02  -0.266401E-06   0.390144E-06  -0.266401E-06   0.264032E-08
  1291   0.743983E+03   0.442483E+01   0.403361E-06   0.442483E+01   0.255151E+02  -0.268065E-06   0.403361E-06  -0.268065E-06   0.263541E-08
  1292   0.740375E+03   0.394471E+01   0.416522E-06   0.394471E+01   0.256796E+02  -0.269692E-06   0.416522E-06  -0.269692E-06   0.263051E-08
  1293   0.736813E+03   0.345150E+01   0.429624E-06   0.345150E+01   0.258440E+02  -0.271282E-06   0.429624E-06  -0.271282E-06   0.262562E-08
  1294   0.733311E+03   0.294869E+01   0.442662E-06   0.294869E+01   0.260052E+02  -0.272836E-06   0.442662E-06  -0.272836E-06   0.262074E-08
  1295   0.729848E+03   0.243162E+01   0.455634E-06   0.243162E+01   0.261640E+02  -0.274352E-06   0.455634E-06  -0.274352E-06   0.261588E-08
  1296   0.726434E+03   0.190455E+01   0.468537E-06   0.190455E+01   0.263210E+02  -0.275832E-06   0.468537E-06  -0.275832E-06   0.261102E-08
  1297   0.723075E+03   0.136428E+01   0.481367E-06   0.136428E+01   0.264756E+02  -0.277274E-06   0.481367E-06  -0.277274E-06   0.260617E-08
  1298   0.719766E+03   0.812834E+00   0.494120E-06   0.812834E+00   0.266275E+02  -0.278679E-06   0.494120E-06  -0.278679E-06   0.260134E-08
  1299   0.716500E+03   0.249272E+00   0.506794E-06   0.249272E+00   0.267769E+02  -0.280046E-06   0.506794E-06  -0.280046E-06   0.259651E-08
  1300   0.713300E+03  -0.325135E+00   0.519385E-06  -0.325135E+00   0.269228E+02  -0.281375E-06   0.519385E-06  -0.281375E-06   0.259170E-08
  1301   0.710152E+03  -0.910549E+00   0.531891E-06  -0.910549E+00   0.270676E+02  -0.282667E-06   0.531891E-06  -0.282667E-06   0.258689E-08
  1302   0.707051E+03  -0.150621E+01   0.544311E-06  -0.150621E+01   0.272089E+02  -0.283920E-06   0.544311E-06  -0.283920E-06   0.258210E-08
  1303   0.704004E+03  -0.211356E+01   0.556647E-06  -0.211356E+01   0.273473E+02  -0.285137E-06   0.556647E-06  -0.285137E-06   0.257732E-08
  1304   0.701012E+03  -0.273029E+01   0.568901E-06  -0.273029E+01   0.274836E+02  -0.286315E-06   0.568901E-06  -0.286315E-06   0.257254E-08
  1305   0.698077E+03  -0.335784E+01   0.581072E-06  -0.335784E+01   0.276161E+02  -0.287457E-06   0.581072E-06  -0.287457E-06   0.256778E-08
  1306   0.695184E+03  -0.399317E+01   0.593162E-06  -0.399317E+01   0.277471E+02  -0.288561E-06   0.593162E-06  -0.288561E-06   0.256303E-08
  1307   0.692365E+03  -0.463697E+01   0.605172E-06  -0.463697E+01   0.278743E+02  -0.289629E-06   0.605172E-06  -0.289629E-06   0.255829E-08
  1308   0.689598E+03  -0.529141E+01   0.617102E-06  -0.529141E+01   0.279983E+02  -0.290660E-06   0.617102E-06  -0.290660E-06   0.255356E-08
  1309   0.686878E+03  -0.595198E+01   0.628955E-06  -0.595198E+01   0.281182E+02  -0.291654E-06   0.628955E-06  -0.291654E-06   0.254884E-08
  1310   0.684226E+03  -0.662157E+01   0.640731E-06  -0.662157E+01   0.282364E+02  -0.292612E-06   0.640731E-06  -0.292612E-06   0.254413E-08
  1311   0.681623E+03  -0.729792E+01   0.652431E-06  -0.729792E+01   0.283512E+02  -0.293534E-06   0.652431E-06  -0.293534E-06   0.253943E-08
  1312   0.679106E+03  -0.798095E+01   0.664055E-06  -0.798095E+01   0.284632E+02  -0.294420E-06   0.664055E-06  -0.294420E-06   0.253474E-08
  1313   0.676624E+03  -0.867135E+01   0.675606E-06  -0.867135E+01   0.285710E+02  -0.295270E-06   0.675606E-06  -0.295270E-06   0.253006E-08
  1314   0.674209E+03  -0.936684E+01   0.687084E-06  -0.936684E+01   0.286759E+02  -0.296084E-06   0.687084E-06  -0.296084E-06   0.252539E-08
  1315   0.671846E+03  -0.100688E+02   0.698489E-06  -0.100688E+02   0.287779E+02  -0.296863E-06   0.698489E-06  -0.296863E-06   0.252073E-08
  1316   0.669551E+03  -0.107758E+02   0.709824E-06  -0.107758E+02   0.288755E+02  -0.297606E-06   0.709824E-06  -0.297606E-06   0.251608E-08
  1317   0.667318E+03  -0.114884E+02   0.721089E-06  -0.114884E+02   0.289714E+02  -0.298315E-06   0.721089E-06  -0.298315E-06   0.251144E-08
  1318   0.665134E+03  -0.122051E+02   0.732285E-06  -0.122051E+02   0.290620E+02  -0.298988E-06   0.732285E-06  -0.298988E-06   0.250681E-08
  1319   0.663013E+03  -0.129274E+02   0.743413E-06  -0.129274E+02   0.291494E+02  -0.299627E-06   0.743413E-06  -0.299627E-06   0.250219E-08
  1320   0.660951E+03  -0.136529E+02   0.754474E-06  -0.136529E+02   0.292335E+02  -0.300231E-06   0.754474E-06  -0.300231E-06   0.249758E-08
  1321   0.658947E+03  -0.143830E+02   0.765469E-06  -0.143830E+02   0.293150E+02  -0.300800E-06   0.765469E-06  -0.300800E-06   0.249298E-08
  1322   0.657010E+03  -0.151156E+02   0.776399E-06  -0.151156E+02   0.293908E+02  -0.301335E-06   0.776399E-06  -0.301335E-06   0.248839E-08
  1323   0.655134E+03  -0.158512E+02   0.787266E-06  -0.158512E+02   0.294640E+02  -0.301837E-06   0.787266E-06  -0.301837E-06   0.248381E-08
  1324   0.653320E+03  -0.165905E+02   0.798070E-06  -0.165905E+02   0.295335E+02  -0.302304E-06   0.798070E-06  -0.302304E-06   0.247924E-08
  1325   0.651562E+03  -0.173313E+02   0.808811E-06  -0.173313E+02   0.295995E+02  -0.302737E-06   0.808811E-06  -0.302737E-06   0.247468E-08
  1326   0.649876E+03  -0.180751E+02   0.819492E-06  -0.180751E+02   0.296617E+02  -0.303137E-06   0.819492E-06  -0.303137E-06   0.247013E-08
  1327   0.648232E+03  -0.188208E+02   0.830114E-06  -0.188208E+02   0.297209E+02  -0.303504E-06   0.830114E-06  -0.303504E-06   0.246559E-08
  1328   0.646670E+03  -0.195664E+02   0.840676E-06  -0.195664E+02   0.297763E+02  -0.303837E-06   0.840676E-06  -0.303837E-06   0.246106E-08
  1329   0.645160E+03  -0.203147E+02   0.851181E-06  -0.203147E+02   0.298271E+02  -0.304137E-06   0.851181E-06  -0.304137E-06   0.245654E-08
  1330   0.643711E+03  -0.210635E+02   0.861629E-06  -0.210635E+02   0.298739E+02  -0.304405E-06   0.861629E-06  -0.304405E-06   0.245203E-08
  1331   0.642332E+03  -0.218126E+02   0.872021E-06  -0.218126E+02   0.299173E+02  -0.304639E-06   0.872021E-06  -0.304639E-06   0.244753E-08
  1332   0.641001E+03  -0.225627E+02   0.882358E-06  -0.225627E+02   0.299567E+02  -0.304841E-06   0.882358E-06  -0.304841E-06   0.244303E-08
  1333   0.639741E+03  -0.233116E+02   0.892642E-06  -0.233116E+02   0.299919E+02  -0.305011E-06   0.892642E-06  -0.305011E-06   0.243855E-08
  1334   0.638539E+03  -0.240614E+02   0.902873E-06  -0.240614E+02   0.300243E+02  -0.305149E-06   0.902873E-06  -0.305149E-06   0.243408E-08
  1335   0.637397E+03  -0.248106E+02   0.913052E-06  -0.248106E+02   0.300516E+02  -0.305254E-06   0.913052E-06  -0.305254E-06   0.242962E-08
  1336   0.636322E+03  -0.255577E+02   0.923181E-06  -0.255577E+02   0.300761E+02  -0.305328E-06   0.923181E-06  -0.305328E-06   0.242516E-08
  1337   0.635307E+03  -0.263047E+02   0.933260E-06  -0.263047E+02   0.300953E+02  -0.305370E-06   0.933260E-06  -0.305370E-06   0.242072E-08
  1338   0.634348E+03  -0.270503E+02   0.943290E-06  -0.270503E+02   0.301115E+02  -0.305380E-06   0.943290E-06  -0.305380E-06   0.241628E-08
  1339   0.633459E+03  -0.277949E+02   0.953273E-06  -0.277949E+02   0.301231E+02  -0.305360E-06   0.953273E-06  -0.305360E-06   0.241186E-08
  1340   0.632627E+03  -0.285387E+02   0.963209E-06  -0.285387E+02   0.301315E+02  -0.305308E-06   0.963209E-06  -0.305308E-06   0.240744E-08
  1341   0.631853E+03  -0.292792E+02   0.973100E-06  -0.292792E+02   0.301366E+02  -0.305225E-06   0.973100E-06  -0.305225E-06   0.240303E-08
  1342   0.631138E+03  -0.300180E+02   0.982946E-06  -0.300180E+02   0.301369E+02  -0.305111E-06   0.982946E-06  -0.305111E-06   0.239864E-08
  1343   0.630490E+03  -0.307542E+02   0.992748E-06  -0.307542E+02   0.301331E+02  -0.304967E-06   0.992748E-06  -0.304967E-06   0.239425E-08
  1344   0.629904E+03  -0.314878E+02   0.100251E-05  -0.314878E+02   0.301251E+02  -0.304792E-06   0.100251E-05  -0.304792E-06   0.238987E-08
  1345   0.629365E+03  -0.322180E+02   0.101223E-05  -0.322180E+02   0.301143E+02  -0.304587E-06   0.101223E-05  -0.304587E-06   0.238550E-08
  1346   0.628896E+03  -0.329469E+02   0.102190E-05  -0.329469E+02   0.300984E+02  -0.304352E-06   0.102190E-05  -0.304352E-06   0.238114E-08
  1347   0.628492E+03  -0.336714E+02   0.103154E-05  -0.336714E+02   0.300788E+02  -0.304087E-06   0.103154E-05  -0.304087E-06   0.237679E-08
  1348   0.628139E+03  -0.343924E+02   0.104114E-05  -0.343924E+02   0.300555E+02  -0.303793E-06   0.104114E-05  -0.303793E-06   0.237245E-08
  1349   0.627859E+03  -0.351097E+02   0.105071E-05  -0.351097E+02   0.300268E+02  -0.303468E-06   0.105071E-05  -0.303468E-06   0.236812E-08
  1350   0.627625E+03  -0.358233E+02   0.106023E-05  -0.358233E+02   0.299958E+02  -0.303115E-06   0.106023E-05  -0.303115E-06   0.236379E-08
  1351   0.627459E+03  -0.365330E+02   0.106972E-05  -0.365330E+02   0.299601E+02  -0.302732E-06   0.106972E-05  -0.302732E-06   0.235948E-08
  1352   0.627340E+03  -0.372380E+02   0.107917E-05  -0.372380E+02   0.299204E+02  -0.302320E-06   0.107917E-05  -0.302320E-06   0.235517E-08
  1353   0.627290E+03  -0.379386E+02   0.108858E-05  -0.379386E+02   0.298781E+02  -0.301879E-06   0.108858E-05  -0.301879E-06   0.235088E-08
  1354   0.627287E+03  -0.386348E+02   0.109795E-05  -0.386348E+02   0.298311E+02  -0.301409E-06   0.109795E-05  -0.301409E-06   0.234659E-08
  1355   0.627353E+03  -0.393254E+02   0.110728E-05  -0.393254E+02   0.297799E+02  -0.300911E-06   0.110728E-05  -0.300911E-06   0.234231E-08
  1356   0.627475E+03  -0.400117E+02   0.111655E-05  -0.400117E+02   0.297261E+02  -0.300384E-06   0.111655E-05  -0.300384E-06   0.233804E-08
  1357   0.627645E+03  -0.406905E+02   0.112578E-05  -0.406905E+02   0.296674E+02  -0.299829E-06   0.112578E-05  -0.299829E-06   0.233378E-08
  1358   0.627856E+03  -0.413616E+02   0.113495E-05  -0.413616E+02   0.296053E+02  -0.299245E-06   0.113495E-05  -0.299245E-06   0.232953E-08
  1359   0.628123E+03  -0.420284E+02   0.114407E-05  -0.420284E+02   0.295397E+02  -0.298634E-06   0.114407E-05  -0.298634E-06   0.232529E-08
  1360   0.628423E+03  -0.426869E+02   0.115313E-05  -0.426869E+02   0.294720E+02  -0.297995E-06   0.115313E-05  -0.297995E-06   0.232105E-08
  1361   0.628795E+03  -0.433391E+02   0.116213E-05  -0.433391E+02   0.293986E+02  -0.297328E-06   0.116213E-05  -0.297328E-06   0.231683E-08
  1362   0.629194E+03  -0.439826E+02   0.117107E-05  -0.439826E+02   0.293223E+02  -0.296634E-06   0.117107E-05  -0.296634E-06   0.231261E-08
  1363   0.629650E+03  -0.446208E+02   0.117994E-05  -0.446208E+02   0.292423E+02  -0.295912E-06   0.117994E-05  -0.295912E-06   0.230840E-08
  1364   0.630126E+03  -0.452490E+02   0.118875E-05  -0.452490E+02   0.291595E+02  -0.295163E-06   0.118875E-05  -0.295163E-06   0.230421E-08
  1365   0.630734E+03  -0.458684E+02   0.119748E-05  -0.458684E+02   0.290730E+02  -0.294387E-06   0.119748E-05  -0.294387E-06   0.230002E-08
  1366   0.631311E+03  -0.464811E+02   0.120614E-05  -0.464811E+02   0.289827E+02  -0.293584E-06   0.120614E-05  -0.293584E-06   0.229583E-08
  1367   0.631930E+03  -0.470846E+02   0.121473E-05  -0.470846E+02   0.288887E+02  -0.292754E-06   0.121473E-05  -0.292754E-06   0.229166E-08
  1368   0.632668E+03  -0.476785E+02   0.122324E-05  -0.476785E+02   0.287931E+02  -0.291897E-06   0.122324E-05  -0.291897E-06   0.228750E-08
  1369   0.633375E+03  -0.482627E+02   0.123168E-05  -0.482627E+02   0.286929E+02  -0.291014E-06   0.123168E-05  -0.291014E-06   0.228334E-08
  1370   0.634127E+03  -0.488384E+02   0.124003E-05  -0.488384E+02   0.285904E+02  -0.290105E-06   0.124003E-05  -0.290105E-06   0.227920E-08
  1371   0.634922E+03  -0.494038E+02   0.124829E-05  -0.494038E+02   0.284847E+02  -0.289169E-06   0.124829E-05  -0.289169E-06   0.227506E-08
  1372   0.635762E+03  -0.499595E+02   0.125647E-05  -0.499595E+02   0.283758E+02  -0.288207E-06   0.125647E-05  -0.288207E-06   0.227093E-08
  1373   0.636648E+03  -0.505052E+02   0.126456E-05  -0.505052E+02   0.282644E+02  -0.287220E-06   0.126456E-05  -0.287220E-06   0.226681E-08
  1374   0.637578E+03  -0.510399E+02   0.127255E-05  -0.510399E+02   0.281498E+02  -0.286207E-06   0.127255E-05  -0.286207E-06   0.226270E-08
  1375   0.638553E+03  -0.515648E+02   0.128046E-05  -0.515648E+02   0.280319E+02  -0.285168E-06   0.128046E-05  -0.285168E-06   0.225859E-08
  1376   0.639575E+03  -0.520783E+02   0.128826E-05  -0.520783E+02   0.279114E+02  -0.284104E-06   0.128826E-05  -0.284104E-06   0.225450E-08
  1377   0.640642E+03  -0.525815E+02   0.129597E-05  -0.525815E+02   0.277890E+02  -0.283014E-06   0.129597E-05  -0.283014E-06   0.225041E-08
  1378   0.641756E+03  -0.530734E+02   0.130357E-05  -0.530734E+02   0.276617E+02  -0.281900E-06   0.130357E-05  -0.281900E-06   0.224633E-08
  1379   0.642842E+03  -0.535539E+02   0.131107E-05  -0.535539E+02   0.275340E+02  -0.280760E-06   0.131107E-05  -0.280760E-06   0.224226E-08
  1380   0.643974E+03  -0.540234E+02   0.131846E-05  -0.540234E+02   0.274013E+02  -0.279596E-06   0.131846E-05  -0.279596E-06   0.223820E-08
  1381   0.645154E+03  -0.544802E+02   0.132575E-05  -0.544802E+02   0.272674E+02  -0.278407E-06   0.132575E-05  -0.278407E-06   0.223415E-08
  1382   0.646232E+03  -0.549247E+02   0.133292E-05  -0.549247E+02   0.271306E+02  -0.277193E-06   0.133292E-05  -0.277193E-06   0.223010E-08
  1383   0.647507E+03  -0.553582E+02   0.133998E-05  -0.553582E+02   0.269911E+02  -0.275955E-06   0.133998E-05  -0.275955E-06   0.222607E-08
  1384   0.648681E+03  -0.557790E+02   0.134692E-05  -0.557790E+02   0.268494E+02  -0.274693E-06   0.134692E-05  -0.274693E-06   0.222204E-08
  1385   0.649903E+03  -0.561876E+02   0.135374E-05  -0.561876E+02   0.267048E+02  -0.273407E-06   0.135374E-05  -0.273407E-06   0.221802E-08
  1386   0.651173E+03  -0.565837E+02   0.136044E-05  -0.565837E+02   0.265581E+02  -0.272097E-06   0.136044E-05  -0.272097E-06   0.221401E-08
  1387   0.652418E+03  -0.569671E+02   0.136702E-05  -0.569671E+02   0.264091E+02  -0.270763E-06   0.136702E-05  -0.270763E-06   0.221000E-08
  1388   0.653860E+03  -0.573382E+02   0.137347E-05  -0.573382E+02   0.262571E+02  -0.269405E-06   0.137347E-05  -0.269405E-06   0.220601E-08
  1389   0.655203E+03  -0.576953E+02   0.137980E-05  -0.576953E+02   0.261029E+02  -0.268024E-06   0.137980E-05  -0.268024E-06   0.220202E-08
  1390   0.656521E+03  -0.580412E+02   0.138599E-05  -0.580412E+02   0.259471E+02  -0.266620E-06   0.138599E-05  -0.266620E-06   0.219804E-08
  1391   0.657963E+03  -0.583734E+02   0.139204E-05  -0.583734E+02   0.257889E+02  -0.265193E-06   0.139204E-05  -0.265193E-06   0.219407E-08
  1392   0.659381E+03  -0.586923E+02   0.139796E-05  -0.586923E+02   0.256283E+02  -0.263743E-06   0.139796E-05  -0.263743E-06   0.219011E-08
  1393   0.660850E+03  -0.589978E+02   0.140375E-05  -0.589978E+02   0.254660E+02  -0.262269E-06   0.140375E-05  -0.262269E-06   0.218615E-08
  1394   0.662294E+03  -0.592910E+02   0.140939E-05  -0.592910E+02   0.253013E+02  -0.260773E-06   0.140939E-05  -0.260773E-06   0.218220E-08
  1395   0.663790E+03  -0.595695E+02   0.141489E-05  -0.595695E+02   0.251341E+02  -0.259255E-06   0.141489E-05  -0.259255E-06   0.217827E-08
  1396   0.665336E+03  -0.598360E+02   0.142024E-05  -0.598360E+02   0.249658E+02  -0.257714E-06   0.142024E-05  -0.257714E-06   0.217433E-08
  1397   0.666860E+03  -0.600880E+02   0.142544E-05  -0.600880E+02   0.247950E+02  -0.256151E-06   0.142544E-05  -0.256151E-06   0.217041E-08
  1398   0.668361E+03  -0.603261E+02   0.143049E-05  -0.603261E+02   0.246216E+02  -0.254566E-06   0.143049E-05  -0.254566E-06   0.216650E-08
  1399   0.669914E+03  -0.605507E+02   0.143539E-05  -0.605507E+02   0.244478E+02  -0.252959E-06   0.143539E-05  -0.252959E-06   0.216259E-08
  1400   0.671519E+03  -0.607615E+02   0.144014E-05  -0.607615E+02   0.242713E+02  -0.251330E-06   0.144014E-05  -0.251330E-06   0.215869E-08
  1401   0.673102E+03  -0.609583E+02   0.144472E-05  -0.609583E+02   0.240921E+02  -0.249680E-06   0.144472E-05  -0.249680E-06   0.215480E-08
  1402   0.674738E+03  -0.611418E+02   0.144915E-05  -0.611418E+02   0.239125E+02  -0.248008E-06   0.144915E-05  -0.248008E-06   0.215092E-08
  1403   0.676349E+03  -0.613108E+02   0.145343E-05  -0.613108E+02   0.237310E+02  -0.246315E-06   0.145343E-05  -0.246315E-06   0.214704E-08
