#           k/h    P           
 0.45722249E-03 0.11825127E+04
 0.46645897E-03 0.12132383E+04
 0.47588209E-03 0.12448280E+04
 0.48549555E-03 0.12773018E+04
 0.49530319E-03 0.13106792E+04
 0.50530903E-03 0.13449805E+04
 0.51551696E-03 0.13802256E+04
 0.52593107E-03 0.14164346E+04
 0.53655554E-03 0.14536266E+04
 0.54739468E-03 0.14918214E+04
 0.55845280E-03 0.15310382E+04
 0.56973431E-03 0.15712965E+04
 0.58124372E-03 0.16126151E+04
 0.59298560E-03 0.16550128E+04
 0.60496473E-03 0.16985079E+04
 0.61718578E-03 0.17431185E+04
 0.62965375E-03 0.17888627E+04
 0.64237369E-03 0.18357577E+04
 0.65535045E-03 0.18838209E+04
 0.66858943E-03 0.19330693E+04
 0.68209582E-03 0.19835192E+04
 0.69587503E-03 0.20351862E+04
 0.70993265E-03 0.20880862E+04
 0.72427420E-03 0.21422351E+04
 0.73890563E-03 0.21976477E+04
 0.75383246E-03 0.22543384E+04
 0.76906086E-03 0.23123210E+04
 0.78459689E-03 0.23716096E+04
 0.80044678E-03 0.24322178E+04
 0.81661687E-03 0.24941592E+04
 0.83311368E-03 0.25574456E+04
 0.84994361E-03 0.26220891E+04
 0.86711359E-03 0.26881021E+04
 0.88463066E-03 0.27554963E+04
 0.90250134E-03 0.28242837E+04
 0.92073303E-03 0.28944746E+04
 0.93933311E-03 0.29660793E+04
 0.95830887E-03 0.30391082E+04
 0.97766798E-03 0.31135728E+04
 0.99741819E-03 0.31894829E+04
 0.10175674E-02 0.32668481E+04
 0.10381236E-02 0.33456772E+04
 0.10590950E-02 0.34259800E+04
 0.10804901E-02 0.35077661E+04
 0.11023175E-02 0.35910452E+04
 0.11245857E-02 0.36758257E+04
 0.11473041E-02 0.37621155E+04
 0.11704812E-02 0.38499233E+04
 0.11941264E-02 0.39392590E+04
 0.12182494E-02 0.40301309E+04
 0.12428596E-02 0.41225469E+04
 0.12679670E-02 0.42165151E+04
 0.12935817E-02 0.43120439E+04
 0.13197137E-02 0.44091426E+04
 0.13463736E-02 0.45078184E+04
 0.13735722E-02 0.46080801E+04
 0.14013201E-02 0.47099351E+04
 0.14296286E-02 0.48133916E+04
 0.14585090E-02 0.49184575E+04
 0.14879731E-02 0.50251421E+04
 0.15180323E-02 0.51334517E+04
 0.15486985E-02 0.52433945E+04
 0.15799842E-02 0.53549785E+04
 0.16119020E-02 0.54682114E+04
 0.16444647E-02 0.55831006E+04
 0.16776850E-02 0.56996533E+04
 0.17115764E-02 0.58178774E+04
 0.17461524E-02 0.59377788E+04
 0.17814270E-02 0.60593652E+04
 0.18174142E-02 0.61826421E+04
 0.18541284E-02 0.63076162E+04
 0.18915841E-02 0.64342925E+04
 0.19297971E-02 0.65626777E+04
 0.19687817E-02 0.66927764E+04
 0.20085536E-02 0.68245933E+04
 0.20491290E-02 0.69581338E+04
 0.20905242E-02 0.70934014E+04
 0.21327557E-02 0.72303955E+04
 0.21758399E-02 0.73691143E+04
 0.22197948E-02 0.75095552E+04
 0.22646377E-02 0.76517139E+04
 0.23103864E-02 0.77955869E+04
 0.23570592E-02 0.79411733E+04
 0.24046749E-02 0.80884741E+04
 0.24532524E-02 0.82374893E+04
 0.25028118E-02 0.83882168E+04
 0.25533722E-02 0.85406572E+04
 0.26049537E-02 0.86948066E+04
 0.26575772E-02 0.88506592E+04
 0.27112637E-02 0.90082100E+04
 0.27660348E-02 0.91674521E+04
 0.28219123E-02 0.93283799E+04
 0.28789188E-02 0.94909814E+04
 0.29370766E-02 0.96552471E+04
 0.29964095E-02 0.98211650E+04
 0.30569409E-02 0.99887207E+04
 0.31186952E-02 0.10157900E+05
 0.31816978E-02 0.10328687E+05
 0.32459723E-02 0.10501061E+05
 0.33115451E-02 0.10675002E+05
 0.33784427E-02 0.10850490E+05
 0.34466919E-02 0.11027501E+05
 0.35163197E-02 0.11206010E+05
 0.35873537E-02 0.11385986E+05
 0.36598232E-02 0.11567402E+05
 0.37337563E-02 0.11750225E+05
 0.38091831E-02 0.11934420E+05
 0.38861334E-02 0.12119954E+05
 0.39646388E-02 0.12306787E+05
 0.40447293E-02 0.12494880E+05
 0.41264393E-02 0.12684189E+05
 0.42097992E-02 0.12874674E+05
 0.42948425E-02 0.13066281E+05
 0.43816040E-02 0.13258958E+05
 0.44701183E-02 0.13452648E+05
 0.45604203E-02 0.13647296E+05
 0.46525472E-02 0.13842841E+05
 0.47465344E-02 0.14039218E+05
 0.48424210E-02 0.14236361E+05
 0.49402444E-02 0.14434203E+05
 0.50400435E-02 0.14632673E+05
 0.51418589E-02 0.14831699E+05
 0.52457317E-02 0.15031220E+05
 0.53517036E-02 0.15231168E+05
 0.54598148E-02 0.15431479E+05
 0.55701104E-02 0.15632085E+05
 0.56826337E-02 0.15832907E+05
 0.57974309E-02 0.16033831E+05
 0.59145465E-02 0.16234732E+05
 0.60340283E-02 0.16435484E+05
 0.61559235E-02 0.16635955E+05
 0.62802811E-02 0.16836018E+05
 0.64071510E-02 0.17035570E+05
 0.65365843E-02 0.17234514E+05
 0.66686315E-02 0.17432744E+05
 0.68033468E-02 0.17630158E+05
 0.69407835E-02 0.17826645E+05
 0.70809964E-02 0.18022068E+05
 0.72240415E-02 0.18216293E+05
 0.73699774E-02 0.18409176E+05
 0.75188605E-02 0.18600574E+05
 0.76707508E-02 0.18790342E+05
 0.78257136E-02 0.18978324E+05
 0.79838037E-02 0.19164367E+05
 0.81450874E-02 0.19348314E+05
 0.83096288E-02 0.19530006E+05
 0.84774951E-02 0.19709275E+05
 0.86487513E-02 0.19885955E+05
 0.88234674E-02 0.20059871E+05
 0.90017123E-02 0.20230846E+05
 0.91835596E-02 0.20398701E+05
 0.93690790E-02 0.20563260E+05
 0.95583471E-02 0.20724324E+05
 0.97514391E-02 0.20881703E+05
 0.99484306E-02 0.21035201E+05
 0.10149402E-01 0.21184619E+05
 0.10354433E-01 0.21329760E+05
 0.10563606E-01 0.21470418E+05
 0.10777006E-01 0.21606385E+05
 0.10994715E-01 0.21737451E+05
 0.11216822E-01 0.21863416E+05
 0.11443418E-01 0.21984055E+05
 0.11674589E-01 0.22099121E+05
 0.11910431E-01 0.22208365E+05
 0.12151038E-01 0.22311541E+05
 0.12396505E-01 0.22408400E+05
 0.12646930E-01 0.22498734E+05
 0.12902415E-01 0.22582404E+05
 0.13163067E-01 0.22659277E+05
 0.13428980E-01 0.22729229E+05
 0.13700262E-01 0.22792137E+05
 0.13977026E-01 0.22847707E+05
 0.14259379E-01 0.22895348E+05
 0.14547437E-01 0.22934441E+05
 0.14841316E-01 0.22964379E+05
 0.15141129E-01 0.22984566E+05
 0.15447001E-01 0.22995094E+05
 0.15759049E-01 0.22997127E+05
 0.16077405E-01 0.22991939E+05
 0.16402189E-01 0.22980807E+05
 0.16733535E-01 0.22964986E+05
 0.17071573E-01 0.22944410E+05
 0.17416442E-01 0.22917049E+05
 0.17768279E-01 0.22880729E+05
 0.18127220E-01 0.22833299E+05
 0.18493414E-01 0.22772660E+05
 0.18867005E-01 0.22697709E+05
 0.19248145E-01 0.22608705E+05
 0.19636983E-01 0.22506029E+05
 0.20033674E-01 0.22390084E+05
 0.20438381E-01 0.22261299E+05
 0.20851264E-01 0.22120297E+05
 0.21272486E-01 0.21967949E+05
 0.21702228E-01 0.21805141E+05
 0.22140643E-01 0.21632760E+05
 0.22587912E-01 0.21451668E+05
 0.23044219E-01 0.21262387E+05
 0.23509743E-01 0.21065010E+05
 0.23984671E-01 0.20859629E+05
 0.24469191E-01 0.20646344E+05
 0.24963502E-01 0.20425268E+05
 0.25467798E-01 0.20196318E+05
 0.25982281E-01 0.19959209E+05
 0.26507158E-01 0.19713670E+05
 0.27042639E-01 0.19459480E+05
 0.27588934E-01 0.19196463E+05
 0.28146267E-01 0.18924773E+05
 0.28714858E-01 0.18644906E+05
 0.29294936E-01 0.18357383E+05
 0.29886734E-01 0.18062725E+05
 0.30490484E-01 0.17761480E+05
 0.31106433E-01 0.17454734E+05
 0.31734824E-01 0.17144070E+05
 0.32375909E-01 0.16831023E+05
 0.33029947E-01 0.16517035E+05
 0.33697195E-01 0.16203439E+05
 0.34377921E-01 0.15891034E+05
 0.35072401E-01 0.15580124E+05
 0.35780910E-01 0.15270982E+05
 0.36503751E-01 0.14963869E+05
 0.37241172E-01 0.14659045E+05
 0.37993494E-01 0.14357118E+05
 0.38761012E-01 0.14058973E+05
 0.39544035E-01 0.13765436E+05
 0.40342879E-01 0.13477262E+05
 0.41157857E-01 0.13195142E+05
 0.41989300E-01 0.12919698E+05
 0.42837542E-01 0.12651495E+05
 0.43702915E-01 0.12391040E+05
 0.44585772E-01 0.12138788E+05
 0.45486465E-01 0.11895142E+05
 0.46405349E-01 0.11660378E+05
 0.47342800E-01 0.11434678E+05
 0.48299186E-01 0.11218195E+05
 0.49274892E-01 0.11011064E+05
 0.50270312E-01 0.10813358E+05
 0.51285837E-01 0.10624831E+05
 0.52321881E-01 0.10445119E+05
 0.53378850E-01 0.10273878E+05
 0.54457176E-01 0.10110771E+05
 0.55557281E-01 0.99551592E+04
 0.56679614E-01 0.98060918E+04
 0.57824615E-01 0.96626523E+04
 0.58992747E-01 0.95239717E+04
 0.60184479E-01 0.93890479E+04
 0.61400317E-01 0.92567383E+04
 0.62640682E-01 0.91259512E+04
 0.63906111E-01 0.89955742E+04
 0.65197095E-01 0.88638564E+04
 0.66514164E-01 0.87288037E+04
 0.67857832E-01 0.85885635E+04
 0.69228657E-01 0.84424697E+04
 0.70627168E-01 0.82916641E+04
 0.72053924E-01 0.81373994E+04
 0.73509507E-01 0.79796743E+04
 0.74994497E-01 0.78147896E+04
 0.76509491E-01 0.76386694E+04
 0.78055084E-01 0.74489365E+04
 0.79631895E-01 0.72478145E+04
 0.81240565E-01 0.70383564E+04
 0.82881734E-01 0.68229097E+04
 0.84556051E-01 0.66025220E+04
 0.86264193E-01 0.63780981E+04
 0.88006847E-01 0.61513306E+04
 0.89784704E-01 0.59245757E+04
 0.91598473E-01 0.57000493E+04
 0.93448877E-01 0.54800894E+04
 0.95336676E-01 0.52668359E+04
 0.97262599E-01 0.50623462E+04
 0.99227436E-01 0.48685884E+04
 0.10123201E+00 0.46872021E+04
 0.10327702E+00 0.45194224E+04
 0.10536335E+00 0.43658848E+04
 0.10749183E+00 0.42270308E+04
 0.10966332E+00 0.41030503E+04
 0.11187866E+00 0.39930337E+04
 0.11413875E+00 0.38957869E+04
 0.11644451E+00 0.38100740E+04
 0.11879683E+00 0.37336355E+04
 0.12119669E+00 0.36639702E+04
 0.12364503E+00 0.35986050E+04
 0.12614281E+00 0.35345989E+04
 0.12869108E+00 0.34690649E+04
 0.13129081E+00 0.33994294E+04
 0.13394305E+00 0.33235020E+04
 0.13664888E+00 0.32394617E+04
 0.13940936E+00 0.31465820E+04
 0.14222562E+00 0.30447571E+04
 0.14509876E+00 0.29347881E+04
 0.14802995E+00 0.28185779E+04
 0.15102035E+00 0.26983381E+04
 0.15407117E+00 0.25771978E+04
 0.15718360E+00 0.24581792E+04
 0.16035892E+00 0.23443760E+04
 0.16359837E+00 0.22385195E+04
 0.16690327E+00 0.21425815E+04
 0.17027503E+00 0.20579424E+04
 0.17371480E+00 0.19848263E+04
 0.17722408E+00 0.19227509E+04
 0.18080424E+00 0.18701171E+04
 0.18445672E+00 0.18247513E+04
 0.18818299E+00 0.17837892E+04
 0.19198453E+00 0.17442203E+04
 0.19586287E+00 0.17030986E+04
 0.19981956E+00 0.16580167E+04
 0.20385619E+00 0.16074247E+04
 0.20797436E+00 0.15509316E+04
 0.21217570E+00 0.14892097E+04
 0.21646193E+00 0.14241079E+04
 0.22083476E+00 0.13580776E+04
 0.22529592E+00 0.12938750E+04
 0.22984719E+00 0.12340017E+04
 0.23449039E+00 0.11802787E+04
 0.23922741E+00 0.11336188E+04
 0.24406013E+00 0.10938014E+04
 0.24899045E+00 0.10596451E+04
 0.25402039E+00 0.10292307E+04
 0.25915194E+00 0.10002550E+04
 0.26438716E+00 0.97056610E+03
 0.26972812E+00 0.93862085E+03
 0.27517700E+00 0.90380841E+03
 0.28073606E+00 0.86656720E+03
 0.28640729E+00 0.82821338E+03
 0.29219311E+00 0.79050983E+03
 0.29809579E+00 0.75514233E+03
 0.30411756E+00 0.72326068E+03
 0.31026131E+00 0.69519635E+03
 0.31652883E+00 0.67042755E+03
 0.32292327E+00 0.64779602E+03
 0.32944661E+00 0.62590607E+03
 0.33610201E+00 0.60359290E+03
 0.34289157E+00 0.58028943E+03
 0.34981859E+00 0.55616571E+03
 0.35688522E+00 0.53197980E+03
 0.36409497E+00 0.50871222E+03
 0.37145033E+00 0.48714334E+03
 0.37895393E+00 0.46755573E+03
 0.38660949E+00 0.44967258E+03
 0.39441931E+00 0.43283325E+03
 0.40238729E+00 0.41633774E+03
 0.41051584E+00 0.39975159E+03
 0.41880903E+00 0.38307684E+03
 0.42726934E+00 0.36667090E+03
 0.43590093E+00 0.35099716E+03
 0.44470647E+00 0.33635178E+03
 0.45369038E+00 0.32271704E+03
 0.46285531E+00 0.30981848E+03
 0.47220579E+00 0.29735721E+03
 0.48174477E+00 0.28528293E+03
 0.49147689E+00 0.27359610E+03
 0.50140512E+00 0.26229587E+03
 0.51153439E+00 0.25138023E+03
 0.52186781E+00 0.24084610E+03
 0.53241050E+00 0.23068935E+03
 0.54316562E+00 0.22090503E+03
 0.55413854E+00 0.21148737E+03
 0.56533259E+00 0.20242992E+03
 0.57675338E+00 0.19372562E+03
 0.58840430E+00 0.18536690E+03
 0.60029107E+00 0.17734573E+03
 0.61241806E+00 0.16965372E+03
 0.62478942E+00 0.16228215E+03
 0.63741124E+00 0.15522211E+03
 0.65028751E+00 0.14846422E+03
 0.66342449E+00 0.14199666E+03
 0.67682624E+00 0.13580640E+03
 0.69049937E+00 0.12988107E+03
 0.70444804E+00 0.12420891E+03
 0.71867913E+00 0.11877868E+03
 0.73319703E+00 0.11357973E+03
 0.74800897E+00 0.10860189E+03
 0.76311934E+00 0.10383552E+03
 0.77853578E+00 0.99271393E+02
 0.79426283E+00 0.94900749E+02
 0.81030840E+00 0.90715225E+02
 0.82667732E+00 0.86706848E+02
 0.84337759E+00 0.82868034E+02
 0.86041462E+00 0.79191536E+02
 0.87779653E+00 0.75670433E+02
 0.89552867E+00 0.72298141E+02
 0.91362000E+00 0.69068466E+02
 0.93207598E+00 0.65975815E+02
 0.95090556E+00 0.63014904E+02
 0.97011465E+00 0.60180599E+02
 0.98971266E+00 0.57467945E+02
 0.10097067E+01 0.54872147E+02
 0.10301036E+01 0.52388573E+02
 0.10509136E+01 0.50012745E+02
 0.10721428E+01 0.47740341E+02
 0.10938021E+01 0.45567196E+02
 0.11158978E+01 0.43489277E+02
 0.11384410E+01 0.41502705E+02
 0.11614385E+01 0.39603733E+02
 0.11849015E+01 0.37788754E+02
 0.12088375E+01 0.36054291E+02
 0.12332582E+01 0.34396992E+02
 0.12581712E+01 0.32813625E+02
 0.12835884E+01 0.31301050E+02
 0.13095180E+01 0.29856174E+02
 0.13359727E+01 0.28476036E+02
 0.13629605E+01 0.27157799E+02
 0.13904947E+01 0.25898756E+02
 0.14185839E+01 0.24696308E+02
 0.14472418E+01 0.23547977E+02
 0.14764773E+01 0.22451385E+02
 0.15063047E+01 0.21404259E+02
 0.15367334E+01 0.20404427E+02
 0.15677782E+01 0.19449806E+02
 0.15994486E+01 0.18538406E+02
 0.16317604E+01 0.17668325E+02
 0.16647232E+01 0.16837738E+02
 0.16983536E+01 0.16044901E+02
 0.17326634E+01 0.15288150E+02
 0.17676648E+01 0.14565890E+02
 0.18033748E+01 0.13876648E+02
 0.18398044E+01 0.13219031E+02
 0.18769718E+01 0.12591702E+02
 0.19148883E+01 0.11993367E+02
 0.19535724E+01 0.11422782E+02
 0.19930363E+01 0.10878745E+02
 0.20332992E+01 0.10360105E+02
 0.20743735E+01 0.98657465E+01
 0.21162796E+01 0.93946047E+01
 0.21590302E+01 0.89456501E+01
 0.22026465E+01 0.85178957E+01
 0.22471418E+01 0.81103935E+01
 0.22925382E+01 0.77222319E+01
 0.23388493E+01 0.73525381E+01
 0.23860984E+01 0.70004730E+01
 0.24342995E+01 0.66652331E+01
