#    L    TT             EE             BB             TE          
   396   0.183159E+04   0.221922E+02   0.378301E-01   0.261935E+02
   397   0.182152E+04   0.222274E+02   0.379273E-01   0.242795E+02
   398   0.181197E+04   0.222583E+02   0.380247E-01   0.223642E+02
   399   0.180278E+04   0.222858E+02   0.381225E-01   0.204483E+02
   400   0.179397E+04   0.223099E+02   0.382207E-01   0.185327E+02
   401   0.178561E+04   0.223297E+02   0.383193E-01   0.166177E+02
   402   0.177769E+04   0.223453E+02   0.384182E-01   0.147044E+02
   403   0.177015E+04   0.223581E+02   0.385176E-01   0.127935E+02
   404   0.176299E+04   0.223666E+02   0.386174E-01   0.108866E+02
   405   0.175627E+04   0.223707E+02   0.387177E-01   0.898286E+01
   406   0.174987E+04   0.223721E+02   0.388185E-01   0.708472E+01
   407   0.174392E+04   0.223690E+02   0.389198E-01   0.519074E+01
   408   0.173835E+04   0.223623E+02   0.390216E-01   0.330545E+01
   409   0.173325E+04   0.223527E+02   0.391240E-01   0.142670E+01
   410   0.172845E+04   0.223379E+02   0.392269E-01  -0.444687E+00
   411   0.172411E+04   0.223201E+02   0.393304E-01  -0.230640E+01
   412   0.172009E+04   0.222986E+02   0.394345E-01  -0.415911E+01
   413   0.171646E+04   0.222733E+02   0.395393E-01  -0.600124E+01
   414   0.171315E+04   0.222442E+02   0.396447E-01  -0.783272E+01
   415   0.171030E+04   0.222120E+02   0.397508E-01  -0.965124E+01
   416   0.170778E+04   0.221752E+02   0.398575E-01  -0.114582E+02
   417   0.170557E+04   0.221353E+02   0.399650E-01  -0.132528E+02
   418   0.170376E+04   0.220901E+02   0.400731E-01  -0.150320E+02
   419   0.170235E+04   0.220423E+02   0.401820E-01  -0.167964E+02
   420   0.170127E+04   0.219914E+02   0.402917E-01  -0.185460E+02
   421   0.170059E+04   0.219365E+02   0.404021E-01  -0.202792E+02
   422   0.170024E+04   0.218777E+02   0.405133E-01  -0.219967E+02
   423   0.170014E+04   0.218148E+02   0.406252E-01  -0.236961E+02
   424   0.170038E+04   0.217486E+02   0.407380E-01  -0.253782E+02
   425   0.170102E+04   0.216783E+02   0.408516E-01  -0.270406E+02
   426   0.170200E+04   0.216054E+02   0.409660E-01  -0.286840E+02
   427   0.170324E+04   0.215284E+02   0.410813E-01  -0.303090E+02
   428   0.170481E+04   0.214480E+02   0.411974E-01  -0.319119E+02
   429   0.170665E+04   0.213642E+02   0.413144E-01  -0.334941E+02
   430   0.170891E+04   0.212776E+02   0.414322E-01  -0.350555E+02
   431   0.171144E+04   0.211868E+02   0.415510E-01  -0.365945E+02
   432   0.171416E+04   0.210926E+02   0.416706E-01  -0.381118E+02
   433   0.171730E+04   0.209962E+02   0.417911E-01  -0.396044E+02
   434   0.172064E+04   0.208956E+02   0.419125E-01  -0.410752E+02
   435   0.172425E+04   0.207929E+02   0.420348E-01  -0.425218E+02
   436   0.172821E+04   0.206866E+02   0.421580E-01  -0.439441E+02
   437   0.173245E+04   0.205766E+02   0.422821E-01  -0.453407E+02
   438   0.173689E+04   0.204638E+02   0.424071E-01  -0.467114E+02
   439   0.174169E+04   0.203487E+02   0.425330E-01  -0.480577E+02
   440   0.174670E+04   0.202299E+02   0.426599E-01  -0.493764E+02
   441   0.175199E+04   0.201081E+02   0.427877E-01  -0.506699E+02
   442   0.175741E+04   0.199833E+02   0.429164E-01  -0.519356E+02
   443   0.176320E+04   0.198562E+02   0.430460E-01  -0.531744E+02
   444   0.176920E+04   0.197268E+02   0.431765E-01  -0.543846E+02
   445   0.177542E+04   0.195928E+02   0.433080E-01  -0.555669E+02
   446   0.178178E+04   0.194579E+02   0.434404E-01  -0.567198E+02
   447   0.178843E+04   0.193206E+02   0.435737E-01  -0.578454E+02
   448   0.179523E+04   0.191794E+02   0.437079E-01  -0.589421E+02
   449   0.180232E+04   0.190364E+02   0.438430E-01  -0.600085E+02
   450   0.180964E+04   0.188917E+02   0.439791E-01  -0.610465E+02
   451   0.181711E+04   0.187438E+02   0.441160E-01  -0.620540E+02
   452   0.182472E+04   0.185941E+02   0.442539E-01  -0.630329E+02
   453   0.183264E+04   0.184426E+02   0.443926E-01  -0.639808E+02
   454   0.184064E+04   0.182885E+02   0.445323E-01  -0.648990E+02
   455   0.184878E+04   0.181327E+02   0.446728E-01  -0.657872E+02
   456   0.185723E+04   0.179743E+02   0.448142E-01  -0.666386E+02
   457   0.186567E+04   0.178148E+02   0.449565E-01  -0.674670E+02
   458   0.187434E+04   0.176535E+02   0.450997E-01  -0.682537E+02
   459   0.188317E+04   0.174910E+02   0.452438E-01  -0.690140E+02
   460   0.189214E+04   0.173260E+02   0.453887E-01  -0.697419E+02
   461   0.190119E+04   0.171598E+02   0.455344E-01  -0.704377E+02
   462   0.191039E+04   0.169918E+02   0.456811E-01  -0.710954E+02
   463   0.191967E+04   0.168234E+02   0.458285E-01  -0.717334E+02
   464   0.192902E+04   0.166538E+02   0.459768E-01  -0.723216E+02
   465   0.193845E+04   0.164830E+02   0.461260E-01  -0.728896E+02
   466   0.194803E+04   0.163104E+02   0.462759E-01  -0.734148E+02
   467   0.195776E+04   0.161373E+02   0.464267E-01  -0.739120E+02
   468   0.196750E+04   0.159637E+02   0.465782E-01  -0.743735E+02
   469   0.197731E+04   0.157882E+02   0.467306E-01  -0.748064E+02
   470   0.198727E+04   0.156130E+02   0.468838E-01  -0.752032E+02
   471   0.199708E+04   0.154380E+02   0.470377E-01  -0.755635E+02
   472   0.200712E+04   0.152618E+02   0.471924E-01  -0.758947E+02
   473   0.201716E+04   0.150850E+02   0.473479E-01  -0.761891E+02
   474   0.202728E+04   0.149085E+02   0.475041E-01  -0.764538E+02
   475   0.203748E+04   0.147308E+02   0.476611E-01  -0.766813E+02
   476   0.204760E+04   0.145540E+02   0.478188E-01  -0.768736E+02
   477   0.205773E+04   0.143766E+02   0.479772E-01  -0.770400E+02
   478   0.206793E+04   0.141987E+02   0.481363E-01  -0.771618E+02
   479   0.207814E+04   0.140217E+02   0.482961E-01  -0.772633E+02
   480   0.208834E+04   0.138449E+02   0.484566E-01  -0.773249E+02
   481   0.209855E+04   0.136682E+02   0.486178E-01  -0.773501E+02
   482   0.210884E+04   0.134924E+02   0.487796E-01  -0.773448E+02
   483   0.211898E+04   0.133167E+02   0.489421E-01  -0.773107E+02
   484   0.212905E+04   0.131419E+02   0.491052E-01  -0.772419E+02
   485   0.213927E+04   0.129671E+02   0.492689E-01  -0.771395E+02
   486   0.214941E+04   0.127940E+02   0.494332E-01  -0.770056E+02
   487   0.215949E+04   0.126217E+02   0.495981E-01  -0.768400E+02
   488   0.216949E+04   0.124495E+02   0.497635E-01  -0.766416E+02
   489   0.217950E+04   0.122788E+02   0.499295E-01  -0.764117E+02
   490   0.218951E+04   0.121096E+02   0.500961E-01  -0.761494E+02
   491   0.219930E+04   0.119412E+02   0.502631E-01  -0.758574E+02
   492   0.220916E+04   0.117744E+02   0.504307E-01  -0.755347E+02
   493   0.221896E+04   0.116075E+02   0.505987E-01  -0.751797E+02
   494   0.222868E+04   0.114436E+02   0.507672E-01  -0.747957E+02
   495   0.223826E+04   0.112805E+02   0.509361E-01  -0.743812E+02
   496   0.224776E+04   0.111195E+02   0.511054E-01  -0.739373E+02
   497   0.225719E+04   0.109600E+02   0.512752E-01  -0.734631E+02
   498   0.226656E+04   0.108012E+02   0.514453E-01  -0.729614E+02
   499   0.227592E+04   0.106454E+02   0.516157E-01  -0.724288E+02
   500   0.228514E+04   0.104902E+02   0.517865E-01  -0.718697E+02
   501   0.229414E+04   0.103378E+02   0.519576E-01  -0.712824E+02
   502   0.230322E+04   0.101877E+02   0.521289E-01  -0.706666E+02
   503   0.231207E+04   0.100390E+02   0.523006E-01  -0.700246E+02
   504   0.232077E+04   0.989255E+01   0.524724E-01  -0.693546E+02
   505   0.232954E+04   0.974907E+01   0.526445E-01  -0.686604E+02
   506   0.233801E+04   0.960801E+01   0.528167E-01  -0.679395E+02
   507   0.234648E+04   0.946910E+01   0.529891E-01  -0.671940E+02
   508   0.235471E+04   0.933339E+01   0.531616E-01  -0.664230E+02
   509   0.236286E+04   0.919996E+01   0.533343E-01  -0.656295E+02
   510   0.237077E+04   0.906949E+01   0.535070E-01  -0.648124E+02
   511   0.237868E+04   0.894170E+01   0.536797E-01  -0.639718E+02
   512   0.238634E+04   0.881708E+01   0.538525E-01  -0.631089E+02
   513   0.239392E+04   0.869541E+01   0.540253E-01  -0.622252E+02
   514   0.240132E+04   0.857703E+01   0.541981E-01  -0.613204E+02
   515   0.240856E+04   0.846189E+01   0.543708E-01  -0.603944E+02
   516   0.241564E+04   0.835007E+01   0.545434E-01  -0.594486E+02
   517   0.242246E+04   0.824176E+01   0.547159E-01  -0.584836E+02
   518   0.242919E+04   0.813682E+01   0.548883E-01  -0.575001E+02
   519   0.243582E+04   0.803552E+01   0.550605E-01  -0.564970E+02
   520   0.244220E+04   0.793779E+01   0.552325E-01  -0.554774E+02
   521   0.244832E+04   0.784373E+01   0.554043E-01  -0.544410E+02
   522   0.245427E+04   0.775360E+01   0.555759E-01  -0.533876E+02
   523   0.246011E+04   0.766727E+01   0.557472E-01  -0.523187E+02
   524   0.246577E+04   0.758476E+01   0.559182E-01  -0.512349E+02
   525   0.247110E+04   0.750625E+01   0.560888E-01  -0.501352E+02
   526   0.247631E+04   0.743176E+01   0.562592E-01  -0.490218E+02
   527   0.248149E+04   0.736131E+01   0.564291E-01  -0.478953E+02
   528   0.248633E+04   0.729493E+01   0.565987E-01  -0.467570E+02
   529   0.249098E+04   0.723294E+01   0.567678E-01  -0.456052E+02
   530   0.249537E+04   0.717514E+01   0.569364E-01  -0.444437E+02
   531   0.249978E+04   0.712149E+01   0.571046E-01  -0.432692E+02
   532   0.250378E+04   0.707230E+01   0.572723E-01  -0.420853E+02
   533   0.250758E+04   0.702745E+01   0.574395E-01  -0.408918E+02
   534   0.251118E+04   0.698703E+01   0.576061E-01  -0.396895E+02
   535   0.251458E+04   0.695116E+01   0.577721E-01  -0.384788E+02
   536   0.251778E+04   0.691969E+01   0.579376E-01  -0.372597E+02
   537   0.252085E+04   0.689274E+01   0.581024E-01  -0.360335E+02
   538   0.252357E+04   0.687048E+01   0.582666E-01  -0.348007E+02
   539   0.252615E+04   0.685262E+01   0.584301E-01  -0.335621E+02
   540   0.252853E+04   0.683965E+01   0.585930E-01  -0.323181E+02
   541   0.253062E+04   0.683114E+01   0.587551E-01  -0.310686E+02
   542   0.253258E+04   0.682734E+01   0.589165E-01  -0.298158E+02
   543   0.253424E+04   0.682835E+01   0.590771E-01  -0.285590E+02
   544   0.253577E+04   0.683404E+01   0.592370E-01  -0.272990E+02
   545   0.253701E+04   0.684444E+01   0.593961E-01  -0.260363E+02
   546   0.253810E+04   0.685936E+01   0.595543E-01  -0.247719E+02
   547   0.253890E+04   0.687903E+01   0.597118E-01  -0.235057E+02
   548   0.253955E+04   0.690348E+01   0.598684E-01  -0.222388E+02
   549   0.253998E+04   0.693275E+01   0.600241E-01  -0.209717E+02
   550   0.254018E+04   0.696685E+01   0.601789E-01  -0.197047E+02
   551   0.254023E+04   0.700581E+01   0.603328E-01  -0.184385E+02
   552   0.253997E+04   0.704967E+01   0.604858E-01  -0.171742E+02
   553   0.253957E+04   0.709698E+01   0.606379E-01  -0.159121E+02
   554   0.253893E+04   0.715076E+01   0.607889E-01  -0.146533E+02
   555   0.253805E+04   0.720881E+01   0.609390E-01  -0.133985E+02
   556   0.253695E+04   0.727192E+01   0.610882E-01  -0.121482E+02
   557   0.253568E+04   0.733939E+01   0.612363E-01  -0.109042E+02
   558   0.253417E+04   0.741274E+01   0.613833E-01  -0.966615E+01
   559   0.253243E+04   0.748979E+01   0.615293E-01  -0.843481E+01
   560   0.253059E+04   0.757131E+01   0.616743E-01  -0.721184E+01
   561   0.252836E+04   0.765809E+01   0.618182E-01  -0.599737E+01
   562   0.252612E+04   0.775018E+01   0.619609E-01  -0.479226E+01
   563   0.252362E+04   0.784612E+01   0.621026E-01  -0.359518E+01
   564   0.252096E+04   0.794819E+01   0.622432E-01  -0.241144E+01
   565   0.251805E+04   0.805345E+01   0.623826E-01  -0.123746E+01
   566   0.251496E+04   0.816417E+01   0.625208E-01  -0.763525E-01
   567   0.251170E+04   0.827892E+01   0.626579E-01   0.107251E+01
   568   0.250825E+04   0.839921E+01   0.627938E-01   0.220750E+01
   569   0.250456E+04   0.852434E+01   0.629285E-01   0.333073E+01
   570   0.250075E+04   0.865362E+01   0.630620E-01   0.443686E+01
   571   0.249669E+04   0.878782E+01   0.631943E-01   0.552800E+01
   572   0.249245E+04   0.892625E+01   0.633253E-01   0.660400E+01
   573   0.248809E+04   0.906895E+01   0.634551E-01   0.766253E+01
   574   0.248355E+04   0.921669E+01   0.635836E-01   0.870492E+01
   575   0.247881E+04   0.936804E+01   0.637109E-01   0.972883E+01
   576   0.247396E+04   0.952453E+01   0.638369E-01   0.107356E+02
   577   0.246885E+04   0.968545E+01   0.639615E-01   0.117237E+02
   578   0.246361E+04   0.985010E+01   0.640849E-01   0.126921E+02
   579   0.245826E+04   0.100200E+02   0.642070E-01   0.136415E+02
   580   0.245278E+04   0.101937E+02   0.643277E-01   0.145696E+02
   581   0.244695E+04   0.103713E+02   0.644471E-01   0.154784E+02
   582   0.244107E+04   0.105535E+02   0.645652E-01   0.163656E+02
   583   0.243507E+04   0.107397E+02   0.646819E-01   0.172303E+02
   584   0.242894E+04   0.109299E+02   0.647973E-01   0.180738E+02
   585   0.242267E+04   0.111240E+02   0.649113E-01   0.188947E+02
   586   0.241620E+04   0.113216E+02   0.650239E-01   0.196926E+02
   587   0.240967E+04   0.115239E+02   0.651351E-01   0.204676E+02
   588   0.240294E+04   0.117297E+02   0.652450E-01   0.212179E+02
   589   0.239606E+04   0.119397E+02   0.653534E-01   0.219450E+02
   590   0.238905E+04   0.121524E+02   0.654605E-01   0.226479E+02
   591   0.238197E+04   0.123701E+02   0.655662E-01   0.233258E+02
   592   0.237475E+04   0.125900E+02   0.656705E-01   0.239778E+02
   593   0.236738E+04   0.128150E+02   0.657733E-01   0.246061E+02
   594   0.235980E+04   0.130429E+02   0.658748E-01   0.252075E+02
   595   0.235214E+04   0.132730E+02   0.659749E-01   0.257840E+02
   596   0.234449E+04   0.135084E+02   0.660735E-01   0.263335E+02
   597   0.233669E+04   0.137446E+02   0.661707E-01   0.268571E+02
   598   0.232895E+04   0.139854E+02   0.662666E-01   0.273541E+02
   599   0.232099E+04   0.142293E+02   0.663610E-01   0.278250E+02
   600   0.231288E+04   0.144764E+02   0.664540E-01   0.282683E+02
   601   0.230468E+04   0.147268E+02   0.665456E-01   0.286844E+02
   602   0.229640E+04   0.149789E+02   0.666358E-01   0.290725E+02
   603   0.228797E+04   0.152350E+02   0.667246E-01   0.294344E+02
   604   0.227960E+04   0.154929E+02   0.668121E-01   0.297677E+02
   605   0.227108E+04   0.157534E+02   0.668981E-01   0.300728E+02
   606   0.226255E+04   0.160164E+02   0.669828E-01   0.303493E+02
   607   0.225372E+04   0.162819E+02   0.670660E-01   0.305971E+02
   608   0.224503E+04   0.165500E+02   0.671480E-01   0.308158E+02
   609   0.223633E+04   0.168193E+02   0.672285E-01   0.310051E+02
   610   0.222748E+04   0.170903E+02   0.673077E-01   0.311648E+02
   611   0.221863E+04   0.173640E+02   0.673856E-01   0.312952E+02
   612   0.220977E+04   0.176403E+02   0.674621E-01   0.313969E+02
   613   0.220075E+04   0.179155E+02   0.675373E-01   0.314674E+02
   614   0.219180E+04   0.181941E+02   0.676112E-01   0.315077E+02
   615   0.218278E+04   0.184731E+02   0.676838E-01   0.315185E+02
   616   0.217375E+04   0.187548E+02   0.677551E-01   0.314993E+02
   617   0.216479E+04   0.190377E+02   0.678251E-01   0.314499E+02
   618   0.215575E+04   0.193217E+02   0.678939E-01   0.313693E+02
   619   0.214663E+04   0.196078E+02   0.679614E-01   0.312601E+02
   620   0.213766E+04   0.198928E+02   0.680277E-01   0.311198E+02
   621   0.212854E+04   0.201799E+02   0.680928E-01   0.309488E+02
   622   0.211948E+04   0.204674E+02   0.681566E-01   0.307469E+02
   623   0.211050E+04   0.207547E+02   0.682193E-01   0.305160E+02
   624   0.210143E+04   0.210426E+02   0.682808E-01   0.302543E+02
   625   0.209237E+04   0.213310E+02   0.683412E-01   0.299615E+02
   626   0.208338E+04   0.216200E+02   0.684004E-01   0.296389E+02
   627   0.207445E+04   0.219088E+02   0.684585E-01   0.292860E+02
   628   0.206553E+04   0.221975E+02   0.685155E-01   0.289026E+02
   629   0.205667E+04   0.224860E+02   0.685714E-01   0.284891E+02
   630   0.204774E+04   0.227744E+02   0.686263E-01   0.280446E+02
   631   0.203889E+04   0.230627E+02   0.686801E-01   0.275716E+02
   632   0.203017E+04   0.233501E+02   0.687329E-01   0.270677E+02
   633   0.202138E+04   0.236383E+02   0.687846E-01   0.265347E+02
   634   0.201274E+04   0.239241E+02   0.688354E-01   0.259724E+02
   635   0.200417E+04   0.242106E+02   0.688852E-01   0.253809E+02
   636   0.199553E+04   0.244970E+02   0.689341E-01   0.247604E+02
   637   0.198703E+04   0.247805E+02   0.689821E-01   0.241101E+02
   638   0.197860E+04   0.250647E+02   0.690291E-01   0.234318E+02
   639   0.197025E+04   0.253467E+02   0.690753E-01   0.227244E+02
   640   0.196197E+04   0.256286E+02   0.691206E-01   0.219890E+02
   641   0.195377E+04   0.259091E+02   0.691650E-01   0.212253E+02
   642   0.194556E+04   0.261875E+02   0.692086E-01   0.204338E+02
   643   0.193751E+04   0.264659E+02   0.692515E-01   0.196146E+02
   644   0.192960E+04   0.267406E+02   0.692935E-01   0.187682E+02
   645   0.192169E+04   0.270147E+02   0.693348E-01   0.178945E+02
   646   0.191385E+04   0.272874E+02   0.693754E-01   0.169938E+02
   647   0.190624E+04   0.275580E+02   0.694152E-01   0.160660E+02
   648   0.189855E+04   0.278272E+02   0.694544E-01   0.151128E+02
   649   0.189109E+04   0.280936E+02   0.694928E-01   0.141330E+02
   650   0.188370E+04   0.283580E+02   0.695307E-01   0.131279E+02
   651   0.187639E+04   0.286217E+02   0.695679E-01   0.120971E+02
   652   0.186916E+04   0.288826E+02   0.696045E-01   0.110412E+02
   653   0.186215E+04   0.291399E+02   0.696405E-01   0.996153E+01
   654   0.185515E+04   0.293958E+02   0.696760E-01   0.885873E+01
   655   0.184822E+04   0.296495E+02   0.697109E-01   0.773188E+01
   656   0.184154E+04   0.299002E+02   0.697453E-01   0.658231E+01
   657   0.183493E+04   0.301478E+02   0.697792E-01   0.541137E+01
   658   0.182835E+04   0.303932E+02   0.698126E-01   0.421815E+01
   659   0.182207E+04   0.306355E+02   0.698456E-01   0.300399E+01
   660   0.181588E+04   0.308739E+02   0.698782E-01   0.176947E+01
   661   0.180979E+04   0.311091E+02   0.699103E-01   0.515938E+00
   662   0.180386E+04   0.313419E+02   0.699421E-01  -0.758259E+00
   663   0.179803E+04   0.315714E+02   0.699735E-01  -0.205179E+01
   664   0.179237E+04   0.317962E+02   0.700046E-01  -0.336257E+01
   665   0.178681E+04   0.320177E+02   0.700354E-01  -0.469152E+01
   666   0.178142E+04   0.322358E+02   0.700658E-01  -0.603730E+01
   667   0.177621E+04   0.324498E+02   0.700960E-01  -0.740006E+01
   668   0.177103E+04   0.326603E+02   0.701260E-01  -0.877923E+01
   669   0.176618E+04   0.328667E+02   0.701557E-01  -0.101735E+02
   670   0.176137E+04   0.330688E+02   0.701852E-01  -0.115815E+02
   671   0.175681E+04   0.332682E+02   0.702145E-01  -0.130049E+02
   672   0.175229E+04   0.334618E+02   0.702437E-01  -0.144424E+02
   673   0.174803E+04   0.336524E+02   0.702728E-01  -0.158919E+02
   674   0.174388E+04   0.338380E+02   0.703017E-01  -0.173543E+02
   675   0.173993E+04   0.340192E+02   0.703306E-01  -0.188290E+02
   676   0.173609E+04   0.341959E+02   0.703594E-01  -0.203141E+02
   677   0.173245E+04   0.343681E+02   0.703882E-01  -0.218103E+02
   678   0.172900E+04   0.345350E+02   0.704169E-01  -0.233171E+02
   679   0.172568E+04   0.346981E+02   0.704457E-01  -0.248332E+02
   680   0.172262E+04   0.348566E+02   0.704744E-01  -0.263587E+02
   681   0.171970E+04   0.350098E+02   0.705033E-01  -0.278917E+02
   682   0.171690E+04   0.351575E+02   0.705322E-01  -0.294337E+02
   683   0.171439E+04   0.353020E+02   0.705613E-01  -0.309841E+02
   684   0.171193E+04   0.354395E+02   0.705904E-01  -0.325410E+02
   685   0.170960E+04   0.355729E+02   0.706197E-01  -0.341045E+02
   686   0.170749E+04   0.357008E+02   0.706492E-01  -0.356658E+02
   687   0.170566E+04   0.358246E+02   0.706789E-01  -0.372362E+02
   688   0.170389E+04   0.359420E+02   0.707089E-01  -0.388137E+02
   689   0.170234E+04   0.360545E+02   0.707390E-01  -0.403911E+02
   690   0.170093E+04   0.361627E+02   0.707695E-01  -0.419759E+02
   691   0.169974E+04   0.362637E+02   0.708002E-01  -0.435609E+02
   692   0.169869E+04   0.363612E+02   0.708313E-01  -0.451463E+02
   693   0.169787E+04   0.364528E+02   0.708627E-01  -0.467396E+02
   694   0.169712E+04   0.365385E+02   0.708945E-01  -0.483262E+02
   695   0.169668E+04   0.366206E+02   0.709267E-01  -0.499137E+02
   696   0.169638E+04   0.366960E+02   0.709593E-01  -0.515171E+02
   697   0.169624E+04   0.367662E+02   0.709923E-01  -0.531069E+02
   698   0.169626E+04   0.368303E+02   0.710258E-01  -0.546981E+02
   699   0.169643E+04   0.368899E+02   0.710597E-01  -0.562834E+02
   700   0.169684E+04   0.369434E+02   0.710942E-01  -0.578706E+02
   701   0.169742E+04   0.369915E+02   0.711292E-01  -0.594596E+02
   702   0.169815E+04   0.370349E+02   0.711647E-01  -0.610355E+02
   703   0.169905E+04   0.370721E+02   0.712008E-01  -0.626279E+02
   704   0.170012E+04   0.371045E+02   0.712375E-01  -0.641995E+02
   705   0.170128E+04   0.371305E+02   0.712748E-01  -0.657650E+02
   706   0.170268E+04   0.371516E+02   0.713127E-01  -0.673316E+02
   707   0.170418E+04   0.371670E+02   0.713513E-01  -0.688918E+02
   708   0.170601E+04   0.371774E+02   0.713905E-01  -0.704305E+02
   709   0.170785E+04   0.371820E+02   0.714304E-01  -0.719773E+02
   710   0.170995E+04   0.371807E+02   0.714710E-01  -0.735098E+02
   711   0.171215E+04   0.371742E+02   0.715123E-01  -0.750279E+02
   712   0.171453E+04   0.371624E+02   0.715543E-01  -0.765461E+02
   713   0.171716E+04   0.371447E+02   0.715971E-01  -0.780421E+02
   714   0.171976E+04   0.371223E+02   0.716406E-01  -0.795305E+02
   715   0.172261E+04   0.370938E+02   0.716849E-01  -0.810113E+02
   716   0.172564E+04   0.370598E+02   0.717299E-01  -0.824768E+02
   717   0.172879E+04   0.370211E+02   0.717758E-01  -0.839194E+02
   718   0.173205E+04   0.369768E+02   0.718225E-01  -0.853613E+02
   719   0.173550E+04   0.369253E+02   0.718699E-01  -0.867726E+02
   720   0.173899E+04   0.368697E+02   0.719182E-01  -0.881829E+02
   721   0.174282E+04   0.368098E+02   0.719674E-01  -0.895623E+02
   722   0.174663E+04   0.367434E+02   0.720173E-01  -0.909255E+02
   723   0.175063E+04   0.366726E+02   0.720682E-01  -0.922797E+02
   724   0.175475E+04   0.365959E+02   0.721198E-01  -0.936174E+02
   725   0.175900E+04   0.365148E+02   0.721724E-01  -0.949311E+02
   726   0.176345E+04   0.364298E+02   0.722258E-01  -0.962205E+02
   727   0.176796E+04   0.363380E+02   0.722800E-01  -0.975003E+02
   728   0.177259E+04   0.362401E+02   0.723352E-01  -0.987556E+02
   729   0.177735E+04   0.361382E+02   0.723912E-01  -0.999936E+02
   730   0.178218E+04   0.360316E+02   0.724481E-01  -0.101207E+03
   731   0.178728E+04   0.359187E+02   0.725059E-01  -0.102395E+03
   732   0.179237E+04   0.358031E+02   0.725646E-01  -0.103558E+03
   733   0.179768E+04   0.356810E+02   0.726241E-01  -0.104710E+03
   734   0.180305E+04   0.355548E+02   0.726846E-01  -0.105822E+03
   735   0.180856E+04   0.354227E+02   0.727459E-01  -0.106931E+03
   736   0.181407E+04   0.352863E+02   0.728081E-01  -0.107999E+03
   737   0.181979E+04   0.351461E+02   0.728712E-01  -0.109056E+03
   738   0.182552E+04   0.350015E+02   0.729352E-01  -0.110072E+03
   739   0.183138E+04   0.348516E+02   0.730001E-01  -0.111069E+03
   740   0.183733E+04   0.346971E+02   0.730659E-01  -0.112047E+03
   741   0.184343E+04   0.345372E+02   0.731325E-01  -0.112999E+03
   742   0.184960E+04   0.343756E+02   0.732001E-01  -0.113916E+03
   743   0.185585E+04   0.342099E+02   0.732685E-01  -0.114814E+03
   744   0.186226E+04   0.340386E+02   0.733377E-01  -0.115678E+03
   745   0.186868E+04   0.338632E+02   0.734079E-01  -0.116529E+03
   746   0.187511E+04   0.336842E+02   0.734789E-01  -0.117330E+03
   747   0.188163E+04   0.335003E+02   0.735508E-01  -0.118119E+03
   748   0.188831E+04   0.333135E+02   0.736235E-01  -0.118880E+03
   749   0.189508E+04   0.331209E+02   0.736971E-01  -0.119620E+03
   750   0.190187E+04   0.329260E+02   0.737715E-01  -0.120326E+03
   751   0.190875E+04   0.327266E+02   0.738468E-01  -0.121003E+03
   752   0.191572E+04   0.325249E+02   0.739229E-01  -0.121644E+03
   753   0.192271E+04   0.323179E+02   0.739998E-01  -0.122263E+03
   754   0.192972E+04   0.321085E+02   0.740776E-01  -0.122846E+03
   755   0.193690E+04   0.318954E+02   0.741562E-01  -0.123407E+03
   756   0.194395E+04   0.316791E+02   0.742356E-01  -0.123938E+03
   757   0.195124E+04   0.314604E+02   0.743158E-01  -0.124431E+03
   758   0.195840E+04   0.312379E+02   0.743969E-01  -0.124894E+03
   759   0.196572E+04   0.310122E+02   0.744787E-01  -0.125334E+03
   760   0.197299E+04   0.307841E+02   0.745613E-01  -0.125742E+03
   761   0.198028E+04   0.305535E+02   0.746447E-01  -0.126119E+03
   762   0.198773E+04   0.303205E+02   0.747289E-01  -0.126463E+03
   763   0.199505E+04   0.300857E+02   0.748139E-01  -0.126776E+03
   764   0.200246E+04   0.298477E+02   0.748996E-01  -0.127063E+03
   765   0.200982E+04   0.296072E+02   0.749861E-01  -0.127310E+03
   766   0.201726E+04   0.293657E+02   0.750734E-01  -0.127531E+03
   767   0.202465E+04   0.291223E+02   0.751613E-01  -0.127719E+03
   768   0.203205E+04   0.288764E+02   0.752500E-01  -0.127865E+03
   769   0.203948E+04   0.286280E+02   0.753395E-01  -0.127992E+03
   770   0.204684E+04   0.283791E+02   0.754296E-01  -0.128084E+03
   771   0.205422E+04   0.281284E+02   0.755204E-01  -0.128141E+03
   772   0.206154E+04   0.278766E+02   0.756120E-01  -0.128155E+03
   773   0.206888E+04   0.276235E+02   0.757042E-01  -0.128149E+03
   774   0.207616E+04   0.273694E+02   0.757970E-01  -0.128114E+03
   775   0.208352E+04   0.271140E+02   0.758906E-01  -0.128042E+03
   776   0.209069E+04   0.268581E+02   0.759847E-01  -0.127941E+03
   777   0.209786E+04   0.266010E+02   0.760795E-01  -0.127803E+03
   778   0.210521E+04   0.263434E+02   0.761749E-01  -0.127628E+03
   779   0.211226E+04   0.260853E+02   0.762709E-01  -0.127430E+03
   780   0.211934E+04   0.258252E+02   0.763675E-01  -0.127193E+03
   781   0.212643E+04   0.255667E+02   0.764646E-01  -0.126933E+03
   782   0.213339E+04   0.253069E+02   0.765623E-01  -0.126649E+03
   783   0.214036E+04   0.250472E+02   0.766605E-01  -0.126318E+03
   784   0.214727E+04   0.247877E+02   0.767592E-01  -0.125955E+03
   785   0.215405E+04   0.245275E+02   0.768585E-01  -0.125567E+03
   786   0.216084E+04   0.242674E+02   0.769581E-01  -0.125124E+03
