#    L    TT             EE             BB             TE             PP             TP             EP          
  1153   0.116208E+04   0.144169E+02   0.000000E+00  -0.591529E+02   0.329929E-08  -0.169940E-06   0.227097E-06
  1154   0.116291E+04   0.142422E+02   0.000000E+00  -0.583119E+02   0.329296E-08  -0.170649E-06   0.222452E-06
  1155   0.116367E+04   0.140716E+02   0.000000E+00  -0.574610E+02   0.328664E-08  -0.171167E-06   0.217803E-06
  1156   0.116430E+04   0.139044E+02   0.000000E+00  -0.566011E+02   0.328034E-08  -0.171494E-06   0.213149E-06
  1157   0.116486E+04   0.137414E+02   0.000000E+00  -0.557308E+02   0.327405E-08  -0.171633E-06   0.208491E-06
  1158   0.116542E+04   0.135833E+02   0.000000E+00  -0.548524E+02   0.326778E-08  -0.171586E-06   0.203830E-06
  1159   0.116592E+04   0.134289E+02   0.000000E+00  -0.539652E+02   0.326152E-08  -0.171353E-06   0.199166E-06
  1160   0.116619E+04   0.132797E+02   0.000000E+00  -0.530716E+02   0.325528E-08  -0.170938E-06   0.194501E-06
  1161   0.116654E+04   0.131342E+02   0.000000E+00  -0.521695E+02   0.324905E-08  -0.170340E-06   0.189834E-06
  1162   0.116674E+04   0.129933E+02   0.000000E+00  -0.512612E+02   0.324284E-08  -0.169563E-06   0.185166E-06
  1163   0.116686E+04   0.128570E+02   0.000000E+00  -0.503467E+02   0.323664E-08  -0.168608E-06   0.180497E-06
  1164   0.116699E+04   0.127254E+02   0.000000E+00  -0.494263E+02   0.323045E-08  -0.167476E-06   0.175829E-06
  1165   0.116696E+04   0.125979E+02   0.000000E+00  -0.484999E+02   0.322428E-08  -0.166169E-06   0.171162E-06
  1166   0.116678E+04   0.124753E+02   0.000000E+00  -0.475692E+02   0.321812E-08  -0.164688E-06   0.166496E-06
  1167   0.116666E+04   0.123569E+02   0.000000E+00  -0.466342E+02   0.321198E-08  -0.163036E-06   0.161831E-06
  1168   0.116639E+04   0.122436E+02   0.000000E+00  -0.456944E+02   0.320585E-08  -0.161215E-06   0.157170E-06
  1169   0.116611E+04   0.121346E+02   0.000000E+00  -0.447527E+02   0.319974E-08  -0.159225E-06   0.152511E-06
  1170   0.116575E+04   0.120300E+02   0.000000E+00  -0.438064E+02   0.319364E-08  -0.157068E-06   0.147856E-06
  1171   0.116522E+04   0.119307E+02   0.000000E+00  -0.428584E+02   0.318756E-08  -0.154747E-06   0.143204E-06
  1172   0.116469E+04   0.118359E+02   0.000000E+00  -0.419082E+02   0.318149E-08  -0.152262E-06   0.138558E-06
  1173   0.116407E+04   0.117459E+02   0.000000E+00  -0.409558E+02   0.317543E-08  -0.149616E-06   0.133916E-06
  1174   0.116335E+04   0.116598E+02   0.000000E+00  -0.400025E+02   0.316939E-08  -0.146810E-06   0.129281E-06
  1175   0.116255E+04   0.115786E+02   0.000000E+00  -0.390482E+02   0.316336E-08  -0.143845E-06   0.124652E-06
  1176   0.116158E+04   0.115022E+02   0.000000E+00  -0.380939E+02   0.315734E-08  -0.140725E-06   0.120029E-06
  1177   0.116066E+04   0.114316E+02   0.000000E+00  -0.371391E+02   0.315134E-08  -0.137449E-06   0.115414E-06
  1178   0.115958E+04   0.113645E+02   0.000000E+00  -0.361846E+02   0.314536E-08  -0.134020E-06   0.110808E-06
  1179   0.115855E+04   0.113041E+02   0.000000E+00  -0.352309E+02   0.313938E-08  -0.130440E-06   0.106209E-06
  1180   0.115735E+04   0.112481E+02   0.000000E+00  -0.342781E+02   0.313342E-08  -0.126709E-06   0.101620E-06
  1181   0.115612E+04   0.111958E+02   0.000000E+00  -0.333268E+02   0.312748E-08  -0.122831E-06   0.970407E-07
  1182   0.115473E+04   0.111489E+02   0.000000E+00  -0.323774E+02   0.312155E-08  -0.118806E-06   0.924714E-07
  1183   0.115330E+04   0.111067E+02   0.000000E+00  -0.314301E+02   0.311563E-08  -0.114636E-06   0.879130E-07
  1184   0.115177E+04   0.110686E+02   0.000000E+00  -0.304853E+02   0.310973E-08  -0.110323E-06   0.833659E-07
  1185   0.115022E+04   0.110367E+02   0.000000E+00  -0.295433E+02   0.310384E-08  -0.105869E-06   0.788307E-07
  1186   0.114855E+04   0.110090E+02   0.000000E+00  -0.286046E+02   0.309796E-08  -0.101274E-06   0.743081E-07
  1187   0.114686E+04   0.109863E+02   0.000000E+00  -0.276694E+02   0.309210E-08  -0.965419E-07   0.697984E-07
  1188   0.114506E+04   0.109679E+02   0.000000E+00  -0.267382E+02   0.308625E-08  -0.916729E-07   0.653024E-07
  1189   0.114315E+04   0.109546E+02   0.000000E+00  -0.258110E+02   0.308041E-08  -0.866691E-07   0.608205E-07
  1190   0.114121E+04   0.109458E+02   0.000000E+00  -0.248884E+02   0.307459E-08  -0.815322E-07   0.563533E-07
  1191   0.113915E+04   0.109423E+02   0.000000E+00  -0.239704E+02   0.306878E-08  -0.762639E-07   0.519013E-07
  1192   0.113706E+04   0.109435E+02   0.000000E+00  -0.230575E+02   0.306299E-08  -0.708657E-07   0.474653E-07
  1193   0.113485E+04   0.109493E+02   0.000000E+00  -0.221498E+02   0.305721E-08  -0.653394E-07   0.430456E-07
  1194   0.113261E+04   0.109599E+02   0.000000E+00  -0.212475E+02   0.305144E-08  -0.596866E-07   0.386428E-07
  1195   0.113032E+04   0.109753E+02   0.000000E+00  -0.203510E+02   0.304568E-08  -0.539090E-07   0.342576E-07
  1196   0.112784E+04   0.109964E+02   0.000000E+00  -0.194609E+02   0.303994E-08  -0.480083E-07   0.298904E-07
  1197   0.112539E+04   0.110210E+02   0.000000E+00  -0.185769E+02   0.303421E-08  -0.419862E-07   0.255418E-07
  1198   0.112282E+04   0.110507E+02   0.000000E+00  -0.177006E+02   0.302850E-08  -0.358443E-07   0.212124E-07
  1199   0.112020E+04   0.110848E+02   0.000000E+00  -0.168297E+02   0.302279E-08  -0.295842E-07   0.169028E-07
  1200   0.111746E+04   0.111242E+02   0.000000E+00  -0.159661E+02   0.301710E-08  -0.232078E-07   0.126134E-07
  1201   0.111475E+04   0.111673E+02   0.000000E+00  -0.151105E+02   0.301143E-08  -0.167164E-07   0.834487E-08
  1202   0.111183E+04   0.112166E+02   0.000000E+00  -0.142617E+02   0.300577E-08  -0.101109E-07   0.409735E-08
  1203   0.110894E+04   0.112697E+02   0.000000E+00  -0.134216E+02   0.300011E-08  -0.339194E-08  -0.128951E-09
  1204   0.110593E+04   0.113274E+02   0.000000E+00  -0.125896E+02   0.299448E-08   0.343981E-08  -0.433384E-08
  1205   0.110287E+04   0.113884E+02   0.000000E+00  -0.117668E+02   0.298885E-08   0.103837E-07  -0.851715E-08
  1206   0.109976E+04   0.114547E+02   0.000000E+00  -0.109528E+02   0.298324E-08   0.174391E-07  -0.126787E-07
  1207   0.109667E+04   0.115251E+02   0.000000E+00  -0.101494E+02   0.297764E-08   0.246052E-07  -0.168183E-07
  1208   0.109345E+04   0.116003E+02   0.000000E+00  -0.935455E+01   0.297206E-08   0.318816E-07  -0.209357E-07
  1209   0.109011E+04   0.116788E+02   0.000000E+00  -0.857013E+01   0.296648E-08   0.392674E-07  -0.250308E-07
  1210   0.108679E+04   0.117614E+02   0.000000E+00  -0.779715E+01   0.296092E-08   0.467622E-07  -0.291034E-07
  1211   0.108335E+04   0.118488E+02   0.000000E+00  -0.703518E+01   0.295538E-08   0.543651E-07  -0.331533E-07
  1212   0.107993E+04   0.119396E+02   0.000000E+00  -0.628376E+01   0.294984E-08   0.620755E-07  -0.371804E-07
  1213   0.107638E+04   0.120339E+02   0.000000E+00  -0.554319E+01   0.294432E-08   0.698928E-07  -0.411844E-07
  1214   0.107286E+04   0.121331E+02   0.000000E+00  -0.481527E+01   0.293881E-08   0.778163E-07  -0.451651E-07
  1215   0.106928E+04   0.122350E+02   0.000000E+00  -0.409953E+01   0.293331E-08   0.858454E-07  -0.491225E-07
  1216   0.106565E+04   0.123413E+02   0.000000E+00  -0.339629E+01   0.292783E-08   0.939795E-07  -0.530562E-07
  1217   0.106182E+04   0.124510E+02   0.000000E+00  -0.270509E+01   0.292235E-08   0.102218E-06  -0.569662E-07
  1218   0.105809E+04   0.125651E+02   0.000000E+00  -0.202772E+01   0.291689E-08   0.110560E-06  -0.608521E-07
  1219   0.105422E+04   0.126813E+02   0.000000E+00  -0.136226E+01   0.291145E-08   0.119004E-06  -0.647140E-07
  1220   0.105038E+04   0.128012E+02   0.000000E+00  -0.711215E+00   0.290601E-08   0.127551E-06  -0.685514E-07
  1221   0.104649E+04   0.129240E+02   0.000000E+00  -0.734126E-01   0.290059E-08   0.136200E-06  -0.723644E-07
  1222   0.104254E+04   0.130512E+02   0.000000E+00   0.549367E+00   0.289518E-08   0.144950E-06  -0.761526E-07
  1223   0.103854E+04   0.131815E+02   0.000000E+00   0.115980E+01   0.288978E-08   0.153800E-06  -0.799160E-07
  1224   0.103448E+04   0.133132E+02   0.000000E+00   0.175387E+01   0.288440E-08   0.162749E-06  -0.836543E-07
  1225   0.103044E+04   0.134495E+02   0.000000E+00   0.233350E+01   0.287902E-08   0.171798E-06  -0.873673E-07
  1226   0.102635E+04   0.135881E+02   0.000000E+00   0.289915E+01   0.287366E-08   0.180945E-06  -0.910549E-07
  1227   0.102228E+04   0.137299E+02   0.000000E+00   0.344903E+01   0.286831E-08   0.190190E-06  -0.947169E-07
  1228   0.101808E+04   0.138747E+02   0.000000E+00   0.398433E+01   0.286298E-08   0.199531E-06  -0.983531E-07
  1229   0.101390E+04   0.140220E+02   0.000000E+00   0.450326E+01   0.285765E-08   0.208969E-06  -0.101963E-06
  1230   0.100951E+04   0.141717E+02   0.000000E+00   0.500776E+01   0.285234E-08   0.218503E-06  -0.105547E-06
  1231   0.100522E+04   0.143247E+02   0.000000E+00   0.549603E+01   0.284704E-08   0.228132E-06  -0.109105E-06
  1232   0.100087E+04   0.144794E+02   0.000000E+00   0.596928E+01   0.284175E-08   0.237855E-06  -0.112636E-06
  1233   0.996611E+03   0.146382E+02   0.000000E+00   0.642496E+01   0.283647E-08   0.247672E-06  -0.116140E-06
  1234   0.992224E+03   0.147981E+02   0.000000E+00   0.686576E+01   0.283121E-08   0.257582E-06  -0.119618E-06
  1235   0.988077E+03   0.149612E+02   0.000000E+00   0.728989E+01   0.282595E-08   0.267584E-06  -0.123068E-06
  1236   0.983725E+03   0.151256E+02   0.000000E+00   0.769780E+01   0.282071E-08   0.277678E-06  -0.126492E-06
  1237   0.979317E+03   0.152926E+02   0.000000E+00   0.808844E+01   0.281548E-08   0.287863E-06  -0.129887E-06
  1238   0.974926E+03   0.154623E+02   0.000000E+00   0.846225E+01   0.281026E-08   0.298139E-06  -0.133255E-06
  1239   0.970477E+03   0.156332E+02   0.000000E+00   0.881895E+01   0.280506E-08   0.308505E-06  -0.136595E-06
  1240   0.965971E+03   0.158069E+02   0.000000E+00   0.915972E+01   0.279986E-08   0.318959E-06  -0.139908E-06
  1241   0.961556E+03   0.159818E+02   0.000000E+00   0.948278E+01   0.279468E-08   0.329503E-06  -0.143192E-06
  1242   0.957008E+03   0.161604E+02   0.000000E+00   0.979004E+01   0.278951E-08   0.340133E-06  -0.146447E-06
  1243   0.952477E+03   0.163388E+02   0.000000E+00   0.100780E+02   0.278435E-08   0.350852E-06  -0.149675E-06
  1244   0.947962E+03   0.165208E+02   0.000000E+00   0.103502E+02   0.277920E-08   0.361656E-06  -0.152873E-06
  1245   0.943463E+03   0.167042E+02   0.000000E+00   0.106047E+02   0.277407E-08   0.372547E-06  -0.156042E-06
  1246   0.938905E+03   0.168883E+02   0.000000E+00   0.108429E+02   0.276894E-08   0.383522E-06  -0.159183E-06
  1247   0.934287E+03   0.170746E+02   0.000000E+00   0.110629E+02   0.276383E-08   0.394583E-06  -0.162294E-06
  1248   0.929686E+03   0.172625E+02   0.000000E+00   0.112651E+02   0.275872E-08   0.405727E-06  -0.165375E-06
  1249   0.925099E+03   0.174533E+02   0.000000E+00   0.114501E+02   0.275363E-08   0.416954E-06  -0.168427E-06
  1250   0.920526E+03   0.176443E+02   0.000000E+00   0.116175E+02   0.274855E-08   0.428264E-06  -0.171449E-06
  1251   0.915895E+03   0.178360E+02   0.000000E+00   0.117671E+02   0.274349E-08   0.439655E-06  -0.174442E-06
  1252   0.911352E+03   0.180308E+02   0.000000E+00   0.118989E+02   0.273843E-08   0.451125E-06  -0.177403E-06
  1253   0.906678E+03   0.182257E+02   0.000000E+00   0.120133E+02   0.273338E-08   0.462671E-06  -0.180335E-06
  1254   0.902021E+03   0.184212E+02   0.000000E+00   0.121104E+02   0.272835E-08   0.474288E-06  -0.183236E-06
  1255   0.897382E+03   0.186189E+02   0.000000E+00   0.121899E+02   0.272333E-08   0.485975E-06  -0.186107E-06
  1256   0.892836E+03   0.188166E+02   0.000000E+00   0.122522E+02   0.271831E-08   0.497727E-06  -0.188946E-06
  1257   0.888237E+03   0.190155E+02   0.000000E+00   0.122974E+02   0.271331E-08   0.509542E-06  -0.191755E-06
  1258   0.883583E+03   0.192143E+02   0.000000E+00   0.123254E+02   0.270832E-08   0.521416E-06  -0.194532E-06
  1259   0.878952E+03   0.194144E+02   0.000000E+00   0.123364E+02   0.270334E-08   0.533345E-06  -0.197279E-06
  1260   0.874343E+03   0.196142E+02   0.000000E+00   0.123306E+02   0.269838E-08   0.545328E-06  -0.199994E-06
  1261   0.869757E+03   0.198152E+02   0.000000E+00   0.123080E+02   0.269342E-08   0.557360E-06  -0.202677E-06
  1262   0.865196E+03   0.200165E+02   0.000000E+00   0.122689E+02   0.268847E-08   0.569438E-06  -0.205328E-06
  1263   0.860661E+03   0.202175E+02   0.000000E+00   0.122130E+02   0.268354E-08   0.581560E-06  -0.207948E-06
  1264   0.856077E+03   0.204188E+02   0.000000E+00   0.121404E+02   0.267861E-08   0.593721E-06  -0.210536E-06
  1265   0.851595E+03   0.206197E+02   0.000000E+00   0.120516E+02   0.267370E-08   0.605918E-06  -0.213091E-06
  1266   0.847067E+03   0.208207E+02   0.000000E+00   0.119466E+02   0.266880E-08   0.618149E-06  -0.215614E-06
  1267   0.842567E+03   0.210205E+02   0.000000E+00   0.118253E+02   0.266391E-08   0.630410E-06  -0.218105E-06
  1268   0.838105E+03   0.212219E+02   0.000000E+00   0.116879E+02   0.265903E-08   0.642698E-06  -0.220563E-06
  1269   0.833681E+03   0.214205E+02   0.000000E+00   0.115350E+02   0.265416E-08   0.655009E-06  -0.222988E-06
  1270   0.829260E+03   0.216191E+02   0.000000E+00   0.113655E+02   0.264930E-08   0.667340E-06  -0.225380E-06
  1271   0.824878E+03   0.218177E+02   0.000000E+00   0.111807E+02   0.264445E-08   0.679689E-06  -0.227739E-06
  1272   0.820507E+03   0.220156E+02   0.000000E+00   0.109805E+02   0.263961E-08   0.692051E-06  -0.230064E-06
  1273   0.816149E+03   0.222120E+02   0.000000E+00   0.107647E+02   0.263478E-08   0.704424E-06  -0.232356E-06
  1274   0.811833E+03   0.224068E+02   0.000000E+00   0.105338E+02   0.262997E-08   0.716805E-06  -0.234615E-06
  1275   0.807546E+03   0.226014E+02   0.000000E+00   0.102884E+02   0.262516E-08   0.729189E-06  -0.236840E-06
  1276   0.803281E+03   0.227951E+02   0.000000E+00   0.100274E+02   0.262036E-08   0.741574E-06  -0.239030E-06
  1277   0.799054E+03   0.229879E+02   0.000000E+00   0.975227E+01   0.261558E-08   0.753957E-06  -0.241187E-06
  1278   0.794859E+03   0.231789E+02   0.000000E+00   0.946193E+01   0.261080E-08   0.766334E-06  -0.243310E-06
  1279   0.790704E+03   0.233681E+02   0.000000E+00   0.915768E+01   0.260604E-08   0.778702E-06  -0.245398E-06
  1280   0.786589E+03   0.235570E+02   0.000000E+00   0.883785E+01   0.260129E-08   0.791059E-06  -0.247452E-06
  1281   0.782508E+03   0.237440E+02   0.000000E+00   0.850518E+01   0.259654E-08   0.803399E-06  -0.249470E-06
  1282   0.778470E+03   0.239291E+02   0.000000E+00   0.815799E+01   0.259181E-08   0.815721E-06  -0.251454E-06
  1283   0.774468E+03   0.241130E+02   0.000000E+00   0.779681E+01   0.258709E-08   0.828022E-06  -0.253403E-06
  1284   0.770511E+03   0.242949E+02   0.000000E+00   0.742144E+01   0.258237E-08   0.840297E-06  -0.255317E-06
  1285   0.766583E+03   0.244756E+02   0.000000E+00   0.703314E+01   0.257767E-08   0.852544E-06  -0.257196E-06
  1286   0.762702E+03   0.246534E+02   0.000000E+00   0.663097E+01   0.257298E-08   0.864759E-06  -0.259039E-06
  1287   0.758868E+03   0.248298E+02   0.000000E+00   0.621621E+01   0.256830E-08   0.876940E-06  -0.260846E-06
  1288   0.755082E+03   0.250041E+02   0.000000E+00   0.578716E+01   0.256363E-08   0.889082E-06  -0.262618E-06
  1289   0.751337E+03   0.251769E+02   0.000000E+00   0.534658E+01   0.255896E-08   0.901183E-06  -0.264354E-06
  1290   0.747635E+03   0.253468E+02   0.000000E+00   0.489205E+01   0.255431E-08   0.913240E-06  -0.266053E-06
  1291   0.743983E+03   0.255151E+02   0.000000E+00   0.442483E+01   0.254967E-08   0.925248E-06  -0.267716E-06
  1292   0.740375E+03   0.256796E+02   0.000000E+00   0.394471E+01   0.254504E-08   0.937206E-06  -0.269343E-06
  1293   0.736813E+03   0.258440E+02   0.000000E+00   0.345150E+01   0.254042E-08   0.949109E-06  -0.270933E-06
  1294   0.733311E+03   0.260052E+02   0.000000E+00   0.294869E+01   0.253581E-08   0.960955E-06  -0.272487E-06
  1295   0.729848E+03   0.261640E+02   0.000000E+00   0.243162E+01   0.253121E-08   0.972741E-06  -0.274004E-06
  1296   0.726434E+03   0.263210E+02   0.000000E+00   0.190455E+01   0.252661E-08   0.984462E-06  -0.275483E-06
  1297   0.723075E+03   0.264756E+02   0.000000E+00   0.136428E+01   0.252203E-08   0.996115E-06  -0.276926E-06
  1298   0.719766E+03   0.266275E+02   0.000000E+00   0.812834E+00   0.251746E-08   0.100770E-05  -0.278331E-06
  1299   0.716500E+03   0.267769E+02   0.000000E+00   0.249272E+00   0.251290E-08   0.101921E-05  -0.279698E-06
  1300   0.713300E+03   0.269228E+02   0.000000E+00  -0.325135E+00   0.250835E-08   0.103064E-05  -0.281028E-06
  1301   0.710153E+03   0.270676E+02   0.000000E+00  -0.910549E+00   0.250380E-08   0.104199E-05  -0.282320E-06
  1302   0.707051E+03   0.272089E+02   0.000000E+00  -0.150621E+01   0.249927E-08   0.105327E-05  -0.283575E-06
  1303   0.704004E+03   0.273473E+02   0.000000E+00  -0.211356E+01   0.249475E-08   0.106446E-05  -0.284792E-06
  1304   0.701012E+03   0.274836E+02   0.000000E+00  -0.273029E+01   0.249023E-08   0.107558E-05  -0.285971E-06
  1305   0.698077E+03   0.276161E+02   0.000000E+00  -0.335784E+01   0.248573E-08   0.108662E-05  -0.287114E-06
  1306   0.695184E+03   0.277471E+02   0.000000E+00  -0.399317E+01   0.248123E-08   0.109759E-05  -0.288219E-06
  1307   0.692365E+03   0.278743E+02   0.000000E+00  -0.463697E+01   0.247675E-08   0.110848E-05  -0.289288E-06
  1308   0.689598E+03   0.279983E+02   0.000000E+00  -0.529141E+01   0.247228E-08   0.111930E-05  -0.290320E-06
  1309   0.686878E+03   0.281182E+02   0.000000E+00  -0.595198E+01   0.246781E-08   0.113004E-05  -0.291316E-06
  1310   0.684226E+03   0.282364E+02   0.000000E+00  -0.662157E+01   0.246335E-08   0.114071E-05  -0.292275E-06
  1311   0.681623E+03   0.283512E+02   0.000000E+00  -0.729792E+01   0.245891E-08   0.115131E-05  -0.293198E-06
  1312   0.679106E+03   0.284632E+02   0.000000E+00  -0.798095E+01   0.245447E-08   0.116184E-05  -0.294086E-06
  1313   0.676625E+03   0.285710E+02   0.000000E+00  -0.867135E+01   0.245004E-08   0.117230E-05  -0.294937E-06
  1314   0.674209E+03   0.286759E+02   0.000000E+00  -0.936684E+01   0.244562E-08   0.118269E-05  -0.295753E-06
  1315   0.671846E+03   0.287779E+02   0.000000E+00  -0.100688E+02   0.244121E-08   0.119301E-05  -0.296533E-06
  1316   0.669551E+03   0.288755E+02   0.000000E+00  -0.107758E+02   0.243682E-08   0.120327E-05  -0.297279E-06
  1317   0.667319E+03   0.289714E+02   0.000000E+00  -0.114884E+02   0.243243E-08   0.121346E-05  -0.297989E-06
  1318   0.665134E+03   0.290620E+02   0.000000E+00  -0.122051E+02   0.242804E-08   0.122359E-05  -0.298664E-06
  1319   0.663013E+03   0.291494E+02   0.000000E+00  -0.129274E+02   0.242367E-08   0.123365E-05  -0.299304E-06
  1320   0.660951E+03   0.292335E+02   0.000000E+00  -0.136529E+02   0.241931E-08   0.124365E-05  -0.299910E-06
  1321   0.658947E+03   0.293150E+02   0.000000E+00  -0.143830E+02   0.241496E-08   0.125358E-05  -0.300481E-06
  1322   0.657010E+03   0.293908E+02   0.000000E+00  -0.151156E+02   0.241061E-08   0.126345E-05  -0.301018E-06
  1323   0.655134E+03   0.294640E+02   0.000000E+00  -0.158512E+02   0.240628E-08   0.127327E-05  -0.301521E-06
  1324   0.653320E+03   0.295335E+02   0.000000E+00  -0.165905E+02   0.240195E-08   0.128302E-05  -0.301990E-06
  1325   0.651562E+03   0.295995E+02   0.000000E+00  -0.173313E+02   0.239764E-08   0.129272E-05  -0.302426E-06
  1326   0.649876E+03   0.296617E+02   0.000000E+00  -0.180751E+02   0.239333E-08   0.130235E-05  -0.302828E-06
  1327   0.648232E+03   0.297209E+02   0.000000E+00  -0.188208E+02   0.238903E-08   0.131193E-05  -0.303196E-06
  1328   0.646670E+03   0.297763E+02   0.000000E+00  -0.195664E+02   0.238474E-08   0.132145E-05  -0.303531E-06
  1329   0.645160E+03   0.298271E+02   0.000000E+00  -0.203147E+02   0.238046E-08   0.133092E-05  -0.303833E-06
  1330   0.643711E+03   0.298739E+02   0.000000E+00  -0.210635E+02   0.237619E-08   0.134033E-05  -0.304103E-06
  1331   0.642332E+03   0.299173E+02   0.000000E+00  -0.218126E+02   0.237193E-08   0.134969E-05  -0.304339E-06
  1332   0.641001E+03   0.299567E+02   0.000000E+00  -0.225627E+02   0.236767E-08   0.135900E-05  -0.304543E-06
  1333   0.639741E+03   0.299919E+02   0.000000E+00  -0.233116E+02   0.236343E-08   0.136826E-05  -0.304715E-06
  1334   0.638539E+03   0.300243E+02   0.000000E+00  -0.240614E+02   0.235919E-08   0.137746E-05  -0.304854E-06
  1335   0.637397E+03   0.300516E+02   0.000000E+00  -0.248106E+02   0.235496E-08   0.138662E-05  -0.304961E-06
  1336   0.636322E+03   0.300761E+02   0.000000E+00  -0.255577E+02   0.235075E-08   0.139572E-05  -0.305037E-06
  1337   0.635307E+03   0.300953E+02   0.000000E+00  -0.263047E+02   0.234654E-08   0.140478E-05  -0.305081E-06
  1338   0.634348E+03   0.301115E+02   0.000000E+00  -0.270503E+02   0.234234E-08   0.141379E-05  -0.305093E-06
  1339   0.633459E+03   0.301231E+02   0.000000E+00  -0.277949E+02   0.233814E-08   0.142275E-05  -0.305074E-06
  1340   0.632627E+03   0.301315E+02   0.000000E+00  -0.285387E+02   0.233396E-08   0.143167E-05  -0.305024E-06
  1341   0.631853E+03   0.301366E+02   0.000000E+00  -0.292792E+02   0.232979E-08   0.144054E-05  -0.304942E-06
  1342   0.631138E+03   0.301369E+02   0.000000E+00  -0.300180E+02   0.232562E-08   0.144937E-05  -0.304830E-06
  1343   0.630490E+03   0.301331E+02   0.000000E+00  -0.307542E+02   0.232146E-08   0.145815E-05  -0.304687E-06
  1344   0.629904E+03   0.301251E+02   0.000000E+00  -0.314878E+02   0.231732E-08   0.146690E-05  -0.304514E-06
  1345   0.629365E+03   0.301143E+02   0.000000E+00  -0.322180E+02   0.231318E-08   0.147560E-05  -0.304310E-06
  1346   0.628896E+03   0.300984E+02   0.000000E+00  -0.329469E+02   0.230904E-08   0.148426E-05  -0.304077E-06
  1347   0.628492E+03   0.300788E+02   0.000000E+00  -0.336714E+02   0.230492E-08   0.149289E-05  -0.303813E-06
  1348   0.628139E+03   0.300555E+02   0.000000E+00  -0.343924E+02   0.230081E-08   0.150147E-05  -0.303519E-06
  1349   0.627859E+03   0.300268E+02   0.000000E+00  -0.351097E+02   0.229670E-08   0.151002E-05  -0.303196E-06
  1350   0.627625E+03   0.299958E+02   0.000000E+00  -0.358233E+02   0.229260E-08   0.151853E-05  -0.302843E-06
  1351   0.627459E+03   0.299601E+02   0.000000E+00  -0.365330E+02   0.228851E-08   0.152700E-05  -0.302461E-06
  1352   0.627340E+03   0.299204E+02   0.000000E+00  -0.372380E+02   0.228443E-08   0.153544E-05  -0.302050E-06
  1353   0.627290E+03   0.298781E+02   0.000000E+00  -0.379386E+02   0.228036E-08   0.154383E-05  -0.301610E-06
  1354   0.627287E+03   0.298311E+02   0.000000E+00  -0.386348E+02   0.227630E-08   0.155219E-05  -0.301141E-06
  1355   0.627354E+03   0.297799E+02   0.000000E+00  -0.393254E+02   0.227224E-08   0.156050E-05  -0.300643E-06
  1356   0.627475E+03   0.297261E+02   0.000000E+00  -0.400117E+02   0.226819E-08   0.156876E-05  -0.300116E-06
  1357   0.627645E+03   0.296674E+02   0.000000E+00  -0.406905E+02   0.226415E-08   0.157697E-05  -0.299562E-06
  1358   0.627856E+03   0.296053E+02   0.000000E+00  -0.413616E+02   0.226012E-08   0.158512E-05  -0.298979E-06
  1359   0.628123E+03   0.295397E+02   0.000000E+00  -0.420284E+02   0.225610E-08   0.159323E-05  -0.298368E-06
  1360   0.628423E+03   0.294720E+02   0.000000E+00  -0.426869E+02   0.225209E-08   0.160128E-05  -0.297729E-06
  1361   0.628795E+03   0.293986E+02   0.000000E+00  -0.433391E+02   0.224808E-08   0.160926E-05  -0.297062E-06
  1362   0.629194E+03   0.293223E+02   0.000000E+00  -0.439826E+02   0.224408E-08   0.161719E-05  -0.296368E-06
  1363   0.629650E+03   0.292423E+02   0.000000E+00  -0.446208E+02   0.224009E-08   0.162506E-05  -0.295646E-06
  1364   0.630126E+03   0.291595E+02   0.000000E+00  -0.452490E+02   0.223611E-08   0.163285E-05  -0.294897E-06
  1365   0.630734E+03   0.290730E+02   0.000000E+00  -0.458684E+02   0.223214E-08   0.164058E-05  -0.294121E-06
  1366   0.631311E+03   0.289827E+02   0.000000E+00  -0.464811E+02   0.222817E-08   0.164824E-05  -0.293318E-06
  1367   0.631930E+03   0.288887E+02   0.000000E+00  -0.470846E+02   0.222421E-08   0.165583E-05  -0.292488E-06
  1368   0.632668E+03   0.287931E+02   0.000000E+00  -0.476785E+02   0.222026E-08   0.166334E-05  -0.291631E-06
  1369   0.633375E+03   0.286929E+02   0.000000E+00  -0.482627E+02   0.221632E-08   0.167077E-05  -0.290748E-06
  1370   0.634127E+03   0.285904E+02   0.000000E+00  -0.488384E+02   0.221239E-08   0.167813E-05  -0.289839E-06
  1371   0.634922E+03   0.284847E+02   0.000000E+00  -0.494038E+02   0.220846E-08   0.168540E-05  -0.288903E-06
  1372   0.635762E+03   0.283758E+02   0.000000E+00  -0.499595E+02   0.220454E-08   0.169258E-05  -0.287941E-06
  1373   0.636648E+03   0.282644E+02   0.000000E+00  -0.505052E+02   0.220063E-08   0.169968E-05  -0.286953E-06
  1374   0.637578E+03   0.281498E+02   0.000000E+00  -0.510398E+02   0.219673E-08   0.170669E-05  -0.285940E-06
  1375   0.638553E+03   0.280319E+02   0.000000E+00  -0.515648E+02   0.219284E-08   0.171361E-05  -0.284901E-06
  1376   0.639575E+03   0.279114E+02   0.000000E+00  -0.520783E+02   0.218895E-08   0.172044E-05  -0.283836E-06
  1377   0.640642E+03   0.277890E+02   0.000000E+00  -0.525815E+02   0.218507E-08   0.172717E-05  -0.282746E-06
  1378   0.641756E+03   0.276617E+02   0.000000E+00  -0.530734E+02   0.218120E-08   0.173380E-05  -0.281631E-06
