#    L    TT             EE             TE             PP             TP          
    58   0.156155E+04   0.169230E+00  -0.124390E+01   0.546881E+07   0.111250E+05
    59   0.158339E+04   0.178186E+00  -0.151690E+01   0.544245E+07   0.109270E+05
    60   0.160542E+04   0.187370E+00  -0.180277E+01   0.541564E+07   0.107358E+05
    61   0.162795E+04   0.196871E+00  -0.210107E+01   0.538841E+07   0.105525E+05
    62   0.165039E+04   0.206680E+00  -0.241243E+01   0.536080E+07   0.103767E+05
    63   0.167293E+04   0.216763E+00  -0.273738E+01   0.533285E+07   0.102074E+05
    64   0.169587E+04   0.227138E+00  -0.307668E+01   0.530462E+07   0.100436E+05
    65   0.171882E+04   0.237785E+00  -0.343048E+01   0.527615E+07   0.988431E+04
    66   0.174206E+04   0.248640E+00  -0.379662E+01   0.524749E+07   0.972870E+04
    67   0.176544E+04   0.259706E+00  -0.417274E+01   0.521866E+07   0.957645E+04
    68   0.178921E+04   0.271021E+00  -0.455771E+01   0.518968E+07   0.942737E+04
    69   0.181315E+04   0.282543E+00  -0.495036E+01   0.516058E+07   0.928127E+04
    70   0.183739E+04   0.294311E+00  -0.535289E+01   0.513137E+07   0.913794E+04
    71   0.186176E+04   0.306313E+00  -0.576811E+01   0.510208E+07   0.899733E+04
    72   0.188630E+04   0.318522E+00  -0.619719E+01   0.507270E+07   0.885984E+04
    73   0.191099E+04   0.330905E+00  -0.664037E+01   0.504325E+07   0.872602E+04
    74   0.193589E+04   0.343451E+00  -0.709644E+01   0.501373E+07   0.859642E+04
    75   0.196112E+04   0.356172E+00  -0.756356E+01   0.498413E+07   0.847159E+04
    76   0.198663E+04   0.369068E+00  -0.804082E+01   0.495448E+07   0.835186E+04
    77   0.201247E+04   0.382134E+00  -0.852801E+01   0.492477E+07   0.823679E+04
    78   0.203866E+04   0.395400E+00  -0.902657E+01   0.489504E+07   0.812571E+04
    79   0.206499E+04   0.408812E+00  -0.953277E+01   0.486529E+07   0.801798E+04
    80   0.209155E+04   0.422378E+00  -0.100480E+02   0.483556E+07   0.791295E+04
    81   0.211824E+04   0.436051E+00  -0.105729E+02   0.480585E+07   0.781002E+04
    82   0.214514E+04   0.449850E+00  -0.111067E+02   0.477618E+07   0.770890E+04
    83   0.217220E+04   0.463752E+00  -0.116491E+02   0.474657E+07   0.760937E+04
    84   0.219952E+04   0.477751E+00  -0.121985E+02   0.471702E+07   0.751120E+04
    85   0.222697E+04   0.491824E+00  -0.127563E+02   0.468755E+07   0.741417E+04
    86   0.225465E+04   0.505981E+00  -0.133215E+02   0.465817E+07   0.731811E+04
    87   0.228278E+04   0.520195E+00  -0.138933E+02   0.462889E+07   0.722317E+04
    88   0.231090E+04   0.534483E+00  -0.144717E+02   0.459972E+07   0.712954E+04
    89   0.233938E+04   0.548832E+00  -0.150580E+02   0.457065E+07   0.703742E+04
    90   0.236804E+04   0.563208E+00  -0.156493E+02   0.454170E+07   0.694703E+04
    91   0.239682E+04   0.577606E+00  -0.162463E+02   0.451288E+07   0.685851E+04
    92   0.242587E+04   0.592012E+00  -0.168482E+02   0.448417E+07   0.677186E+04
    93   0.245517E+04   0.606421E+00  -0.174552E+02   0.445560E+07   0.668704E+04
    94   0.248451E+04   0.620796E+00  -0.180659E+02   0.442716E+07   0.660397E+04
    95   0.251412E+04   0.635140E+00  -0.186811E+02   0.439885E+07   0.652262E+04
    96   0.254371E+04   0.649438E+00  -0.193001E+02   0.437068E+07   0.644293E+04
    97   0.257371E+04   0.663678E+00  -0.199223E+02   0.434265E+07   0.636485E+04
    98   0.260392E+04   0.677853E+00  -0.205456E+02   0.431476E+07   0.628833E+04
    99   0.263418E+04   0.691928E+00  -0.211730E+02   0.428702E+07   0.621332E+04
   100   0.266472E+04   0.705903E+00  -0.218002E+02   0.425942E+07   0.613976E+04
   101   0.269539E+04   0.719841E+00  -0.224302E+02   0.423198E+07   0.606760E+04
   102   0.272657E+04   0.733594E+00  -0.230608E+02   0.420469E+07   0.599679E+04
   103   0.275766E+04   0.747237E+00  -0.236930E+02   0.417756E+07   0.592729E+04
   104   0.278897E+04   0.760772E+00  -0.243238E+02   0.415059E+07   0.585902E+04
   105   0.282042E+04   0.774126E+00  -0.249548E+02   0.412378E+07   0.579196E+04
   106   0.285208E+04   0.787376E+00  -0.255854E+02   0.409714E+07   0.572603E+04
   107   0.288368E+04   0.800373E+00  -0.262141E+02   0.407067E+07   0.566120E+04
   108   0.291564E+04   0.813193E+00  -0.268418E+02   0.404437E+07   0.559741E+04
   109   0.294776E+04   0.825764E+00  -0.274671E+02   0.401824E+07   0.553460E+04
   110   0.297995E+04   0.838087E+00  -0.280885E+02   0.399229E+07   0.547273E+04
   111   0.301231E+04   0.850238E+00  -0.287078E+02   0.396652E+07   0.541175E+04
   112   0.304481E+04   0.862142E+00  -0.293240E+02   0.394093E+07   0.535164E+04
   113   0.307755E+04   0.873800E+00  -0.299358E+02   0.391553E+07   0.529242E+04
   114   0.311037E+04   0.885137E+00  -0.305424E+02   0.389030E+07   0.523406E+04
   115   0.314341E+04   0.896302E+00  -0.311437E+02   0.386525E+07   0.517656E+04
   116   0.317646E+04   0.907071E+00  -0.317391E+02   0.384038E+07   0.511993E+04
   117   0.320981E+04   0.917520E+00  -0.323277E+02   0.381569E+07   0.506415E+04
   118   0.324331E+04   0.927796E+00  -0.329104E+02   0.379119E+07   0.500922E+04
   119   0.327681E+04   0.937752E+00  -0.334848E+02   0.376686E+07   0.495513E+04
   120   0.331046E+04   0.947238E+00  -0.340511E+02   0.374271E+07   0.490189E+04
   121   0.334412E+04   0.956552E+00  -0.346091E+02   0.371874E+07   0.484948E+04
   122   0.337784E+04   0.965396E+00  -0.351581E+02   0.369496E+07   0.479791E+04
   123   0.341164E+04   0.973845E+00  -0.356981E+02   0.367135E+07   0.474715E+04
   124   0.344551E+04   0.981973E+00  -0.362262E+02   0.364792E+07   0.469722E+04
   125   0.347938E+04   0.989706E+00  -0.367445E+02   0.362468E+07   0.464811E+04
   126   0.351332E+04   0.997117E+00  -0.372524E+02   0.360161E+07   0.459981E+04
   127   0.354725E+04   0.100406E+01  -0.377490E+02   0.357872E+07   0.455232E+04
   128   0.358118E+04   0.101068E+01  -0.382336E+02   0.355601E+07   0.450562E+04
   129   0.361518E+04   0.101683E+01  -0.387055E+02   0.353348E+07   0.445973E+04
   130   0.364917E+04   0.102251E+01  -0.391639E+02   0.351114E+07   0.441463E+04
   131   0.368315E+04   0.102787E+01  -0.396103E+02   0.348897E+07   0.437031E+04
   132   0.371720E+04   0.103276E+01  -0.400418E+02   0.346698E+07   0.432676E+04
   133   0.375117E+04   0.103725E+01  -0.404606E+02   0.344517E+07   0.428397E+04
   134   0.378514E+04   0.104135E+01  -0.408623E+02   0.342353E+07   0.424190E+04
   135   0.381910E+04   0.104496E+01  -0.412499E+02   0.340207E+07   0.420055E+04
   136   0.385292E+04   0.104810E+01  -0.416197E+02   0.338078E+07   0.415989E+04
   137   0.388673E+04   0.105083E+01  -0.419740E+02   0.335967E+07   0.411991E+04
   138   0.392046E+04   0.105308E+01  -0.423113E+02   0.333873E+07   0.408058E+04
   139   0.395398E+04   0.105500E+01  -0.426310E+02   0.331796E+07   0.404189E+04
   140   0.398757E+04   0.105636E+01  -0.429337E+02   0.329736E+07   0.400382E+04
   141   0.402094E+04   0.105724E+01  -0.432173E+02   0.327692E+07   0.396635E+04
   142   0.405431E+04   0.105770E+01  -0.434826E+02   0.325666E+07   0.392945E+04
   143   0.408761E+04   0.105775E+01  -0.437296E+02   0.323656E+07   0.389312E+04
   144   0.412070E+04   0.105731E+01  -0.439575E+02   0.321662E+07   0.385734E+04
   145   0.415364E+04   0.105653E+01  -0.441658E+02   0.319685E+07   0.382208E+04
   146   0.418667E+04   0.105518E+01  -0.443543E+02   0.317725E+07   0.378732E+04
   147   0.421933E+04   0.105348E+01  -0.445218E+02   0.315780E+07   0.375305E+04
   148   0.425186E+04   0.105129E+01  -0.446695E+02   0.313851E+07   0.371924E+04
   149   0.428432E+04   0.104867E+01  -0.447963E+02   0.311939E+07   0.368589E+04
   150   0.431649E+04   0.104571E+01  -0.448997E+02   0.310042E+07   0.365297E+04
   151   0.434853E+04   0.104232E+01  -0.449828E+02   0.308161E+07   0.362045E+04
   152   0.438028E+04   0.103842E+01  -0.450442E+02   0.306296E+07   0.358834E+04
   153   0.441191E+04   0.103416E+01  -0.450815E+02   0.304446E+07   0.355663E+04
   154   0.444333E+04   0.102954E+01  -0.450970E+02   0.302611E+07   0.352530E+04
   155   0.447454E+04   0.102456E+01  -0.450898E+02   0.300792E+07   0.349434E+04
   156   0.450541E+04   0.101920E+01  -0.450600E+02   0.298988E+07   0.346375E+04
   157   0.453622E+04   0.101348E+01  -0.450061E+02   0.297199E+07   0.343351E+04
   158   0.456676E+04   0.100745E+01  -0.449287E+02   0.295425E+07   0.340363E+04
   159   0.459703E+04   0.100096E+01  -0.448278E+02   0.293666E+07   0.337408E+04
   160   0.462711E+04   0.994172E+00  -0.447019E+02   0.291922E+07   0.334486E+04
   161   0.465699E+04   0.987141E+00  -0.445525E+02   0.290192E+07   0.331597E+04
   162   0.468661E+04   0.979720E+00  -0.443795E+02   0.288477E+07   0.328738E+04
   163   0.471611E+04   0.971979E+00  -0.441814E+02   0.286777E+07   0.325910E+04
   164   0.474521E+04   0.963990E+00  -0.439597E+02   0.285091E+07   0.323111E+04
   165   0.477419E+04   0.955674E+00  -0.437122E+02   0.283419E+07   0.320341E+04
   166   0.480291E+04   0.947177E+00  -0.434402E+02   0.281761E+07   0.317598E+04
   167   0.483145E+04   0.938273E+00  -0.431444E+02   0.280118E+07   0.314882E+04
   168   0.485959E+04   0.929329E+00  -0.428227E+02   0.278488E+07   0.312192E+04
   169   0.488748E+04   0.920044E+00  -0.424750E+02   0.276873E+07   0.309526E+04
   170   0.491511E+04   0.910639E+00  -0.421028E+02   0.275271E+07   0.306885E+04
   171   0.494235E+04   0.901109E+00  -0.417038E+02   0.273682E+07   0.304267E+04
   172   0.496926E+04   0.891377E+00  -0.412794E+02   0.272108E+07   0.301670E+04
   173   0.499578E+04   0.881439E+00  -0.408296E+02   0.270546E+07   0.299095E+04
   174   0.502206E+04   0.871590E+00  -0.403544E+02   0.268998E+07   0.296541E+04
   175   0.504802E+04   0.861528E+00  -0.398531E+02   0.267464E+07   0.294006E+04
   176   0.507351E+04   0.851472E+00  -0.393255E+02   0.265942E+07   0.291489E+04
   177   0.509869E+04   0.841345E+00  -0.387731E+02   0.264433E+07   0.288992E+04
   178   0.512348E+04   0.831363E+00  -0.381944E+02   0.262938E+07   0.286513E+04
   179   0.514788E+04   0.821224E+00  -0.375892E+02   0.261455E+07   0.284052E+04
   180   0.517203E+04   0.811148E+00  -0.369590E+02   0.259985E+07   0.281611E+04
   181   0.519571E+04   0.801128E+00  -0.363037E+02   0.258527E+07   0.279189E+04
   182   0.521899E+04   0.791234E+00  -0.356217E+02   0.257082E+07   0.276785E+04
   183   0.524180E+04   0.781387E+00  -0.349145E+02   0.255649E+07   0.274401E+04
   184   0.526429E+04   0.771657E+00  -0.341811E+02   0.254228E+07   0.272036E+04
   185   0.528638E+04   0.762187E+00  -0.334239E+02   0.252819E+07   0.269691E+04
   186   0.530769E+04   0.752831E+00  -0.326396E+02   0.251422E+07   0.267364E+04
   187   0.532890E+04   0.743725E+00  -0.318298E+02   0.250036E+07   0.265058E+04
   188   0.534963E+04   0.734850E+00  -0.309958E+02   0.248663E+07   0.262770E+04
   189   0.536981E+04   0.726238E+00  -0.301361E+02   0.247301E+07   0.260503E+04
   190   0.538988E+04   0.717936E+00  -0.292528E+02   0.245950E+07   0.258255E+04
   191   0.540910E+04   0.709962E+00  -0.283429E+02   0.244611E+07   0.256027E+04
   192   0.542798E+04   0.702332E+00  -0.274086E+02   0.243282E+07   0.253818E+04
   193   0.544630E+04   0.695087E+00  -0.264511E+02   0.241965E+07   0.251630E+04
   194   0.546429E+04   0.688251E+00  -0.254683E+02   0.240659E+07   0.249462E+04
   195   0.548171E+04   0.681857E+00  -0.244623E+02   0.239363E+07   0.247314E+04
   196   0.549858E+04   0.675937E+00  -0.234322E+02   0.238078E+07   0.245186E+04
   197   0.551503E+04   0.670531E+00  -0.223795E+02   0.236804E+07   0.243078E+04
   198   0.553099E+04   0.665656E+00  -0.213034E+02   0.235540E+07   0.240991E+04
   199   0.554646E+04   0.661344E+00  -0.202045E+02   0.234286E+07   0.238924E+04
   200   0.556143E+04   0.657620E+00  -0.190834E+02   0.233043E+07   0.236877E+04
   201   0.557584E+04   0.654540E+00  -0.179394E+02   0.231809E+07   0.234852E+04
   202   0.558976E+04   0.652110E+00  -0.167739E+02   0.230586E+07   0.232846E+04
   203   0.560310E+04   0.650391E+00  -0.155860E+02   0.229372E+07   0.230861E+04
   204   0.561580E+04   0.649404E+00  -0.143787E+02   0.228168E+07   0.228896E+04
   205   0.562801E+04   0.649195E+00  -0.131496E+02   0.226974E+07   0.226951E+04
   206   0.563957E+04   0.649802E+00  -0.118999E+02   0.225789E+07   0.225025E+04
   207   0.565063E+04   0.651246E+00  -0.106299E+02   0.224614E+07   0.223118E+04
   208   0.566097E+04   0.653579E+00  -0.934016E+01   0.223448E+07   0.221231E+04
   209   0.567074E+04   0.656826E+00  -0.803091E+01   0.222292E+07   0.219363E+04
   210   0.567994E+04   0.661037E+00  -0.670297E+01   0.221145E+07   0.217513E+04
   211   0.568857E+04   0.666244E+00  -0.535631E+01   0.220007E+07   0.215683E+04
   212   0.569647E+04   0.672475E+00  -0.399179E+01   0.218879E+07   0.213870E+04
   213   0.570387E+04   0.679776E+00  -0.260929E+01   0.217759E+07   0.212076E+04
   214   0.571062E+04   0.688139E+00  -0.120992E+01   0.216648E+07   0.210299E+04
   215   0.571679E+04   0.697759E+00   0.205659E+00   0.215546E+07   0.208540E+04
   216   0.572232E+04   0.708450E+00   0.163804E+01   0.214454E+07   0.206799E+04
   217   0.572734E+04   0.720368E+00   0.308530E+01   0.213369E+07   0.205075E+04
   218   0.573171E+04   0.733512E+00   0.454774E+01   0.212294E+07   0.203369E+04
   219   0.573551E+04   0.747885E+00   0.602642E+01   0.211227E+07   0.201679E+04
   220   0.573872E+04   0.763634E+00   0.751695E+01   0.210168E+07   0.200006E+04
   221   0.574136E+04   0.780686E+00   0.902165E+01   0.209118E+07   0.198349E+04
   222   0.574341E+04   0.799189E+00   0.105391E+02   0.208076E+07   0.196709E+04
   223   0.574474E+04   0.819069E+00   0.120702E+02   0.207042E+07   0.195085E+04
   224   0.574563E+04   0.840327E+00   0.136111E+02   0.206017E+07   0.193477E+04
   225   0.574587E+04   0.863112E+00   0.151652E+02   0.204999E+07   0.191884E+04
   226   0.574553E+04   0.887424E+00   0.167285E+02   0.203990E+07   0.190307E+04
   227   0.574453E+04   0.913262E+00   0.183028E+02   0.202988E+07   0.188745E+04
   228   0.574302E+04   0.940629E+00   0.198867E+02   0.201995E+07   0.187199E+04
   229   0.574093E+04   0.969597E+00   0.214787E+02   0.201009E+07   0.185667E+04
   230   0.573818E+04   0.100017E+01   0.230796E+02   0.200030E+07   0.184150E+04
   231   0.573477E+04   0.103242E+01   0.246889E+02   0.199059E+07   0.182647E+04
   232   0.573085E+04   0.106627E+01   0.263050E+02   0.198096E+07   0.181158E+04
   233   0.572634E+04   0.110194E+01   0.279266E+02   0.197140E+07   0.179684E+04
   234   0.572110E+04   0.113930E+01   0.295545E+02   0.196192E+07   0.178224E+04
   235   0.571535E+04   0.117841E+01   0.311873E+02   0.195251E+07   0.176777E+04
   236   0.570893E+04   0.121927E+01   0.328251E+02   0.194316E+07   0.175343E+04
   237   0.570193E+04   0.126195E+01   0.344665E+02   0.193389E+07   0.173923E+04
   238   0.569434E+04   0.130654E+01   0.361116E+02   0.192469E+07   0.172516E+04
   239   0.568623E+04   0.135289E+01   0.377596E+02   0.191556E+07   0.171121E+04
   240   0.567738E+04   0.140106E+01   0.394085E+02   0.190650E+07   0.169740E+04
   241   0.566810E+04   0.145121E+01   0.410591E+02   0.189751E+07   0.168370E+04
   242   0.565822E+04   0.150318E+01   0.427107E+02   0.188858E+07   0.167013E+04
   243   0.564775E+04   0.155714E+01   0.443620E+02   0.187972E+07   0.165668E+04
   244   0.563669E+04   0.161300E+01   0.460136E+02   0.187092E+07   0.164335E+04
   245   0.562503E+04   0.167084E+01   0.476628E+02   0.186219E+07   0.163013E+04
   246   0.561286E+04   0.173065E+01   0.493111E+02   0.185352E+07   0.161703E+04
   247   0.560017E+04   0.179237E+01   0.509564E+02   0.184491E+07   0.160404E+04
   248   0.558688E+04   0.185637E+01   0.525988E+02   0.183637E+07   0.159116E+04
   249   0.557315E+04   0.192213E+01   0.542375E+02   0.182788E+07   0.157838E+04
   250   0.555882E+04   0.199008E+01   0.558712E+02   0.181946E+07   0.156571E+04
   251   0.554405E+04   0.205995E+01   0.575007E+02   0.181110E+07   0.155315E+04
   252   0.552860E+04   0.213195E+01   0.591245E+02   0.180279E+07   0.154069E+04
   253   0.551285E+04   0.220588E+01   0.607411E+02   0.179455E+07   0.152833E+04
   254   0.549651E+04   0.228205E+01   0.623505E+02   0.178636E+07   0.151607E+04
   255   0.547963E+04   0.236016E+01   0.639526E+02   0.177823E+07   0.150391E+04
   256   0.546230E+04   0.244060E+01   0.655475E+02   0.177016E+07   0.149185E+04
   257   0.544451E+04   0.252294E+01   0.671270E+02   0.176214E+07   0.147989E+04
   258   0.542619E+04   0.260755E+01   0.687036E+02   0.175418E+07   0.146803E+04
   259   0.540741E+04   0.269430E+01   0.702626E+02   0.174627E+07   0.145626E+04
   260   0.538825E+04   0.278320E+01   0.718186E+02   0.173842E+07   0.144458E+04
   261   0.536855E+04   0.287419E+01   0.733495E+02   0.173063E+07   0.143300E+04
   262   0.534831E+04   0.296749E+01   0.748775E+02   0.172289E+07   0.142152E+04
   263   0.532790E+04   0.306290E+01   0.763952E+02   0.171520E+07   0.141012E+04
   264   0.530688E+04   0.316050E+01   0.778950E+02   0.170757E+07   0.139882E+04
   265   0.528531E+04   0.326023E+01   0.793697E+02   0.169999E+07   0.138761E+04
   266   0.526343E+04   0.336232E+01   0.808413E+02   0.169246E+07   0.137649E+04
   267   0.524100E+04   0.346640E+01   0.822877E+02   0.168499E+07   0.136545E+04
   268   0.521817E+04   0.357287E+01   0.837237E+02   0.167756E+07   0.135451E+04
   269   0.519479E+04   0.368143E+01   0.851417E+02   0.167019E+07   0.134365E+04
   270   0.517116E+04   0.379217E+01   0.865419E+02   0.166287E+07   0.133288E+04
   271   0.514705E+04   0.390503E+01   0.879242E+02   0.165560E+07   0.132219E+04
   272   0.512268E+04   0.402031E+01   0.892811E+02   0.164837E+07   0.131158E+04
   273   0.509784E+04   0.413743E+01   0.906275E+02   0.164120E+07   0.130106E+04
   274   0.507266E+04   0.425699E+01   0.919410E+02   0.163408E+07   0.129062E+04
   275   0.504707E+04   0.437849E+01   0.932440E+02   0.162700E+07   0.128026E+04
   276   0.502123E+04   0.450215E+01   0.945142E+02   0.161997E+07   0.126998E+04
   277   0.499489E+04   0.462799E+01   0.957737E+02   0.161299E+07   0.125978E+04
   278   0.496829E+04   0.475595E+01   0.970004E+02   0.160606E+07   0.124966E+04
   279   0.494135E+04   0.488596E+01   0.982016E+02   0.159917E+07   0.123962E+04
   280   0.491407E+04   0.501802E+01   0.993921E+02   0.159233E+07   0.122965E+04
   281   0.488660E+04   0.515224E+01   0.100550E+03   0.158553E+07   0.121976E+04
   282   0.485863E+04   0.528831E+01   0.101682E+03   0.157878E+07   0.120994E+04
   283   0.483046E+04   0.542648E+01   0.102788E+03   0.157207E+07   0.120019E+04
   284   0.480202E+04   0.556667E+01   0.103869E+03   0.156541E+07   0.119052E+04
   285   0.477330E+04   0.570891E+01   0.104925E+03   0.155879E+07   0.118092E+04
   286   0.474423E+04   0.585304E+01   0.105947E+03   0.155222E+07   0.117139E+04
   287   0.471488E+04   0.599909E+01   0.106951E+03   0.154569E+07   0.116193E+04
   288   0.468533E+04   0.614705E+01   0.107922E+03   0.153920E+07   0.115254E+04
   289   0.465550E+04   0.629688E+01   0.108868E+03   0.153275E+07   0.114322E+04
   290   0.462546E+04   0.644843E+01   0.109787E+03   0.152634E+07   0.113396E+04
   291   0.459521E+04   0.660245E+01   0.110666E+03   0.151997E+07   0.112477E+04
   292   0.456445E+04   0.675783E+01   0.111527E+03   0.151365E+07   0.111564E+04
   293   0.453377E+04   0.691423E+01   0.112348E+03   0.150736E+07   0.110658E+04
   294   0.450273E+04   0.707313E+01   0.113150E+03   0.150111E+07   0.109758E+04
   295   0.447170E+04   0.723307E+01   0.113911E+03   0.149491E+07   0.108865E+04
   296   0.444031E+04   0.739552E+01   0.114647E+03   0.148874E+07   0.107977E+04
   297   0.440876E+04   0.755829E+01   0.115357E+03   0.148261E+07   0.107096E+04
   298   0.437693E+04   0.772360E+01   0.116026E+03   0.147651E+07   0.106220E+04
   299   0.434502E+04   0.789073E+01   0.116662E+03   0.147046E+07   0.105350E+04
   300   0.431289E+04   0.805819E+01   0.117264E+03   0.146444E+07   0.104486E+04
   301   0.428060E+04   0.822749E+01   0.117841E+03   0.145845E+07   0.103628E+04
   302   0.424824E+04   0.839789E+01   0.118392E+03   0.145251E+07   0.102775E+04
   303   0.421573E+04   0.857014E+01   0.118901E+03   0.144659E+07   0.101928E+04
   304   0.418307E+04   0.874425E+01   0.119370E+03   0.144072E+07   0.101086E+04
   305   0.415034E+04   0.891875E+01   0.119812E+03   0.143488E+07   0.100250E+04
   306   0.411745E+04   0.909437E+01   0.120220E+03   0.142907E+07   0.994186E+03
   307   0.408449E+04   0.927114E+01   0.120586E+03   0.142330E+07   0.985924E+03
   308   0.405145E+04   0.945054E+01   0.120933E+03   0.141756E+07   0.977714E+03
   309   0.401841E+04   0.962962E+01   0.121231E+03   0.141186E+07   0.969553E+03
   310   0.398522E+04   0.980911E+01   0.121501E+03   0.140619E+07   0.961441E+03
   311   0.395202E+04   0.999127E+01   0.121729E+03   0.140056E+07   0.953378E+03
   312   0.391883E+04   0.101731E+02   0.121930E+03   0.139495E+07   0.945362E+03
   313   0.388556E+04   0.103562E+02   0.122088E+03   0.138938E+07   0.937392E+03
   314   0.385229E+04   0.105404E+02   0.122218E+03   0.138385E+07   0.929468E+03
   315   0.381901E+04   0.107244E+02   0.122306E+03   0.137835E+07   0.921589E+03
   316   0.378574E+04   0.109095E+02   0.122358E+03   0.137287E+07   0.913754E+03
   317   0.375246E+04   0.110944E+02   0.122374E+03   0.136743E+07   0.905962E+03
   318   0.371919E+04   0.112813E+02   0.122354E+03   0.136203E+07   0.898213E+03
   319   0.368598E+04   0.114680E+02   0.122298E+03   0.135665E+07   0.890505E+03
   320   0.365285E+04   0.116551E+02   0.122214E+03   0.135131E+07   0.882838E+03
   321   0.361972E+04   0.118435E+02   0.122086E+03   0.134599E+07   0.875211E+03
