#    L    TT             EE             BB             TE          
    34   0.108908E+04   0.296954E-01   0.307018E-03   0.181326E+01
    35   0.110671E+04   0.327364E-01   0.325432E-03   0.180269E+01
    36   0.112444E+04   0.360052E-01   0.344396E-03   0.178190E+01
    37   0.114225E+04   0.395034E-01   0.363908E-03   0.175165E+01
    38   0.116042E+04   0.432310E-01   0.383969E-03   0.171447E+01
    39   0.117895E+04   0.471846E-01   0.404577E-03   0.167018E+01
    40   0.119758E+04   0.513654E-01   0.425732E-03   0.161775E+01
    41   0.121643E+04   0.557803E-01   0.447432E-03   0.155594E+01
    42   0.123528E+04   0.604388E-01   0.469678E-03   0.148364E+01
    43   0.125427E+04   0.653505E-01   0.492467E-03   0.139978E+01
    44   0.127324E+04   0.705104E-01   0.515799E-03   0.130416E+01
    45   0.129256E+04   0.759239E-01   0.539672E-03   0.119669E+01
    46   0.131215E+04   0.815968E-01   0.564084E-03   0.107549E+01
    47   0.133187E+04   0.875241E-01   0.589035E-03   0.941514E+00
    48   0.135166E+04   0.937053E-01   0.614522E-03   0.799082E+00
    49   0.137161E+04   0.100117E+00   0.640545E-03   0.651920E+00
    50   0.139197E+04   0.106730E+00   0.667102E-03   0.496971E+00
    51   0.141250E+04   0.113511E+00   0.694192E-03   0.329741E+00
    52   0.143344E+04   0.120550E+00   0.721813E-03   0.145613E+00
    53   0.145437E+04   0.128002E+00   0.749964E-03  -0.582054E-01
    54   0.147521E+04   0.135864E+00   0.778644E-03  -0.276542E+00
    55   0.149616E+04   0.144120E+00   0.807852E-03  -0.504108E+00
    56   0.151742E+04   0.152632E+00   0.837586E-03  -0.741973E+00
    57   0.153894E+04   0.161288E+00   0.867847E-03  -0.990347E+00
    58   0.156075E+04   0.170090E+00   0.898634E-03  -0.125045E+01
    59   0.158271E+04   0.179074E+00   0.929946E-03  -0.152354E+01
    60   0.160485E+04   0.188285E+00   0.961782E-03  -0.180941E+01
    61   0.162749E+04   0.197815E+00   0.994144E-03  -0.210758E+01
    62   0.165003E+04   0.207653E+00   0.102703E-02  -0.241871E+01
    63   0.167267E+04   0.217766E+00   0.106044E-02  -0.274337E+01
    64   0.169570E+04   0.228171E+00   0.109438E-02  -0.308236E+01
    65   0.171874E+04   0.238847E+00   0.112884E-02  -0.343589E+01
    66   0.174208E+04   0.249733E+00   0.116383E-02  -0.380184E+01
    67   0.176554E+04   0.260828E+00   0.119935E-02  -0.417783E+01
    68   0.178940E+04   0.272173E+00   0.123540E-02  -0.456273E+01
    69   0.181343E+04   0.283725E+00   0.127198E-02  -0.495533E+01
    70   0.183774E+04   0.295523E+00   0.130910E-02  -0.535785E+01
    71   0.186219E+04   0.307554E+00   0.134674E-02  -0.577306E+01
    72   0.188681E+04   0.319793E+00   0.138493E-02  -0.620212E+01
    73   0.191158E+04   0.332205E+00   0.142366E-02  -0.664527E+01
    74   0.193655E+04   0.344781E+00   0.146292E-02  -0.710128E+01
    75   0.196185E+04   0.357532E+00   0.150273E-02  -0.756830E+01
    76   0.198744E+04   0.370458E+00   0.154309E-02  -0.804541E+01
    77   0.201334E+04   0.383554E+00   0.158400E-02  -0.853241E+01
    78   0.203959E+04   0.396850E+00   0.162546E-02  -0.903074E+01
    79   0.206598E+04   0.410293E+00   0.166747E-02  -0.953667E+01
    80   0.209261E+04   0.423889E+00   0.171005E-02  -0.100516E+02
    81   0.211936E+04   0.437591E+00   0.175318E-02  -0.105762E+02
    82   0.214632E+04   0.451421E+00   0.179689E-02  -0.111096E+02
    83   0.217343E+04   0.465353E+00   0.184115E-02  -0.116517E+02
    84   0.220080E+04   0.479383E+00   0.188599E-02  -0.122007E+02
    85   0.222831E+04   0.493485E+00   0.193141E-02  -0.127580E+02
    86   0.225604E+04   0.507672E+00   0.197740E-02  -0.133227E+02
    87   0.228422E+04   0.521916E+00   0.202397E-02  -0.138940E+02
    88   0.231239E+04   0.536234E+00   0.207112E-02  -0.144718E+02
    89   0.234091E+04   0.550613E+00   0.211886E-02  -0.150575E+02
    90   0.236963E+04   0.565019E+00   0.216719E-02  -0.156481E+02
    91   0.239845E+04   0.579447E+00   0.221611E-02  -0.162443E+02
    92   0.242754E+04   0.593883E+00   0.226563E-02  -0.168454E+02
    93   0.245688E+04   0.608322E+00   0.231575E-02  -0.174516E+02
    94   0.248626E+04   0.622727E+00   0.236646E-02  -0.180614E+02
    95   0.251591E+04   0.637100E+00   0.241778E-02  -0.186756E+02
    96   0.254553E+04   0.651429E+00   0.246970E-02  -0.192937E+02
    97   0.257557E+04   0.665698E+00   0.252223E-02  -0.199149E+02
    98   0.260581E+04   0.679903E+00   0.257537E-02  -0.205371E+02
    99   0.263610E+04   0.694008E+00   0.262912E-02  -0.211634E+02
   100   0.266667E+04   0.708014E+00   0.268349E-02  -0.217893E+02
   101   0.269737E+04   0.721982E+00   0.273847E-02  -0.224181E+02
   102   0.272857E+04   0.735765E+00   0.279407E-02  -0.230475E+02
   103   0.275969E+04   0.749439E+00   0.285029E-02  -0.236783E+02
   104   0.279102E+04   0.763005E+00   0.290714E-02  -0.243077E+02
   105   0.282249E+04   0.776391E+00   0.296461E-02  -0.249372E+02
   106   0.285417E+04   0.789672E+00   0.302271E-02  -0.255663E+02
   107   0.288578E+04   0.802701E+00   0.308144E-02  -0.261934E+02
   108   0.291776E+04   0.815553E+00   0.314080E-02  -0.268195E+02
   109   0.294989E+04   0.828157E+00   0.320079E-02  -0.274431E+02
   110   0.298209E+04   0.840514E+00   0.326143E-02  -0.280629E+02
   111   0.301445E+04   0.852698E+00   0.332270E-02  -0.286804E+02
   112   0.304697E+04   0.864637E+00   0.338462E-02  -0.292948E+02
   113   0.307971E+04   0.876330E+00   0.344718E-02  -0.299047E+02
   114   0.311253E+04   0.887702E+00   0.351039E-02  -0.305094E+02
   115   0.314558E+04   0.898904E+00   0.357426E-02  -0.311087E+02
   116   0.317862E+04   0.909711E+00   0.363878E-02  -0.317021E+02
   117   0.321197E+04   0.920198E+00   0.370396E-02  -0.322886E+02
   118   0.324546E+04   0.930514E+00   0.376981E-02  -0.328692E+02
   119   0.327896E+04   0.940510E+00   0.383632E-02  -0.334414E+02
   120   0.331260E+04   0.950037E+00   0.390351E-02  -0.340054E+02
   121   0.334624E+04   0.959394E+00   0.397138E-02  -0.345611E+02
   122   0.337996E+04   0.968282E+00   0.403994E-02  -0.351078E+02
   123   0.341374E+04   0.976777E+00   0.410918E-02  -0.356454E+02
   124   0.344759E+04   0.984952E+00   0.417912E-02  -0.361711E+02
   125   0.348144E+04   0.992733E+00   0.424976E-02  -0.366869E+02
   126   0.351536E+04   0.100020E+01   0.432111E-02  -0.371922E+02
   127   0.354927E+04   0.100719E+01   0.439317E-02  -0.376863E+02
   128   0.358318E+04   0.101386E+01   0.446596E-02  -0.381683E+02
   129   0.361715E+04   0.102007E+01   0.453948E-02  -0.386375E+02
   130   0.365111E+04   0.102581E+01   0.461373E-02  -0.390932E+02
   131   0.368506E+04   0.103123E+01   0.468874E-02  -0.395369E+02
   132   0.371908E+04   0.103618E+01   0.476449E-02  -0.399656E+02
   133   0.375302E+04   0.104074E+01   0.484100E-02  -0.403816E+02
   134   0.378695E+04   0.104490E+01   0.491829E-02  -0.407804E+02
   135   0.382087E+04   0.104858E+01   0.499635E-02  -0.411651E+02
   136   0.385465E+04   0.105179E+01   0.507521E-02  -0.415320E+02
   137   0.388841E+04   0.105460E+01   0.515486E-02  -0.418833E+02
   138   0.392211E+04   0.105693E+01   0.523531E-02  -0.422176E+02
   139   0.395557E+04   0.105893E+01   0.531658E-02  -0.425342E+02
   140   0.398911E+04   0.106038E+01   0.539867E-02  -0.428339E+02
   141   0.402243E+04   0.106134E+01   0.548159E-02  -0.431145E+02
   142   0.405575E+04   0.106190E+01   0.556536E-02  -0.433766E+02
   143   0.408900E+04   0.106204E+01   0.564997E-02  -0.436205E+02
   144   0.412203E+04   0.106170E+01   0.573545E-02  -0.438453E+02
   145   0.415491E+04   0.106102E+01   0.582179E-02  -0.440504E+02
   146   0.418787E+04   0.105977E+01   0.590901E-02  -0.442358E+02
   147   0.422047E+04   0.105819E+01   0.599711E-02  -0.444000E+02
   148   0.425293E+04   0.105611E+01   0.608610E-02  -0.445446E+02
   149   0.428532E+04   0.105361E+01   0.617599E-02  -0.446681E+02
   150   0.431742E+04   0.105077E+01   0.626679E-02  -0.447684E+02
   151   0.434939E+04   0.104750E+01   0.635850E-02  -0.448483E+02
   152   0.438107E+04   0.104373E+01   0.645113E-02  -0.449065E+02
   153   0.441261E+04   0.103961E+01   0.654469E-02  -0.449406E+02
   154   0.444395E+04   0.103514E+01   0.663918E-02  -0.449529E+02
   155   0.447508E+04   0.103030E+01   0.673460E-02  -0.449426E+02
   156   0.450586E+04   0.102509E+01   0.683097E-02  -0.449096E+02
   157   0.453659E+04   0.101952E+01   0.692828E-02  -0.448525E+02
   158   0.456704E+04   0.101365E+01   0.702655E-02  -0.447720E+02
   159   0.459721E+04   0.100733E+01   0.712576E-02  -0.446680E+02
   160   0.462720E+04   0.100071E+01   0.722593E-02  -0.445391E+02
   161   0.465698E+04   0.993859E+00   0.732706E-02  -0.443866E+02
   162   0.468650E+04   0.986621E+00   0.742915E-02  -0.442106E+02
   163   0.471590E+04   0.979068E+00   0.753220E-02  -0.440096E+02
   164   0.474489E+04   0.971273E+00   0.763622E-02  -0.437850E+02
   165   0.477376E+04   0.963157E+00   0.774119E-02  -0.435345E+02
   166   0.480238E+04   0.954866E+00   0.784712E-02  -0.432597E+02
   167   0.483081E+04   0.946173E+00   0.795402E-02  -0.429612E+02
   168   0.485883E+04   0.937447E+00   0.806188E-02  -0.426368E+02
   169   0.488660E+04   0.928386E+00   0.817069E-02  -0.422865E+02
   170   0.491412E+04   0.919211E+00   0.828046E-02  -0.419117E+02
   171   0.494123E+04   0.909918E+00   0.839118E-02  -0.415101E+02
   172   0.496802E+04   0.900429E+00   0.850285E-02  -0.410833E+02
   173   0.499442E+04   0.890741E+00   0.861546E-02  -0.406312E+02
   174   0.502057E+04   0.881147E+00   0.872902E-02  -0.401537E+02
   175   0.504640E+04   0.871348E+00   0.884352E-02  -0.396501E+02
   176   0.507176E+04   0.861562E+00   0.895895E-02  -0.391205E+02
   177   0.509681E+04   0.851710E+00   0.907531E-02  -0.385661E+02
   178   0.512146E+04   0.842011E+00   0.919259E-02  -0.379854E+02
   179   0.514572E+04   0.832162E+00   0.931080E-02  -0.373784E+02
   180   0.516973E+04   0.822381E+00   0.942991E-02  -0.367465E+02
   181   0.519327E+04   0.812664E+00   0.954994E-02  -0.360896E+02
   182   0.521641E+04   0.803080E+00   0.967086E-02  -0.354061E+02
   183   0.523908E+04   0.793550E+00   0.979268E-02  -0.346975E+02
   184   0.526142E+04   0.784143E+00   0.991539E-02  -0.339629E+02
   185   0.528336E+04   0.775003E+00   0.100390E-01  -0.332045E+02
   186   0.530453E+04   0.765984E+00   0.101635E-01  -0.324193E+02
   187   0.532559E+04   0.757222E+00   0.102888E-01  -0.316086E+02
   188   0.534617E+04   0.748698E+00   0.104150E-01  -0.307739E+02
   189   0.536620E+04   0.740443E+00   0.105421E-01  -0.299136E+02
   190   0.538612E+04   0.732505E+00   0.106700E-01  -0.290299E+02
   191   0.540518E+04   0.724901E+00   0.107988E-01  -0.281196E+02
   192   0.542391E+04   0.717649E+00   0.109284E-01  -0.271851E+02
   193   0.544208E+04   0.710788E+00   0.110588E-01  -0.262277E+02
   194   0.545991E+04   0.704342E+00   0.111900E-01  -0.252450E+02
   195   0.547718E+04   0.698345E+00   0.113221E-01  -0.242393E+02
   196   0.549389E+04   0.692828E+00   0.114550E-01  -0.232097E+02
   197   0.551019E+04   0.687831E+00   0.115887E-01  -0.221577E+02
   198   0.552599E+04   0.683370E+00   0.117232E-01  -0.210824E+02
   199   0.554130E+04   0.679480E+00   0.118585E-01  -0.199844E+02
   200   0.555612E+04   0.676183E+00   0.119946E-01  -0.188646E+02
   201   0.557037E+04   0.673535E+00   0.121314E-01  -0.177219E+02
   202   0.558413E+04   0.671544E+00   0.122690E-01  -0.165580E+02
   203   0.559732E+04   0.670268E+00   0.124074E-01  -0.153718E+02
   204   0.560986E+04   0.669730E+00   0.125466E-01  -0.141664E+02
   205   0.562191E+04   0.669975E+00   0.126865E-01  -0.129394E+02
   206   0.563332E+04   0.671039E+00   0.128271E-01  -0.116920E+02
   207   0.564422E+04   0.672946E+00   0.129685E-01  -0.104246E+02
   208   0.565441E+04   0.675748E+00   0.131106E-01  -0.913757E+01
   209   0.566403E+04   0.679466E+00   0.132534E-01  -0.783126E+01
   210   0.567307E+04   0.684153E+00   0.133969E-01  -0.650646E+01
   211   0.568154E+04   0.689839E+00   0.135411E-01  -0.516316E+01
   212   0.568929E+04   0.696553E+00   0.136860E-01  -0.380222E+01
   213   0.569654E+04   0.704340E+00   0.138316E-01  -0.242350E+01
   214   0.570314E+04   0.713193E+00   0.139778E-01  -0.102814E+01
   215   0.570917E+04   0.723305E+00   0.141247E-01   0.383196E+00
   216   0.571454E+04   0.734490E+00   0.142723E-01   0.181112E+01
   217   0.571942E+04   0.746903E+00   0.144205E-01   0.325369E+01
   218   0.572364E+04   0.760546E+00   0.145693E-01   0.471122E+01
   219   0.572729E+04   0.775418E+00   0.147187E-01   0.618476E+01
   220   0.573036E+04   0.791668E+00   0.148687E-01   0.766991E+01
   221   0.573285E+04   0.809221E+00   0.150193E-01   0.916901E+01
   222   0.573477E+04   0.828225E+00   0.151705E-01   0.106806E+02
   223   0.573596E+04   0.848607E+00   0.153222E-01   0.122056E+02
   224   0.573671E+04   0.870367E+00   0.154744E-01   0.137403E+02
   225   0.573682E+04   0.893652E+00   0.156272E-01   0.152877E+02
   226   0.573634E+04   0.918463E+00   0.157805E-01   0.168443E+02
   227   0.573521E+04   0.944800E+00   0.159342E-01   0.184116E+02
   228   0.573357E+04   0.972662E+00   0.160885E-01   0.199882E+02
   229   0.573135E+04   0.100212E+01   0.162432E-01   0.215727E+02
   230   0.572847E+04   0.103319E+01   0.163983E-01   0.231659E+02
   231   0.572494E+04   0.106592E+01   0.165538E-01   0.247672E+02
   232   0.572090E+04   0.110026E+01   0.167097E-01   0.263751E+02
   233   0.571627E+04   0.113641E+01   0.168660E-01   0.279883E+02
   234   0.571091E+04   0.117425E+01   0.170226E-01   0.296075E+02
   235   0.570505E+04   0.121382E+01   0.171796E-01   0.312314E+02
   236   0.569852E+04   0.125515E+01   0.173369E-01   0.328601E+02
   237   0.569141E+04   0.129830E+01   0.174944E-01   0.344921E+02
   238   0.568371E+04   0.134334E+01   0.176523E-01   0.361275E+02
   239   0.567550E+04   0.139013E+01   0.178104E-01   0.377657E+02
   240   0.566656E+04   0.143874E+01   0.179687E-01   0.394046E+02
   241   0.565717E+04   0.148932E+01   0.181272E-01   0.410449E+02
   242   0.564720E+04   0.154172E+01   0.182858E-01   0.426860E+02
   243   0.563664E+04   0.159609E+01   0.184447E-01   0.443264E+02
   244   0.562549E+04   0.165235E+01   0.186036E-01   0.459671E+02
   245   0.561375E+04   0.171058E+01   0.187627E-01   0.476052E+02
   246   0.560150E+04   0.177078E+01   0.189218E-01   0.492421E+02
   247   0.558873E+04   0.183288E+01   0.190810E-01   0.508758E+02
   248   0.557537E+04   0.189724E+01   0.192403E-01   0.525063E+02
   249   0.556157E+04   0.196334E+01   0.193996E-01   0.541331E+02
   250   0.554718E+04   0.203164E+01   0.195588E-01   0.557546E+02
   251   0.553234E+04   0.210183E+01   0.197181E-01   0.573717E+02
   252   0.551684E+04   0.217414E+01   0.198773E-01   0.589829E+02
   253   0.550103E+04   0.224837E+01   0.200364E-01   0.605867E+02
   254   0.548463E+04   0.232482E+01   0.201955E-01   0.621831E+02
   255   0.546771E+04   0.240320E+01   0.203544E-01   0.637721E+02
   256   0.545034E+04   0.248389E+01   0.205132E-01   0.653537E+02
   257   0.543251E+04   0.256646E+01   0.206718E-01   0.669197E+02
   258   0.541416E+04   0.265129E+01   0.208303E-01   0.684827E+02
   259   0.539535E+04   0.273824E+01   0.209886E-01   0.700278E+02
   260   0.537616E+04   0.282733E+01   0.211467E-01   0.715699E+02
   261   0.535644E+04   0.291848E+01   0.213046E-01   0.730867E+02
   262   0.533619E+04   0.301193E+01   0.214622E-01   0.746004E+02
   263   0.531577E+04   0.310746E+01   0.216195E-01   0.761037E+02
   264   0.529474E+04   0.320517E+01   0.217766E-01   0.775890E+02
   265   0.527317E+04   0.330498E+01   0.219334E-01   0.790489E+02
   266   0.525129E+04   0.340713E+01   0.220899E-01   0.805058E+02
   267   0.522886E+04   0.351125E+01   0.222460E-01   0.819373E+02
   268   0.520605E+04   0.361774E+01   0.224019E-01   0.833583E+02
   269   0.518268E+04   0.372630E+01   0.225573E-01   0.847612E+02
   270   0.515907E+04   0.383701E+01   0.227124E-01   0.861462E+02
   271   0.513499E+04   0.394982E+01   0.228671E-01   0.875132E+02
   272   0.511066E+04   0.406502E+01   0.230214E-01   0.888547E+02
   273   0.508585E+04   0.418204E+01   0.231754E-01   0.901857E+02
   274   0.506071E+04   0.430147E+01   0.233288E-01   0.914837E+02
   275   0.503517E+04   0.442282E+01   0.234819E-01   0.927711E+02
   276   0.500938E+04   0.454630E+01   0.236345E-01   0.940257E+02
   277   0.498310E+04   0.467194E+01   0.237867E-01   0.952695E+02
   278   0.495656E+04   0.479966E+01   0.239383E-01   0.964805E+02
   279   0.492968E+04   0.492941E+01   0.240895E-01   0.976659E+02
   280   0.490247E+04   0.506119E+01   0.242403E-01   0.988407E+02
   281   0.487507E+04   0.519508E+01   0.243905E-01   0.999825E+02
   282   0.484718E+04   0.533080E+01   0.245401E-01   0.101099E+03
   283   0.481910E+04   0.546859E+01   0.246893E-01   0.102190E+03
   284   0.479075E+04   0.560838E+01   0.248379E-01   0.103255E+03
   285   0.476212E+04   0.575017E+01   0.249860E-01   0.104294E+03
   286   0.473315E+04   0.589383E+01   0.251335E-01   0.105301E+03
   287   0.470391E+04   0.603938E+01   0.252805E-01   0.106289E+03
   288   0.467447E+04   0.618681E+01   0.254268E-01   0.107245E+03
   289   0.464475E+04   0.633607E+01   0.255726E-01   0.108175E+03
   290   0.461483E+04   0.648702E+01   0.257178E-01   0.109079E+03
   291   0.458470E+04   0.664040E+01   0.258623E-01   0.109943E+03
   292   0.455407E+04   0.679513E+01   0.260063E-01   0.110788E+03
   293   0.452352E+04   0.695083E+01   0.261496E-01   0.111593E+03
   294   0.449262E+04   0.710900E+01   0.262922E-01   0.112380E+03
   295   0.446173E+04   0.726816E+01   0.264342E-01   0.113126E+03
   296   0.443048E+04   0.742982E+01   0.265756E-01   0.113847E+03
   297   0.439909E+04   0.759175E+01   0.267162E-01   0.114542E+03
   298   0.436741E+04   0.775619E+01   0.268562E-01   0.115196E+03
   299   0.433566E+04   0.792241E+01   0.269955E-01   0.115817E+03
   300   0.430369E+04   0.808893E+01   0.271341E-01   0.116406E+03
   301   0.427157E+04   0.825726E+01   0.272719E-01   0.116968E+03
   302   0.423939E+04   0.842664E+01   0.274091E-01   0.117505E+03
   303   0.420705E+04   0.859785E+01   0.275455E-01   0.118001E+03
   304   0.417457E+04   0.877088E+01   0.276812E-01   0.118455E+03
   305   0.414202E+04   0.894425E+01   0.278161E-01   0.118884E+03
   306   0.410933E+04   0.911872E+01   0.279502E-01   0.119279E+03
   307   0.407656E+04   0.929430E+01   0.280836E-01   0.119632E+03
   308   0.404372E+04   0.947248E+01   0.282162E-01   0.119966E+03
   309   0.401088E+04   0.965029E+01   0.283481E-01   0.120251E+03
   310   0.397789E+04   0.982849E+01   0.284791E-01   0.120509E+03
   311   0.394491E+04   0.100093E+02   0.286094E-01   0.120725E+03
   312   0.391193E+04   0.101898E+02   0.287388E-01   0.120914E+03
   313   0.387888E+04   0.103714E+02   0.288674E-01   0.121060E+03
   314   0.384583E+04   0.105542E+02   0.289953E-01   0.121179E+03
   315   0.381278E+04   0.107367E+02   0.291223E-01   0.121255E+03
   316   0.377974E+04   0.109204E+02   0.292485E-01   0.121297E+03
   317   0.374670E+04   0.111038E+02   0.293739E-01   0.121303E+03
   318   0.371366E+04   0.112891E+02   0.294984E-01   0.121273E+03
   319   0.368069E+04   0.114741E+02   0.296222E-01   0.121208E+03
   320   0.364781E+04   0.116596E+02   0.297451E-01   0.121114E+03
   321   0.361492E+04   0.118463E+02   0.298672E-01   0.120977E+03
   322   0.358211E+04   0.120320E+02   0.299885E-01   0.120804E+03
   323   0.354938E+04   0.122182E+02   0.301089E-01   0.120594E+03
   324   0.351672E+04   0.124057E+02   0.302285E-01   0.120341E+03
   325   0.348422E+04   0.125907E+02   0.303473E-01   0.120066E+03
   326   0.345171E+04   0.127777E+02   0.304654E-01   0.119740E+03
   327   0.341936E+04   0.129645E+02   0.305826E-01   0.119384E+03
   328   0.338716E+04   0.131504E+02   0.306990E-01   0.118999E+03
   329   0.335503E+04   0.133368E+02   0.308146E-01   0.118569E+03
   330   0.332305E+04   0.135222E+02   0.309294E-01   0.118102E+03
   331   0.329130E+04   0.137075E+02   0.310434E-01   0.117606E+03
   332   0.325963E+04   0.138934E+02   0.311567E-01   0.117079E+03
   333   0.322810E+04   0.140783E+02   0.312692E-01   0.116514E+03
   334   0.319680E+04   0.142631E+02   0.313810E-01   0.115912E+03
   335   0.316557E+04   0.144463E+02   0.314921E-01   0.115272E+03
   336   0.313457E+04   0.146294E+02   0.316024E-01   0.114601E+03
   337   0.310379E+04   0.148123E+02   0.317120E-01   0.113884E+03
   338   0.307316E+04   0.149936E+02   0.318209E-01   0.113144E+03
   339   0.304283E+04   0.151756E+02   0.319291E-01   0.112365E+03
   340   0.301264E+04   0.153559E+02   0.320366E-01   0.111563E+03
   341   0.298261E+04   0.155347E+02   0.321435E-01   0.110715E+03
   342   0.295287E+04   0.157142E+02   0.322497E-01   0.109834E+03
   343   0.292336E+04   0.158913E+02   0.323553E-01   0.108923E+03
   344   0.289415E+04   0.160677E+02   0.324603E-01   0.107979E+03
   345   0.286508E+04   0.162425E+02   0.325647E-01   0.107004E+03
   346   0.283631E+04   0.164172E+02   0.326685E-01   0.106004E+03
   347   0.280777E+04   0.165897E+02   0.327717E-01   0.104964E+03
   348   0.277952E+04   0.167607E+02   0.328744E-01   0.103892E+03
   349   0.275149E+04   0.169310E+02   0.329766E-01   0.102787E+03
   350   0.272376E+04   0.170990E+02   0.330782E-01   0.101657E+03
   351   0.269648E+04   0.172662E+02   0.331794E-01   0.100494E+03
   352   0.266927E+04   0.174320E+02   0.332800E-01   0.992985E+02
   353   0.264243E+04   0.175955E+02   0.333802E-01   0.980846E+02
   354   0.261583E+04   0.177575E+02   0.334800E-01   0.968302E+02
   355   0.258960E+04   0.179179E+02   0.335793E-01   0.955499E+02
   356   0.256367E+04   0.180768E+02   0.336782E-01   0.942511E+02
   357   0.253805E+04   0.182335E+02   0.337767E-01   0.929188E+02
   358   0.251281E+04   0.183871E+02   0.338749E-01   0.915677E+02
   359   0.248780E+04   0.185391E+02   0.339726E-01   0.901830E+02
   360   0.246318E+04   0.186896E+02   0.340701E-01   0.887756E+02
   361   0.243887E+04   0.188377E+02   0.341672E-01   0.873409E+02
   362   0.241495E+04   0.189835E+02   0.342640E-01   0.858818E+02
   363   0.239134E+04   0.191276E+02   0.343605E-01   0.844005E+02
   364   0.236812E+04   0.192679E+02   0.344567E-01   0.828931E+02
   365   0.234522E+04   0.194066E+02   0.345527E-01   0.813654E+02
   366   0.232272E+04   0.195429E+02   0.346484E-01   0.798143E+02
   367   0.230060E+04   0.196754E+02   0.347439E-01   0.782420E+02
   368   0.227874E+04   0.198061E+02   0.348392E-01   0.766498E+02
   369   0.225742E+04   0.199345E+02   0.349343E-01   0.750354E+02
   370   0.223643E+04   0.200597E+02   0.350293E-01   0.734039E+02
   371   0.221577E+04   0.201817E+02   0.351240E-01   0.717514E+02
   372   0.219550E+04   0.203013E+02   0.352187E-01   0.700823E+02
   373   0.217564E+04   0.204177E+02   0.353132E-01   0.683935E+02
   374   0.215619E+04   0.205316E+02   0.354076E-01   0.666885E+02
   375   0.213707E+04   0.206423E+02   0.355019E-01   0.649674E+02
   376   0.211843E+04   0.207505E+02   0.355961E-01   0.632299E+02
   377   0.210020E+04   0.208547E+02   0.356903E-01   0.614789E+02
   378   0.208231E+04   0.209557E+02   0.357844E-01   0.597114E+02
   379   0.206484E+04   0.210542E+02   0.358785E-01   0.579316E+02
   380   0.204785E+04   0.211502E+02   0.359726E-01   0.561372E+02
   381   0.203120E+04   0.212399E+02   0.360667E-01   0.543311E+02
   382   0.201490E+04   0.213285E+02   0.361608E-01   0.525139E+02
   383   0.199909E+04   0.214131E+02   0.362550E-01   0.506839E+02
   384   0.198378E+04   0.214937E+02   0.363492E-01   0.488449E+02
   385   0.196874E+04   0.215724E+02   0.364435E-01   0.469951E+02
   386   0.195419E+04   0.216471E+02   0.365379E-01   0.451367E+02
   387   0.194000E+04   0.217177E+02   0.366325E-01   0.432696E+02
   388   0.192624E+04   0.217849E+02   0.367271E-01   0.413951E+02
   389   0.191291E+04   0.218465E+02   0.368219E-01   0.395131E+02
   390   0.190000E+04   0.219078E+02   0.369169E-01   0.376258E+02
   391   0.188753E+04   0.219642E+02   0.370121E-01   0.357314E+02
   392   0.187541E+04   0.220187E+02   0.371075E-01   0.338329E+02
   393   0.186381E+04   0.220683E+02   0.372031E-01   0.319294E+02
   394   0.185257E+04   0.221145E+02   0.372990E-01   0.300230E+02
   395   0.184169E+04   0.221565E+02   0.373952E-01   0.281121E+02
