#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   952   0.151306E+04   0.599364E+02   0.518882E-05   0.599364E+02   0.296744E+02   0.537900E-06   0.518882E-05   0.537900E-06   0.493850E-08
   953   0.150201E+04   0.596387E+02   0.514656E-05   0.596387E+02   0.299684E+02   0.540188E-06   0.514656E-05   0.540188E-06   0.492816E-08
   954   0.149102E+04   0.593120E+02   0.510375E-05   0.593120E+02   0.302623E+02   0.542423E-06   0.510375E-05   0.542423E-06   0.491785E-08
   955   0.148003E+04   0.589560E+02   0.506041E-05   0.589560E+02   0.305544E+02   0.544604E-06   0.506041E-05   0.544604E-06   0.490757E-08
   956   0.146911E+04   0.585706E+02   0.501656E-05   0.585706E+02   0.308454E+02   0.546733E-06   0.501656E-05   0.546733E-06   0.489731E-08
   957   0.145833E+04   0.581578E+02   0.497223E-05   0.581578E+02   0.311339E+02   0.548810E-06   0.497223E-05   0.548810E-06   0.488707E-08
   958   0.144747E+04   0.577159E+02   0.492743E-05   0.577159E+02   0.314205E+02   0.550837E-06   0.492743E-05   0.550837E-06   0.487687E-08
   959   0.143684E+04   0.572462E+02   0.488220E-05   0.572462E+02   0.317066E+02   0.552814E-06   0.488220E-05   0.552814E-06   0.486669E-08
   960   0.142621E+04   0.567507E+02   0.483654E-05   0.567507E+02   0.319900E+02   0.554743E-06   0.483654E-05   0.554743E-06   0.485653E-08
   961   0.141558E+04   0.562269E+02   0.479049E-05   0.562269E+02   0.322713E+02   0.556625E-06   0.479049E-05   0.556625E-06   0.484640E-08
   962   0.140510E+04   0.556769E+02   0.474407E-05   0.556769E+02   0.325505E+02   0.558460E-06   0.474407E-05   0.558460E-06   0.483630E-08
   963   0.139470E+04   0.551004E+02   0.469730E-05   0.551004E+02   0.328276E+02   0.560250E-06   0.469730E-05   0.560250E-06   0.482622E-08
   964   0.138439E+04   0.544988E+02   0.465020E-05   0.544988E+02   0.331017E+02   0.561996E-06   0.465020E-05   0.561996E-06   0.481617E-08
   965   0.137408E+04   0.538711E+02   0.460280E-05   0.538711E+02   0.333736E+02   0.563698E-06   0.460280E-05   0.563698E-06   0.480615E-08
   966   0.136393E+04   0.532185E+02   0.455511E-05   0.532185E+02   0.336432E+02   0.565358E-06   0.455511E-05   0.565358E-06   0.479614E-08
   967   0.135380E+04   0.525409E+02   0.450716E-05   0.525409E+02   0.339104E+02   0.566976E-06   0.450716E-05   0.566976E-06   0.478617E-08
   968   0.134375E+04   0.518388E+02   0.445898E-05   0.518388E+02   0.341729E+02   0.568554E-06   0.445898E-05   0.568554E-06   0.477622E-08
   969   0.133387E+04   0.511135E+02   0.441057E-05   0.511135E+02   0.344330E+02   0.570092E-06   0.441057E-05   0.570092E-06   0.476629E-08
   970   0.132407E+04   0.503632E+02   0.436198E-05   0.503632E+02   0.346906E+02   0.571592E-06   0.436198E-05   0.571592E-06   0.475639E-08
   971   0.131430E+04   0.495901E+02   0.431321E-05   0.495901E+02   0.349449E+02   0.573055E-06   0.431321E-05   0.573055E-06   0.474652E-08
   972   0.130462E+04   0.487945E+02   0.426430E-05   0.487945E+02   0.351951E+02   0.574481E-06   0.426430E-05   0.574481E-06   0.473667E-08
   973   0.129503E+04   0.479757E+02   0.421525E-05   0.479757E+02   0.354419E+02   0.575872E-06   0.421525E-05   0.575872E-06   0.472684E-08
   974   0.128561E+04   0.471340E+02   0.416611E-05   0.471340E+02   0.356859E+02   0.577228E-06   0.416611E-05   0.577228E-06   0.471704E-08
   975   0.127630E+04   0.462716E+02   0.411688E-05   0.462716E+02   0.359265E+02   0.578551E-06   0.411688E-05   0.578551E-06   0.470727E-08
   976   0.126708E+04   0.453875E+02   0.406759E-05   0.453875E+02   0.361620E+02   0.579842E-06   0.406759E-05   0.579842E-06   0.469752E-08
   977   0.125796E+04   0.444829E+02   0.401827E-05   0.444829E+02   0.363946E+02   0.581101E-06   0.401827E-05   0.581101E-06   0.468779E-08
   978   0.124888E+04   0.435575E+02   0.396893E-05   0.435575E+02   0.366236E+02   0.582330E-06   0.396893E-05   0.582330E-06   0.467809E-08
   979   0.124004E+04   0.426124E+02   0.391960E-05   0.426124E+02   0.368489E+02   0.583529E-06   0.391960E-05   0.583529E-06   0.466841E-08
   980   0.123124E+04   0.416474E+02   0.387030E-05   0.416474E+02   0.370696E+02   0.584700E-06   0.387030E-05   0.584700E-06   0.465876E-08
   981   0.122255E+04   0.406628E+02   0.382106E-05   0.406628E+02   0.372850E+02   0.585843E-06   0.382106E-05   0.585843E-06   0.464913E-08
   982   0.121396E+04   0.396595E+02   0.377189E-05   0.396595E+02   0.374981E+02   0.586960E-06   0.377189E-05   0.586960E-06   0.463953E-08
   983   0.120556E+04   0.386375E+02   0.372281E-05   0.386375E+02   0.377065E+02   0.588052E-06   0.372281E-05   0.588052E-06   0.462994E-08
   984   0.119720E+04   0.375972E+02   0.367386E-05   0.375972E+02   0.379087E+02   0.589119E-06   0.367386E-05   0.589119E-06   0.462039E-08
   985   0.118902E+04   0.365390E+02   0.362505E-05   0.365390E+02   0.381083E+02   0.590163E-06   0.362505E-05   0.590163E-06   0.461086E-08
   986   0.118089E+04   0.354635E+02   0.357640E-05   0.354635E+02   0.383031E+02   0.591184E-06   0.357640E-05   0.591184E-06   0.460135E-08
   987   0.117287E+04   0.343706E+02   0.352795E-05   0.343706E+02   0.384931E+02   0.592184E-06   0.352795E-05   0.592184E-06   0.459186E-08
   988   0.116505E+04   0.332612E+02   0.347970E-05   0.332612E+02   0.386796E+02   0.593164E-06   0.347970E-05   0.593164E-06   0.458240E-08
   989   0.115735E+04   0.321363E+02   0.343168E-05   0.321363E+02   0.388604E+02   0.594124E-06   0.343168E-05   0.594124E-06   0.457296E-08
   990   0.114976E+04   0.309945E+02   0.338392E-05   0.309945E+02   0.390399E+02   0.595065E-06   0.338392E-05   0.595065E-06   0.456355E-08
   991   0.114230E+04   0.298375E+02   0.333643E-05   0.298375E+02   0.392114E+02   0.595989E-06   0.333643E-05   0.595989E-06   0.455416E-08
   992   0.113497E+04   0.286652E+02   0.328925E-05   0.286652E+02   0.393784E+02   0.596897E-06   0.328925E-05   0.596897E-06   0.454479E-08
   993   0.112768E+04   0.274779E+02   0.324238E-05   0.274779E+02   0.395403E+02   0.597789E-06   0.324238E-05   0.597789E-06   0.453545E-08
   994   0.112060E+04   0.262770E+02   0.319586E-05   0.262770E+02   0.396985E+02   0.598667E-06   0.319586E-05   0.598667E-06   0.452613E-08
   995   0.111372E+04   0.250616E+02   0.314971E-05   0.250616E+02   0.398514E+02   0.599532E-06   0.314971E-05   0.599532E-06   0.451683E-08
   996   0.110690E+04   0.238330E+02   0.310395E-05   0.238330E+02   0.399974E+02   0.600383E-06   0.310395E-05   0.600383E-06   0.450756E-08
   997   0.110021E+04   0.225901E+02   0.305859E-05   0.225901E+02   0.401410E+02   0.601224E-06   0.305859E-05   0.601224E-06   0.449831E-08
   998   0.109365E+04   0.213357E+02   0.301367E-05   0.213357E+02   0.402785E+02   0.602054E-06   0.301367E-05   0.602054E-06   0.448908E-08
   999   0.108723E+04   0.200682E+02   0.296921E-05   0.200682E+02   0.404112E+02   0.602875E-06   0.296921E-05   0.602875E-06   0.447987E-08
  1000   0.108095E+04   0.187881E+02   0.292522E-05   0.187881E+02   0.405391E+02   0.603687E-06   0.292522E-05   0.603687E-06   0.447069E-08
  1001   0.107480E+04   0.174975E+02   0.288174E-05   0.174975E+02   0.406615E+02   0.604491E-06   0.288174E-05   0.604491E-06   0.446153E-08
  1002   0.106872E+04   0.161957E+02   0.283874E-05   0.161957E+02   0.407781E+02   0.605286E-06   0.283874E-05   0.605286E-06   0.445239E-08
  1003   0.106285E+04   0.148828E+02   0.279624E-05   0.148828E+02   0.408905E+02   0.606071E-06   0.279624E-05   0.606071E-06   0.444328E-08
  1004   0.105713E+04   0.135605E+02   0.275421E-05   0.135605E+02   0.409971E+02   0.606845E-06   0.275421E-05   0.606845E-06   0.443419E-08
  1005   0.105163E+04   0.122304E+02   0.271266E-05   0.122304E+02   0.410985E+02   0.607604E-06   0.271266E-05   0.607604E-06   0.442512E-08
  1006   0.104620E+04   0.108911E+02   0.267159E-05   0.108911E+02   0.411940E+02   0.608349E-06   0.267159E-05   0.608349E-06   0.441607E-08
  1007   0.104084E+04   0.954440E+01   0.263097E-05   0.954440E+01   0.412841E+02   0.609078E-06   0.263097E-05   0.609078E-06   0.440705E-08
  1008   0.103540E+04   0.819105E+01   0.259082E-05   0.819105E+01   0.413687E+02   0.609789E-06   0.259082E-05   0.609789E-06   0.439804E-08
  1009   0.103034E+04   0.683123E+01   0.255111E-05   0.683123E+01   0.414480E+02   0.610481E-06   0.255111E-05   0.610481E-06   0.438906E-08
  1010   0.102544E+04   0.546581E+01   0.251185E-05   0.546581E+01   0.415223E+02   0.611152E-06   0.251185E-05   0.611152E-06   0.438010E-08
  1011   0.102061E+04   0.409570E+01   0.247303E-05   0.409570E+01   0.415918E+02   0.611800E-06   0.247303E-05   0.611800E-06   0.437117E-08
  1012   0.101594E+04   0.271955E+01   0.243464E-05   0.271955E+01   0.416549E+02   0.612425E-06   0.243464E-05   0.612425E-06   0.436225E-08
  1013   0.101142E+04   0.134121E+01   0.239667E-05   0.134121E+01   0.417136E+02   0.613025E-06   0.239667E-05   0.613025E-06   0.435336E-08
  1014   0.100706E+04  -0.413903E-01   0.235913E-05  -0.413903E-01   0.417657E+02   0.613599E-06   0.235913E-05   0.613599E-06   0.434449E-08
  1015   0.100272E+04  -0.142589E+01   0.232200E-05  -0.142589E+01   0.418133E+02   0.614144E-06   0.232200E-05   0.614144E-06   0.433564E-08
  1016   0.998607E+03  -0.281288E+01   0.228527E-05  -0.281288E+01   0.418541E+02   0.614660E-06   0.228527E-05   0.614660E-06   0.432682E-08
  1017   0.994660E+03  -0.420148E+01   0.224895E-05  -0.420148E+01   0.418903E+02   0.615145E-06   0.224895E-05   0.615145E-06   0.431801E-08
  1018   0.990803E+03  -0.559081E+01   0.221303E-05  -0.559081E+01   0.419195E+02   0.615597E-06   0.221303E-05   0.615597E-06   0.430923E-08
  1019   0.987037E+03  -0.698071E+01   0.217749E-05  -0.698071E+01   0.419447E+02   0.616016E-06   0.217749E-05   0.616016E-06   0.430047E-08
  1020   0.983514E+03  -0.837029E+01   0.214233E-05  -0.837029E+01   0.419621E+02   0.616399E-06   0.214233E-05   0.616399E-06   0.429173E-08
  1021   0.980085E+03  -0.975943E+01   0.210755E-05  -0.975943E+01   0.419745E+02   0.616745E-06   0.210755E-05   0.616745E-06   0.428301E-08
  1022   0.976753E+03  -0.111472E+02   0.207314E-05  -0.111472E+02   0.419818E+02   0.617052E-06   0.207314E-05   0.617052E-06   0.427431E-08
  1023   0.973593E+03  -0.125306E+02   0.203910E-05  -0.125306E+02   0.419826E+02   0.617320E-06   0.203910E-05   0.617320E-06   0.426564E-08
  1024   0.970532E+03  -0.139130E+02   0.200541E-05  -0.139130E+02   0.419774E+02   0.617547E-06   0.200541E-05   0.617547E-06   0.425699E-08
  1025   0.967573E+03  -0.152892E+02   0.197207E-05  -0.152892E+02   0.419677E+02   0.617730E-06   0.197207E-05   0.617730E-06   0.424835E-08
  1026   0.965013E+03  -0.166636E+02   0.193908E-05  -0.166636E+02   0.419511E+02   0.617870E-06   0.193908E-05   0.617870E-06   0.423974E-08
  1027   0.962335E+03  -0.180336E+02   0.190643E-05  -0.180336E+02   0.419306E+02   0.617963E-06   0.190643E-05   0.617963E-06   0.423115E-08
  1028   0.959763E+03  -0.193977E+02   0.187411E-05  -0.193977E+02   0.419039E+02   0.618010E-06   0.187411E-05   0.618010E-06   0.422258E-08
  1029   0.957371E+03  -0.207579E+02   0.184212E-05  -0.207579E+02   0.418708E+02   0.618008E-06   0.184212E-05   0.618008E-06   0.421403E-08
  1030   0.955089E+03  -0.221120E+02   0.181044E-05  -0.221120E+02   0.418328E+02   0.617955E-06   0.181044E-05   0.617955E-06   0.420551E-08
  1031   0.952769E+03  -0.234582E+02   0.177908E-05  -0.234582E+02   0.417890E+02   0.617851E-06   0.177908E-05   0.617851E-06   0.419700E-08
  1032   0.950783E+03  -0.248017E+02   0.174803E-05  -0.248017E+02   0.417379E+02   0.617694E-06   0.174803E-05   0.617694E-06   0.418851E-08
  1033   0.948836E+03  -0.261370E+02   0.171728E-05  -0.261370E+02   0.416824E+02   0.617483E-06   0.171728E-05   0.617483E-06   0.418005E-08
  1034   0.947153E+03  -0.274641E+02   0.168683E-05  -0.274641E+02   0.416224E+02   0.617215E-06   0.168683E-05   0.617215E-06   0.417160E-08
  1035   0.945512E+03  -0.287842E+02   0.165666E-05  -0.287842E+02   0.415556E+02   0.616890E-06   0.165666E-05   0.616890E-06   0.416318E-08
  1036   0.943989E+03  -0.300965E+02   0.162678E-05  -0.300965E+02   0.414826E+02   0.616505E-06   0.162678E-05   0.616505E-06   0.415478E-08
  1037   0.942586E+03  -0.314001E+02   0.159717E-05  -0.314001E+02   0.414049E+02   0.616061E-06   0.159717E-05   0.616061E-06   0.414640E-08
  1038   0.941378E+03  -0.326949E+02   0.156783E-05  -0.326949E+02   0.413223E+02   0.615554E-06   0.156783E-05   0.615554E-06   0.413803E-08
  1039   0.940293E+03  -0.339770E+02   0.153876E-05  -0.339770E+02   0.412334E+02   0.614984E-06   0.153876E-05   0.614984E-06   0.412969E-08
  1040   0.939184E+03  -0.352514E+02   0.150995E-05  -0.352514E+02   0.411387E+02   0.614349E-06   0.150995E-05   0.614349E-06   0.412137E-08
  1041   0.938349E+03  -0.365129E+02   0.148139E-05  -0.365129E+02   0.410397E+02   0.613648E-06   0.148139E-05   0.613648E-06   0.411307E-08
  1042   0.937567E+03  -0.377657E+02   0.145307E-05  -0.377657E+02   0.409341E+02   0.612879E-06   0.145307E-05   0.612879E-06   0.410479E-08
  1043   0.936914E+03  -0.390051E+02   0.142499E-05  -0.390051E+02   0.408232E+02   0.612040E-06   0.142499E-05   0.612040E-06   0.409653E-08
  1044   0.936466E+03  -0.402349E+02   0.139714E-05  -0.402349E+02   0.407064E+02   0.611131E-06   0.139714E-05   0.611131E-06   0.408829E-08
  1045   0.936001E+03  -0.414549E+02   0.136953E-05  -0.414549E+02   0.405863E+02   0.610150E-06   0.136953E-05   0.610150E-06   0.408007E-08
  1046   0.935744E+03  -0.426574E+02   0.134213E-05  -0.426574E+02   0.404593E+02   0.609095E-06   0.134213E-05   0.609095E-06   0.407187E-08
  1047   0.935622E+03  -0.438572E+02   0.131495E-05  -0.438572E+02   0.403268E+02   0.607964E-06   0.131495E-05   0.607964E-06   0.406369E-08
  1048   0.935488E+03  -0.450393E+02   0.128797E-05  -0.450393E+02   0.401894E+02   0.606757E-06   0.128797E-05   0.606757E-06   0.405553E-08
  1049   0.935567E+03  -0.462035E+02   0.126120E-05  -0.462035E+02   0.400470E+02   0.605472E-06   0.126120E-05   0.605472E-06   0.404739E-08
  1050   0.935711E+03  -0.473572E+02   0.123462E-05  -0.473572E+02   0.398989E+02   0.604107E-06   0.123462E-05   0.604107E-06   0.403926E-08
  1051   0.935996E+03  -0.485001E+02   0.120823E-05  -0.485001E+02   0.397456E+02   0.602662E-06   0.120823E-05   0.602662E-06   0.403116E-08
  1052   0.936422E+03  -0.496246E+02   0.118203E-05  -0.496246E+02   0.395872E+02   0.601137E-06   0.118203E-05   0.601137E-06   0.402308E-08
  1053   0.936841E+03  -0.507376E+02   0.115603E-05  -0.507376E+02   0.394237E+02   0.599533E-06   0.115603E-05   0.599533E-06   0.401502E-08
  1054   0.937402E+03  -0.518389E+02   0.113023E-05  -0.518389E+02   0.392557E+02   0.597851E-06   0.113023E-05   0.597851E-06   0.400698E-08
  1055   0.938031E+03  -0.529207E+02   0.110462E-05  -0.529207E+02   0.390832E+02   0.596094E-06   0.110462E-05   0.596094E-06   0.399895E-08
  1056   0.938801E+03  -0.539900E+02   0.107921E-05  -0.539900E+02   0.389055E+02   0.594261E-06   0.107921E-05   0.594261E-06   0.399095E-08
  1057   0.939713E+03  -0.550392E+02   0.105401E-05  -0.550392E+02   0.387233E+02   0.592355E-06   0.105401E-05   0.592355E-06   0.398297E-08
  1058   0.940842E+03  -0.560752E+02   0.102902E-05  -0.560752E+02   0.385373E+02   0.590376E-06   0.102902E-05   0.590376E-06   0.397500E-08
  1059   0.941964E+03  -0.570903E+02   0.100423E-05  -0.570903E+02   0.383461E+02   0.588326E-06   0.100423E-05   0.588326E-06   0.396706E-08
  1060   0.943154E+03  -0.580916E+02   0.979652E-06  -0.580916E+02   0.381503E+02   0.586205E-06   0.979652E-06   0.586205E-06   0.395913E-08
  1061   0.944412E+03  -0.590714E+02   0.955289E-06  -0.590714E+02   0.379513E+02   0.584016E-06   0.955289E-06   0.584016E-06   0.395122E-08
  1062   0.945813E+03  -0.600366E+02   0.931140E-06  -0.600366E+02   0.377478E+02   0.581759E-06   0.931140E-06   0.581759E-06   0.394333E-08
  1063   0.947133E+03  -0.609796E+02   0.907209E-06  -0.609796E+02   0.375404E+02   0.579435E-06   0.907209E-06   0.579435E-06   0.393546E-08
  1064   0.948671E+03  -0.619148E+02   0.883499E-06  -0.619148E+02   0.373290E+02   0.577047E-06   0.883499E-06   0.577047E-06   0.392761E-08
  1065   0.950277E+03  -0.628271E+02   0.860011E-06  -0.628271E+02   0.371130E+02   0.574594E-06   0.860011E-06   0.574594E-06   0.391978E-08
  1066   0.951877E+03  -0.637160E+02   0.836748E-06  -0.637160E+02   0.368938E+02   0.572078E-06   0.836748E-06   0.572078E-06   0.391197E-08
  1067   0.953695E+03  -0.645813E+02   0.813712E-06  -0.645813E+02   0.366714E+02   0.569500E-06   0.813712E-06   0.569500E-06   0.390418E-08
  1068   0.955508E+03  -0.654301E+02   0.790906E-06  -0.654301E+02   0.364449E+02   0.566863E-06   0.790906E-06   0.566863E-06   0.389640E-08
  1069   0.957389E+03  -0.662694E+02   0.768332E-06  -0.662694E+02   0.362160E+02   0.564166E-06   0.768332E-06   0.564166E-06   0.388865E-08
  1070   0.959414E+03  -0.670840E+02   0.745993E-06  -0.670840E+02   0.359822E+02   0.561411E-06   0.745993E-06   0.561411E-06   0.388091E-08
  1071   0.961360E+03  -0.678736E+02   0.723890E-06  -0.678736E+02   0.357466E+02   0.558599E-06   0.723890E-06   0.558599E-06   0.387319E-08
  1072   0.963449E+03  -0.686378E+02   0.702026E-06  -0.686378E+02   0.355070E+02   0.555732E-06   0.702026E-06   0.555732E-06   0.386549E-08
  1073   0.965682E+03  -0.693838E+02   0.680404E-06  -0.693838E+02   0.352647E+02   0.552810E-06   0.680404E-06   0.552810E-06   0.385781E-08
  1074   0.967836E+03  -0.701111E+02   0.659026E-06  -0.701111E+02   0.350198E+02   0.549835E-06   0.659026E-06   0.549835E-06   0.385015E-08
  1075   0.970135E+03  -0.708195E+02   0.637894E-06  -0.708195E+02   0.347707E+02   0.546809E-06   0.637894E-06   0.546809E-06   0.384251E-08
  1076   0.972428E+03  -0.715011E+02   0.617011E-06  -0.715011E+02   0.345197E+02   0.543731E-06   0.617011E-06   0.543731E-06   0.383488E-08
  1077   0.974866E+03  -0.721705E+02   0.596378E-06  -0.721705E+02   0.342661E+02   0.540605E-06   0.596378E-06   0.540605E-06   0.382727E-08
  1078   0.977226E+03  -0.727976E+02   0.575999E-06  -0.727976E+02   0.340104E+02   0.537429E-06   0.575999E-06   0.537429E-06   0.381969E-08
  1079   0.979655E+03  -0.734193E+02   0.555876E-06  -0.734193E+02   0.337512E+02   0.534207E-06   0.555876E-06   0.534207E-06   0.381211E-08
  1080   0.982229E+03  -0.740202E+02   0.536011E-06  -0.740202E+02   0.334893E+02   0.530939E-06   0.536011E-06   0.530939E-06   0.380456E-08
  1081   0.984725E+03  -0.745927E+02   0.516407E-06  -0.745927E+02   0.332268E+02   0.527627E-06   0.516407E-06   0.527627E-06   0.379703E-08
  1082   0.987291E+03  -0.751438E+02   0.497065E-06  -0.751438E+02   0.329616E+02   0.524271E-06   0.497065E-06   0.524271E-06   0.378951E-08
  1083   0.989929E+03  -0.756732E+02   0.477989E-06  -0.756732E+02   0.326934E+02   0.520873E-06   0.477989E-06   0.520873E-06   0.378201E-08
  1084   0.992636E+03  -0.761806E+02   0.459180E-06  -0.761806E+02   0.324240E+02   0.517434E-06   0.459180E-06   0.517434E-06   0.377453E-08
  1085   0.995341E+03  -0.766581E+02   0.440642E-06  -0.766581E+02   0.321524E+02   0.513955E-06   0.440642E-06   0.513955E-06   0.376707E-08
  1086   0.998116E+03  -0.771277E+02   0.422375E-06  -0.771277E+02   0.318794E+02   0.510438E-06   0.422375E-06   0.510438E-06   0.375963E-08
  1087   0.100089E+04  -0.775519E+02   0.404384E-06  -0.775519E+02   0.316049E+02   0.506883E-06   0.404384E-06   0.506883E-06   0.375220E-08
  1088   0.100366E+04  -0.779676E+02   0.386669E-06  -0.779676E+02   0.313268E+02   0.503292E-06   0.386669E-06   0.503292E-06   0.374480E-08
  1089   0.100650E+04  -0.783521E+02   0.369235E-06  -0.783521E+02   0.310487E+02   0.499666E-06   0.369235E-06   0.499666E-06   0.373740E-08
  1090   0.100933E+04  -0.787273E+02   0.352082E-06  -0.787273E+02   0.307692E+02   0.496007E-06   0.352082E-06   0.496007E-06   0.373003E-08
  1091   0.101224E+04  -0.790631E+02   0.335213E-06  -0.790631E+02   0.304873E+02   0.492315E-06   0.335213E-06   0.492315E-06   0.372268E-08
  1092   0.101522E+04  -0.793816E+02   0.318631E-06  -0.793816E+02   0.302039E+02   0.488592E-06   0.318631E-06   0.488592E-06   0.371534E-08
  1093   0.101813E+04  -0.796749E+02   0.302338E-06  -0.796749E+02   0.299205E+02   0.484839E-06   0.302338E-06   0.484839E-06   0.370802E-08
  1094   0.102096E+04  -0.799502E+02   0.286336E-06  -0.799502E+02   0.296347E+02   0.481057E-06   0.286336E-06   0.481057E-06   0.370072E-08
  1095   0.102400E+04  -0.802070E+02   0.270628E-06  -0.802070E+02   0.293496E+02   0.477248E-06   0.270628E-06   0.477248E-06   0.369343E-08
  1096   0.102697E+04  -0.804303E+02   0.255216E-06  -0.804303E+02   0.290614E+02   0.473412E-06   0.255216E-06   0.473412E-06   0.368617E-08
  1097   0.102994E+04  -0.806270E+02   0.240102E-06  -0.806270E+02   0.287730E+02   0.469551E-06   0.240102E-06   0.469551E-06   0.367892E-08
  1098   0.103299E+04  -0.808042E+02   0.225290E-06  -0.808042E+02   0.284844E+02   0.465666E-06   0.225290E-06   0.465666E-06   0.367168E-08
  1099   0.103602E+04  -0.809617E+02   0.210781E-06  -0.809617E+02   0.281949E+02   0.461759E-06   0.210781E-06   0.461759E-06   0.366447E-08
  1100   0.103906E+04  -0.810916E+02   0.196577E-06  -0.810916E+02   0.279052E+02   0.457830E-06   0.196577E-06   0.457830E-06   0.365727E-08
  1101   0.104210E+04  -0.811988E+02   0.182680E-06  -0.811988E+02   0.276138E+02   0.453880E-06   0.182680E-06   0.453880E-06   0.365009E-08
  1102   0.104528E+04  -0.812809E+02   0.169090E-06  -0.812809E+02   0.273221E+02   0.449910E-06   0.169090E-06   0.449910E-06   0.364293E-08
  1103   0.104831E+04  -0.813405E+02   0.155803E-06  -0.813405E+02   0.270304E+02   0.445921E-06   0.155803E-06   0.445921E-06   0.363578E-08
  1104   0.105141E+04  -0.813761E+02   0.142817E-06  -0.813761E+02   0.267393E+02   0.441912E-06   0.142817E-06   0.441912E-06   0.362865E-08
  1105   0.105443E+04  -0.813897E+02   0.130130E-06  -0.813897E+02   0.264474E+02   0.437884E-06   0.130130E-06   0.437884E-06   0.362154E-08
  1106   0.105751E+04  -0.813794E+02   0.117741E-06  -0.813794E+02   0.261547E+02   0.433837E-06   0.117741E-06   0.433837E-06   0.361444E-08
  1107   0.106059E+04  -0.813467E+02   0.105646E-06  -0.813467E+02   0.258629E+02   0.429771E-06   0.105646E-06   0.429771E-06   0.360736E-08
  1108   0.106365E+04  -0.812920E+02   0.938442E-07  -0.812920E+02   0.255705E+02   0.425687E-06   0.938442E-07   0.425687E-06   0.360030E-08
  1109   0.106663E+04  -0.812144E+02   0.823326E-07  -0.812144E+02   0.252767E+02   0.421585E-06   0.823326E-07   0.421585E-06   0.359326E-08
  1110   0.106968E+04  -0.811152E+02   0.711093E-07  -0.811152E+02   0.249861E+02   0.417464E-06   0.711093E-07   0.417464E-06   0.358623E-08
  1111   0.107263E+04  -0.809933E+02   0.601720E-07  -0.809933E+02   0.246957E+02   0.413326E-06   0.601720E-07   0.413326E-06   0.357922E-08
  1112   0.107572E+04  -0.808509E+02   0.495185E-07  -0.808509E+02   0.244057E+02   0.409171E-06   0.495185E-07   0.409171E-06   0.357222E-08
  1113   0.107865E+04  -0.806855E+02   0.391467E-07  -0.806855E+02   0.241175E+02   0.404998E-06   0.391467E-07   0.404998E-06   0.356525E-08
  1114   0.108156E+04  -0.804998E+02   0.290544E-07  -0.804998E+02   0.238290E+02   0.400809E-06   0.290544E-07   0.400809E-06   0.355828E-08
  1115   0.108452E+04  -0.802936E+02   0.192394E-07  -0.802936E+02   0.235424E+02   0.396603E-06   0.192394E-07   0.396603E-06   0.355134E-08
  1116   0.108747E+04  -0.800660E+02   0.969944E-08  -0.800660E+02   0.232571E+02   0.392381E-06   0.969944E-08   0.392381E-06   0.354441E-08
  1117   0.109032E+04  -0.798183E+02   0.432376E-09  -0.798183E+02   0.229731E+02   0.388143E-06   0.432376E-09   0.388143E-06   0.353750E-08
  1118   0.109315E+04  -0.795487E+02  -0.856400E-08  -0.795487E+02   0.226911E+02   0.383888E-06  -0.856400E-08   0.383888E-06   0.353060E-08
  1119   0.109603E+04  -0.792600E+02  -0.172919E-07  -0.792600E+02   0.224099E+02   0.379619E-06  -0.172919E-07   0.379619E-06   0.352373E-08
  1120   0.109881E+04  -0.789513E+02  -0.257534E-07  -0.789513E+02   0.221308E+02   0.375334E-06  -0.257534E-07   0.375334E-06   0.351686E-08
  1121   0.110157E+04  -0.786216E+02  -0.339509E-07  -0.786216E+02   0.218532E+02   0.371034E-06  -0.339509E-07   0.371034E-06   0.351002E-08
  1122   0.110431E+04  -0.782736E+02  -0.418864E-07  -0.782736E+02   0.215772E+02   0.366719E-06  -0.418864E-07   0.366719E-06   0.350319E-08
  1123   0.110694E+04  -0.779064E+02  -0.495622E-07  -0.779064E+02   0.213043E+02   0.362390E-06  -0.495622E-07   0.362390E-06   0.349637E-08
  1124   0.110961E+04  -0.775199E+02  -0.569805E-07  -0.775199E+02   0.210322E+02   0.358047E-06  -0.569805E-07   0.358047E-06   0.348958E-08
  1125   0.111218E+04  -0.771137E+02  -0.641434E-07  -0.771137E+02   0.207626E+02   0.353690E-06  -0.641434E-07   0.353690E-06   0.348279E-08
  1126   0.111473E+04  -0.766899E+02  -0.710532E-07  -0.766899E+02   0.204955E+02   0.349319E-06  -0.710532E-07   0.349319E-06   0.347603E-08
  1127   0.111724E+04  -0.762476E+02  -0.777120E-07  -0.762476E+02   0.202302E+02   0.344934E-06  -0.777120E-07   0.344934E-06   0.346928E-08
  1128   0.111971E+04  -0.757879E+02  -0.841221E-07  -0.757879E+02   0.199683E+02   0.340537E-06  -0.841221E-07   0.340537E-06   0.346255E-08
  1129   0.112215E+04  -0.753093E+02  -0.902856E-07  -0.753093E+02   0.197090E+02   0.336126E-06  -0.902856E-07   0.336126E-06   0.345583E-08
  1130   0.112441E+04  -0.748138E+02  -0.962047E-07  -0.748138E+02   0.194516E+02   0.331703E-06  -0.962047E-07   0.331703E-06   0.344913E-08
  1131   0.112678E+04  -0.743018E+02  -0.101882E-06  -0.743018E+02   0.191970E+02   0.327268E-06  -0.101882E-06   0.327268E-06   0.344244E-08
