#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.644057E+03   0.447923E-01   0.000000E+00   0.317868E+01   0.721911E-07  -0.239668E-03  -0.159361E-04
     3   0.723571E+03   0.704212E-01   0.000000E+00   0.409415E+01   0.869039E-07  -0.700191E-03  -0.190143E-04
     4   0.748169E+03   0.760204E-01   0.000000E+00   0.415137E+01   0.988744E-07  -0.948090E-03  -0.187199E-04
     5   0.753465E+03   0.645688E-01   0.000000E+00   0.374483E+01   0.108871E-06  -0.108356E-02  -0.161167E-04
     6   0.752915E+03   0.456048E-01   0.000000E+00   0.315565E+01   0.117285E-06  -0.115487E-02  -0.121974E-04
     7   0.752145E+03   0.278749E-01   0.000000E+00   0.254640E+01   0.124446E-06  -0.118745E-02  -0.784300E-05
     8   0.753001E+03   0.157979E-01   0.000000E+00   0.200755E+01   0.130580E-06  -0.120016E-02  -0.374269E-05
     9   0.756032E+03   0.959034E-02   0.000000E+00   0.157691E+01   0.135870E-06  -0.120317E-02  -0.428403E-06
    10   0.760961E+03   0.723897E-02   0.000000E+00   0.126591E+01   0.140430E-06  -0.119739E-02   0.175067E-05
    11   0.767116E+03   0.649122E-02   0.000000E+00   0.107081E+01   0.144401E-06  -0.118199E-02   0.272941E-05
    12   0.775374E+03   0.602498E-02   0.000000E+00   0.976537E+00   0.147829E-06  -0.115850E-02   0.272906E-05
    13   0.784392E+03   0.528059E-02   0.000000E+00   0.956622E+00   0.150781E-06  -0.112977E-02   0.205504E-05
    14   0.793575E+03   0.459371E-02   0.000000E+00   0.982845E+00   0.153336E-06  -0.109857E-02   0.991064E-06
    15   0.803455E+03   0.415660E-02   0.000000E+00   0.103684E+01   0.155537E-06  -0.106666E-02  -0.254077E-06
    16   0.814630E+03   0.404754E-02   0.000000E+00   0.110384E+01   0.157423E-06  -0.103530E-02  -0.147571E-05
    17   0.827127E+03   0.425258E-02   0.000000E+00   0.117049E+01   0.159034E-06  -0.100467E-02  -0.240237E-05
    18   0.840075E+03   0.455942E-02   0.000000E+00   0.122795E+01   0.160404E-06  -0.974651E-03  -0.281971E-05
    19   0.854345E+03   0.490303E-02   0.000000E+00   0.127741E+01   0.161549E-06  -0.945000E-03  -0.279603E-05
    20   0.868299E+03   0.531970E-02   0.000000E+00   0.131966E+01   0.162484E-06  -0.915563E-03  -0.247629E-05
    21   0.882341E+03   0.583661E-02   0.000000E+00   0.135825E+01   0.163236E-06  -0.886646E-03  -0.203950E-05
    22   0.896799E+03   0.655073E-02   0.000000E+00   0.139615E+01   0.163833E-06  -0.858592E-03  -0.163353E-05
    23   0.911495E+03   0.748799E-02   0.000000E+00   0.143596E+01   0.164286E-06  -0.831408E-03  -0.125433E-05
    24   0.926496E+03   0.862172E-02   0.000000E+00   0.147954E+01   0.164605E-06  -0.804972E-03  -0.885440E-06
    25   0.941784E+03   0.995719E-02   0.000000E+00   0.152592E+01   0.164804E-06  -0.778962E-03  -0.609748E-06
    26   0.957209E+03   0.114685E-01   0.000000E+00   0.157499E+01   0.164896E-06  -0.753091E-03  -0.515790E-06
    27   0.973001E+03   0.131375E-01   0.000000E+00   0.162578E+01   0.164894E-06  -0.727401E-03  -0.618068E-06
    28   0.988998E+03   0.149718E-01   0.000000E+00   0.167729E+01   0.164805E-06  -0.702071E-03  -0.885622E-06
    29   0.100525E+04   0.169599E-01   0.000000E+00   0.172411E+01   0.164629E-06  -0.677493E-03  -0.117924E-05
    30   0.102168E+04   0.191008E-01   0.000000E+00   0.176005E+01   0.164368E-06  -0.653982E-03  -0.136345E-05
    31   0.103820E+04   0.214131E-01   0.000000E+00   0.178629E+01   0.164035E-06  -0.631329E-03  -0.142262E-05
    32   0.105507E+04   0.239039E-01   0.000000E+00   0.180499E+01   0.163644E-06  -0.609270E-03  -0.138199E-05
    33   0.107230E+04   0.265621E-01   0.000000E+00   0.181469E+01   0.163199E-06  -0.587814E-03  -0.131121E-05
    34   0.108969E+04   0.293898E-01   0.000000E+00   0.181418E+01   0.162703E-06  -0.567096E-03  -0.126992E-05
    35   0.110725E+04   0.324127E-01   0.000000E+00   0.180365E+01   0.162160E-06  -0.547465E-03  -0.123481E-05
    36   0.112491E+04   0.356630E-01   0.000000E+00   0.178293E+01   0.161575E-06  -0.529160E-03  -0.116609E-05
    37   0.114265E+04   0.391422E-01   0.000000E+00   0.175280E+01   0.160952E-06  -0.511743E-03  -0.104035E-05
    38   0.116076E+04   0.428503E-01   0.000000E+00   0.171579E+01   0.160294E-06  -0.494704E-03  -0.852471E-06
    39   0.117922E+04   0.467838E-01   0.000000E+00   0.167170E+01   0.159604E-06  -0.477883E-03  -0.653874E-06
    40   0.119778E+04   0.509441E-01   0.000000E+00   0.161945E+01   0.158884E-06  -0.461211E-03  -0.509882E-06
    41   0.121657E+04   0.553380E-01   0.000000E+00   0.155780E+01   0.158135E-06  -0.444658E-03  -0.467933E-06
    42   0.123536E+04   0.599749E-01   0.000000E+00   0.148562E+01   0.157361E-06  -0.428353E-03  -0.504751E-06
    43   0.125429E+04   0.648646E-01   0.000000E+00   0.140187E+01   0.156563E-06  -0.412467E-03  -0.579535E-06
    44   0.127320E+04   0.700020E-01   0.000000E+00   0.130635E+01   0.155744E-06  -0.397169E-03  -0.651628E-06
    45   0.129246E+04   0.753925E-01   0.000000E+00   0.119899E+01   0.154907E-06  -0.382627E-03  -0.680502E-06
    46   0.131198E+04   0.810421E-01   0.000000E+00   0.107791E+01   0.154054E-06  -0.368953E-03  -0.637930E-06
    47   0.133164E+04   0.869458E-01   0.000000E+00   0.944069E+00   0.153187E-06  -0.356019E-03  -0.544487E-06
    48   0.135137E+04   0.931029E-01   0.000000E+00   0.801774E+00   0.152307E-06  -0.343639E-03  -0.432856E-06
    49   0.137127E+04   0.994904E-01   0.000000E+00   0.654743E+00   0.151416E-06  -0.331631E-03  -0.335629E-06
    50   0.139156E+04   0.106078E+00   0.000000E+00   0.499910E+00   0.150515E-06  -0.319811E-03  -0.285320E-06
    51   0.141204E+04   0.112834E+00   0.000000E+00   0.332775E+00   0.149607E-06  -0.308047E-03  -0.304331E-06
    52   0.143292E+04   0.119847E+00   0.000000E+00   0.148728E+00   0.148691E-06  -0.296420E-03  -0.374884E-06
    53   0.145380E+04   0.127272E+00   0.000000E+00  -0.550153E-01   0.147768E-06  -0.285065E-03  -0.469219E-06
    54   0.147459E+04   0.135108E+00   0.000000E+00  -0.273273E+00   0.146840E-06  -0.274113E-03  -0.559642E-06
    55   0.149548E+04   0.143338E+00   0.000000E+00  -0.500748E+00   0.145908E-06  -0.263698E-03  -0.618512E-06
    56   0.151670E+04   0.151823E+00   0.000000E+00  -0.738504E+00   0.144972E-06  -0.253910E-03  -0.626635E-06
    57   0.153817E+04   0.160451E+00   0.000000E+00  -0.986757E+00   0.144033E-06  -0.244667E-03  -0.598403E-06
    58   0.155992E+04   0.169226E+00   0.000000E+00  -0.124674E+01   0.143090E-06  -0.235847E-03  -0.556560E-06
    59   0.158183E+04   0.178181E+00   0.000000E+00  -0.151971E+01   0.142145E-06  -0.227325E-03  -0.523810E-06
    60   0.160393E+04   0.187365E+00   0.000000E+00  -0.180548E+01   0.141198E-06  -0.218981E-03  -0.522817E-06
    61   0.162652E+04   0.196866E+00   0.000000E+00  -0.210358E+01   0.140250E-06  -0.210717E-03  -0.569653E-06
    62   0.164900E+04   0.206676E+00   0.000000E+00  -0.241466E+01   0.139300E-06  -0.202550E-03  -0.654163E-06
    63   0.167159E+04   0.216760E+00   0.000000E+00  -0.273930E+01   0.138351E-06  -0.194523E-03  -0.759661E-06
    64   0.169458E+04   0.227135E+00   0.000000E+00  -0.307828E+01   0.137403E-06  -0.186678E-03  -0.869486E-06
    65   0.171757E+04   0.237783E+00   0.000000E+00  -0.343181E+01   0.136457E-06  -0.179059E-03  -0.967005E-06
    66   0.174086E+04   0.248639E+00   0.000000E+00  -0.379777E+01   0.135513E-06  -0.171701E-03  -0.103868E-05
    67   0.176428E+04   0.259705E+00   0.000000E+00  -0.417378E+01   0.134573E-06  -0.164609E-03  -0.108325E-05
    68   0.178809E+04   0.271020E+00   0.000000E+00  -0.455872E+01   0.133636E-06  -0.157781E-03  -0.110257E-05
    69   0.181207E+04   0.282542E+00   0.000000E+00  -0.495137E+01   0.132703E-06  -0.151217E-03  -0.109844E-05
    70   0.183634E+04   0.294310E+00   0.000000E+00  -0.535395E+01   0.131774E-06  -0.144914E-03  -0.107268E-05
    71   0.186075E+04   0.306312E+00   0.000000E+00  -0.576925E+01   0.130849E-06  -0.138863E-03  -0.102802E-05
    72   0.188532E+04   0.318520E+00   0.000000E+00  -0.619841E+01   0.129929E-06  -0.133024E-03  -0.970849E-06
    73   0.191005E+04   0.330903E+00   0.000000E+00  -0.664169E+01   0.129012E-06  -0.127351E-03  -0.908443E-06
    74   0.193498E+04   0.343449E+00   0.000000E+00  -0.709785E+01   0.128100E-06  -0.121796E-03  -0.848081E-06
    75   0.196024E+04   0.356169E+00   0.000000E+00  -0.756504E+01   0.127191E-06  -0.116313E-03  -0.797033E-06
    76   0.198578E+04   0.369065E+00   0.000000E+00  -0.804234E+01   0.126287E-06  -0.110868E-03  -0.760546E-06
    77   0.201164E+04   0.382131E+00   0.000000E+00  -0.852956E+01   0.125386E-06  -0.105475E-03  -0.735816E-06
    78   0.203786E+04   0.395397E+00   0.000000E+00  -0.902814E+01   0.124490E-06  -0.100162E-03  -0.718028E-06
    79   0.206421E+04   0.408809E+00   0.000000E+00  -0.953434E+01   0.123599E-06  -0.949564E-04  -0.702374E-06
    80   0.209080E+04   0.422376E+00   0.000000E+00  -0.100496E+02   0.122713E-06  -0.898856E-04  -0.684047E-06
    81   0.211751E+04   0.436048E+00   0.000000E+00  -0.105745E+02   0.121831E-06  -0.849737E-04  -0.659544E-06
    82   0.214442E+04   0.449847E+00   0.000000E+00  -0.111083E+02   0.120956E-06  -0.802307E-04  -0.630540E-06
    83   0.217150E+04   0.463749E+00   0.000000E+00  -0.116507E+02   0.120086E-06  -0.756636E-04  -0.600003E-06
    84   0.219884E+04   0.477748E+00   0.000000E+00  -0.122002E+02   0.119222E-06  -0.712790E-04  -0.570899E-06
    85   0.222631E+04   0.491821E+00   0.000000E+00  -0.127580E+02   0.118364E-06  -0.670837E-04  -0.546192E-06
    86   0.225401E+04   0.505978E+00   0.000000E+00  -0.133232E+02   0.117512E-06  -0.630803E-04  -0.528183E-06
    87   0.228216E+04   0.520192E+00   0.000000E+00  -0.138950E+02   0.116667E-06  -0.592543E-04  -0.516543E-06
    88   0.231029E+04   0.534480E+00   0.000000E+00  -0.144734E+02   0.115828E-06  -0.555870E-04  -0.510287E-06
    89   0.233879E+04   0.548829E+00   0.000000E+00  -0.150597E+02   0.114995E-06  -0.520599E-04  -0.508428E-06
    90   0.236747E+04   0.563205E+00   0.000000E+00  -0.156510E+02   0.114168E-06  -0.486543E-04  -0.509981E-06
    91   0.239627E+04   0.577603E+00   0.000000E+00  -0.162480E+02   0.113348E-06  -0.453545E-04  -0.514099E-06
    92   0.242532E+04   0.592010E+00   0.000000E+00  -0.168499E+02   0.112534E-06  -0.421554E-04  -0.520482E-06
    93   0.245464E+04   0.606418E+00   0.000000E+00  -0.174568E+02   0.111727E-06  -0.390551E-04  -0.528966E-06
    94   0.248400E+04   0.620794E+00   0.000000E+00  -0.180675E+02   0.110925E-06  -0.360515E-04  -0.539387E-06
    95   0.251362E+04   0.635138E+00   0.000000E+00  -0.186826E+02   0.110131E-06  -0.331423E-04  -0.551581E-06
    96   0.254322E+04   0.649436E+00   0.000000E+00  -0.193016E+02   0.109342E-06  -0.303257E-04  -0.565385E-06
    97   0.257324E+04   0.663676E+00   0.000000E+00  -0.199238E+02   0.108560E-06  -0.275995E-04  -0.580636E-06
    98   0.260346E+04   0.677851E+00   0.000000E+00  -0.205470E+02   0.107783E-06  -0.249615E-04  -0.597171E-06
    99   0.263373E+04   0.691926E+00   0.000000E+00  -0.211744E+02   0.107014E-06  -0.224099E-04  -0.614826E-06
   100   0.266428E+04   0.705901E+00   0.000000E+00  -0.218015E+02   0.106250E-06  -0.199424E-04  -0.633440E-06
   101   0.269496E+04   0.719839E+00   0.000000E+00  -0.224315E+02   0.105493E-06  -0.175570E-04  -0.652848E-06
   102   0.272615E+04   0.733592E+00   0.000000E+00  -0.230621E+02   0.104741E-06  -0.152517E-04  -0.672889E-06
   103   0.275725E+04   0.747235E+00   0.000000E+00  -0.236942E+02   0.103997E-06  -0.130244E-04  -0.693400E-06
   104   0.278857E+04   0.760770E+00   0.000000E+00  -0.243249E+02   0.103258E-06  -0.108730E-04  -0.714218E-06
   105   0.282003E+04   0.774125E+00   0.000000E+00  -0.249559E+02   0.102525E-06  -0.879554E-05  -0.735181E-06
   106   0.285171E+04   0.787374E+00   0.000000E+00  -0.255864E+02   0.101799E-06  -0.678993E-05  -0.756127E-06
   107   0.288331E+04   0.800371E+00   0.000000E+00  -0.262150E+02   0.101079E-06  -0.485414E-05  -0.776894E-06
   108   0.291529E+04   0.813192E+00   0.000000E+00  -0.268427E+02   0.100365E-06  -0.298611E-05  -0.797319E-06
   109   0.294741E+04   0.825763E+00   0.000000E+00  -0.274679E+02   0.996575E-07  -0.118382E-05  -0.817241E-06
   110   0.297962E+04   0.838086E+00   0.000000E+00  -0.280894E+02   0.989560E-07   0.554776E-06  -0.836497E-06
   111   0.301198E+04   0.850237E+00   0.000000E+00  -0.287085E+02   0.982608E-07   0.223167E-05  -0.854946E-06
   112   0.304449E+04   0.862141E+00   0.000000E+00  -0.293248E+02   0.975717E-07   0.384869E-05  -0.872524E-06
   113   0.307724E+04   0.873799E+00   0.000000E+00  -0.299365E+02   0.968888E-07   0.540762E-05  -0.889191E-06
   114   0.311006E+04   0.885136E+00   0.000000E+00  -0.305430E+02   0.962119E-07   0.691026E-05  -0.904904E-06
   115   0.314311E+04   0.896301E+00   0.000000E+00  -0.311443E+02   0.955411E-07   0.835837E-05  -0.919621E-06
   116   0.317617E+04   0.907070E+00   0.000000E+00  -0.317397E+02   0.948763E-07   0.975375E-05  -0.933299E-06
   117   0.320952E+04   0.917519E+00   0.000000E+00  -0.323283E+02   0.942174E-07   0.110982E-04  -0.945896E-06
   118   0.324303E+04   0.927795E+00   0.000000E+00  -0.329109E+02   0.935644E-07   0.123934E-04  -0.957370E-06
   119   0.327654E+04   0.937751E+00   0.000000E+00  -0.334853E+02   0.929173E-07   0.136412E-04  -0.967679E-06
   120   0.331020E+04   0.947237E+00   0.000000E+00  -0.340515E+02   0.922760E-07   0.148435E-04  -0.976780E-06
   121   0.334386E+04   0.956551E+00   0.000000E+00  -0.346095E+02   0.916404E-07   0.160018E-04  -0.984632E-06
   122   0.337759E+04   0.965395E+00   0.000000E+00  -0.351585E+02   0.910107E-07   0.171181E-04  -0.991192E-06
   123   0.341139E+04   0.973844E+00   0.000000E+00  -0.356985E+02   0.903866E-07   0.181940E-04  -0.996419E-06
   124   0.344527E+04   0.981972E+00   0.000000E+00  -0.362266E+02   0.897682E-07   0.192315E-04  -0.100027E-05
   125   0.347914E+04   0.989705E+00   0.000000E+00  -0.367449E+02   0.891554E-07   0.202321E-04  -0.100270E-05
   126   0.351309E+04   0.997117E+00   0.000000E+00  -0.372527E+02   0.885481E-07   0.211977E-04  -0.100367E-05
   127   0.354702E+04   0.100406E+01   0.000000E+00  -0.377493E+02   0.879464E-07   0.221302E-04  -0.100314E-05
   128   0.358096E+04   0.101068E+01   0.000000E+00  -0.382340E+02   0.873503E-07   0.230311E-04  -0.100106E-05
   129   0.361496E+04   0.101683E+01   0.000000E+00  -0.387058E+02   0.867596E-07   0.239023E-04  -0.997401E-06
   130   0.364896E+04   0.102251E+01   0.000000E+00  -0.391643E+02   0.861743E-07   0.247456E-04  -0.992109E-06
   131   0.368294E+04   0.102787E+01   0.000000E+00  -0.396107E+02   0.855944E-07   0.255625E-04  -0.985177E-06
   132   0.371700E+04   0.103276E+01   0.000000E+00  -0.400422E+02   0.850198E-07   0.263537E-04  -0.976724E-06
   133   0.375098E+04   0.103725E+01   0.000000E+00  -0.404610E+02   0.844505E-07   0.271199E-04  -0.966898E-06
   134   0.378495E+04   0.104135E+01   0.000000E+00  -0.408627E+02   0.838865E-07   0.278616E-04  -0.955850E-06
   135   0.381892E+04   0.104496E+01   0.000000E+00  -0.412503E+02   0.833277E-07   0.285794E-04  -0.943729E-06
   136   0.385273E+04   0.104810E+01   0.000000E+00  -0.416201E+02   0.827739E-07   0.292737E-04  -0.930683E-06
   137   0.388655E+04   0.105083E+01   0.000000E+00  -0.419744E+02   0.822253E-07   0.299453E-04  -0.916863E-06
   138   0.392029E+04   0.105308E+01   0.000000E+00  -0.423117E+02   0.816817E-07   0.305946E-04  -0.902417E-06
   139   0.395381E+04   0.105500E+01   0.000000E+00  -0.426314E+02   0.811431E-07   0.312221E-04  -0.887496E-06
   140   0.398740E+04   0.105636E+01   0.000000E+00  -0.429341E+02   0.806094E-07   0.318286E-04  -0.872247E-06
   141   0.402077E+04   0.105724E+01   0.000000E+00  -0.432177E+02   0.800806E-07   0.324144E-04  -0.856820E-06
   142   0.405415E+04   0.105770E+01   0.000000E+00  -0.434830E+02   0.795566E-07   0.329802E-04  -0.841365E-06
   143   0.408746E+04   0.105775E+01   0.000000E+00  -0.437300E+02   0.790375E-07   0.335265E-04  -0.826030E-06
   144   0.412055E+04   0.105731E+01   0.000000E+00  -0.439580E+02   0.785230E-07   0.340538E-04  -0.810963E-06
   145   0.415349E+04   0.105653E+01   0.000000E+00  -0.441662E+02   0.780133E-07   0.345628E-04  -0.796315E-06
   146   0.418652E+04   0.105518E+01   0.000000E+00  -0.443548E+02   0.775081E-07   0.350540E-04  -0.782234E-06
   147   0.421919E+04   0.105348E+01   0.000000E+00  -0.445222E+02   0.770076E-07   0.355280E-04  -0.768868E-06
   148   0.425171E+04   0.105129E+01   0.000000E+00  -0.446700E+02   0.765116E-07   0.359852E-04  -0.756367E-06
   149   0.428418E+04   0.104867E+01   0.000000E+00  -0.447967E+02   0.760202E-07   0.364263E-04  -0.744880E-06
   150   0.431636E+04   0.104571E+01   0.000000E+00  -0.449001E+02   0.755331E-07   0.368518E-04  -0.734555E-06
   151   0.434840E+04   0.104231E+01   0.000000E+00  -0.449833E+02   0.750505E-07   0.372622E-04  -0.725501E-06
   152   0.438015E+04   0.103842E+01   0.000000E+00  -0.450447E+02   0.745722E-07   0.376575E-04  -0.717674E-06
   153   0.441178E+04   0.103416E+01   0.000000E+00  -0.450820E+02   0.740982E-07   0.380377E-04  -0.710989E-06
   154   0.444320E+04   0.102954E+01   0.000000E+00  -0.450974E+02   0.736286E-07   0.384029E-04  -0.705361E-06
   155   0.447442E+04   0.102456E+01   0.000000E+00  -0.450903E+02   0.731631E-07   0.387530E-04  -0.700705E-06
   156   0.450529E+04   0.101920E+01   0.000000E+00  -0.450605E+02   0.727019E-07   0.390880E-04  -0.696938E-06
   157   0.453610E+04   0.101348E+01   0.000000E+00  -0.450065E+02   0.722449E-07   0.394079E-04  -0.693974E-06
   158   0.456665E+04   0.100745E+01   0.000000E+00  -0.449291E+02   0.717920E-07   0.397126E-04  -0.691729E-06
   159   0.459692E+04   0.100096E+01   0.000000E+00  -0.448282E+02   0.713432E-07   0.400023E-04  -0.690119E-06
   160   0.462700E+04   0.994171E+00   0.000000E+00  -0.447023E+02   0.708985E-07   0.402768E-04  -0.689059E-06
   161   0.465688E+04   0.987140E+00   0.000000E+00  -0.445529E+02   0.704578E-07   0.405361E-04  -0.688464E-06
   162   0.468650E+04   0.979719E+00   0.000000E+00  -0.443799E+02   0.700211E-07   0.407803E-04  -0.688252E-06
   163   0.471601E+04   0.971979E+00   0.000000E+00  -0.441818E+02   0.695884E-07   0.410092E-04  -0.688336E-06
   164   0.474510E+04   0.963990E+00   0.000000E+00  -0.439601E+02   0.691595E-07   0.412230E-04  -0.688633E-06
   165   0.477409E+04   0.955674E+00   0.000000E+00  -0.437125E+02   0.687346E-07   0.414216E-04  -0.689059E-06
   166   0.480281E+04   0.947177E+00   0.000000E+00  -0.434405E+02   0.683135E-07   0.416050E-04  -0.689529E-06
   167   0.483136E+04   0.938273E+00   0.000000E+00  -0.431447E+02   0.678962E-07   0.417731E-04  -0.689958E-06
   168   0.485950E+04   0.929328E+00   0.000000E+00  -0.428230E+02   0.674827E-07   0.419260E-04  -0.690264E-06
   169   0.488738E+04   0.920044E+00   0.000000E+00  -0.424753E+02   0.670730E-07   0.420636E-04  -0.690361E-06
   170   0.491502E+04   0.910638E+00   0.000000E+00  -0.421030E+02   0.666670E-07   0.421860E-04  -0.690165E-06
   171   0.494226E+04   0.901109E+00   0.000000E+00  -0.417040E+02   0.662646E-07   0.422930E-04  -0.689592E-06
   172   0.496917E+04   0.891377E+00   0.000000E+00  -0.412796E+02   0.658658E-07   0.423848E-04  -0.688558E-06
   173   0.499569E+04   0.881439E+00   0.000000E+00  -0.408298E+02   0.654707E-07   0.424613E-04  -0.686978E-06
   174   0.502197E+04   0.871590E+00   0.000000E+00  -0.403546E+02   0.650791E-07   0.425225E-04  -0.684769E-06
   175   0.504793E+04   0.861528E+00   0.000000E+00  -0.398532E+02   0.646911E-07   0.425683E-04  -0.681847E-06
   176   0.507343E+04   0.851472E+00   0.000000E+00  -0.393257E+02   0.643065E-07   0.425989E-04  -0.678145E-06
   177   0.509861E+04   0.841345E+00   0.000000E+00  -0.387733E+02   0.639254E-07   0.426147E-04  -0.673676E-06
   178   0.512340E+04   0.831363E+00   0.000000E+00  -0.381945E+02   0.635478E-07   0.426162E-04  -0.668468E-06
   179   0.514780E+04   0.821224E+00   0.000000E+00  -0.375893E+02   0.631735E-07   0.426042E-04  -0.662552E-06
   180   0.517195E+04   0.811148E+00   0.000000E+00  -0.369591E+02   0.628025E-07   0.425790E-04  -0.655957E-06
   181   0.519563E+04   0.801128E+00   0.000000E+00  -0.363038E+02   0.624349E-07   0.425414E-04  -0.648713E-06
   182   0.521891E+04   0.791234E+00   0.000000E+00  -0.356218E+02   0.620706E-07   0.424918E-04  -0.640849E-06
   183   0.524173E+04   0.781387E+00   0.000000E+00  -0.349146E+02   0.617095E-07   0.424308E-04  -0.632397E-06
   184   0.526422E+04   0.771657E+00   0.000000E+00  -0.341812E+02   0.613516E-07   0.423590E-04  -0.623384E-06
   185   0.528630E+04   0.762187E+00   0.000000E+00  -0.334240E+02   0.609969E-07   0.422769E-04  -0.613842E-06
   186   0.530762E+04   0.752831E+00   0.000000E+00  -0.326397E+02   0.606453E-07   0.421852E-04  -0.603799E-06
   187   0.532883E+04   0.743725E+00   0.000000E+00  -0.318299E+02   0.602968E-07   0.420843E-04  -0.593285E-06
   188   0.534956E+04   0.734850E+00   0.000000E+00  -0.309959E+02   0.599513E-07   0.419749E-04  -0.582331E-06
   189   0.536974E+04   0.726238E+00   0.000000E+00  -0.301362E+02   0.596090E-07   0.418575E-04  -0.570965E-06
   190   0.538981E+04   0.717936E+00   0.000000E+00  -0.292529E+02   0.592695E-07   0.417327E-04  -0.559218E-06
   191   0.540903E+04   0.709961E+00   0.000000E+00  -0.283430E+02   0.589331E-07   0.416010E-04  -0.547119E-06
   192   0.542792E+04   0.702332E+00   0.000000E+00  -0.274087E+02   0.585996E-07   0.414630E-04  -0.534697E-06
   193   0.544624E+04   0.695087E+00   0.000000E+00  -0.264512E+02   0.582689E-07   0.413193E-04  -0.521983E-06
   194   0.546423E+04   0.688251E+00   0.000000E+00  -0.254684E+02   0.579411E-07   0.411704E-04  -0.509006E-06
   195   0.548166E+04   0.681857E+00   0.000000E+00  -0.244624E+02   0.576161E-07   0.410169E-04  -0.495797E-06
   196   0.549852E+04   0.675937E+00   0.000000E+00  -0.234323E+02   0.572939E-07   0.408594E-04  -0.482383E-06
   197   0.551497E+04   0.670531E+00   0.000000E+00  -0.223796E+02   0.569744E-07   0.406984E-04  -0.468795E-06
   198   0.553093E+04   0.665656E+00   0.000000E+00  -0.213035E+02   0.566577E-07   0.405345E-04  -0.455064E-06
   199   0.554640E+04   0.661344E+00   0.000000E+00  -0.202046E+02   0.563436E-07   0.403682E-04  -0.441217E-06
   200   0.556138E+04   0.657620E+00   0.000000E+00  -0.190835E+02   0.560321E-07   0.402002E-04  -0.427286E-06
   201   0.557579E+04   0.654540E+00   0.000000E+00  -0.179395E+02   0.557233E-07   0.400309E-04  -0.413295E-06
   202   0.558971E+04   0.652110E+00   0.000000E+00  -0.167740E+02   0.554170E-07   0.398604E-04  -0.399252E-06
   203   0.560305E+04   0.650391E+00   0.000000E+00  -0.155861E+02   0.551133E-07   0.396887E-04  -0.385159E-06
   204   0.561575E+04   0.649404E+00   0.000000E+00  -0.143788E+02   0.548122E-07   0.395159E-04  -0.371020E-06
   205   0.562796E+04   0.649195E+00   0.000000E+00  -0.131497E+02   0.545135E-07   0.393419E-04  -0.356838E-06
   206   0.563952E+04   0.649802E+00   0.000000E+00  -0.119000E+02   0.542173E-07   0.391669E-04  -0.342616E-06
   207   0.565059E+04   0.651245E+00   0.000000E+00  -0.106300E+02   0.539236E-07   0.389909E-04  -0.328357E-06
   208   0.566093E+04   0.653579E+00   0.000000E+00  -0.934025E+01   0.536324E-07   0.388139E-04  -0.314064E-06
   209   0.567070E+04   0.656826E+00   0.000000E+00  -0.803100E+01   0.533436E-07   0.386358E-04  -0.299740E-06
   210   0.567990E+04   0.661037E+00   0.000000E+00  -0.670306E+01   0.530571E-07   0.384568E-04  -0.285388E-06
   211   0.568852E+04   0.666243E+00   0.000000E+00  -0.535640E+01   0.527731E-07   0.382769E-04  -0.271011E-06
   212   0.569643E+04   0.672475E+00   0.000000E+00  -0.399188E+01   0.524914E-07   0.380960E-04  -0.256612E-06
   213   0.570383E+04   0.679776E+00   0.000000E+00  -0.260937E+01   0.522120E-07   0.379143E-04  -0.242194E-06
   214   0.571058E+04   0.688139E+00   0.000000E+00  -0.121000E+01   0.519350E-07   0.377317E-04  -0.227761E-06
   215   0.571676E+04   0.697759E+00   0.000000E+00   0.205573E+00   0.516603E-07   0.375484E-04  -0.213315E-06
   216   0.572228E+04   0.708450E+00   0.000000E+00   0.163795E+01   0.513878E-07   0.373642E-04  -0.198859E-06
   217   0.572731E+04   0.720367E+00   0.000000E+00   0.308521E+01   0.511175E-07   0.371792E-04  -0.184397E-06
   218   0.573168E+04   0.733512E+00   0.000000E+00   0.454766E+01   0.508496E-07   0.369936E-04  -0.169931E-06
   219   0.573547E+04   0.747885E+00   0.000000E+00   0.602634E+01   0.505837E-07   0.368072E-04  -0.155464E-06
   220   0.573869E+04   0.763634E+00   0.000000E+00   0.751687E+01   0.503201E-07   0.366201E-04  -0.141000E-06
   221   0.574132E+04   0.780686E+00   0.000000E+00   0.902157E+01   0.500587E-07   0.364324E-04  -0.126541E-06
   222   0.574338E+04   0.799189E+00   0.000000E+00   0.105390E+02   0.497994E-07   0.362441E-04  -0.112091E-06
   223   0.574471E+04   0.819069E+00   0.000000E+00   0.120701E+02   0.495422E-07   0.360552E-04  -0.976529E-07
   224   0.574560E+04   0.840327E+00   0.000000E+00   0.136111E+02   0.492870E-07   0.358657E-04  -0.832291E-07
   225   0.574584E+04   0.863112E+00   0.000000E+00   0.151651E+02   0.490340E-07   0.356757E-04  -0.688230E-07
   226   0.574550E+04   0.887424E+00   0.000000E+00   0.167285E+02   0.487830E-07   0.354851E-04  -0.544376E-07
   227   0.574450E+04   0.913262E+00   0.000000E+00   0.183028E+02   0.485341E-07   0.352941E-04  -0.400760E-07
   228   0.574299E+04   0.940629E+00   0.000000E+00   0.198866E+02   0.482871E-07   0.351027E-04  -0.257412E-07
   229   0.574090E+04   0.969597E+00   0.000000E+00   0.214786E+02   0.480422E-07   0.349108E-04  -0.114362E-07
