#    L    TT             EE             TE             PP             TP          
   552   0.255423E+04   0.667827E+01  -0.171315E+02   0.629418E+06   0.991634E+00
   553   0.255391E+04   0.672381E+01  -0.158180E+02   0.627526E+06   0.182299E+01
   554   0.255334E+04   0.677598E+01  -0.145074E+02   0.625642E+06   0.261688E+01
   555   0.255254E+04   0.683260E+01  -0.132006E+02   0.623765E+06   0.337452E+01
   556   0.255150E+04   0.689444E+01  -0.118981E+02   0.621896E+06   0.409716E+01
   557   0.255028E+04   0.696081E+01  -0.106017E+02   0.620035E+06   0.478603E+01
   558   0.254882E+04   0.703324E+01  -0.931101E+01   0.618182E+06   0.544237E+01
   559   0.254712E+04   0.710954E+01  -0.802690E+01   0.616335E+06   0.606740E+01
   560   0.254531E+04   0.719050E+01  -0.675103E+01   0.614497E+06   0.666238E+01
   561   0.254311E+04   0.727689E+01  -0.548354E+01   0.612666E+06   0.722852E+01
   562   0.254087E+04   0.736877E+01  -0.422534E+01   0.610842E+06   0.776707E+01
   563   0.253839E+04   0.746470E+01  -0.297511E+01   0.609026E+06   0.827926E+01
   564   0.253572E+04   0.756693E+01  -0.173819E+01   0.607218E+06   0.876633E+01
   565   0.253280E+04   0.767254E+01  -0.511028E+00   0.605416E+06   0.922951E+01
   566   0.252970E+04   0.778381E+01   0.703247E+00   0.603623E+06   0.967004E+01
   567   0.252641E+04   0.789929E+01   0.190522E+01   0.601836E+06   0.100892E+02
   568   0.252293E+04   0.802051E+01   0.309326E+01   0.600057E+06   0.104881E+02
   569   0.251919E+04   0.814677E+01   0.426942E+01   0.598284E+06   0.108681E+02
   570   0.251534E+04   0.827736E+01   0.542836E+01   0.596520E+06   0.112303E+02
   571   0.251122E+04   0.841308E+01   0.657215E+01   0.594762E+06   0.115761E+02
   572   0.250691E+04   0.855322E+01   0.770062E+01   0.593011E+06   0.119067E+02
   573   0.250248E+04   0.869783E+01   0.881140E+01   0.591268E+06   0.122232E+02
   574   0.249786E+04   0.884769E+01   0.990582E+01   0.589532E+06   0.125270E+02
   575   0.249303E+04   0.900135E+01   0.109815E+02   0.587802E+06   0.128192E+02
   576   0.248809E+04   0.916035E+01   0.120397E+02   0.586080E+06   0.131012E+02
   577   0.248287E+04   0.932399E+01   0.130789E+02   0.584365E+06   0.133740E+02
   578   0.247752E+04   0.949156E+01   0.140981E+02   0.582656E+06   0.136391E+02
   579   0.247204E+04   0.966459E+01   0.150980E+02   0.580955E+06   0.138975E+02
   580   0.246644E+04   0.984165E+01   0.160761E+02   0.579260E+06   0.141506E+02
   581   0.246047E+04   0.100228E+02   0.170345E+02   0.577573E+06   0.143996E+02
   582   0.245445E+04   0.102087E+02   0.179708E+02   0.575892E+06   0.146456E+02
   583   0.244830E+04   0.103988E+02   0.188842E+02   0.574218E+06   0.148900E+02
   584   0.244201E+04   0.105931E+02   0.197759E+02   0.572550E+06   0.151340E+02
   585   0.243558E+04   0.107917E+02   0.206443E+02   0.570890E+06   0.153789E+02
   586   0.242893E+04   0.109937E+02   0.214893E+02   0.569236E+06   0.156257E+02
   587   0.242222E+04   0.112009E+02   0.223107E+02   0.567589E+06   0.158759E+02
   588   0.241529E+04   0.114116E+02   0.231068E+02   0.565948E+06   0.161305E+02
   589   0.240822E+04   0.116267E+02   0.238791E+02   0.564314E+06   0.163910E+02
   590   0.240100E+04   0.118448E+02   0.246265E+02   0.562687E+06   0.166584E+02
   591   0.239371E+04   0.120682E+02   0.253482E+02   0.561066E+06   0.169340E+02
   592   0.238627E+04   0.122938E+02   0.260434E+02   0.559451E+06   0.172192E+02
   593   0.237868E+04   0.125248E+02   0.267139E+02   0.557843E+06   0.175150E+02
   594   0.237087E+04   0.127588E+02   0.273569E+02   0.556242E+06   0.178227E+02
   595   0.236297E+04   0.129953E+02   0.279742E+02   0.554647E+06   0.181436E+02
   596   0.235507E+04   0.132373E+02   0.285636E+02   0.553058E+06   0.184789E+02
   597   0.234702E+04   0.134803E+02   0.291263E+02   0.551476E+06   0.188299E+02
   598   0.233902E+04   0.137280E+02   0.296614E+02   0.549899E+06   0.191977E+02
   599   0.233080E+04   0.139791E+02   0.301696E+02   0.548330E+06   0.195836E+02
   600   0.232241E+04   0.142336E+02   0.306492E+02   0.546766E+06   0.199889E+02
   601   0.231394E+04   0.144915E+02   0.311008E+02   0.545209E+06   0.204145E+02
   602   0.230537E+04   0.147514E+02   0.315233E+02   0.543657E+06   0.208604E+02
   603   0.229665E+04   0.150154E+02   0.319187E+02   0.542112E+06   0.213263E+02
   604   0.228798E+04   0.152814E+02   0.322843E+02   0.540573E+06   0.218119E+02
   605   0.227916E+04   0.155502E+02   0.326207E+02   0.539041E+06   0.223169E+02
   606   0.227032E+04   0.158216E+02   0.329276E+02   0.537514E+06   0.228411E+02
   607   0.226118E+04   0.160958E+02   0.332045E+02   0.535993E+06   0.233841E+02
   608   0.225217E+04   0.163727E+02   0.334513E+02   0.534478E+06   0.239457E+02
   609   0.224315E+04   0.166510E+02   0.336676E+02   0.532970E+06   0.245256E+02
   610   0.223397E+04   0.169312E+02   0.338530E+02   0.531467E+06   0.251235E+02
   611   0.222478E+04   0.172142E+02   0.340081E+02   0.529970E+06   0.257390E+02
   612   0.221558E+04   0.175000E+02   0.341332E+02   0.528479E+06   0.263720E+02
   613   0.220623E+04   0.177848E+02   0.342259E+02   0.526994E+06   0.270221E+02
   614   0.219693E+04   0.180733E+02   0.342872E+02   0.525515E+06   0.276890E+02
   615   0.218756E+04   0.183622E+02   0.343177E+02   0.524042E+06   0.283725E+02
   616   0.217817E+04   0.186540E+02   0.343169E+02   0.522575E+06   0.290722E+02
   617   0.216886E+04   0.189472E+02   0.342847E+02   0.521113E+06   0.297879E+02
   618   0.215946E+04   0.192417E+02   0.342199E+02   0.519657E+06   0.305193E+02
   619   0.214998E+04   0.195383E+02   0.341252E+02   0.518207E+06   0.312661E+02
   620   0.214064E+04   0.198340E+02   0.339980E+02   0.516763E+06   0.320280E+02
   621   0.213114E+04   0.201319E+02   0.338389E+02   0.515324E+06   0.328047E+02
   622   0.212171E+04   0.204304E+02   0.336474E+02   0.513891E+06   0.335960E+02
   623   0.211235E+04   0.207288E+02   0.334256E+02   0.512463E+06   0.344015E+02
   624   0.210291E+04   0.210279E+02   0.331715E+02   0.511042E+06   0.352209E+02
   625   0.209347E+04   0.213276E+02   0.328850E+02   0.509625E+06   0.360540E+02
   626   0.208409E+04   0.216281E+02   0.325671E+02   0.508215E+06   0.369005E+02
   627   0.207479E+04   0.219284E+02   0.322176E+02   0.506809E+06   0.377601E+02
   628   0.206548E+04   0.222288E+02   0.318362E+02   0.505410E+06   0.386325E+02
   629   0.205624E+04   0.225291E+02   0.314232E+02   0.504015E+06   0.395174E+02
   630   0.204692E+04   0.228293E+02   0.309776E+02   0.502627E+06   0.404145E+02
   631   0.203768E+04   0.231296E+02   0.305021E+02   0.501243E+06   0.413236E+02
   632   0.202858E+04   0.234291E+02   0.299942E+02   0.499866E+06   0.422444E+02
   633   0.201940E+04   0.237293E+02   0.294558E+02   0.498493E+06   0.431765E+02
   634   0.201037E+04   0.240273E+02   0.288865E+02   0.497126E+06   0.441196E+02
   635   0.200141E+04   0.243261E+02   0.282864E+02   0.495764E+06   0.450736E+02
   636   0.199238E+04   0.246249E+02   0.276559E+02   0.494407E+06   0.460381E+02
   637   0.198349E+04   0.249208E+02   0.269940E+02   0.493056E+06   0.470127E+02
   638   0.197468E+04   0.252174E+02   0.263027E+02   0.491710E+06   0.479973E+02
   639   0.196594E+04   0.255119E+02   0.255806E+02   0.490369E+06   0.489916E+02
   640   0.195728E+04   0.258064E+02   0.248290E+02   0.489033E+06   0.499952E+02
   641   0.194869E+04   0.260996E+02   0.240476E+02   0.487703E+06   0.510078E+02
   642   0.194010E+04   0.263905E+02   0.232368E+02   0.486378E+06   0.520292E+02
   643   0.193166E+04   0.266816E+02   0.223969E+02   0.485057E+06   0.530591E+02
   644   0.192337E+04   0.269691E+02   0.215281E+02   0.483742E+06   0.540973E+02
   645   0.191509E+04   0.272559E+02   0.206305E+02   0.482432E+06   0.551433E+02
   646   0.190688E+04   0.275413E+02   0.197044E+02   0.481127E+06   0.561969E+02
   647   0.189889E+04   0.278247E+02   0.187496E+02   0.479827E+06   0.572579E+02
   648   0.189084E+04   0.281067E+02   0.177678E+02   0.478532E+06   0.583259E+02
   649   0.188301E+04   0.283859E+02   0.167580E+02   0.477242E+06   0.594007E+02
   650   0.187526E+04   0.286630E+02   0.157212E+02   0.475957E+06   0.604819E+02
   651   0.186758E+04   0.289395E+02   0.146572E+02   0.474677E+06   0.615693E+02
   652   0.185999E+04   0.292131E+02   0.135667E+02   0.473401E+06   0.626625E+02
   653   0.185263E+04   0.294831E+02   0.124508E+02   0.472131E+06   0.637612E+02
   654   0.184528E+04   0.297517E+02   0.113103E+02   0.470865E+06   0.648648E+02
   655   0.183801E+04   0.300180E+02   0.101442E+02   0.469604E+06   0.659732E+02
   656   0.183098E+04   0.302813E+02   0.895391E+01   0.468348E+06   0.670858E+02
   657   0.182404E+04   0.305416E+02   0.774075E+01   0.467097E+06   0.682023E+02
   658   0.181712E+04   0.307995E+02   0.650382E+01   0.465850E+06   0.693223E+02
   659   0.181051E+04   0.310542E+02   0.524448E+01   0.464609E+06   0.704455E+02
   660   0.180400E+04   0.313050E+02   0.396332E+01   0.463371E+06   0.715714E+02
   661   0.179759E+04   0.315526E+02   0.266169E+01   0.462139E+06   0.726997E+02
   662   0.179135E+04   0.317976E+02   0.133796E+01   0.460911E+06   0.738301E+02
   663   0.178521E+04   0.320393E+02  -0.653380E-02   0.459688E+06   0.749620E+02
   664   0.177924E+04   0.322762E+02  -0.136970E+01   0.458470E+06   0.760952E+02
   665   0.177339E+04   0.325097E+02  -0.275241E+01   0.457256E+06   0.772292E+02
   666   0.176771E+04   0.327397E+02  -0.415335E+01   0.456047E+06   0.783637E+02
   667   0.176222E+04   0.329656E+02  -0.557264E+01   0.454842E+06   0.794983E+02
   668   0.175676E+04   0.331878E+02  -0.700969E+01   0.453642E+06   0.806326E+02
   669   0.175163E+04   0.334058E+02  -0.846315E+01   0.452447E+06   0.817663E+02
   670   0.174655E+04   0.336194E+02  -0.993168E+01   0.451256E+06   0.828989E+02
   671   0.174173E+04   0.338301E+02  -0.114169E+02   0.450069E+06   0.840301E+02
   672   0.173696E+04   0.340349E+02  -0.129175E+02   0.448887E+06   0.851595E+02
   673   0.173245E+04   0.342367E+02  -0.144314E+02   0.447709E+06   0.862867E+02
   674   0.172807E+04   0.344332E+02  -0.159594E+02   0.446536E+06   0.874113E+02
   675   0.172388E+04   0.346252E+02  -0.175010E+02   0.445367E+06   0.885330E+02
   676   0.171982E+04   0.348125E+02  -0.190540E+02   0.444203E+06   0.896514E+02
   677   0.171596E+04   0.349952E+02  -0.206194E+02   0.443042E+06   0.907661E+02
   678   0.171230E+04   0.351725E+02  -0.221965E+02   0.441887E+06   0.918767E+02
   679   0.170878E+04   0.353457E+02  -0.237841E+02   0.440735E+06   0.929828E+02
   680   0.170553E+04   0.355142E+02  -0.253822E+02   0.439588E+06   0.940841E+02
   681   0.170243E+04   0.356772E+02  -0.269888E+02   0.438445E+06   0.951801E+02
   682   0.169945E+04   0.358345E+02  -0.286055E+02   0.437306E+06   0.962705E+02
   683   0.169677E+04   0.359884E+02  -0.302317E+02   0.436172E+06   0.973550E+02
   684   0.169415E+04   0.361351E+02  -0.318653E+02   0.435042E+06   0.984331E+02
   685   0.169167E+04   0.362776E+02  -0.335065E+02   0.433916E+06   0.995044E+02
   686   0.168942E+04   0.364143E+02  -0.351464E+02   0.432794E+06   0.100569E+03
   687   0.168745E+04   0.365467E+02  -0.367964E+02   0.431676E+06   0.101625E+03
   688   0.168557E+04   0.366725E+02  -0.384544E+02   0.430562E+06   0.102674E+03
   689   0.168390E+04   0.367931E+02  -0.401131E+02   0.429453E+06   0.103715E+03
   690   0.168239E+04   0.369093E+02  -0.417801E+02   0.428347E+06   0.104747E+03
   691   0.168110E+04   0.370180E+02  -0.434480E+02   0.427246E+06   0.105770E+03
   692   0.167997E+04   0.371229E+02  -0.451171E+02   0.426148E+06   0.106783E+03
   693   0.167908E+04   0.372218E+02  -0.467948E+02   0.425055E+06   0.107787E+03
   694   0.167826E+04   0.373145E+02  -0.484666E+02   0.423966E+06   0.108780E+03
   695   0.167776E+04   0.374033E+02  -0.501399E+02   0.422880E+06   0.109763E+03
   696   0.167742E+04   0.374852E+02  -0.518297E+02   0.421799E+06   0.110735E+03
   697   0.167725E+04   0.375616E+02  -0.535065E+02   0.420722E+06   0.111696E+03
   698   0.167724E+04   0.376317E+02  -0.551854E+02   0.419648E+06   0.112645E+03
   699   0.167740E+04   0.376969E+02  -0.568589E+02   0.418578E+06   0.113582E+03
   700   0.167781E+04   0.377558E+02  -0.585346E+02   0.417512E+06   0.114507E+03
   701   0.167838E+04   0.378091E+02  -0.602128E+02   0.416450E+06   0.115418E+03
   702   0.167914E+04   0.378573E+02  -0.618783E+02   0.415392E+06   0.116317E+03
   703   0.168006E+04   0.378990E+02  -0.635606E+02   0.414338E+06   0.117203E+03
   704   0.168117E+04   0.379357E+02  -0.652225E+02   0.413287E+06   0.118076E+03
   705   0.168238E+04   0.379657E+02  -0.668786E+02   0.412241E+06   0.118936E+03
   706   0.168384E+04   0.379905E+02  -0.685362E+02   0.411198E+06   0.119782E+03
   707   0.168542E+04   0.380093E+02  -0.701875E+02   0.410158E+06   0.120616E+03
   708   0.168732E+04   0.380228E+02  -0.718176E+02   0.409123E+06   0.121436E+03
   709   0.168926E+04   0.380301E+02  -0.734560E+02   0.408091E+06   0.122243E+03
   710   0.169146E+04   0.380313E+02  -0.750802E+02   0.407063E+06   0.123036E+03
   711   0.169377E+04   0.380269E+02  -0.766900E+02   0.406038E+06   0.123816E+03
   712   0.169628E+04   0.380170E+02  -0.783001E+02   0.405018E+06   0.124583E+03
   713   0.169905E+04   0.380008E+02  -0.798879E+02   0.404001E+06   0.125336E+03
   714   0.170179E+04   0.379796E+02  -0.814682E+02   0.402987E+06   0.126075E+03
   715   0.170479E+04   0.379520E+02  -0.830408E+02   0.401977E+06   0.126801E+03
   716   0.170800E+04   0.379186E+02  -0.845980E+02   0.400971E+06   0.127512E+03
   717   0.171132E+04   0.378801E+02  -0.861322E+02   0.399968E+06   0.128210E+03
   718   0.171477E+04   0.378357E+02  -0.876655E+02   0.398969E+06   0.128894E+03
   719   0.171842E+04   0.377838E+02  -0.891679E+02   0.397973E+06   0.129565E+03
   720   0.172212E+04   0.377274E+02  -0.906691E+02   0.396981E+06   0.130221E+03
   721   0.172618E+04   0.376665E+02  -0.921391E+02   0.395992E+06   0.130863E+03
   722   0.173022E+04   0.375986E+02  -0.935926E+02   0.395007E+06   0.131491E+03
   723   0.173446E+04   0.375261E+02  -0.950367E+02   0.394026E+06   0.132104E+03
   724   0.173884E+04   0.374473E+02  -0.964639E+02   0.393048E+06   0.132704E+03
   725   0.174335E+04   0.373637E+02  -0.978666E+02   0.392073E+06   0.133289E+03
   726   0.174807E+04   0.372760E+02  -0.992445E+02   0.391101E+06   0.133860E+03
   727   0.175286E+04   0.371811E+02  -0.100612E+03   0.390134E+06   0.134416E+03
   728   0.175779E+04   0.370798E+02  -0.101955E+03   0.389169E+06   0.134958E+03
   729   0.176286E+04   0.369741E+02  -0.103280E+03   0.388208E+06   0.135485E+03
   730   0.176800E+04   0.368634E+02  -0.104579E+03   0.387250E+06   0.135997E+03
   731   0.177343E+04   0.367460E+02  -0.105853E+03   0.386296E+06   0.136495E+03
   732   0.177885E+04   0.366256E+02  -0.107100E+03   0.385345E+06   0.136978E+03
   733   0.178450E+04   0.364984E+02  -0.108337E+03   0.384397E+06   0.137447E+03
   734   0.179023E+04   0.363667E+02  -0.109532E+03   0.383452E+06   0.137900E+03
   735   0.179610E+04   0.362288E+02  -0.110723E+03   0.382511E+06   0.138338E+03
   736   0.180198E+04   0.360862E+02  -0.111872E+03   0.381573E+06   0.138762E+03
   737   0.180809E+04   0.359396E+02  -0.113010E+03   0.380638E+06   0.139170E+03
   738   0.181420E+04   0.357882E+02  -0.114105E+03   0.379707E+06   0.139563E+03
   739   0.182047E+04   0.356311E+02  -0.115181E+03   0.378778E+06   0.139941E+03
   740   0.182682E+04   0.354691E+02  -0.116236E+03   0.377853E+06   0.140304E+03
   741   0.183334E+04   0.353014E+02  -0.117264E+03   0.376931E+06   0.140651E+03
   742   0.183994E+04   0.351316E+02  -0.118257E+03   0.376012E+06   0.140984E+03
   743   0.184663E+04   0.349575E+02  -0.119229E+03   0.375097E+06   0.141300E+03
   744   0.185348E+04   0.347774E+02  -0.120165E+03   0.374184E+06   0.141601E+03
   745   0.186035E+04   0.345929E+02  -0.121088E+03   0.373275E+06   0.141887E+03
   746   0.186724E+04   0.344045E+02  -0.121960E+03   0.372368E+06   0.142156E+03
   747   0.187423E+04   0.342108E+02  -0.122818E+03   0.371465E+06   0.142411E+03
   748   0.188138E+04   0.340140E+02  -0.123646E+03   0.370565E+06   0.142649E+03
   749   0.188863E+04   0.338110E+02  -0.124453E+03   0.369667E+06   0.142872E+03
   750   0.189591E+04   0.336054E+02  -0.125224E+03   0.368773E+06   0.143078E+03
   751   0.190329E+04   0.333950E+02  -0.125964E+03   0.367882E+06   0.143269E+03
   752   0.191077E+04   0.331820E+02  -0.126667E+03   0.366994E+06   0.143445E+03
   753   0.191828E+04   0.329634E+02  -0.127347E+03   0.366108E+06   0.143606E+03
   754   0.192581E+04   0.327421E+02  -0.127989E+03   0.365226E+06   0.143753E+03
   755   0.193351E+04   0.325168E+02  -0.128608E+03   0.364347E+06   0.143886E+03
   756   0.194109E+04   0.322880E+02  -0.129194E+03   0.363470E+06   0.144008E+03
   757   0.194892E+04   0.320566E+02  -0.129742E+03   0.362597E+06   0.144117E+03
   758   0.195662E+04   0.318210E+02  -0.130257E+03   0.361726E+06   0.144215E+03
   759   0.196450E+04   0.315820E+02  -0.130748E+03   0.360859E+06   0.144302E+03
   760   0.197233E+04   0.313403E+02  -0.131205E+03   0.359994E+06   0.144379E+03
   761   0.198018E+04   0.310959E+02  -0.131629E+03   0.359132E+06   0.144447E+03
   762   0.198820E+04   0.308487E+02  -0.132019E+03   0.358273E+06   0.144507E+03
   763   0.199609E+04   0.305996E+02  -0.132376E+03   0.357417E+06   0.144558E+03
   764   0.200408E+04   0.303469E+02  -0.132705E+03   0.356563E+06   0.144602E+03
   765   0.201202E+04   0.300915E+02  -0.132992E+03   0.355713E+06   0.144640E+03
   766   0.202006E+04   0.298348E+02  -0.133251E+03   0.354865E+06   0.144672E+03
   767   0.202804E+04   0.295761E+02  -0.133475E+03   0.354020E+06   0.144698E+03
   768   0.203604E+04   0.293146E+02  -0.133656E+03   0.353178E+06   0.144720E+03
   769   0.204406E+04   0.290503E+02  -0.133815E+03   0.352339E+06   0.144738E+03
   770   0.205203E+04   0.287854E+02  -0.133937E+03   0.351502E+06   0.144752E+03
   771   0.206002E+04   0.285184E+02  -0.134023E+03   0.350668E+06   0.144764E+03
   772   0.206795E+04   0.282501E+02  -0.134063E+03   0.349837E+06   0.144774E+03
   773   0.207590E+04   0.279804E+02  -0.134081E+03   0.349009E+06   0.144783E+03
   774   0.208380E+04   0.277093E+02  -0.134068E+03   0.348183E+06   0.144791E+03
   775   0.209179E+04   0.274368E+02  -0.134017E+03   0.347360E+06   0.144800E+03
   776   0.209958E+04   0.271637E+02  -0.133934E+03   0.346539E+06   0.144809E+03
   777   0.210738E+04   0.268891E+02  -0.133812E+03   0.345722E+06   0.144819E+03
   778   0.211535E+04   0.266139E+02  -0.133650E+03   0.344907E+06   0.144831E+03
   779   0.212304E+04   0.263380E+02  -0.133464E+03   0.344094E+06   0.144846E+03
   780   0.213074E+04   0.260599E+02  -0.133237E+03   0.343284E+06   0.144865E+03
   781   0.213846E+04   0.257833E+02  -0.132984E+03   0.342477E+06   0.144888E+03
   782   0.214605E+04   0.255052E+02  -0.132705E+03   0.341673E+06   0.144915E+03
   783   0.215366E+04   0.252272E+02  -0.132377E+03   0.340871E+06   0.144948E+03
   784   0.216120E+04   0.249491E+02  -0.132015E+03   0.340071E+06   0.144986E+03
   785   0.216862E+04   0.246703E+02  -0.131625E+03   0.339274E+06   0.145032E+03
   786   0.217604E+04   0.243914E+02  -0.131178E+03   0.338480E+06   0.145085E+03
   787   0.218334E+04   0.241133E+02  -0.130710E+03   0.337688E+06   0.145146E+03
   788   0.219057E+04   0.238343E+02  -0.130214E+03   0.336899E+06   0.145216E+03
   789   0.219774E+04   0.235546E+02  -0.129689E+03   0.336112E+06   0.145295E+03
   790   0.220493E+04   0.232777E+02  -0.129121E+03   0.335328E+06   0.145384E+03
   791   0.221198E+04   0.230000E+02  -0.128515E+03   0.334546E+06   0.145484E+03
   792   0.221897E+04   0.227237E+02  -0.127886E+03   0.333767E+06   0.145595E+03
   793   0.222582E+04   0.224488E+02  -0.127213E+03   0.332990E+06   0.145719E+03
   794   0.223253E+04   0.221745E+02  -0.126516E+03   0.332216E+06   0.145855E+03
   795   0.223919E+04   0.219000E+02  -0.125781E+03   0.331444E+06   0.146004E+03
   796   0.224593E+04   0.216277E+02  -0.125022E+03   0.330675E+06   0.146168E+03
   797   0.225238E+04   0.213552E+02  -0.124224E+03   0.329907E+06   0.146346E+03
   798   0.225877E+04   0.210847E+02  -0.123401E+03   0.329143E+06   0.146540E+03
   799   0.226509E+04   0.208155E+02  -0.122546E+03   0.328380E+06   0.146750E+03
   800   0.227135E+04   0.205469E+02  -0.121658E+03   0.327620E+06   0.146976E+03
   801   0.227747E+04   0.202804E+02  -0.120744E+03   0.326863E+06   0.147220E+03
   802   0.228338E+04   0.200151E+02  -0.119782E+03   0.326108E+06   0.147480E+03
   803   0.228936E+04   0.197505E+02  -0.118808E+03   0.325355E+06   0.147755E+03
   804   0.229513E+04   0.194889E+02  -0.117793E+03   0.324604E+06   0.148044E+03
   805   0.230090E+04   0.192287E+02  -0.116752E+03   0.323856E+06   0.148346E+03
   806   0.230644E+04   0.189702E+02  -0.115685E+03   0.323110E+06   0.148659E+03
   807   0.231184E+04   0.187147E+02  -0.114590E+03   0.322366E+06   0.148983E+03
   808   0.231708E+04   0.184616E+02  -0.113461E+03   0.321625E+06   0.149316E+03
   809   0.232232E+04   0.182110E+02  -0.112313E+03   0.320886E+06   0.149658E+03
   810   0.232732E+04   0.179629E+02  -0.111129E+03   0.320149E+06   0.150006E+03
   811   0.233217E+04   0.177173E+02  -0.109919E+03   0.319414E+06   0.150360E+03
   812   0.233693E+04   0.174759E+02  -0.108687E+03   0.318682E+06   0.150720E+03
   813   0.234153E+04   0.172357E+02  -0.107431E+03   0.317952E+06   0.151082E+03
   814   0.234612E+04   0.169997E+02  -0.106150E+03   0.317224E+06   0.151447E+03
   815   0.235046E+04   0.167665E+02  -0.104844E+03   0.316498E+06   0.151814E+03
   816   0.235456E+04   0.165369E+02  -0.103515E+03   0.315775E+06   0.152180E+03
   817   0.235857E+04   0.163102E+02  -0.102163E+03   0.315054E+06   0.152545E+03
   818   0.236255E+04   0.160879E+02  -0.100788E+03   0.314335E+06   0.152909E+03
   819   0.236629E+04   0.158687E+02  -0.993911E+02   0.313618E+06   0.153269E+03
   820   0.236992E+04   0.156533E+02  -0.979717E+02   0.312903E+06   0.153624E+03
   821   0.237330E+04   0.154410E+02  -0.965329E+02   0.312191E+06   0.153974E+03
   822   0.237658E+04   0.152341E+02  -0.950730E+02   0.311480E+06   0.154317E+03
   823   0.237968E+04   0.150304E+02  -0.935926E+02   0.310772E+06   0.154652E+03
   824   0.238251E+04   0.148315E+02  -0.920921E+02   0.310066E+06   0.154978E+03
   825   0.238532E+04   0.146359E+02  -0.905738E+02   0.309362E+06   0.155293E+03
   826   0.238786E+04   0.144460E+02  -0.890367E+02   0.308660E+06   0.155598E+03
   827   0.239021E+04   0.142595E+02  -0.874828E+02   0.307961E+06   0.155889E+03
   828   0.239252E+04   0.140780E+02  -0.859112E+02   0.307263E+06   0.156167E+03
   829   0.239456E+04   0.139016E+02  -0.843233E+02   0.306568E+06   0.156430E+03
   830   0.239648E+04   0.137295E+02  -0.827212E+02   0.305874E+06   0.156678E+03
   831   0.239820E+04   0.135619E+02  -0.811031E+02   0.305183E+06   0.156908E+03
   832   0.239973E+04   0.133987E+02  -0.794704E+02   0.304493E+06   0.157119E+03
   833   0.240113E+04   0.132408E+02  -0.778236E+02   0.303806E+06   0.157311E+03
   834   0.240225E+04   0.130874E+02  -0.761627E+02   0.303121E+06   0.157483E+03
   835   0.240331E+04   0.129402E+02  -0.744888E+02   0.302438E+06   0.157633E+03
   836   0.240402E+04   0.127969E+02  -0.728019E+02   0.301757E+06   0.157760E+03
   837   0.240468E+04   0.126591E+02  -0.711033E+02   0.301077E+06   0.157862E+03
   838   0.240512E+04   0.125269E+02  -0.693928E+02   0.300400E+06   0.157940E+03
   839   0.240527E+04   0.123995E+02  -0.676703E+02   0.299725E+06   0.157991E+03
   840   0.240536E+04   0.122785E+02  -0.659377E+02   0.299052E+06   0.158015E+03
   841   0.240523E+04   0.121617E+02  -0.641964E+02   0.298381E+06   0.158009E+03
   842   0.240489E+04   0.120500E+02  -0.624434E+02   0.297711E+06   0.157974E+03
   843   0.240440E+04   0.119441E+02  -0.606843E+02   0.297044E+06   0.157909E+03
   844   0.240361E+04   0.118440E+02  -0.589152E+02   0.296379E+06   0.157810E+03
   845   0.240275E+04   0.117484E+02  -0.571391E+02   0.295715E+06   0.157679E+03
   846   0.240174E+04   0.116602E+02  -0.553561E+02   0.295054E+06   0.157513E+03
   847   0.240057E+04   0.115759E+02  -0.535660E+02   0.294394E+06   0.157312E+03
   848   0.239918E+04   0.114976E+02  -0.517704E+02   0.293736E+06   0.157074E+03
   849   0.239747E+04   0.114247E+02  -0.499685E+02   0.293081E+06   0.156798E+03
   850   0.239576E+04   0.113581E+02  -0.481614E+02   0.292427E+06   0.156482E+03
   851   0.239374E+04   0.112970E+02  -0.463494E+02   0.291775E+06   0.156127E+03
   852   0.239156E+04   0.112421E+02  -0.445331E+02   0.291125E+06   0.155733E+03
   853   0.238921E+04   0.111922E+02  -0.427134E+02   0.290476E+06   0.155301E+03
   854   0.238662E+04   0.111488E+02  -0.408919E+02   0.289830E+06   0.154833E+03
   855   0.238379E+04   0.111111E+02  -0.390679E+02   0.289185E+06   0.154329E+03
   856   0.238094E+04   0.110778E+02  -0.372432E+02   0.288543E+06   0.153791E+03
   857   0.237777E+04   0.110512E+02  -0.354189E+02   0.287902E+06   0.153219E+03
   858   0.237443E+04   0.110320E+02  -0.335951E+02   0.287263E+06   0.152616E+03
   859   0.237092E+04   0.110159E+02  -0.317713E+02   0.286625E+06   0.151981E+03
   860   0.236731E+04   0.110066E+02  -0.299506E+02   0.285990E+06   0.151318E+03
   861   0.236344E+04   0.110036E+02  -0.281331E+02   0.285356E+06   0.150625E+03
   862   0.235940E+04   0.110060E+02  -0.263183E+02   0.284724E+06   0.149906E+03
   863   0.235518E+04   0.110148E+02  -0.245086E+02   0.284094E+06   0.149161E+03
   864   0.235078E+04   0.110285E+02  -0.227035E+02   0.283466E+06   0.148390E+03
   865   0.234605E+04   0.110486E+02  -0.209053E+02   0.282840E+06   0.147596E+03
   866   0.234150E+04   0.110745E+02  -0.191134E+02   0.282215E+06   0.146780E+03
   867   0.233655E+04   0.111070E+02  -0.173288E+02   0.281592E+06   0.145942E+03
   868   0.233149E+04   0.111447E+02  -0.155517E+02   0.280971E+06   0.145084E+03
   869   0.232623E+04   0.111883E+02  -0.137829E+02   0.280352E+06   0.144207E+03
   870   0.232079E+04   0.112372E+02  -0.120234E+02   0.279734E+06   0.143312E+03
