#    L    TT             EE             TE             PP             TP          
   107   0.288324E+04   0.800372E+00  -0.262145E+02   0.425347E+07   0.389411E+04
   108   0.291522E+04   0.813192E+00  -0.268422E+02   0.422545E+07   0.385804E+04
   109   0.294734E+04   0.825763E+00  -0.274675E+02   0.419762E+07   0.382240E+04
   110   0.297955E+04   0.838087E+00  -0.280889E+02   0.417000E+07   0.378717E+04
   111   0.301191E+04   0.850237E+00  -0.287081E+02   0.414258E+07   0.375233E+04
   112   0.304443E+04   0.862142E+00  -0.293244E+02   0.411536E+07   0.371787E+04
   113   0.307718E+04   0.873800E+00  -0.299361E+02   0.408835E+07   0.368379E+04
   114   0.311000E+04   0.885136E+00  -0.305427E+02   0.406153E+07   0.365010E+04
   115   0.314306E+04   0.896301E+00  -0.311440E+02   0.403493E+07   0.361680E+04
   116   0.317611E+04   0.907071E+00  -0.317394E+02   0.400852E+07   0.358389E+04
   117   0.320947E+04   0.917520E+00  -0.323280E+02   0.398232E+07   0.355137E+04
   118   0.324298E+04   0.927796E+00  -0.329106E+02   0.395631E+07   0.351924E+04
   119   0.327649E+04   0.937751E+00  -0.334851E+02   0.393051E+07   0.348751E+04
   120   0.331015E+04   0.947238E+00  -0.340513E+02   0.390491E+07   0.345617E+04
   121   0.334381E+04   0.956551E+00  -0.346093E+02   0.387950E+07   0.342523E+04
   122   0.337754E+04   0.965396E+00  -0.351583E+02   0.385430E+07   0.339469E+04
   123   0.341134E+04   0.973845E+00  -0.356983E+02   0.382930E+07   0.336455E+04
   124   0.344522E+04   0.981973E+00  -0.362264E+02   0.380450E+07   0.333481E+04
   125   0.347910E+04   0.989705E+00  -0.367447E+02   0.377989E+07   0.330547E+04
   126   0.351304E+04   0.997117E+00  -0.372525E+02   0.375548E+07   0.327654E+04
   127   0.354698E+04   0.100406E+01  -0.377491E+02   0.373127E+07   0.324802E+04
   128   0.358092E+04   0.101068E+01  -0.382338E+02   0.370726E+07   0.321991E+04
   129   0.361492E+04   0.101683E+01  -0.387057E+02   0.368344E+07   0.319220E+04
   130   0.364892E+04   0.102251E+01  -0.391641E+02   0.365982E+07   0.316491E+04
   131   0.368290E+04   0.102787E+01  -0.396105E+02   0.363640E+07   0.313803E+04
   132   0.371696E+04   0.103276E+01  -0.400420E+02   0.361317E+07   0.311155E+04
   133   0.375094E+04   0.103725E+01  -0.404608E+02   0.359014E+07   0.308547E+04
   134   0.378491E+04   0.104135E+01  -0.408625E+02   0.356729E+07   0.305977E+04
   135   0.381888E+04   0.104496E+01  -0.412501E+02   0.354464E+07   0.303445E+04
   136   0.385270E+04   0.104810E+01  -0.416199E+02   0.352218E+07   0.300950E+04
   137   0.388651E+04   0.105083E+01  -0.419742E+02   0.349990E+07   0.298490E+04
   138   0.392025E+04   0.105308E+01  -0.423115E+02   0.347781E+07   0.296065E+04
   139   0.395377E+04   0.105500E+01  -0.426312E+02   0.345591E+07   0.293674E+04
   140   0.398736E+04   0.105636E+01  -0.429339E+02   0.343419E+07   0.291316E+04
   141   0.402074E+04   0.105724E+01  -0.432175E+02   0.341265E+07   0.288989E+04
   142   0.405412E+04   0.105770E+01  -0.434828E+02   0.339129E+07   0.286694E+04
   143   0.408742E+04   0.105775E+01  -0.437298E+02   0.337011E+07   0.284429E+04
   144   0.412051E+04   0.105731E+01  -0.439577E+02   0.334911E+07   0.282193E+04
   145   0.415346E+04   0.105653E+01  -0.441660E+02   0.332829E+07   0.279985E+04
   146   0.418649E+04   0.105518E+01  -0.443545E+02   0.330764E+07   0.277804E+04
   147   0.421916E+04   0.105348E+01  -0.445220E+02   0.328717E+07   0.275650E+04
   148   0.425168E+04   0.105129E+01  -0.446697E+02   0.326687E+07   0.273521E+04
   149   0.428415E+04   0.104867E+01  -0.447965E+02   0.324674E+07   0.271417E+04
   150   0.431632E+04   0.104571E+01  -0.448999E+02   0.322678E+07   0.269336E+04
   151   0.434837E+04   0.104231E+01  -0.449830E+02   0.320699E+07   0.267278E+04
   152   0.438012E+04   0.103842E+01  -0.450444E+02   0.318736E+07   0.265242E+04
   153   0.441175E+04   0.103416E+01  -0.450817E+02   0.316790E+07   0.263227E+04
   154   0.444317E+04   0.102954E+01  -0.450972E+02   0.314861E+07   0.261232E+04
   155   0.447439E+04   0.102456E+01  -0.450900E+02   0.312948E+07   0.259257E+04
   156   0.450526E+04   0.101920E+01  -0.450602E+02   0.311051E+07   0.257301E+04
   157   0.453607E+04   0.101348E+01  -0.450063E+02   0.309171E+07   0.255363E+04
   158   0.456662E+04   0.100745E+01  -0.449289E+02   0.307306E+07   0.253443E+04
   159   0.459689E+04   0.100096E+01  -0.448280E+02   0.305458E+07   0.251539E+04
   160   0.462697E+04   0.994171E+00  -0.447021E+02   0.303625E+07   0.249651E+04
   161   0.465686E+04   0.987141E+00  -0.445527E+02   0.301808E+07   0.247779E+04
   162   0.468648E+04   0.979720E+00  -0.443797E+02   0.300006E+07   0.245921E+04
   163   0.471598E+04   0.971979E+00  -0.441816E+02   0.298220E+07   0.244078E+04
   164   0.474508E+04   0.963990E+00  -0.439599E+02   0.296449E+07   0.242247E+04
   165   0.477406E+04   0.955674E+00  -0.437123E+02   0.294693E+07   0.240428E+04
   166   0.480279E+04   0.947177E+00  -0.434403E+02   0.292953E+07   0.238622E+04
   167   0.483133E+04   0.938273E+00  -0.431446E+02   0.291227E+07   0.236826E+04
   168   0.485947E+04   0.929328E+00  -0.428229E+02   0.289516E+07   0.235040E+04
   169   0.488736E+04   0.920044E+00  -0.424752E+02   0.287820E+07   0.233264E+04
   170   0.491500E+04   0.910639E+00  -0.421029E+02   0.286139E+07   0.231497E+04
   171   0.494224E+04   0.901109E+00  -0.417039E+02   0.284472E+07   0.229738E+04
   172   0.496915E+04   0.891377E+00  -0.412795E+02   0.282819E+07   0.227986E+04
   173   0.499567E+04   0.881439E+00  -0.408297E+02   0.281181E+07   0.226240E+04
   174   0.502195E+04   0.871590E+00  -0.403545E+02   0.279557E+07   0.224500E+04
   175   0.504791E+04   0.861528E+00  -0.398531E+02   0.277947E+07   0.222766E+04
   176   0.507341E+04   0.851472E+00  -0.393256E+02   0.276351E+07   0.221036E+04
   177   0.509859E+04   0.841345E+00  -0.387732E+02   0.274768E+07   0.219310E+04
   178   0.512338E+04   0.831363E+00  -0.381945E+02   0.273200E+07   0.217590E+04
   179   0.514778E+04   0.821224E+00  -0.375893E+02   0.271644E+07   0.215875E+04
   180   0.517193E+04   0.811148E+00  -0.369591E+02   0.270103E+07   0.214167E+04
   181   0.519561E+04   0.801128E+00  -0.363037E+02   0.268574E+07   0.212464E+04
   182   0.521890E+04   0.791234E+00  -0.356218E+02   0.267058E+07   0.210769E+04
   183   0.524171E+04   0.781387E+00  -0.349145E+02   0.265556E+07   0.209080E+04
   184   0.526420E+04   0.771657E+00  -0.341812E+02   0.264066E+07   0.207399E+04
   185   0.528629E+04   0.762187E+00  -0.334239E+02   0.262589E+07   0.205726E+04
   186   0.530760E+04   0.752831E+00  -0.326397E+02   0.261125E+07   0.204061E+04
   187   0.532881E+04   0.743725E+00  -0.318299E+02   0.259673E+07   0.202405E+04
   188   0.534955E+04   0.734850E+00  -0.309959E+02   0.258233E+07   0.200758E+04
   189   0.536973E+04   0.726238E+00  -0.301362E+02   0.256805E+07   0.199120E+04
   190   0.538980E+04   0.717936E+00  -0.292529E+02   0.255390E+07   0.197492E+04
   191   0.540901E+04   0.709962E+00  -0.283430E+02   0.253986E+07   0.195875E+04
   192   0.542790E+04   0.702332E+00  -0.274086E+02   0.252594E+07   0.194268E+04
   193   0.544622E+04   0.695087E+00  -0.264512E+02   0.251214E+07   0.192672E+04
   194   0.546421E+04   0.688251E+00  -0.254684E+02   0.249845E+07   0.191087E+04
   195   0.548164E+04   0.681857E+00  -0.244623E+02   0.248488E+07   0.189515E+04
   196   0.549850E+04   0.675937E+00  -0.234323E+02   0.247142E+07   0.187954E+04
   197   0.551496E+04   0.670531E+00  -0.223796E+02   0.245807E+07   0.186406E+04
   198   0.553092E+04   0.665656E+00  -0.213034E+02   0.244483E+07   0.184872E+04
   199   0.554639E+04   0.661344E+00  -0.202045E+02   0.243169E+07   0.183350E+04
   200   0.556136E+04   0.657620E+00  -0.190835E+02   0.241867E+07   0.181842E+04
   201   0.557577E+04   0.654540E+00  -0.179395E+02   0.240575E+07   0.180349E+04
   202   0.558969E+04   0.652110E+00  -0.167740E+02   0.239293E+07   0.178869E+04
   203   0.560303E+04   0.650391E+00  -0.155861E+02   0.238022E+07   0.177404E+04
   204   0.561574E+04   0.649404E+00  -0.143787E+02   0.236761E+07   0.175952E+04
   205   0.562794E+04   0.649195E+00  -0.131496E+02   0.235510E+07   0.174513E+04
   206   0.563950E+04   0.649802E+00  -0.118999E+02   0.234270E+07   0.173089E+04
   207   0.565057E+04   0.651245E+00  -0.106300E+02   0.233039E+07   0.171677E+04
   208   0.566091E+04   0.653579E+00  -0.934020E+01   0.231819E+07   0.170279E+04
   209   0.567068E+04   0.656826E+00  -0.803096E+01   0.230608E+07   0.168894E+04
   210   0.567988E+04   0.661037E+00  -0.670301E+01   0.229407E+07   0.167522E+04
   211   0.568851E+04   0.666243E+00  -0.535635E+01   0.228216E+07   0.166162E+04
   212   0.569641E+04   0.672475E+00  -0.399183E+01   0.227034E+07   0.164815E+04
   213   0.570381E+04   0.679776E+00  -0.260933E+01   0.225862E+07   0.163481E+04
   214   0.571056E+04   0.688139E+00  -0.120996E+01   0.224699E+07   0.162159E+04
   215   0.571674E+04   0.697759E+00   0.205619E+00   0.223546E+07   0.160849E+04
   216   0.572227E+04   0.708450E+00   0.163800E+01   0.222402E+07   0.159552E+04
   217   0.572729E+04   0.720368E+00   0.308526E+01   0.221267E+07   0.158266E+04
   218   0.573166E+04   0.733512E+00   0.454770E+01   0.220141E+07   0.156992E+04
   219   0.573545E+04   0.747885E+00   0.602638E+01   0.219024E+07   0.155730E+04
   220   0.573867E+04   0.763634E+00   0.751691E+01   0.217916E+07   0.154480E+04
   221   0.574131E+04   0.780686E+00   0.902161E+01   0.216817E+07   0.153241E+04
   222   0.574336E+04   0.799189E+00   0.105391E+02   0.215727E+07   0.152013E+04
   223   0.574469E+04   0.819069E+00   0.120701E+02   0.214645E+07   0.150796E+04
   224   0.574558E+04   0.840327E+00   0.136111E+02   0.213572E+07   0.149590E+04
   225   0.574582E+04   0.863112E+00   0.151651E+02   0.212507E+07   0.148395E+04
   226   0.574548E+04   0.887424E+00   0.167285E+02   0.211451E+07   0.147211E+04
   227   0.574448E+04   0.913262E+00   0.183028E+02   0.210403E+07   0.146038E+04
   228   0.574297E+04   0.940629E+00   0.198867E+02   0.209364E+07   0.144875E+04
   229   0.574088E+04   0.969597E+00   0.214786E+02   0.208332E+07   0.143722E+04
   230   0.573813E+04   0.100017E+01   0.230796E+02   0.207309E+07   0.142579E+04
   231   0.573472E+04   0.103242E+01   0.246888E+02   0.206293E+07   0.141447E+04
   232   0.573080E+04   0.106627E+01   0.263049E+02   0.205285E+07   0.140324E+04
   233   0.572630E+04   0.110194E+01   0.279265E+02   0.204286E+07   0.139211E+04
   234   0.572106E+04   0.113930E+01   0.295545E+02   0.203293E+07   0.138108E+04
   235   0.571531E+04   0.117841E+01   0.311873E+02   0.202309E+07   0.137014E+04
   236   0.570889E+04   0.121927E+01   0.328251E+02   0.201332E+07   0.135929E+04
   237   0.570189E+04   0.126195E+01   0.344665E+02   0.200362E+07   0.134854E+04
   238   0.569430E+04   0.130654E+01   0.361115E+02   0.199400E+07   0.133787E+04
   239   0.568619E+04   0.135289E+01   0.377596E+02   0.198445E+07   0.132730E+04
   240   0.567734E+04   0.140106E+01   0.394085E+02   0.197497E+07   0.131682E+04
   241   0.566806E+04   0.145121E+01   0.410591E+02   0.196557E+07   0.130642E+04
   242   0.565818E+04   0.150318E+01   0.427107E+02   0.195623E+07   0.129610E+04
   243   0.564771E+04   0.155714E+01   0.443619E+02   0.194697E+07   0.128587E+04
   244   0.563665E+04   0.161300E+01   0.460136E+02   0.193777E+07   0.127572E+04
   245   0.562500E+04   0.167084E+01   0.476628E+02   0.192864E+07   0.126566E+04
   246   0.561283E+04   0.173065E+01   0.493111E+02   0.191957E+07   0.125567E+04
   247   0.560013E+04   0.179237E+01   0.509564E+02   0.191058E+07   0.124576E+04
   248   0.558685E+04   0.185637E+01   0.525987E+02   0.190164E+07   0.123593E+04
   249   0.557312E+04   0.192213E+01   0.542375E+02   0.189277E+07   0.122617E+04
   250   0.555879E+04   0.199008E+01   0.558712E+02   0.188397E+07   0.121649E+04
   251   0.554402E+04   0.205995E+01   0.575007E+02   0.187522E+07   0.120688E+04
   252   0.552857E+04   0.213195E+01   0.591245E+02   0.186654E+07   0.119734E+04
   253   0.551282E+04   0.220588E+01   0.607411E+02   0.185792E+07   0.118787E+04
   254   0.549647E+04   0.228205E+01   0.623505E+02   0.184937E+07   0.117848E+04
   255   0.547960E+04   0.236016E+01   0.639526E+02   0.184087E+07   0.116915E+04
   256   0.546227E+04   0.244060E+01   0.655475E+02   0.183243E+07   0.115989E+04
   257   0.544448E+04   0.252294E+01   0.671270E+02   0.182405E+07   0.115071E+04
   258   0.542616E+04   0.260755E+01   0.687036E+02   0.181573E+07   0.114159E+04
   259   0.540738E+04   0.269430E+01   0.702625E+02   0.180747E+07   0.113253E+04
   260   0.538822E+04   0.278320E+01   0.718186E+02   0.179927E+07   0.112355E+04
   261   0.536852E+04   0.287419E+01   0.733495E+02   0.179112E+07   0.111463E+04
   262   0.534828E+04   0.296749E+01   0.748775E+02   0.178303E+07   0.110578E+04
   263   0.532787E+04   0.306290E+01   0.763952E+02   0.177500E+07   0.109699E+04
   264   0.530685E+04   0.316050E+01   0.778950E+02   0.176702E+07   0.108826E+04
   265   0.528529E+04   0.326023E+01   0.793696E+02   0.175910E+07   0.107960E+04
   266   0.526340E+04   0.336232E+01   0.808413E+02   0.175124E+07   0.107100E+04
   267   0.524097E+04   0.346640E+01   0.822877E+02   0.174343E+07   0.106247E+04
   268   0.521814E+04   0.357287E+01   0.837236E+02   0.173567E+07   0.105399E+04
   269   0.519476E+04   0.368143E+01   0.851417E+02   0.172797E+07   0.104558E+04
   270   0.517113E+04   0.379217E+01   0.865419E+02   0.172032E+07   0.103722E+04
   271   0.514702E+04   0.390503E+01   0.879241E+02   0.171272E+07   0.102893E+04
   272   0.512266E+04   0.402031E+01   0.892811E+02   0.170518E+07   0.102069E+04
   273   0.509781E+04   0.413743E+01   0.906274E+02   0.169768E+07   0.101252E+04
   274   0.507264E+04   0.425699E+01   0.919410E+02   0.169024E+07   0.100440E+04
   275   0.504705E+04   0.437849E+01   0.932440E+02   0.168285E+07   0.996335E+03
   276   0.502120E+04   0.450215E+01   0.945142E+02   0.167551E+07   0.988329E+03
   277   0.499487E+04   0.462799E+01   0.957737E+02   0.166822E+07   0.980378E+03
   278   0.496827E+04   0.475595E+01   0.970004E+02   0.166098E+07   0.972482E+03
   279   0.494133E+04   0.488596E+01   0.982016E+02   0.165379E+07   0.964641E+03
   280   0.491405E+04   0.501802E+01   0.993921E+02   0.164664E+07   0.956854E+03
   281   0.488657E+04   0.515224E+01   0.100550E+03   0.163954E+07   0.949119E+03
   282   0.485860E+04   0.528831E+01   0.101682E+03   0.163249E+07   0.941437E+03
   283   0.483043E+04   0.542648E+01   0.102788E+03   0.162549E+07   0.933806E+03
   284   0.480199E+04   0.556667E+01   0.103869E+03   0.161854E+07   0.926227E+03
   285   0.477328E+04   0.570891E+01   0.104925E+03   0.161163E+07   0.918698E+03
   286   0.474421E+04   0.585304E+01   0.105947E+03   0.160476E+07   0.911218E+03
   287   0.471486E+04   0.599909E+01   0.106951E+03   0.159794E+07   0.903788E+03
   288   0.468531E+04   0.614705E+01   0.107922E+03   0.159117E+07   0.896406E+03
   289   0.465548E+04   0.629688E+01   0.108868E+03   0.158443E+07   0.889072E+03
   290   0.462544E+04   0.644843E+01   0.109787E+03   0.157775E+07   0.881785E+03
   291   0.459519E+04   0.660245E+01   0.110666E+03   0.157110E+07   0.874545E+03
   292   0.456443E+04   0.675783E+01   0.111527E+03   0.156450E+07   0.867350E+03
   293   0.453375E+04   0.691423E+01   0.112348E+03   0.155794E+07   0.860200E+03
   294   0.450271E+04   0.707313E+01   0.113150E+03   0.155142E+07   0.853095E+03
   295   0.447168E+04   0.723307E+01   0.113911E+03   0.154494E+07   0.846034E+03
   296   0.444028E+04   0.739552E+01   0.114647E+03   0.153850E+07   0.839016E+03
   297   0.440874E+04   0.755829E+01   0.115357E+03   0.153210E+07   0.832040E+03
   298   0.437691E+04   0.772360E+01   0.116026E+03   0.152575E+07   0.825107E+03
   299   0.434500E+04   0.789073E+01   0.116662E+03   0.151943E+07   0.818214E+03
   300   0.431286E+04   0.805819E+01   0.117264E+03   0.151315E+07   0.811362E+03
   301   0.428058E+04   0.822749E+01   0.117841E+03   0.150690E+07   0.804550E+03
   302   0.424822E+04   0.839789E+01   0.118392E+03   0.150070E+07   0.797777E+03
   303   0.421571E+04   0.857014E+01   0.118901E+03   0.149453E+07   0.791043E+03
   304   0.418305E+04   0.874425E+01   0.119370E+03   0.148840E+07   0.784346E+03
   305   0.415032E+04   0.891875E+01   0.119812E+03   0.148231E+07   0.777687E+03
   306   0.411743E+04   0.909437E+01   0.120220E+03   0.147625E+07   0.771064E+03
   307   0.408447E+04   0.927114E+01   0.120586E+03   0.147024E+07   0.764477E+03
   308   0.405143E+04   0.945054E+01   0.120933E+03   0.146425E+07   0.757924E+03
   309   0.401839E+04   0.962962E+01   0.121231E+03   0.145830E+07   0.751406E+03
   310   0.398520E+04   0.980911E+01   0.121501E+03   0.145239E+07   0.744921E+03
   311   0.395200E+04   0.999127E+01   0.121729E+03   0.144652E+07   0.738470E+03
   312   0.391881E+04   0.101731E+02   0.121930E+03   0.144068E+07   0.732050E+03
   313   0.388554E+04   0.103562E+02   0.122088E+03   0.143487E+07   0.725662E+03
   314   0.385227E+04   0.105404E+02   0.122218E+03   0.142910E+07   0.719305E+03
   315   0.381900E+04   0.107244E+02   0.122306E+03   0.142336E+07   0.712978E+03
   316   0.378572E+04   0.109095E+02   0.122357E+03   0.141766E+07   0.706680E+03
   317   0.375245E+04   0.110944E+02   0.122374E+03   0.141199E+07   0.700410E+03
   318   0.371917E+04   0.112813E+02   0.122354E+03   0.140635E+07   0.694169E+03
   319   0.368596E+04   0.114680E+02   0.122298E+03   0.140075E+07   0.687955E+03
   320   0.365283E+04   0.116551E+02   0.122214E+03   0.139518E+07   0.681768E+03
   321   0.361970E+04   0.118435E+02   0.122086E+03   0.138964E+07   0.675606E+03
