#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.383158E-04   0.147886E+08   0.147886E+08   0.195465E+08   0.195416E+08   0.147903E+08   0.147886E+08   0.147886E+08   0.147944E+08  -0.431278E+00   0.782734E+07   0.782733E+07   0.204702E+02
   0.423263E-04   0.147915E+08   0.147915E+08   0.195127E+08   0.195068E+08   0.147930E+08   0.147915E+08   0.147915E+08   0.147973E+08  -0.431362E+00   0.782812E+07   0.782812E+07   0.226036E+02
   0.467566E-04   0.147951E+08   0.147951E+08   0.194715E+08   0.194643E+08   0.147964E+08   0.147951E+08   0.147951E+08   0.148008E+08  -0.431464E+00   0.782908E+07   0.782908E+07   0.249571E+02
   0.516506E-04   0.147994E+08   0.147994E+08   0.194214E+08   0.194125E+08   0.148006E+08   0.147994E+08   0.147994E+08   0.148051E+08  -0.431589E+00   0.783025E+07   0.783025E+07   0.275527E+02
   0.570568E-04   0.148046E+08   0.148046E+08   0.193603E+08   0.193495E+08   0.148056E+08   0.148046E+08   0.148046E+08   0.148103E+08  -0.431740E+00   0.783168E+07   0.783167E+07   0.304141E+02
   0.630290E-04   0.148110E+08   0.148110E+08   0.192860E+08   0.192729E+08   0.148117E+08   0.148110E+08   0.148110E+08   0.148166E+08  -0.431925E+00   0.783341E+07   0.783340E+07   0.335672E+02
   0.696262E-04   0.148187E+08   0.148187E+08   0.191956E+08   0.191797E+08   0.148192E+08   0.148187E+08   0.148187E+08   0.148244E+08  -0.432149E+00   0.783552E+07   0.783551E+07   0.370399E+02
   0.769139E-04   0.148282E+08   0.148281E+08   0.190858E+08   0.190664E+08   0.148282E+08   0.148281E+08   0.148281E+08   0.148337E+08  -0.432422E+00   0.783808E+07   0.783807E+07   0.408620E+02
   0.849645E-04   0.148396E+08   0.148395E+08   0.189525E+08   0.189289E+08   0.148392E+08   0.148396E+08   0.148396E+08   0.148451E+08  -0.432753E+00   0.784118E+07   0.784117E+07   0.450652E+02
   0.938577E-04   0.148534E+08   0.148534E+08   0.187908E+08   0.187623E+08   0.148525E+08   0.148534E+08   0.148534E+08   0.148589E+08  -0.433154E+00   0.784496E+07   0.784494E+07   0.496828E+02
   0.103682E-03   0.148702E+08   0.148701E+08   0.185950E+08   0.185605E+08   0.148686E+08   0.148702E+08   0.148702E+08   0.148756E+08  -0.433639E+00   0.784952E+07   0.784950E+07   0.547497E+02
   0.114534E-03   0.148904E+08   0.148904E+08   0.183584E+08   0.183166E+08   0.148880E+08   0.148904E+08   0.148904E+08   0.148958E+08  -0.434226E+00   0.785504E+07   0.785502E+07   0.603011E+02
   0.126522E-03   0.149149E+08   0.149148E+08   0.180729E+08   0.180224E+08   0.149115E+08   0.149148E+08   0.149148E+08   0.149201E+08  -0.434933E+00   0.786171E+07   0.786168E+07   0.663724E+02
   0.139765E-03   0.149442E+08   0.149441E+08   0.177295E+08   0.176687E+08   0.149396E+08   0.149442E+08   0.149442E+08   0.149494E+08  -0.435784E+00   0.786974E+07   0.786971E+07   0.729972E+02
   0.154395E-03   0.149795E+08   0.149793E+08   0.173175E+08   0.172445E+08   0.149734E+08   0.149794E+08   0.149795E+08   0.149845E+08  -0.436804E+00   0.787937E+07   0.787934E+07   0.802063E+02
   0.170555E-03   0.150216E+08   0.150214E+08   0.168254E+08   0.167380E+08   0.150137E+08   0.150215E+08   0.150215E+08   0.150264E+08  -0.438023E+00   0.789091E+07   0.789086E+07   0.880246E+02
   0.188407E-03   0.150716E+08   0.150715E+08   0.162403E+08   0.161361E+08   0.150615E+08   0.150716E+08   0.150716E+08   0.150763E+08  -0.439473E+00   0.790465E+07   0.790460E+07   0.964684E+02
   0.208127E-03   0.151309E+08   0.151307E+08   0.155488E+08   0.154252E+08   0.151181E+08   0.151308E+08   0.151309E+08   0.151354E+08  -0.441189E+00   0.792096E+07   0.792089E+07   0.105541E+03
   0.229912E-03   0.152007E+08   0.152004E+08   0.147375E+08   0.145919E+08   0.151846E+08   0.152006E+08   0.152006E+08   0.152049E+08  -0.443209E+00   0.794019E+07   0.794011E+07   0.115227E+03
   0.253977E-03   0.152822E+08   0.152818E+08   0.137943E+08   0.136242E+08   0.152621E+08   0.152820E+08   0.152821E+08   0.152860E+08  -0.445568E+00   0.796272E+07   0.796263E+07   0.125487E+03
   0.280561E-03   0.153766E+08   0.153762E+08   0.127101E+08   0.125133E+08   0.153516E+08   0.153764E+08   0.153765E+08   0.153801E+08  -0.448301E+00   0.798892E+07   0.798880E+07   0.136249E+03
   0.309927E-03   0.154850E+08   0.154845E+08   0.114814E+08   0.112564E+08   0.154541E+08   0.154847E+08   0.154849E+08   0.154881E+08  -0.451437E+00   0.801909E+07   0.801896E+07   0.147397E+03
   0.342367E-03   0.156080E+08   0.156074E+08   0.101137E+08   0.986023E+07   0.155699E+08   0.156077E+08   0.156079E+08   0.156107E+08  -0.454998E+00   0.805349E+07   0.805333E+07   0.158767E+03
   0.378202E-03   0.157460E+08   0.157453E+08   0.862505E+07   0.834486E+07   0.156990E+08   0.157456E+08   0.157459E+08   0.157481E+08  -0.458990E+00   0.809224E+07   0.809204E+07   0.170133E+03
   0.417788E-03   0.158985E+08   0.158977E+08   0.705089E+07   0.674827E+07   0.158409E+08   0.158982E+08   0.158984E+08   0.159002E+08  -0.463406E+00   0.813529E+07   0.813506E+07   0.181200E+03
   0.461518E-03   0.160647E+08   0.160638E+08   0.544714E+07   0.512970E+07   0.159941E+08   0.160643E+08   0.160646E+08   0.160658E+08  -0.468215E+00   0.818241E+07   0.818215E+07   0.191607E+03
   0.509825E-03   0.162427E+08   0.162416E+08   0.389138E+07   0.357047E+07   0.161564E+08   0.162422E+08   0.162426E+08   0.162433E+08  -0.473365E+00   0.823314E+07   0.823283E+07   0.200928E+03
   0.563188E-03   0.164299E+08   0.164286E+08   0.247874E+07   0.216930E+07   0.163244E+08   0.164293E+08   0.164297E+08   0.164299E+08  -0.478783E+00   0.828674E+07   0.828638E+07   0.208694E+03
   0.622137E-03   0.166230E+08   0.166215E+08   0.131003E+07   0.102938E+07   0.164943E+08   0.166222E+08   0.166228E+08   0.166225E+08  -0.484372E+00   0.834225E+07   0.834185E+07   0.214428E+03
   0.687256E-03   0.168181E+08   0.168163E+08   0.470015E+06   0.235285E+06   0.166614E+08   0.168171E+08   0.168178E+08   0.168172E+08  -0.490020E+00   0.839852E+07   0.839807E+07   0.217694E+03
   0.759191E-03   0.170108E+08   0.170088E+08  -0.213905E+04  -0.177951E+06   0.168204E+08   0.170097E+08   0.170105E+08   0.170097E+08  -0.495606E+00   0.845421E+07   0.845371E+07   0.218161E+03
   0.838655E-03   0.171970E+08   0.171947E+08  -0.141017E+06  -0.253559E+06   0.169661E+08   0.171956E+08   0.171967E+08   0.171956E+08  -0.501005E+00   0.850791E+07   0.850737E+07   0.215660E+03
   0.926437E-03   0.173725E+08   0.173699E+08  -0.636264E+05  -0.120277E+06   0.170930E+08   0.173708E+08   0.173721E+08   0.173708E+08  -0.506095E+00   0.855821E+07   0.855762E+07   0.210218E+03
   0.102341E-02   0.175335E+08   0.175306E+08   0.628542E+05   0.440499E+05   0.171960E+08   0.175315E+08   0.175330E+08   0.175315E+08  -0.510767E+00   0.860372E+07   0.860310E+07   0.202048E+03
   0.113053E-02   0.176767E+08   0.176737E+08   0.995503E+05   0.967965E+05   0.172704E+08   0.176744E+08   0.176762E+08   0.176744E+08  -0.514924E+00   0.864320E+07   0.864255E+07   0.191490E+03
   0.124886E-02   0.177996E+08   0.177964E+08   0.223544E+05   0.206661E+05   0.173120E+08   0.177969E+08   0.177991E+08   0.177969E+08  -0.518490E+00   0.867558E+07   0.867491E+07   0.178952E+03
   0.137958E-02   0.179003E+08   0.178970E+08  -0.677959E+05  -0.697153E+05   0.173177E+08   0.178972E+08   0.178998E+08   0.178972E+08  -0.521406E+00   0.870001E+07   0.869933E+07   0.164887E+03
   0.152398E-02   0.179774E+08   0.179740E+08  -0.656314E+05  -0.595092E+05   0.172852E+08   0.179738E+08   0.179769E+08   0.179738E+08  -0.523633E+00   0.871584E+07   0.871516E+07   0.149860E+03
   0.168349E-02   0.180302E+08   0.180267E+08  -0.819891E+04   0.116568E+05   0.172126E+08   0.180259E+08   0.180296E+08   0.180259E+08  -0.525150E+00   0.872262E+07   0.872194E+07   0.134604E+03
   0.185970E-02   0.180581E+08   0.180546E+08  -0.175169E+05   0.125112E+05   0.170988E+08   0.180533E+08   0.180576E+08   0.180533E+08  -0.525944E+00   0.871999E+07   0.871932E+07   0.119929E+03
   0.205435E-02   0.180612E+08   0.180577E+08  -0.721046E+05  -0.415048E+05   0.169438E+08   0.180556E+08   0.180606E+08   0.180556E+08  -0.526010E+00   0.870766E+07   0.870701E+07   0.106514E+03
   0.226938E-02   0.180392E+08   0.180358E+08  -0.554212E+05  -0.279615E+05   0.167477E+08   0.180329E+08   0.180387E+08   0.180329E+08  -0.525347E+00   0.868356E+07   0.868292E+07   0.947796E+02
   0.250692E-02   0.179917E+08   0.179882E+08  -0.341051E+05   0.341972E+05   0.165109E+08   0.179846E+08   0.179912E+08   0.179846E+08  -0.523937E+00   0.864884E+07   0.864820E+07   0.849004E+02
   0.276932E-02   0.179190E+08   0.179153E+08  -0.544880E+05   0.173877E+05   0.162351E+08   0.179108E+08   0.179184E+08   0.179108E+08  -0.521788E+00   0.860410E+07   0.860347E+07   0.766906E+02
   0.305918E-02   0.178212E+08   0.178174E+08  -0.347710E+05   0.385199E+05   0.159217E+08   0.178121E+08   0.178206E+08   0.178121E+08  -0.518912E+00   0.854921E+07   0.854857E+07   0.696304E+02
   0.337938E-02   0.176988E+08   0.176947E+08  -0.435615E+05   0.324913E+05   0.155720E+08   0.176886E+08   0.176981E+08   0.176886E+08  -0.515312E+00   0.848384E+07   0.848320E+07   0.631725E+02
   0.373310E-02   0.175514E+08   0.175471E+08  -0.343505E+05   0.345221E+05   0.151864E+08   0.175402E+08   0.175508E+08   0.175402E+08  -0.510987E+00   0.840765E+07   0.840701E+07   0.569724E+02
   0.412384E-02   0.173790E+08   0.173744E+08  -0.377826E+05   0.227856E+05   0.147648E+08   0.173665E+08   0.173782E+08   0.173665E+08  -0.505928E+00   0.832028E+07   0.831965E+07   0.510909E+02
   0.455549E-02   0.171809E+08   0.171760E+08  -0.261619E+05   0.233043E+05   0.143077E+08   0.171673E+08   0.171801E+08   0.171673E+08  -0.500123E+00   0.822136E+07   0.822074E+07   0.457990E+02
   0.503231E-02   0.169565E+08   0.169512E+08  -0.202108E+05   0.187668E+05   0.138160E+08   0.169416E+08   0.169557E+08   0.169416E+08  -0.493548E+00   0.811040E+07   0.810978E+07   0.412169E+02
   0.555904E-02   0.167054E+08   0.166996E+08  -0.212956E+05   0.132397E+05   0.132909E+08   0.166891E+08   0.167044E+08   0.166891E+08  -0.486193E+00   0.798710E+07   0.798648E+07   0.371524E+02
   0.614090E-02   0.164273E+08   0.164210E+08  -0.184087E+05   0.101366E+05   0.127095E+08   0.164097E+08   0.164263E+08   0.164097E+08  -0.478051E+00   0.785133E+07   0.785072E+07   0.333923E+02
   0.678367E-02   0.161208E+08   0.161137E+08  -0.171030E+05   0.812290E+04   0.121068E+08   0.161017E+08   0.161197E+08   0.161017E+08  -0.469078E+00   0.770223E+07   0.770162E+07   0.299775E+02
   0.749371E-02   0.157853E+08   0.157774E+08  -0.137957E+05   0.660540E+04   0.114712E+08   0.157647E+08   0.157841E+08   0.157647E+08  -0.459263E+00   0.753959E+07   0.753898E+07   0.269803E+02
   0.827807E-02   0.154203E+08   0.154114E+08  -0.103485E+05   0.578264E+04   0.108126E+08   0.153982E+08   0.154189E+08   0.153982E+08  -0.448585E+00   0.736300E+07   0.736240E+07   0.242884E+02
   0.914454E-02   0.150248E+08   0.150147E+08  -0.772724E+04   0.490248E+04   0.101390E+08   0.150013E+08   0.150232E+08   0.150013E+08  -0.437022E+00   0.717205E+07   0.717145E+07   0.218671E+02
   0.101017E-01   0.145983E+08   0.145868E+08  -0.748563E+04   0.332509E+04   0.944999E+07   0.145734E+08   0.145965E+08   0.145734E+08  -0.424557E+00   0.696636E+07   0.696577E+07   0.197282E+02
   0.111590E-01   0.141402E+08   0.141271E+08  -0.542186E+04   0.304246E+04   0.874730E+07   0.141140E+08   0.141381E+08   0.141140E+08  -0.411171E+00   0.674559E+07   0.674499E+07   0.178163E+02
   0.123270E-01   0.136498E+08   0.136348E+08  -0.461137E+04   0.240305E+04   0.803857E+07   0.136223E+08   0.136475E+08   0.136223E+08  -0.396848E+00   0.650935E+07   0.650875E+07   0.161248E+02
   0.136173E-01   0.131269E+08   0.131096E+08  -0.336634E+04   0.187460E+04   0.733183E+07   0.130982E+08   0.131242E+08   0.130982E+08  -0.381580E+00   0.625745E+07   0.625685E+07   0.146222E+02
   0.150426E-01   0.125712E+08   0.125513E+08  -0.286261E+04   0.153835E+04   0.663217E+07   0.125414E+08   0.125681E+08   0.125414E+08  -0.365360E+00   0.598957E+07   0.598897E+07   0.132897E+02
   0.166171E-01   0.119830E+08   0.119602E+08  -0.223265E+04   0.105623E+04   0.594414E+07   0.119524E+08   0.119795E+08   0.119524E+08  -0.348199E+00   0.570583E+07   0.570523E+07   0.121037E+02
   0.183565E-01   0.113811E+08   0.113552E+08  -0.169172E+04   0.927547E+03   0.528552E+07   0.113497E+08   0.113771E+08   0.113497E+08  -0.330643E+00   0.541508E+07   0.541447E+07   0.110529E+02
   0.202778E-01   0.107352E+08   0.107058E+08  -0.143145E+04   0.741394E+03   0.464557E+07   0.107033E+08   0.107306E+08   0.107033E+08  -0.311811E+00   0.510295E+07   0.510234E+07   0.100920E+02
   0.224003E-01   0.100535E+08   0.100205E+08  -0.107813E+04   0.414377E+03   0.403509E+07   0.100214E+08   0.100483E+08   0.100214E+08  -0.291945E+00   0.477352E+07   0.477290E+07   0.920309E+01
   0.247449E-01   0.935919E+07   0.932264E+07  -0.804537E+03   0.357015E+03   0.346723E+07   0.932706E+07   0.935346E+07   0.932706E+07  -0.271718E+00   0.443804E+07   0.443742E+07   0.837206E+01
   0.273350E-01   0.865797E+07   0.861811E+07  -0.663175E+03   0.296725E+03   0.294654E+07   0.862613E+07   0.865172E+07   0.862613E+07  -0.251298E+00   0.410100E+07   0.410038E+07   0.757291E+01
   0.301961E-01   0.794807E+07   0.790548E+07  -0.506609E+03   0.247359E+03   0.247282E+07   0.791687E+07   0.794140E+07   0.791687E+07  -0.230636E+00   0.376212E+07   0.376151E+07   0.678063E+01
   0.333567E-01   0.724414E+07   0.719979E+07  -0.351038E+03   0.454350E+03   0.205077E+07   0.721393E+07   0.723719E+07   0.721393E+07  -0.210157E+00   0.343458E+07   0.343398E+07   0.597881E+01
   0.368482E-01   0.657525E+07   0.653054E+07  -0.282107E+03   0.337913E+03   0.168827E+07   0.654636E+07   0.656825E+07   0.654636E+07  -0.190710E+00   0.312602E+07   0.312545E+07   0.516208E+01
   0.407050E-01   0.595278E+07   0.590950E+07  -0.205172E+03   0.250678E+03   0.138127E+07   0.592553E+07   0.594600E+07   0.592553E+07  -0.172624E+00   0.283468E+07   0.283416E+07   0.433066E+01
   0.449656E-01   0.539097E+07   0.535113E+07  -0.149810E+03   0.186033E+03   0.112496E+07   0.536562E+07   0.538473E+07   0.536562E+07  -0.156312E+00   0.256920E+07   0.256873E+07   0.350100E+01
   0.494622E-01   0.491939E+07   0.488466E+07  -0.129715E+03   0.140304E+03   0.922613E+06   0.489604E+07   0.491395E+07   0.489604E+07  -0.142632E+00   0.234533E+07   0.234492E+07   0.273838E+01
   0.539588E-01   0.454648E+07   0.451755E+07  -0.979504E+02   0.108970E+03   0.770232E+06   0.452504E+07   0.454195E+07   0.452504E+07  -0.131824E+00   0.216801E+07   0.216767E+07   0.210431E+01
   0.584553E-01   0.424511E+07   0.422184E+07  -0.610753E+02   0.867071E+02   0.652770E+06   0.422537E+07   0.424146E+07   0.422537E+07  -0.123094E+00   0.202462E+07   0.202434E+07   0.160457E+01
   0.629519E-01   0.399006E+07   0.397166E+07  -0.568797E+02   0.702806E+02   0.559462E+06   0.397181E+07   0.398718E+07   0.397181E+07  -0.115707E+00   0.190322E+07   0.190299E+07   0.123526E+01
   0.674484E-01   0.376079E+07   0.374600E+07  -0.503371E+02   0.577105E+02   0.482868E+06   0.374378E+07   0.375848E+07   0.374378E+07  -0.109065E+00   0.179402E+07   0.179382E+07   0.983070E+00
   0.719450E-01   0.354282E+07   0.353021E+07  -0.406488E+02   0.477851E+02   0.418154E+06   0.352683E+07   0.354084E+07   0.352683E+07  -0.102744E+00   0.169011E+07   0.168993E+07   0.827453E+00
   0.764416E-01   0.333367E+07   0.332189E+07  -0.237053E+02   0.398299E+02   0.362980E+06   0.331851E+07   0.333182E+07   0.331851E+07  -0.966753E-01   0.159031E+07   0.159014E+07   0.744724E+00
   0.809381E-01   0.312080E+07   0.310879E+07  -0.221722E+02   0.332572E+02   0.314479E+06   0.310634E+07   0.311892E+07   0.310634E+07  -0.904946E-01   0.148867E+07   0.148849E+07   0.707638E+00
   0.854347E-01   0.291155E+07   0.289863E+07  -0.117516E+02   0.278446E+02   0.272337E+06   0.289769E+07   0.290952E+07   0.289769E+07  -0.844162E-01   0.138870E+07   0.138852E+07   0.694112E+00
   0.899313E-01   0.271101E+07   0.269696E+07  -0.194667E+02   0.233961E+02   0.236035E+06   0.269772E+07   0.270881E+07   0.269772E+07  -0.785904E-01   0.129288E+07   0.129270E+07   0.685688E+00
   0.944278E-01   0.252512E+07   0.251009E+07  -0.582389E+01   0.197635E+02   0.205172E+06   0.251237E+07   0.252276E+07   0.251237E+07  -0.731908E-01   0.120407E+07   0.120388E+07   0.669698E+00
   0.101114E+00   0.228623E+07   0.227066E+07  -0.108324E+02   0.156034E+02   0.168372E+06   0.227430E+07   0.228379E+07   0.227430E+07  -0.662553E-01   0.109000E+07   0.108981E+07   0.619060E+00
   0.107801E+00   0.209859E+07   0.208386E+07  -0.100410E+02   0.126007E+02   0.140778E+06   0.208751E+07   0.209628E+07   0.208751E+07  -0.608138E-01   0.100049E+07   0.100032E+07   0.537038E+00
   0.114487E+00   0.195811E+07   0.194534E+07  -0.822225E+01   0.104248E+02   0.120182E+06   0.194787E+07   0.195611E+07   0.194787E+07  -0.567457E-01   0.933577E+06   0.933427E+06   0.438859E+00
   0.121173E+00   0.185113E+07   0.184080E+07  -0.739514E+01   0.879893E+01   0.104374E+06   0.184168E+07   0.184951E+07   0.184168E+07  -0.536522E-01   0.882690E+06   0.882565E+06   0.344832E+00
   0.127860E+00   0.176045E+07   0.175230E+07  -0.707884E+01   0.751671E+01   0.915186E+05   0.175169E+07   0.175917E+07   0.175169E+07  -0.510305E-01   0.839565E+06   0.839461E+06   0.271088E+00
   0.134546E+00   0.167157E+07   0.166483E+07  -0.414180E+01   0.644607E+01   0.803820E+05   0.166338E+07   0.167051E+07   0.166338E+07  -0.484578E-01   0.797244E+06   0.797153E+06   0.224637E+00
   0.141232E+00   0.157683E+07   0.157056E+07  -0.387943E+01   0.551864E+01   0.703488E+05   0.156909E+07   0.157584E+07   0.156909E+07  -0.457111E-01   0.752059E+06   0.751973E+06   0.203061E+00
   0.147919E+00   0.147625E+07   0.146972E+07  -0.483622E+01   0.470976E+01   0.612714E+05   0.146888E+07   0.147523E+07   0.146888E+07  -0.427918E-01   0.704036E+06   0.703948E+06   0.197595E+00
   0.154605E+00   0.137548E+07   0.136837E+07  -0.382224E+01   0.401645E+01   0.532462E+05   0.136844E+07   0.137437E+07   0.136844E+07  -0.398657E-01   0.655900E+06   0.655808E+06   0.197590E+00
   0.161291E+00   0.128215E+07   0.127456E+07  -0.178274E+01   0.343954E+01   0.464044E+05   0.127542E+07   0.128096E+07   0.127542E+07  -0.371559E-01   0.611321E+06   0.611227E+06   0.194459E+00
   0.167978E+00   0.120229E+07   0.119462E+07  -0.182539E+01   0.297344E+01   0.407766E+05   0.119589E+07   0.120109E+07   0.119589E+07  -0.348388E-01   0.573202E+06   0.573109E+06   0.183896E+00
   0.174664E+00   0.113814E+07   0.113087E+07  -0.172673E+01   0.260340E+01   0.362508E+05   0.113207E+07   0.113700E+07   0.113207E+07  -0.329795E-01   0.542614E+06   0.542528E+06   0.166075E+00
   0.181351E+00   0.108780E+07   0.108128E+07  -0.133525E+01   0.230828E+01   0.326037E+05   0.108205E+07   0.108678E+07   0.108205E+07  -0.315224E-01   0.518642E+06   0.518563E+06   0.144300E+00
   0.188037E+00   0.104648E+07   0.104086E+07  -0.158745E+01   0.206569E+01   0.295706E+05   0.104104E+07   0.104560E+07   0.104104E+07  -0.303278E-01   0.498988E+06   0.498919E+06   0.122959E+00
   0.194723E+00   0.100864E+07   0.100380E+07  -0.194120E+01   0.185678E+01   0.269166E+05   0.100348E+07   0.100788E+07   0.100348E+07  -0.292336E-01   0.480987E+06   0.480925E+06   0.105656E+00
   0.201410E+00   0.969936E+06   0.965594E+06  -0.119092E+01   0.166903E+01   0.244830E+05   0.965018E+06   0.969256E+06   0.965018E+06  -0.281131E-01   0.462551E+06   0.462494E+06   0.940997E-01
   0.208096E+00   0.928418E+06   0.924258E+06  -0.516733E+00   0.149657E+01   0.221994E+05   0.923704E+06   0.927766E+06   0.923704E+06  -0.269095E-01   0.442750E+06   0.442695E+06   0.879440E-01
   0.214782E+00   0.884634E+06   0.880414E+06  -0.738662E+00   0.133853E+01   0.200653E+05   0.880098E+06   0.883973E+06   0.880098E+06  -0.256392E-01   0.421850E+06   0.421795E+06   0.853686E-01
   0.221469E+00   0.840854E+06   0.836470E+06  -0.800479E+00   0.119654E+01   0.181162E+05   0.836480E+06   0.840167E+06   0.836480E+06  -0.243685E-01   0.400945E+06   0.400889E+06   0.840324E-01
   0.228155E+00   0.799830E+06   0.795324E+06  -0.548423E+00   0.107236E+01   0.163896E+05   0.795613E+06   0.799124E+06   0.795613E+06  -0.231779E-01   0.381358E+06   0.381302E+06   0.819706E-01
   0.234841E+00   0.763649E+06   0.759160E+06  -0.624605E+00   0.966343E+00   0.149016E+05   0.759591E+06   0.762946E+06   0.759591E+06  -0.221285E-01   0.364092E+06   0.364037E+06   0.781467E-01
   0.241528E+00   0.733052E+06   0.728744E+06  -0.663764E+00   0.876976E+00   0.136384E+05   0.729153E+06   0.732377E+06   0.729153E+06  -0.212418E-01   0.349504E+06   0.349451E+06   0.725567E-01
   0.248214E+00   0.707365E+06   0.703363E+06  -0.368150E+00   0.801295E+00   0.125619E+05   0.703624E+06   0.706738E+06   0.703624E+06  -0.204981E-01   0.337267E+06   0.337218E+06   0.659593E-01
   0.254901E+00   0.684954E+06   0.681302E+06  -0.342124E+00   0.735773E+00   0.116230E+05   0.681364E+06   0.684382E+06   0.681364E+06  -0.198496E-01   0.326598E+06   0.326552E+06   0.594156E-01
   0.261587E+00   0.663930E+06   0.660591E+06  -0.597852E+00   0.677229E+00   0.107761E+05   0.660480E+06   0.663407E+06   0.660480E+06  -0.192412E-01   0.316588E+06   0.316545E+06   0.538394E-01
   0.268273E+00   0.642812E+06   0.639692E+06  -0.623023E+00   0.623427E+00   0.998885E+04   0.639487E+06   0.642323E+06   0.639487E+06  -0.186296E-01   0.306525E+06   0.306485E+06   0.497079E-01
   0.274960E+00   0.620919E+06   0.617909E+06  -0.428730E+00   0.573264E+00   0.924578E+04   0.617706E+06   0.620448E+06   0.617706E+06  -0.179951E-01   0.296086E+06   0.296047E+06   0.469918E-01
   0.281646E+00   0.598419E+06   0.595433E+06  -0.411566E+00   0.526558E+00   0.854596E+04   0.595308E+06   0.597952E+06   0.595308E+06  -0.173426E-01   0.285350E+06   0.285312E+06   0.452752E-01
   0.288332E+00   0.576068E+06   0.573066E+06  -0.368798E+00   0.483637E+00   0.789654E+04   0.573051E+06   0.575597E+06   0.573051E+06  -0.166942E-01   0.274682E+06   0.274644E+06   0.439790E-01
   0.295019E+00   0.554803E+06   0.551795E+06  -0.238745E+00   0.444895E+00   0.730570E+04   0.551878E+06   0.554332E+06   0.551878E+06  -0.160774E-01   0.264534E+06   0.264496E+06   0.425881E-01
   0.301705E+00   0.535361E+06   0.532388E+06  -0.257966E+00   0.410479E+00   0.677749E+04   0.532526E+06   0.534895E+06   0.532526E+06  -0.155137E-01   0.255258E+06   0.255221E+06   0.408041E-01
   0.308391E+00   0.518032E+06   0.515150E+06  -0.360439E+00   0.380155E+00   0.630972E+04   0.515287E+06   0.517580E+06   0.515287E+06  -0.150114E-01   0.246995E+06   0.246960E+06   0.385892E-01
   0.315078E+00   0.502628E+06   0.499880E+06  -0.293260E+00   0.353367E+00   0.589456E+04   0.499972E+06   0.502198E+06   0.499972E+06  -0.145653E-01   0.239654E+06   0.239620E+06   0.361134E-01
   0.321764E+00   0.488622E+06   0.486025E+06  -0.193527E+00   0.329399E+00   0.552117E+04   0.486050E+06   0.488215E+06   0.486050E+06  -0.141597E-01   0.232981E+06   0.232949E+06   0.336435E-01
