#    L    TT             EE             TE             PP             TP          
    33   0.107108E+04   0.265624E-01   0.181462E+01   0.690413E+07  -0.168300E+04
    34   0.108853E+04   0.293900E-01   0.181414E+01   0.690083E+07  -0.166254E+04
    35   0.110613E+04   0.324128E-01   0.180365E+01   0.689456E+07  -0.164424E+04
    36   0.112383E+04   0.356630E-01   0.178296E+01   0.688557E+07  -0.163275E+04
    37   0.114162E+04   0.391420E-01   0.175280E+01   0.687410E+07  -0.162167E+04
    38   0.115976E+04   0.428500E-01   0.171572E+01   0.686034E+07  -0.160331E+04
    39   0.117826E+04   0.467835E-01   0.167153E+01   0.684442E+07  -0.157584E+04
    40   0.119685E+04   0.509437E-01   0.161921E+01   0.682649E+07  -0.153889E+04
    41   0.121568E+04   0.553375E-01   0.155751E+01   0.680666E+07  -0.149270E+04
    42   0.123450E+04   0.599744E-01   0.148533E+01   0.678509E+07  -0.143991E+04
    43   0.125346E+04   0.648642E-01   0.140158E+01   0.676190E+07  -0.138381E+04
    44   0.127241E+04   0.700016E-01   0.130609E+01   0.673723E+07  -0.132765E+04
    45   0.129169E+04   0.753921E-01   0.119874E+01   0.671124E+07  -0.127469E+04
    46   0.131125E+04   0.810417E-01   0.107766E+01   0.668404E+07  -0.122724E+04
    47   0.133094E+04   0.869453E-01   0.943805E+00   0.665574E+07  -0.118370E+04
    48   0.135070E+04   0.931023E-01   0.801498E+00   0.662642E+07  -0.114151E+04
    49   0.137062E+04   0.994898E-01   0.654461E+00   0.659619E+07  -0.109811E+04
    50   0.139094E+04   0.106077E+00   0.499636E+00   0.656512E+07  -0.105094E+04
    51   0.141145E+04   0.112833E+00   0.332528E+00   0.653331E+07  -0.998271E+03
    52   0.143235E+04   0.119847E+00   0.148522E+00   0.650082E+07  -0.941773E+03
    53   0.145325E+04   0.127272E+00  -0.551779E-01   0.646769E+07  -0.883948E+03
    54   0.147406E+04   0.135108E+00  -0.273399E+00   0.643399E+07  -0.827301E+03
    55   0.149497E+04   0.143338E+00  -0.500854E+00   0.639977E+07  -0.774335E+03
    56   0.151621E+04   0.151822E+00  -0.738613E+00   0.636508E+07  -0.726831E+03
    57   0.153770E+04   0.160451E+00  -0.986887E+00   0.632996E+07  -0.683676E+03
    58   0.155947E+04   0.169226E+00  -0.124690E+01   0.629443E+07  -0.643035E+03
    59   0.158140E+04   0.178181E+00  -0.151990E+01   0.625852E+07  -0.603069E+03
    60   0.160350E+04   0.187364E+00  -0.180569E+01   0.622227E+07  -0.561943E+03
    61   0.162611E+04   0.196866E+00  -0.210379E+01   0.618571E+07  -0.518271E+03
    62   0.164861E+04   0.206676E+00  -0.241486E+01   0.614888E+07  -0.472475E+03
    63   0.167122E+04   0.216760E+00  -0.273948E+01   0.611183E+07  -0.425426E+03
    64   0.169422E+04   0.227135E+00  -0.307844E+01   0.607462E+07  -0.377996E+03
    65   0.171722E+04   0.237783E+00  -0.343195E+01   0.603730E+07  -0.331058E+03
    66   0.174052E+04   0.248639E+00  -0.379788E+01   0.599991E+07  -0.285358E+03
    67   0.176395E+04   0.259705E+00  -0.417388E+01   0.596247E+07  -0.241134E+03
    68   0.178778E+04   0.271020E+00  -0.455881E+01   0.592501E+07  -0.198502E+03
    69   0.181177E+04   0.282542E+00  -0.495145E+01   0.588755E+07  -0.157573E+03
    70   0.183605E+04   0.294310E+00  -0.535403E+01   0.585011E+07  -0.118462E+03
    71   0.186046E+04   0.306311E+00  -0.576932E+01   0.581271E+07  -0.811457E+02
    72   0.188505E+04   0.318520E+00  -0.619849E+01   0.577535E+07  -0.450593E+02
    73   0.190979E+04   0.330903E+00  -0.664177E+01   0.573802E+07  -0.950232E+01
    74   0.193473E+04   0.343449E+00  -0.709792E+01   0.570075E+07   0.262258E+02
    75   0.195999E+04   0.356169E+00  -0.756511E+01   0.566351E+07   0.628258E+02
    76   0.198554E+04   0.369065E+00  -0.804242E+01   0.562632E+07   0.100796E+03
    77   0.201142E+04   0.382131E+00  -0.852964E+01   0.558919E+07   0.139825E+03
    78   0.203763E+04   0.395397E+00  -0.902823E+01   0.555214E+07   0.179401E+03
    79   0.206399E+04   0.408809E+00  -0.953444E+01   0.551518E+07   0.219010E+03
    80   0.209059E+04   0.422375E+00  -0.100497E+02   0.547835E+07   0.258140E+03
    81   0.211730E+04   0.436047E+00  -0.105746E+02   0.544165E+07   0.296328E+03
    82   0.214423E+04   0.449847E+00  -0.111084E+02   0.540509E+07   0.333320E+03
    83   0.217131E+04   0.463748E+00  -0.116509E+02   0.536869E+07   0.368911E+03
    84   0.219865E+04   0.477748E+00  -0.122003E+02   0.533246E+07   0.402897E+03
    85   0.222613E+04   0.491821E+00  -0.127581E+02   0.529642E+07   0.435073E+03
    86   0.225384E+04   0.505978E+00  -0.133234E+02   0.526057E+07   0.465310E+03
    87   0.228199E+04   0.520192E+00  -0.138952E+02   0.522492E+07   0.493776E+03
    88   0.231013E+04   0.534480E+00  -0.144735E+02   0.518946E+07   0.520714E+03
    89   0.233863E+04   0.548829E+00  -0.150599E+02   0.515422E+07   0.546366E+03
    90   0.236732E+04   0.563205E+00  -0.156512E+02   0.511919E+07   0.570975E+03
    91   0.239612E+04   0.577603E+00  -0.162481E+02   0.508437E+07   0.594744E+03
    92   0.242518E+04   0.592009E+00  -0.168500E+02   0.504977E+07   0.617726E+03
    93   0.245450E+04   0.606418E+00  -0.174570E+02   0.501538E+07   0.639934E+03
    94   0.248386E+04   0.620794E+00  -0.180676E+02   0.498122E+07   0.661380E+03
    95   0.251349E+04   0.635137E+00  -0.186827E+02   0.494727E+07   0.682077E+03
    96   0.254309E+04   0.649436E+00  -0.193017E+02   0.491355E+07   0.702040E+03
    97   0.257312E+04   0.663676E+00  -0.199239E+02   0.488005E+07   0.721280E+03
    98   0.260334E+04   0.677851E+00  -0.205471E+02   0.484678E+07   0.739810E+03
    99   0.263361E+04   0.691925E+00  -0.211745E+02   0.481373E+07   0.757645E+03
   100   0.266416E+04   0.705901E+00  -0.218016E+02   0.478091E+07   0.774796E+03
   101   0.269485E+04   0.719839E+00  -0.224316E+02   0.474832E+07   0.791278E+03
   102   0.272604E+04   0.733592E+00  -0.230622E+02   0.471597E+07   0.807102E+03
   103   0.275715E+04   0.747235E+00  -0.236943E+02   0.468384E+07   0.822283E+03
   104   0.278847E+04   0.760770E+00  -0.243250E+02   0.465195E+07   0.836833E+03
   105   0.281993E+04   0.774125E+00  -0.249560E+02   0.462030E+07   0.850765E+03
   106   0.285161E+04   0.787374E+00  -0.255865E+02   0.458888E+07   0.864092E+03
   107   0.288322E+04   0.800371E+00  -0.262151E+02   0.455770E+07   0.876828E+03
   108   0.291519E+04   0.813191E+00  -0.268428E+02   0.452676E+07   0.888986E+03
   109   0.294732E+04   0.825763E+00  -0.274680E+02   0.449606E+07   0.900577E+03
   110   0.297953E+04   0.838086E+00  -0.280894E+02   0.446561E+07   0.911617E+03
   111   0.301189E+04   0.850237E+00  -0.287086E+02   0.443540E+07   0.922118E+03
   112   0.304441E+04   0.862141E+00  -0.293248E+02   0.440543E+07   0.932095E+03
   113   0.307715E+04   0.873799E+00  -0.299365E+02   0.437570E+07   0.941566E+03
   114   0.310998E+04   0.885136E+00  -0.305431E+02   0.434622E+07   0.950547E+03
   115   0.314304E+04   0.896301E+00  -0.311444E+02   0.431698E+07   0.959053E+03
   116   0.317609E+04   0.907070E+00  -0.317397E+02   0.428797E+07   0.967101E+03
   117   0.320945E+04   0.917519E+00  -0.323283E+02   0.425921E+07   0.974707E+03
   118   0.324296E+04   0.927795E+00  -0.329110E+02   0.423068E+07   0.981888E+03
   119   0.327647E+04   0.937751E+00  -0.334854E+02   0.420239E+07   0.988659E+03
   120   0.331013E+04   0.947237E+00  -0.340516E+02   0.417433E+07   0.995037E+03
   121   0.334379E+04   0.956551E+00  -0.346095E+02   0.414651E+07   0.100104E+04
   122   0.337752E+04   0.965395E+00  -0.351585E+02   0.411892E+07   0.100668E+04
   123   0.341133E+04   0.973844E+00  -0.356986E+02   0.409156E+07   0.101198E+04
   124   0.344521E+04   0.981972E+00  -0.362266E+02   0.406444E+07   0.101695E+04
   125   0.347908E+04   0.989705E+00  -0.367449E+02   0.403754E+07   0.102160E+04
   126   0.351303E+04   0.997117E+00  -0.372528E+02   0.401088E+07   0.102596E+04
   127   0.354697E+04   0.100406E+01  -0.377494E+02   0.398444E+07   0.103005E+04
   128   0.358090E+04   0.101068E+01  -0.382340E+02   0.395823E+07   0.103386E+04
   129   0.361491E+04   0.101683E+01  -0.387059E+02   0.393224E+07   0.103744E+04
   130   0.364890E+04   0.102251E+01  -0.391643E+02   0.390648E+07   0.104078E+04
   131   0.368289E+04   0.102787E+01  -0.396107E+02   0.388094E+07   0.104390E+04
   132   0.371695E+04   0.103276E+01  -0.400422E+02   0.385563E+07   0.104682E+04
   133   0.375093E+04   0.103725E+01  -0.404610E+02   0.383053E+07   0.104953E+04
   134   0.378490E+04   0.104135E+01  -0.408627E+02   0.380566E+07   0.105205E+04
   135   0.381887E+04   0.104496E+01  -0.412503E+02   0.378100E+07   0.105437E+04
   136   0.385268E+04   0.104810E+01  -0.416201E+02   0.375655E+07   0.105650E+04
   137   0.388650E+04   0.105083E+01  -0.419744E+02   0.373232E+07   0.105845E+04
   138   0.392024E+04   0.105308E+01  -0.423118E+02   0.370830E+07   0.106023E+04
   139   0.395376E+04   0.105500E+01  -0.426314E+02   0.368449E+07   0.106183E+04
   140   0.398735E+04   0.105636E+01  -0.429341E+02   0.366088E+07   0.106326E+04
   141   0.402073E+04   0.105724E+01  -0.432177E+02   0.363748E+07   0.106453E+04
   142   0.405411E+04   0.105770E+01  -0.434830E+02   0.361429E+07   0.106564E+04
   143   0.408741E+04   0.105775E+01  -0.437300E+02   0.359130E+07   0.106661E+04
   144   0.412050E+04   0.105731E+01  -0.439580E+02   0.356851E+07   0.106742E+04
   145   0.415345E+04   0.105653E+01  -0.441663E+02   0.354591E+07   0.106810E+04
   146   0.418648E+04   0.105518E+01  -0.443548E+02   0.352352E+07   0.106864E+04
   147   0.421915E+04   0.105348E+01  -0.445222E+02   0.350131E+07   0.106905E+04
   148   0.425168E+04   0.105129E+01  -0.446700E+02   0.347931E+07   0.106933E+04
   149   0.428414E+04   0.104867E+01  -0.447967E+02   0.345749E+07   0.106950E+04
   150   0.431632E+04   0.104571E+01  -0.449002E+02   0.343586E+07   0.106955E+04
   151   0.434836E+04   0.104231E+01  -0.449833E+02   0.341442E+07   0.106949E+04
   152   0.438012E+04   0.103842E+01  -0.450447E+02   0.339317E+07   0.106932E+04
   153   0.441174E+04   0.103416E+01  -0.450820E+02   0.337210E+07   0.106903E+04
   154   0.444317E+04   0.102954E+01  -0.450975E+02   0.335121E+07   0.106862E+04
   155   0.447438E+04   0.102456E+01  -0.450903E+02   0.333051E+07   0.106809E+04
   156   0.450525E+04   0.101920E+01  -0.450605E+02   0.330998E+07   0.106743E+04
   157   0.453607E+04   0.101348E+01  -0.450065E+02   0.328964E+07   0.106664E+04
   158   0.456661E+04   0.100745E+01  -0.449291E+02   0.326947E+07   0.106573E+04
   159   0.459689E+04   0.100096E+01  -0.448282E+02   0.324948E+07   0.106467E+04
   160   0.462697E+04   0.994171E+00  -0.447023E+02   0.322966E+07   0.106348E+04
   161   0.465685E+04   0.987140E+00  -0.445529E+02   0.321002E+07   0.106215E+04
   162   0.468647E+04   0.979719E+00  -0.443799E+02   0.319055E+07   0.106067E+04
   163   0.471598E+04   0.971979E+00  -0.441818E+02   0.317125E+07   0.105904E+04
   164   0.474507E+04   0.963990E+00  -0.439601E+02   0.315212E+07   0.105726E+04
   165   0.477406E+04   0.955674E+00  -0.437125E+02   0.313316E+07   0.105533E+04
   166   0.480279E+04   0.947177E+00  -0.434405E+02   0.311436E+07   0.105324E+04
   167   0.483133E+04   0.938273E+00  -0.431447E+02   0.309573E+07   0.105099E+04
   168   0.485947E+04   0.929328E+00  -0.428230E+02   0.307726E+07   0.104857E+04
   169   0.488736E+04   0.920044E+00  -0.424753E+02   0.305896E+07   0.104599E+04
   170   0.491499E+04   0.910638E+00  -0.421031E+02   0.304081E+07   0.104323E+04
   171   0.494223E+04   0.901109E+00  -0.417040E+02   0.302282E+07   0.104030E+04
   172   0.496915E+04   0.891377E+00  -0.412796E+02   0.300500E+07   0.103720E+04
   173   0.499567E+04   0.881439E+00  -0.408298E+02   0.298732E+07   0.103391E+04
   174   0.502195E+04   0.871590E+00  -0.403546E+02   0.296981E+07   0.103044E+04
   175   0.504791E+04   0.861528E+00  -0.398533E+02   0.295244E+07   0.102678E+04
   176   0.507341E+04   0.851472E+00  -0.393257E+02   0.293523E+07   0.102294E+04
   177   0.509859E+04   0.841345E+00  -0.387733E+02   0.291817E+07   0.101891E+04
   178   0.512338E+04   0.831363E+00  -0.381945E+02   0.290126E+07   0.101471E+04
   179   0.514778E+04   0.821224E+00  -0.375894E+02   0.288450E+07   0.101034E+04
   180   0.517193E+04   0.811148E+00  -0.369591E+02   0.286788E+07   0.100582E+04
   181   0.519561E+04   0.801128E+00  -0.363038E+02   0.285140E+07   0.100115E+04
   182   0.521890E+04   0.791234E+00  -0.356218E+02   0.283507E+07   0.996347E+03
   183   0.524171E+04   0.781387E+00  -0.349146E+02   0.281889E+07   0.991411E+03
   184   0.526420E+04   0.771657E+00  -0.341812E+02   0.280284E+07   0.986355E+03
   185   0.528629E+04   0.762187E+00  -0.334240E+02   0.278693E+07   0.981185E+03
   186   0.530760E+04   0.752831E+00  -0.326397E+02   0.277116E+07   0.975913E+03
   187   0.532881E+04   0.743725E+00  -0.318299E+02   0.275552E+07   0.970545E+03
   188   0.534955E+04   0.734850E+00  -0.309959E+02   0.274002E+07   0.965090E+03
   189   0.536973E+04   0.726238E+00  -0.301362E+02   0.272464E+07   0.959558E+03
   190   0.538980E+04   0.717936E+00  -0.292529E+02   0.270941E+07   0.953957E+03
   191   0.540902E+04   0.709961E+00  -0.283430E+02   0.269430E+07   0.948295E+03
   192   0.542790E+04   0.702332E+00  -0.274087E+02   0.267931E+07   0.942582E+03
   193   0.544622E+04   0.695087E+00  -0.264512E+02   0.266446E+07   0.936825E+03
   194   0.546421E+04   0.688251E+00  -0.254684E+02   0.264973E+07   0.931034E+03
   195   0.548164E+04   0.681857E+00  -0.244624E+02   0.263512E+07   0.925217E+03
   196   0.549851E+04   0.675937E+00  -0.234323E+02   0.262064E+07   0.919383E+03
   197   0.551496E+04   0.670531E+00  -0.223796E+02   0.260627E+07   0.913541E+03
   198   0.553092E+04   0.665656E+00  -0.213035E+02   0.259203E+07   0.907698E+03
   199   0.554639E+04   0.661344E+00  -0.202046E+02   0.257790E+07   0.901864E+03
   200   0.556137E+04   0.657620E+00  -0.190835E+02   0.256389E+07   0.896048E+03
   201   0.557578E+04   0.654540E+00  -0.179395E+02   0.254999E+07   0.890256E+03
   202   0.558969E+04   0.652110E+00  -0.167740E+02   0.253621E+07   0.884491E+03
   203   0.560304E+04   0.650391E+00  -0.155861E+02   0.252254E+07   0.878751E+03
   204   0.561574E+04   0.649404E+00  -0.143788E+02   0.250898E+07   0.873037E+03
   205   0.562795E+04   0.649195E+00  -0.131497E+02   0.249553E+07   0.867348E+03
   206   0.563951E+04   0.649802E+00  -0.119000E+02   0.248219E+07   0.861685E+03
   207   0.565057E+04   0.651245E+00  -0.106300E+02   0.246896E+07   0.856048E+03
   208   0.566092E+04   0.653579E+00  -0.934025E+01   0.245584E+07   0.850436E+03
   209   0.567069E+04   0.656826E+00  -0.803100E+01   0.244283E+07   0.844848E+03
   210   0.567989E+04   0.661037E+00  -0.670306E+01   0.242992E+07   0.839286E+03
   211   0.568851E+04   0.666243E+00  -0.535640E+01   0.241711E+07   0.833749E+03
   212   0.569641E+04   0.672475E+00  -0.399188E+01   0.240441E+07   0.828237E+03
   213   0.570381E+04   0.679776E+00  -0.260937E+01   0.239182E+07   0.822750E+03
   214   0.571057E+04   0.688139E+00  -0.121000E+01   0.237932E+07   0.817287E+03
   215   0.571674E+04   0.697759E+00   0.205573E+00   0.236693E+07   0.811849E+03
   216   0.572227E+04   0.708450E+00   0.163795E+01   0.235464E+07   0.806435E+03
   217   0.572729E+04   0.720367E+00   0.308521E+01   0.234245E+07   0.801045E+03
   218   0.573166E+04   0.733512E+00   0.454766E+01   0.233035E+07   0.795679E+03
   219   0.573546E+04   0.747885E+00   0.602634E+01   0.231836E+07   0.790338E+03
   220   0.573867E+04   0.763634E+00   0.751687E+01   0.230646E+07   0.785020E+03
   221   0.574131E+04   0.780686E+00   0.902157E+01   0.229465E+07   0.779726E+03
   222   0.574337E+04   0.799189E+00   0.105390E+02   0.228294E+07   0.774456E+03
   223   0.574469E+04   0.819069E+00   0.120701E+02   0.227132E+07   0.769210E+03
   224   0.574559E+04   0.840327E+00   0.136111E+02   0.225980E+07   0.763987E+03
   225   0.574583E+04   0.863112E+00   0.151651E+02   0.224837E+07   0.758787E+03
   226   0.574549E+04   0.887424E+00   0.167285E+02   0.223703E+07   0.753611E+03
   227   0.574449E+04   0.913262E+00   0.183028E+02   0.222578E+07   0.748458E+03
   228   0.574298E+04   0.940629E+00   0.198866E+02   0.221462E+07   0.743327E+03
   229   0.574089E+04   0.969597E+00   0.214786E+02   0.220355E+07   0.738220E+03
   230   0.573814E+04   0.100017E+01   0.230795E+02   0.219256E+07   0.733136E+03
   231   0.573473E+04   0.103242E+01   0.246888E+02   0.218166E+07   0.728074E+03
   232   0.573081E+04   0.106627E+01   0.263049E+02   0.217085E+07   0.723034E+03
   233   0.572630E+04   0.110194E+01   0.279265E+02   0.216012E+07   0.718018E+03
   234   0.572106E+04   0.113930E+01   0.295544E+02   0.214947E+07   0.713023E+03
   235   0.571531E+04   0.117841E+01   0.311873E+02   0.213890E+07   0.708051E+03
   236   0.570889E+04   0.121927E+01   0.328251E+02   0.212842E+07   0.703101E+03
   237   0.570189E+04   0.126195E+01   0.344665E+02   0.211802E+07   0.698172E+03
   238   0.569430E+04   0.130654E+01   0.361115E+02   0.210770E+07   0.693266E+03
   239   0.568619E+04   0.135289E+01   0.377596E+02   0.209745E+07   0.688382E+03
   240   0.567735E+04   0.140106E+01   0.394085E+02   0.208729E+07   0.683519E+03
   241   0.566806E+04   0.145121E+01   0.410591E+02   0.207720E+07   0.678678E+03
   242   0.565818E+04   0.150318E+01   0.427107E+02   0.206719E+07   0.673858E+03
   243   0.564772E+04   0.155714E+01   0.443619E+02   0.205725E+07   0.669059E+03
   244   0.563666E+04   0.161300E+01   0.460136E+02   0.204738E+07   0.664282E+03
   245   0.562500E+04   0.167084E+01   0.476628E+02   0.203759E+07   0.659525E+03
   246   0.561283E+04   0.173065E+01   0.493111E+02   0.202787E+07   0.654790E+03
   247   0.560014E+04   0.179237E+01   0.509564E+02   0.201823E+07   0.650076E+03
   248   0.558685E+04   0.185637E+01   0.525987E+02   0.200865E+07   0.645382E+03
   249   0.557312E+04   0.192213E+01   0.542374E+02   0.199914E+07   0.640709E+03
   250   0.555879E+04   0.199008E+01   0.558711E+02   0.198970E+07   0.636056E+03
   251   0.554402E+04   0.205995E+01   0.575006E+02   0.198033E+07   0.631424E+03
   252   0.552857E+04   0.213195E+01   0.591245E+02   0.197102E+07   0.626812E+03
   253   0.551283E+04   0.220588E+01   0.607411E+02   0.196178E+07   0.622220E+03
   254   0.549648E+04   0.228205E+01   0.623504E+02   0.195261E+07   0.617648E+03
   255   0.547960E+04   0.236016E+01   0.639526E+02   0.194350E+07   0.613096E+03
   256   0.546227E+04   0.244060E+01   0.655475E+02   0.193446E+07   0.608563E+03
   257   0.544448E+04   0.252294E+01   0.671270E+02   0.192548E+07   0.604050E+03
   258   0.542617E+04   0.260755E+01   0.687036E+02   0.191656E+07   0.599555E+03
   259   0.540739E+04   0.269430E+01   0.702625E+02   0.190771E+07   0.595080E+03
   260   0.538822E+04   0.278320E+01   0.718186E+02   0.189892E+07   0.590623E+03
   261   0.536852E+04   0.287419E+01   0.733495E+02   0.189020E+07   0.586185E+03
   262   0.534828E+04   0.296749E+01   0.748775E+02   0.188153E+07   0.581766E+03
   263   0.532788E+04   0.306290E+01   0.763951E+02   0.187293E+07   0.577365E+03
   264   0.530685E+04   0.316050E+01   0.778950E+02   0.186438E+07   0.572981E+03
   265   0.528529E+04   0.326023E+01   0.793696E+02   0.185590E+07   0.568616E+03
   266   0.526340E+04   0.336232E+01   0.808413E+02   0.184747E+07   0.564268E+03
   267   0.524097E+04   0.346640E+01   0.822877E+02   0.183911E+07   0.559938E+03
   268   0.521814E+04   0.357287E+01   0.837236E+02   0.183080E+07   0.555625E+03
   269   0.519476E+04   0.368143E+01   0.851417E+02   0.182255E+07   0.551330E+03
   270   0.517113E+04   0.379217E+01   0.865419E+02   0.181436E+07   0.547051E+03
   271   0.514702E+04   0.390503E+01   0.879241E+02   0.180623E+07   0.542789E+03
   272   0.512266E+04   0.402031E+01   0.892810E+02   0.179815E+07   0.538544E+03
   273   0.509781E+04   0.413743E+01   0.906274E+02   0.179013E+07   0.534315E+03
   274   0.507264E+04   0.425699E+01   0.919410E+02   0.178216E+07   0.530103E+03
   275   0.504705E+04   0.437849E+01   0.932440E+02   0.177425E+07   0.525906E+03
   276   0.502120E+04   0.450215E+01   0.945141E+02   0.176639E+07   0.521726E+03
   277   0.499487E+04   0.462799E+01   0.957737E+02   0.175859E+07   0.517561E+03
   278   0.496827E+04   0.475595E+01   0.970004E+02   0.175084E+07   0.513411E+03
   279   0.494133E+04   0.488596E+01   0.982016E+02   0.174314E+07   0.509278E+03
   280   0.491405E+04   0.501802E+01   0.993921E+02   0.173550E+07   0.505159E+03
   281   0.488657E+04   0.515224E+01   0.100550E+03   0.172790E+07   0.501055E+03
   282   0.485860E+04   0.528831E+01   0.101682E+03   0.172036E+07   0.496966E+03
   283   0.483043E+04   0.542648E+01   0.102788E+03   0.171287E+07   0.492892E+03
   284   0.480199E+04   0.556667E+01   0.103869E+03   0.170543E+07   0.488832E+03
   285   0.477328E+04   0.570891E+01   0.104925E+03   0.169803E+07   0.484786E+03
   286   0.474421E+04   0.585304E+01   0.105947E+03   0.169069E+07   0.480755E+03
   287   0.471486E+04   0.599909E+01   0.106951E+03   0.168340E+07   0.476737E+03
   288   0.468531E+04   0.614705E+01   0.107922E+03   0.167615E+07   0.472734E+03
   289   0.465548E+04   0.629688E+01   0.108868E+03   0.166895E+07   0.468743E+03
   290   0.462544E+04   0.644843E+01   0.109787E+03   0.166180E+07   0.464767E+03
   291   0.459519E+04   0.660245E+01   0.110666E+03   0.165469E+07   0.460803E+03
   292   0.456443E+04   0.675783E+01   0.111527E+03   0.164763E+07   0.456852E+03
   293   0.453375E+04   0.691423E+01   0.112348E+03   0.164062E+07   0.452915E+03
   294   0.450271E+04   0.707313E+01   0.113150E+03   0.163365E+07   0.448989E+03
   295   0.447168E+04   0.723307E+01   0.113911E+03   0.162672E+07   0.445077E+03
   296   0.444028E+04   0.739552E+01   0.114647E+03   0.161984E+07   0.441176E+03
   297   0.440874E+04   0.755829E+01   0.115357E+03   0.161301E+07   0.437288E+03
   298   0.437691E+04   0.772360E+01   0.116026E+03   0.160621E+07   0.433412E+03
   299   0.434500E+04   0.789073E+01   0.116662E+03   0.159946E+07   0.429547E+03
   300   0.431286E+04   0.805819E+01   0.117264E+03   0.159275E+07   0.425694E+03
   301   0.428058E+04   0.822749E+01   0.117841E+03   0.158608E+07   0.421853E+03
   302   0.424822E+04   0.839789E+01   0.118392E+03   0.157945E+07   0.418022E+03
   303   0.421571E+04   0.857014E+01   0.118901E+03   0.157286E+07   0.414202E+03
   304   0.418305E+04   0.874425E+01   0.119370E+03   0.156631E+07   0.410392E+03
   305   0.415031E+04   0.891875E+01   0.119812E+03   0.155981E+07   0.406591E+03
   306   0.411743E+04   0.909437E+01   0.120220E+03   0.155334E+07   0.402799E+03
   307   0.408446E+04   0.927114E+01   0.120586E+03   0.154691E+07   0.399016E+03
   308   0.405143E+04   0.945054E+01   0.120933E+03   0.154052E+07   0.395241E+03
   309   0.401839E+04   0.962962E+01   0.121231E+03   0.153417E+07   0.391473E+03
   310   0.398519E+04   0.980911E+01   0.121501E+03   0.152786E+07   0.387713E+03
   311   0.395200E+04   0.999127E+01   0.121729E+03   0.152158E+07   0.383959E+03
   312   0.391881E+04   0.101731E+02   0.121930E+03   0.151535E+07   0.380212E+03
   313   0.388554E+04   0.103562E+02   0.122088E+03   0.150915E+07   0.376470E+03
   314   0.385227E+04   0.105404E+02   0.122218E+03   0.150299E+07   0.372734E+03
   315   0.381899E+04   0.107244E+02   0.122306E+03   0.149686E+07   0.369002E+03
   316   0.378572E+04   0.109095E+02   0.122357E+03   0.149078E+07   0.365274E+03
   317   0.375244E+04   0.110944E+02   0.122374E+03   0.148473E+07   0.361551E+03
   318   0.371917E+04   0.112813E+02   0.122354E+03   0.147871E+07   0.357831E+03
   319   0.368596E+04   0.114680E+02   0.122298E+03   0.147273E+07   0.354113E+03
   320   0.365283E+04   0.116551E+02   0.122214E+03   0.146679E+07   0.350398E+03
