#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.301705E+00   0.554036E+06   0.551063E+06   0.566131E-02   0.424810E+00   0.871333E+04   0.551126E+06   0.553570E+06   0.551126E+06  -0.131249E-01   0.291139E+06   0.291102E+06   0.409776E-01
   0.308391E+00   0.536102E+06   0.533220E+06  -0.116296E+00   0.393427E+00   0.812364E+04   0.533285E+06   0.535651E+06   0.533285E+06  -0.127000E-01   0.281714E+06   0.281678E+06   0.387535E-01
   0.315078E+00   0.520162E+06   0.517413E+06  -0.662891E-01   0.365705E+00   0.759980E+04   0.517434E+06   0.519731E+06   0.517434E+06  -0.123225E-01   0.273341E+06   0.273307E+06   0.362695E-01
   0.321764E+00   0.505667E+06   0.503070E+06   0.180445E-01   0.340900E+00   0.712817E+04   0.503026E+06   0.505260E+06   0.503026E+06  -0.119794E-01   0.265730E+06   0.265698E+06   0.337921E-01
   0.328451E+00   0.491953E+06   0.489497E+06  -0.623798E-02   0.318296E+00   0.669516E+04   0.489394E+06   0.491569E+06   0.489394E+06  -0.116547E-01   0.258529E+06   0.258498E+06   0.315684E-01
   0.335137E+00   0.478474E+06   0.476127E+06  -0.265985E-01   0.297349E+00   0.629041E+04   0.475990E+06   0.478106E+06   0.475990E+06  -0.113355E-01   0.251448E+06   0.251419E+06   0.297429E-01
   0.341823E+00   0.464943E+06   0.462670E+06   0.726362E-02   0.277748E+00   0.590821E+04   0.462530E+06   0.464587E+06   0.462530E+06  -0.110150E-01   0.244338E+06   0.244309E+06   0.283296E-01
   0.348510E+00   0.451373E+06   0.449142E+06  -0.196867E-01   0.259392E+00   0.554715E+04   0.449026E+06   0.451024E+06   0.449026E+06  -0.106934E-01   0.237205E+06   0.237176E+06   0.272337E-01
   0.355196E+00   0.437992E+06   0.435785E+06  -0.455173E-01   0.242312E+00   0.520850E+04   0.435707E+06   0.437647E+06   0.435707E+06  -0.103762E-01   0.230169E+06   0.230141E+06   0.263063E-01
   0.361882E+00   0.425114E+06   0.422931E+06   0.811415E-02   0.226573E+00   0.489435E+04   0.422889E+06   0.424772E+06   0.422889E+06  -0.100709E-01   0.223398E+06   0.223371E+06   0.254039E-01
   0.368569E+00   0.413004E+06   0.410856E+06   0.398794E-01   0.212202E+00   0.460589E+04   0.410837E+06   0.412667E+06   0.410837E+06  -0.978392E-02   0.217032E+06   0.217005E+06   0.244332E-01
   0.375255E+00   0.401784E+06   0.399689E+06   0.377404E-02   0.199146E+00   0.434251E+04   0.399674E+06   0.401456E+06   0.399674E+06  -0.951809E-02   0.211135E+06   0.211109E+06   0.233689E-01
   0.381941E+00   0.391414E+06   0.389386E+06  -0.139708E-01   0.187274E+00   0.410190E+04   0.389360E+06   0.391096E+06   0.389360E+06  -0.927247E-02   0.205687E+06   0.205661E+06   0.222449E-01
   0.388628E+00   0.381726E+06   0.379772E+06  -0.416828E-02   0.176410E+00   0.388065E+04   0.379726E+06   0.381420E+06   0.379726E+06  -0.904304E-02   0.200598E+06   0.200573E+06   0.211276E-01
   0.395314E+00   0.372497E+06   0.370615E+06  -0.174112E-01   0.166372E+00   0.367518E+04   0.370549E+06   0.372202E+06   0.370549E+06  -0.882449E-02   0.195750E+06   0.195726E+06   0.200849E-01
   0.402000E+00   0.363532E+06   0.361711E+06  -0.235988E-01   0.157013E+00   0.348249E+04   0.361633E+06   0.363247E+06   0.361633E+06  -0.861215E-02   0.191040E+06   0.191017E+06   0.191620E-01
   0.408687E+00   0.354709E+06   0.352938E+06   0.108496E-02   0.148231E+00   0.330061E+04   0.352857E+06   0.354432E+06   0.352857E+06  -0.840315E-02   0.186404E+06   0.186381E+06   0.183699E-01
   0.415373E+00   0.346006E+06   0.344272E+06   0.400307E-02   0.139976E+00   0.312865E+04   0.344198E+06   0.345735E+06   0.344198E+06  -0.819694E-02   0.181829E+06   0.181807E+06   0.176886E-01
   0.422060E+00   0.337477E+06   0.335773E+06  -0.192630E-01   0.132233E+00   0.296650E+04   0.335711E+06   0.337210E+06   0.335711E+06  -0.799483E-02   0.177346E+06   0.177325E+06   0.170798E-01
   0.428746E+00   0.329215E+06   0.327539E+06  -0.186290E-01   0.125003E+00   0.281433E+04   0.327490E+06   0.328953E+06   0.327490E+06  -0.779904E-02   0.173003E+06   0.172982E+06   0.165025E-01
   0.435432E+00   0.321307E+06   0.319662E+06  -0.532907E-02   0.118282E+00   0.267223E+04   0.319622E+06   0.321050E+06   0.319622E+06  -0.761166E-02   0.168847E+06   0.168826E+06   0.159265E-01
   0.442119E+00   0.313802E+06   0.312191E+06  -0.707085E-02   0.112051E+00   0.253999E+04   0.312154E+06   0.313549E+06   0.312154E+06  -0.743384E-02   0.164902E+06   0.164882E+06   0.153395E-01
   0.448805E+00   0.306694E+06   0.305122E+06  -0.686467E-02   0.106274E+00   0.241691E+04   0.305084E+06   0.306448E+06   0.305084E+06  -0.726546E-02   0.161167E+06   0.161148E+06   0.147458E-01
   0.455491E+00   0.299935E+06   0.298405E+06   0.217094E-02   0.100904E+00   0.230206E+04   0.298362E+06   0.299696E+06   0.298362E+06  -0.710537E-02   0.157616E+06   0.157597E+06   0.141608E-01
   0.462178E+00   0.293453E+06   0.291964E+06  -0.245534E-02   0.958875E-01   0.219436E+04   0.291914E+06   0.293220E+06   0.291914E+06  -0.695183E-02   0.154210E+06   0.154191E+06   0.136029E-01
   0.641729E+00   0.175847E+06   0.174955E+06   0.612312E-03   0.298040E-01   0.723177E+03   0.174923E+06   0.175708E+06   0.174923E+06  -0.416572E-02   0.924076E+05   0.923963E+05   0.590601E-02
   0.895605E+00   0.103029E+06   0.102507E+06   0.896537E-02   0.896537E-02   0.226717E+03   0.102486E+06   0.102947E+06   0.102486E+06  -0.244067E-02   0.541413E+05   0.541346E+05   0.250728E-02
   0.124992E+01   0.596141E+05   0.593118E+05   0.266335E-02   0.266335E-02   0.692181E+02   0.592999E+05   0.595668E+05   0.592999E+05  -0.141220E-02   0.313269E+05   0.313230E+05   0.106201E-02
   0.174440E+01   0.341271E+05   0.339539E+05   0.782796E-03   0.782796E-03   0.206974E+02   0.339471E+05   0.340999E+05   0.339471E+05  -0.808436E-03   0.179336E+05   0.179312E+05   0.453910E-03
   0.243451E+01   0.193572E+05   0.192588E+05   0.227962E-03   0.227962E-03   0.608994E+01   0.192551E+05   0.193418E+05   0.192551E+05  -0.458553E-03   0.101721E+05   0.101707E+05   0.199047E-03
