#    L    TT             EE             TE             PP             TP          
    48   0.135003E+04   0.931041E-01   0.802174E+00   0.656620E+07  -0.153075E+04
    49   0.136999E+04   0.994917E-01   0.655256E+00   0.653522E+07  -0.143691E+04
    50   0.139034E+04   0.106079E+00   0.500504E+00   0.650348E+07  -0.134258E+04
    51   0.141087E+04   0.112835E+00   0.333392E+00   0.647107E+07  -0.124559E+04
    52   0.143180E+04   0.119848E+00   0.149321E+00   0.643803E+07  -0.114741E+04
    53   0.145273E+04   0.127273E+00  -0.544745E-01   0.640443E+07  -0.105040E+04
    54   0.147357E+04   0.135109E+00  -0.272793E+00   0.637031E+07  -0.956939E+03
    55   0.149450E+04   0.143339E+00  -0.500316E+00   0.633572E+07  -0.869398E+03
    56   0.151576E+04   0.151823E+00  -0.738095E+00   0.630071E+07  -0.789432E+03
    57   0.153727E+04   0.160452E+00  -0.986351E+00   0.626531E+07  -0.715843E+03
    58   0.155906E+04   0.169227E+00  -0.124633E+01   0.622955E+07  -0.646715E+03
    59   0.158100E+04   0.178182E+00  -0.151929E+01   0.619346E+07  -0.580135E+03
    60   0.160313E+04   0.187366E+00  -0.180508E+01   0.615705E+07  -0.514188E+03
    61   0.162575E+04   0.196867E+00  -0.210322E+01   0.612038E+07  -0.447411E+03
    62   0.164826E+04   0.206677E+00  -0.241435E+01   0.608347E+07  -0.380136E+03
    63   0.167089E+04   0.216761E+00  -0.273904E+01   0.604638E+07  -0.313150E+03
    64   0.169390E+04   0.227136E+00  -0.307808E+01   0.600915E+07  -0.247235E+03
    65   0.171692E+04   0.237783E+00  -0.343166E+01   0.597183E+07  -0.183176E+03
    66   0.174023E+04   0.248639E+00  -0.379765E+01   0.593447E+07  -0.121629E+03
    67   0.176367E+04   0.259705E+00  -0.417368E+01   0.589709E+07  -0.627320E+02
    68   0.178751E+04   0.271020E+00  -0.455862E+01   0.585971E+07  -0.649656E+01
    69   0.181151E+04   0.282542E+00  -0.495127E+01   0.582234E+07   0.470673E+02
    70   0.183580E+04   0.294310E+00  -0.535384E+01   0.578502E+07   0.979490E+02
    71   0.186022E+04   0.306312E+00  -0.576911E+01   0.574775E+07   0.146259E+03
    72   0.188482E+04   0.318521E+00  -0.619826E+01   0.571053E+07   0.192588E+03
    73   0.190957E+04   0.330904E+00  -0.664151E+01   0.567337E+07   0.237651E+03
    74   0.193451E+04   0.343449E+00  -0.709764E+01   0.563627E+07   0.282160E+03
    75   0.195978E+04   0.356169E+00  -0.756482E+01   0.559922E+07   0.326827E+03
    76   0.198534E+04   0.369066E+00  -0.804211E+01   0.556223E+07   0.372158E+03
    77   0.201122E+04   0.382132E+00  -0.852932E+01   0.552532E+07   0.417825E+03
    78   0.203745E+04   0.395397E+00  -0.902790E+01   0.548849E+07   0.463292E+03
    79   0.206381E+04   0.408810E+00  -0.953409E+01   0.545177E+07   0.508026E+03
    80   0.209042E+04   0.422376E+00  -0.100494E+02   0.541517E+07   0.551491E+03
    81   0.211714E+04   0.436048E+00  -0.105743E+02   0.537872E+07   0.593222E+03
    82   0.214407E+04   0.449848E+00  -0.111080E+02   0.534241E+07   0.633039E+03
    83   0.217116E+04   0.463749E+00  -0.116505E+02   0.530628E+07   0.670833E+03
    84   0.219851E+04   0.477749E+00  -0.121999E+02   0.527031E+07   0.706495E+03
    85   0.222599E+04   0.491821E+00  -0.127577E+02   0.523454E+07   0.739914E+03
    86   0.225370E+04   0.505979E+00  -0.133229E+02   0.519896E+07   0.771051E+03
    87   0.228186E+04   0.520192E+00  -0.138947E+02   0.516359E+07   0.800142E+03
    88   0.231000E+04   0.534480E+00  -0.144731E+02   0.512842E+07   0.827492E+03
    89   0.233851E+04   0.548830E+00  -0.150594E+02   0.509346E+07   0.853407E+03
    90   0.236720E+04   0.563206E+00  -0.156507E+02   0.505871E+07   0.878190E+03
    91   0.239600E+04   0.577604E+00  -0.162477E+02   0.502418E+07   0.902099E+03
    92   0.242507E+04   0.592010E+00  -0.168496E+02   0.498987E+07   0.925191E+03
    93   0.245439E+04   0.606419E+00  -0.174565E+02   0.495578E+07   0.947473E+03
    94   0.248376E+04   0.620794E+00  -0.180672E+02   0.492191E+07   0.968955E+03
    95   0.251339E+04   0.635138E+00  -0.186823E+02   0.488826E+07   0.989643E+03
    96   0.254300E+04   0.649436E+00  -0.193013E+02   0.485483E+07   0.100955E+04
    97   0.257302E+04   0.663676E+00  -0.199235E+02   0.482163E+07   0.102868E+04
    98   0.260325E+04   0.677851E+00  -0.205468E+02   0.478866E+07   0.104703E+04
    99   0.263352E+04   0.691926E+00  -0.211742E+02   0.475591E+07   0.106463E+04
   100   0.266408E+04   0.705902E+00  -0.218013E+02   0.472339E+07   0.108148E+04
   101   0.269477E+04   0.719840E+00  -0.224312E+02   0.469110E+07   0.109759E+04
   102   0.272596E+04   0.733592E+00  -0.230619E+02   0.465904E+07   0.111295E+04
   103   0.275707E+04   0.747235E+00  -0.236940E+02   0.462722E+07   0.112759E+04
   104   0.278839E+04   0.760771E+00  -0.243247E+02   0.459562E+07   0.114152E+04
   105   0.281986E+04   0.774125E+00  -0.249557E+02   0.456427E+07   0.115473E+04
   106   0.285154E+04   0.787374E+00  -0.255862E+02   0.453315E+07   0.116723E+04
   107   0.288314E+04   0.800371E+00  -0.262149E+02   0.450226E+07   0.117904E+04
   108   0.291512E+04   0.813192E+00  -0.268425E+02   0.447162E+07   0.119017E+04
   109   0.294725E+04   0.825763E+00  -0.274678E+02   0.444122E+07   0.120062E+04
   110   0.297946E+04   0.838086E+00  -0.280892E+02   0.441105E+07   0.121039E+04
   111   0.301183E+04   0.850237E+00  -0.287084E+02   0.438113E+07   0.121951E+04
   112   0.304435E+04   0.862141E+00  -0.293246E+02   0.435146E+07   0.122799E+04
   113   0.307709E+04   0.873799E+00  -0.299364E+02   0.432202E+07   0.123586E+04
   114   0.310992E+04   0.885136E+00  -0.305429E+02   0.429282E+07   0.124315E+04
   115   0.314298E+04   0.896301E+00  -0.311442E+02   0.426386E+07   0.124987E+04
   116   0.317604E+04   0.907070E+00  -0.317396E+02   0.423514E+07   0.125606E+04
   117   0.320940E+04   0.917519E+00  -0.323282E+02   0.420666E+07   0.126174E+04
   118   0.324291E+04   0.927796E+00  -0.329108E+02   0.417841E+07   0.126694E+04
   119   0.327642E+04   0.937751E+00  -0.334853E+02   0.415039E+07   0.127167E+04
   120   0.331008E+04   0.947237E+00  -0.340515E+02   0.412261E+07   0.127598E+04
   121   0.334374E+04   0.956551E+00  -0.346094E+02   0.409507E+07   0.127988E+04
   122   0.337747E+04   0.965395E+00  -0.351584E+02   0.406775E+07   0.128339E+04
   123   0.341128E+04   0.973844E+00  -0.356985E+02   0.404066E+07   0.128655E+04
   124   0.344516E+04   0.981972E+00  -0.362265E+02   0.401381E+07   0.128938E+04
   125   0.347903E+04   0.989705E+00  -0.367448E+02   0.398718E+07   0.129191E+04
   126   0.351298E+04   0.997117E+00  -0.372527E+02   0.396078E+07   0.129415E+04
   127   0.354692E+04   0.100406E+01  -0.377493E+02   0.393460E+07   0.129614E+04
   128   0.358086E+04   0.101068E+01  -0.382339E+02   0.390865E+07   0.129790E+04
   129   0.361486E+04   0.101683E+01  -0.387058E+02   0.388293E+07   0.129946E+04
   130   0.364886E+04   0.102251E+01  -0.391642E+02   0.385742E+07   0.130084E+04
   131   0.368285E+04   0.102787E+01  -0.396106E+02   0.383214E+07   0.130206E+04
   132   0.371691E+04   0.103276E+01  -0.400421E+02   0.380708E+07   0.130313E+04
   133   0.375089E+04   0.103725E+01  -0.404609E+02   0.378224E+07   0.130406E+04
   134   0.378486E+04   0.104135E+01  -0.408626E+02   0.375762E+07   0.130483E+04
   135   0.381883E+04   0.104496E+01  -0.412502E+02   0.373321E+07   0.130546E+04
   136   0.385265E+04   0.104810E+01  -0.416200E+02   0.370901E+07   0.130594E+04
   137   0.388647E+04   0.105083E+01  -0.419743E+02   0.368503E+07   0.130627E+04
   138   0.392021E+04   0.105308E+01  -0.423117E+02   0.366125E+07   0.130647E+04
   139   0.395373E+04   0.105500E+01  -0.426313E+02   0.363768E+07   0.130652E+04
   140   0.398732E+04   0.105636E+01  -0.429340E+02   0.361432E+07   0.130643E+04
   141   0.402070E+04   0.105724E+01  -0.432176E+02   0.359116E+07   0.130620E+04
   142   0.405408E+04   0.105770E+01  -0.434829E+02   0.356821E+07   0.130583E+04
   143   0.408738E+04   0.105775E+01  -0.437299E+02   0.354545E+07   0.130533E+04
   144   0.412047E+04   0.105731E+01  -0.439579E+02   0.352289E+07   0.130469E+04
   145   0.415342E+04   0.105653E+01  -0.441661E+02   0.350054E+07   0.130391E+04
   146   0.418645E+04   0.105518E+01  -0.443547E+02   0.347837E+07   0.130300E+04
   147   0.421912E+04   0.105348E+01  -0.445221E+02   0.345640E+07   0.130196E+04
   148   0.425165E+04   0.105129E+01  -0.446699E+02   0.343462E+07   0.130079E+04
   149   0.428411E+04   0.104867E+01  -0.447966E+02   0.341303E+07   0.129949E+04
   150   0.431629E+04   0.104571E+01  -0.449001E+02   0.339163E+07   0.129807E+04
   151   0.434833E+04   0.104231E+01  -0.449832E+02   0.337041E+07   0.129651E+04
   152   0.438009E+04   0.103842E+01  -0.450446E+02   0.334938E+07   0.129483E+04
   153   0.441172E+04   0.103416E+01  -0.450819E+02   0.332854E+07   0.129302E+04
   154   0.444314E+04   0.102954E+01  -0.450974E+02   0.330787E+07   0.129108E+04
   155   0.447436E+04   0.102456E+01  -0.450902E+02   0.328739E+07   0.128901E+04
   156   0.450523E+04   0.101920E+01  -0.450604E+02   0.326708E+07   0.128681E+04
   157   0.453605E+04   0.101348E+01  -0.450064E+02   0.324695E+07   0.128447E+04
   158   0.456659E+04   0.100745E+01  -0.449290E+02   0.322700E+07   0.128200E+04
   159   0.459686E+04   0.100096E+01  -0.448281E+02   0.320722E+07   0.127939E+04
   160   0.462694E+04   0.994171E+00  -0.447022E+02   0.318762E+07   0.127664E+04
   161   0.465683E+04   0.987141E+00  -0.445528E+02   0.316819E+07   0.127376E+04
   162   0.468645E+04   0.979719E+00  -0.443798E+02   0.314893E+07   0.127074E+04
   163   0.471596E+04   0.971979E+00  -0.441817E+02   0.312984E+07   0.126758E+04
   164   0.474505E+04   0.963990E+00  -0.439600E+02   0.311092E+07   0.126427E+04
   165   0.477404E+04   0.955674E+00  -0.437124E+02   0.309216E+07   0.126083E+04
   166   0.480276E+04   0.947177E+00  -0.434404E+02   0.307357E+07   0.125724E+04
   167   0.483131E+04   0.938273E+00  -0.431447E+02   0.305514E+07   0.125350E+04
   168   0.485945E+04   0.929328E+00  -0.428230E+02   0.303687E+07   0.124962E+04
   169   0.488734E+04   0.920044E+00  -0.424753E+02   0.301877E+07   0.124560E+04
   170   0.491497E+04   0.910638E+00  -0.421030E+02   0.300082E+07   0.124142E+04
   171   0.494221E+04   0.901109E+00  -0.417039E+02   0.298304E+07   0.123710E+04
   172   0.496913E+04   0.891377E+00  -0.412795E+02   0.296541E+07   0.123262E+04
   173   0.499565E+04   0.881439E+00  -0.408298E+02   0.294793E+07   0.122799E+04
   174   0.502193E+04   0.871590E+00  -0.403546E+02   0.293061E+07   0.122322E+04
   175   0.504789E+04   0.861528E+00  -0.398532E+02   0.291344E+07   0.121828E+04
   176   0.507339E+04   0.851472E+00  -0.393256E+02   0.289642E+07   0.121319E+04
   177   0.509857E+04   0.841345E+00  -0.387732E+02   0.287955E+07   0.120796E+04
   178   0.512336E+04   0.831363E+00  -0.381945E+02   0.286283E+07   0.120258E+04
   179   0.514776E+04   0.821224E+00  -0.375893E+02   0.284626E+07   0.119708E+04
   180   0.517191E+04   0.811148E+00  -0.369591E+02   0.282983E+07   0.119144E+04
   181   0.519559E+04   0.801128E+00  -0.363038E+02   0.281355E+07   0.118569E+04
   182   0.521888E+04   0.791234E+00  -0.356218E+02   0.279740E+07   0.117982E+04
   183   0.524169E+04   0.781387E+00  -0.349146E+02   0.278140E+07   0.117385E+04
   184   0.526418E+04   0.771657E+00  -0.341812E+02   0.276554E+07   0.116778E+04
   185   0.528627E+04   0.762187E+00  -0.334240E+02   0.274981E+07   0.116162E+04
   186   0.530759E+04   0.752831E+00  -0.326397E+02   0.273422E+07   0.115537E+04
   187   0.532880E+04   0.743725E+00  -0.318299E+02   0.271876E+07   0.114905E+04
   188   0.534953E+04   0.734850E+00  -0.309959E+02   0.270344E+07   0.114266E+04
   189   0.536971E+04   0.726238E+00  -0.301362E+02   0.268825E+07   0.113621E+04
   190   0.538978E+04   0.717936E+00  -0.292529E+02   0.267319E+07   0.112971E+04
   191   0.540900E+04   0.709962E+00  -0.283430E+02   0.265826E+07   0.112315E+04
   192   0.542788E+04   0.702332E+00  -0.274086E+02   0.264345E+07   0.111656E+04
   193   0.544621E+04   0.695087E+00  -0.264512E+02   0.262877E+07   0.110993E+04
   194   0.546420E+04   0.688251E+00  -0.254684E+02   0.261422E+07   0.110327E+04
   195   0.548163E+04   0.681857E+00  -0.244624E+02   0.259978E+07   0.109660E+04
   196   0.549849E+04   0.675937E+00  -0.234323E+02   0.258547E+07   0.108992E+04
   197   0.551494E+04   0.670531E+00  -0.223796E+02   0.257128E+07   0.108323E+04
   198   0.553090E+04   0.665656E+00  -0.213035E+02   0.255721E+07   0.107654E+04
   199   0.554638E+04   0.661344E+00  -0.202045E+02   0.254325E+07   0.106986E+04
   200   0.556135E+04   0.657620E+00  -0.190835E+02   0.252941E+07   0.106320E+04
   201   0.557576E+04   0.654540E+00  -0.179395E+02   0.251568E+07   0.105656E+04
   202   0.558968E+04   0.652110E+00  -0.167740E+02   0.250206E+07   0.104994E+04
   203   0.560302E+04   0.650391E+00  -0.155861E+02   0.248856E+07   0.104335E+04
   204   0.561573E+04   0.649404E+00  -0.143788E+02   0.247516E+07   0.103678E+04
   205   0.562793E+04   0.649195E+00  -0.131497E+02   0.246188E+07   0.103024E+04
   206   0.563950E+04   0.649802E+00  -0.118999E+02   0.244870E+07   0.102372E+04
   207   0.565056E+04   0.651245E+00  -0.106300E+02   0.243564E+07   0.101722E+04
   208   0.566090E+04   0.653579E+00  -0.934024E+01   0.242268E+07   0.101075E+04
   209   0.567068E+04   0.656826E+00  -0.803099E+01   0.240982E+07   0.100430E+04
   210   0.567987E+04   0.661037E+00  -0.670305E+01   0.239708E+07   0.997878E+03
   211   0.568850E+04   0.666243E+00  -0.535639E+01   0.238443E+07   0.991479E+03
   212   0.569640E+04   0.672475E+00  -0.399187E+01   0.237189E+07   0.985104E+03
   213   0.570380E+04   0.679776E+00  -0.260936E+01   0.235945E+07   0.978753E+03
   214   0.571056E+04   0.688139E+00  -0.120999E+01   0.234711E+07   0.972427E+03
   215   0.571673E+04   0.697759E+00   0.205585E+00   0.233488E+07   0.966126E+03
   216   0.572226E+04   0.708450E+00   0.163796E+01   0.232274E+07   0.959848E+03
   217   0.572728E+04   0.720367E+00   0.308523E+01   0.231070E+07   0.953596E+03
   218   0.573165E+04   0.733512E+00   0.454767E+01   0.229876E+07   0.947368E+03
   219   0.573545E+04   0.747885E+00   0.602635E+01   0.228692E+07   0.941165E+03
   220   0.573866E+04   0.763634E+00   0.751688E+01   0.227517E+07   0.934987E+03
   221   0.574130E+04   0.780686E+00   0.902158E+01   0.226351E+07   0.928833E+03
   222   0.574336E+04   0.799189E+00   0.105390E+02   0.225195E+07   0.922704E+03
   223   0.574468E+04   0.819069E+00   0.120701E+02   0.224049E+07   0.916601E+03
   224   0.574558E+04   0.840327E+00   0.136111E+02   0.222911E+07   0.910522E+03
   225   0.574582E+04   0.863112E+00   0.151651E+02   0.221783E+07   0.904468E+03
   226   0.574548E+04   0.887424E+00   0.167285E+02   0.220663E+07   0.898439E+03
   227   0.574448E+04   0.913262E+00   0.183028E+02   0.219553E+07   0.892435E+03
   228   0.574297E+04   0.940629E+00   0.198866E+02   0.218451E+07   0.886457E+03
   229   0.574088E+04   0.969597E+00   0.214786E+02   0.217358E+07   0.880504E+03
   230   0.573813E+04   0.100017E+01   0.230796E+02   0.216274E+07   0.874576E+03
   231   0.573472E+04   0.103242E+01   0.246888E+02   0.215198E+07   0.868673E+03
   232   0.573080E+04   0.106627E+01   0.263049E+02   0.214131E+07   0.862796E+03
   233   0.572630E+04   0.110194E+01   0.279265E+02   0.213072E+07   0.856944E+03
   234   0.572105E+04   0.113930E+01   0.295544E+02   0.212022E+07   0.851118E+03
   235   0.571530E+04   0.117841E+01   0.311873E+02   0.210979E+07   0.845317E+03
   236   0.570889E+04   0.121927E+01   0.328251E+02   0.209945E+07   0.839542E+03
   237   0.570188E+04   0.126195E+01   0.344665E+02   0.208918E+07   0.833792E+03
   238   0.569429E+04   0.130654E+01   0.361115E+02   0.207900E+07   0.828069E+03
   239   0.568619E+04   0.135289E+01   0.377596E+02   0.206889E+07   0.822371E+03
   240   0.567734E+04   0.140106E+01   0.394085E+02   0.205886E+07   0.816698E+03
   241   0.566805E+04   0.145121E+01   0.410591E+02   0.204891E+07   0.811052E+03
   242   0.565818E+04   0.150318E+01   0.427107E+02   0.203903E+07   0.805432E+03
   243   0.564771E+04   0.155714E+01   0.443619E+02   0.202922E+07   0.799837E+03
   244   0.563665E+04   0.161300E+01   0.460136E+02   0.201949E+07   0.794269E+03
   245   0.562499E+04   0.167084E+01   0.476628E+02   0.200983E+07   0.788726E+03
   246   0.561282E+04   0.173065E+01   0.493111E+02   0.200025E+07   0.783210E+03
   247   0.560013E+04   0.179237E+01   0.509564E+02   0.199073E+07   0.777720E+03
   248   0.558685E+04   0.185637E+01   0.525987E+02   0.198128E+07   0.772256E+03
   249   0.557311E+04   0.192213E+01   0.542374E+02   0.197190E+07   0.766819E+03
   250   0.555879E+04   0.199008E+01   0.558712E+02   0.196259E+07   0.761408E+03
   251   0.554401E+04   0.205995E+01   0.575007E+02   0.195334E+07   0.756023E+03
   252   0.552857E+04   0.213195E+01   0.591245E+02   0.194417E+07   0.750664E+03
   253   0.551282E+04   0.220588E+01   0.607411E+02   0.193505E+07   0.745332E+03
   254   0.549647E+04   0.228205E+01   0.623505E+02   0.192600E+07   0.740024E+03
   255   0.547959E+04   0.236016E+01   0.639526E+02   0.191702E+07   0.734743E+03
   256   0.546226E+04   0.244060E+01   0.655475E+02   0.190810E+07   0.729486E+03
   257   0.544448E+04   0.252294E+01   0.671270E+02   0.189925E+07   0.724255E+03
   258   0.542616E+04   0.260755E+01   0.687036E+02   0.189045E+07   0.719048E+03
   259   0.540738E+04   0.269430E+01   0.702625E+02   0.188172E+07   0.713866E+03
   260   0.538822E+04   0.278320E+01   0.718186E+02   0.187306E+07   0.708708E+03
   261   0.536852E+04   0.287419E+01   0.733495E+02   0.186445E+07   0.703574E+03
   262   0.534828E+04   0.296749E+01   0.748775E+02   0.185590E+07   0.698463E+03
   263   0.532787E+04   0.306290E+01   0.763951E+02   0.184742E+07   0.693377E+03
   264   0.530685E+04   0.316050E+01   0.778950E+02   0.183899E+07   0.688313E+03
   265   0.528528E+04   0.326023E+01   0.793696E+02   0.183063E+07   0.683273E+03
   266   0.526340E+04   0.336232E+01   0.808413E+02   0.182232E+07   0.678255E+03
   267   0.524096E+04   0.346640E+01   0.822877E+02   0.181407E+07   0.673260E+03
   268   0.521813E+04   0.357287E+01   0.837236E+02   0.180588E+07   0.668287E+03
   269   0.519476E+04   0.368143E+01   0.851417E+02   0.179775E+07   0.663336E+03
   270   0.517113E+04   0.379217E+01   0.865419E+02   0.178967E+07   0.658407E+03
   271   0.514702E+04   0.390503E+01   0.879241E+02   0.178165E+07   0.653500E+03
   272   0.512265E+04   0.402031E+01   0.892810E+02   0.177368E+07   0.648614E+03
   273   0.509781E+04   0.413743E+01   0.906274E+02   0.176577E+07   0.643749E+03
   274   0.507263E+04   0.425699E+01   0.919410E+02   0.175792E+07   0.638904E+03
   275   0.504705E+04   0.437849E+01   0.932440E+02   0.175012E+07   0.634081E+03
   276   0.502120E+04   0.450215E+01   0.945141E+02   0.174237E+07   0.629278E+03
   277   0.499486E+04   0.462799E+01   0.957737E+02   0.173468E+07   0.624495E+03
   278   0.496826E+04   0.475595E+01   0.970004E+02   0.172704E+07   0.619732E+03
   279   0.494133E+04   0.488596E+01   0.982016E+02   0.171945E+07   0.614988E+03
   280   0.491404E+04   0.501802E+01   0.993921E+02   0.171191E+07   0.610264E+03
   281   0.488657E+04   0.515224E+01   0.100550E+03   0.170442E+07   0.605560E+03
   282   0.485860E+04   0.528831E+01   0.101682E+03   0.169699E+07   0.600874E+03
   283   0.483043E+04   0.542648E+01   0.102788E+03   0.168960E+07   0.596207E+03
   284   0.480199E+04   0.556667E+01   0.103869E+03   0.168227E+07   0.591558E+03
   285   0.477327E+04   0.570891E+01   0.104925E+03   0.167498E+07   0.586927E+03
   286   0.474420E+04   0.585304E+01   0.105947E+03   0.166774E+07   0.582315E+03
   287   0.471486E+04   0.599909E+01   0.106951E+03   0.166055E+07   0.577720E+03
   288   0.468531E+04   0.614705E+01   0.107922E+03   0.165341E+07   0.573142E+03
   289   0.465547E+04   0.629688E+01   0.108868E+03   0.164631E+07   0.568582E+03
   290   0.462543E+04   0.644843E+01   0.109787E+03   0.163926E+07   0.564039E+03
   291   0.459518E+04   0.660245E+01   0.110666E+03   0.163225E+07   0.559513E+03
   292   0.456442E+04   0.675783E+01   0.111527E+03   0.162530E+07   0.555003E+03
   293   0.453375E+04   0.691423E+01   0.112348E+03   0.161838E+07   0.550510E+03
   294   0.450271E+04   0.707313E+01   0.113150E+03   0.161151E+07   0.546032E+03
   295   0.447168E+04   0.723307E+01   0.113911E+03   0.160469E+07   0.541571E+03
   296   0.444028E+04   0.739552E+01   0.114647E+03   0.159790E+07   0.537124E+03
   297   0.440874E+04   0.755829E+01   0.115357E+03   0.159116E+07   0.532694E+03
   298   0.437690E+04   0.772360E+01   0.116026E+03   0.158446E+07   0.528278E+03
   299   0.434499E+04   0.789073E+01   0.116662E+03   0.157781E+07   0.523877E+03
   300   0.431286E+04   0.805819E+01   0.117264E+03   0.157119E+07   0.519491E+03
   301   0.428058E+04   0.822749E+01   0.117841E+03   0.156462E+07   0.515119E+03
   302   0.424822E+04   0.839789E+01   0.118392E+03   0.155808E+07   0.510761E+03
   303   0.421571E+04   0.857014E+01   0.118901E+03   0.155159E+07   0.506416E+03
   304   0.418305E+04   0.874425E+01   0.119370E+03   0.154514E+07   0.502085E+03
   305   0.415031E+04   0.891875E+01   0.119812E+03   0.153872E+07   0.497765E+03
   306   0.411742E+04   0.909437E+01   0.120220E+03   0.153235E+07   0.493458E+03
   307   0.408446E+04   0.927114E+01   0.120586E+03   0.152601E+07   0.489163E+03
   308   0.405142E+04   0.945054E+01   0.120933E+03   0.151971E+07   0.484878E+03
   309   0.401838E+04   0.962962E+01   0.121231E+03   0.151345E+07   0.480604E+03
   310   0.398519E+04   0.980911E+01   0.121501E+03   0.150723E+07   0.476340E+03
   311   0.395200E+04   0.999127E+01   0.121729E+03   0.150105E+07   0.472086E+03
   312   0.391881E+04   0.101731E+02   0.121930E+03   0.149490E+07   0.467841E+03
   313   0.388554E+04   0.103562E+02   0.122088E+03   0.148879E+07   0.463605E+03
   314   0.385226E+04   0.105404E+02   0.122218E+03   0.148272E+07   0.459377E+03
   315   0.381899E+04   0.107244E+02   0.122306E+03   0.147668E+07   0.455157E+03
   316   0.378572E+04   0.109095E+02   0.122357E+03   0.147068E+07   0.450944E+03
   317   0.375244E+04   0.110944E+02   0.122374E+03   0.146472E+07   0.446738E+03
   318   0.371916E+04   0.112813E+02   0.122354E+03   0.145879E+07   0.442538E+03
   319   0.368596E+04   0.114680E+02   0.122298E+03   0.145290E+07   0.438344E+03
   320   0.365283E+04   0.116551E+02   0.122214E+03   0.144704E+07   0.434156E+03
