#    L    TT             EE             TE             PP             TP          
   553   0.255391E+04   0.672381E+01  -0.158180E+02   0.645159E+06  -0.501954E+02
   554   0.255334E+04   0.677598E+01  -0.145074E+02   0.643204E+06  -0.490933E+02
   555   0.255254E+04   0.683260E+01  -0.132007E+02   0.641257E+06  -0.480294E+02
   556   0.255150E+04   0.689444E+01  -0.118981E+02   0.639318E+06  -0.470026E+02
   557   0.255028E+04   0.696081E+01  -0.106017E+02   0.637387E+06  -0.460116E+02
   558   0.254882E+04   0.703324E+01  -0.931103E+01   0.635464E+06  -0.450551E+02
   559   0.254711E+04   0.710954E+01  -0.802692E+01   0.633549E+06  -0.441319E+02
   560   0.254531E+04   0.719050E+01  -0.675104E+01   0.631642E+06  -0.432409E+02
   561   0.254310E+04   0.727689E+01  -0.548356E+01   0.629742E+06  -0.423806E+02
   562   0.254087E+04   0.736877E+01  -0.422536E+01   0.627851E+06  -0.415499E+02
   563   0.253839E+04   0.746470E+01  -0.297513E+01   0.625967E+06  -0.407476E+02
   564   0.253572E+04   0.756693E+01  -0.173821E+01   0.624091E+06  -0.399723E+02
   565   0.253280E+04   0.767254E+01  -0.511047E+00   0.622222E+06  -0.392229E+02
   566   0.252969E+04   0.778381E+01   0.703228E+00   0.620362E+06  -0.384981E+02
   567   0.252641E+04   0.789929E+01   0.190520E+01   0.618509E+06  -0.377966E+02
   568   0.252293E+04   0.802051E+01   0.309324E+01   0.616663E+06  -0.371173E+02
   569   0.251919E+04   0.814677E+01   0.426940E+01   0.614825E+06  -0.364589E+02
   570   0.251534E+04   0.827736E+01   0.542834E+01   0.612995E+06  -0.358200E+02
   571   0.251122E+04   0.841308E+01   0.657213E+01   0.611172E+06  -0.351996E+02
   572   0.250691E+04   0.855322E+01   0.770060E+01   0.609356E+06  -0.345963E+02
   573   0.250248E+04   0.869783E+01   0.881138E+01   0.607548E+06  -0.340089E+02
   574   0.249786E+04   0.884769E+01   0.990580E+01   0.605748E+06  -0.334361E+02
   575   0.249303E+04   0.900135E+01   0.109815E+02   0.603954E+06  -0.328768E+02
   576   0.248809E+04   0.916035E+01   0.120397E+02   0.602168E+06  -0.323296E+02
   577   0.248287E+04   0.932399E+01   0.130789E+02   0.600390E+06  -0.317933E+02
   578   0.247752E+04   0.949156E+01   0.140981E+02   0.598618E+06  -0.312667E+02
   579   0.247204E+04   0.966459E+01   0.150980E+02   0.596854E+06  -0.307486E+02
   580   0.246644E+04   0.984165E+01   0.160761E+02   0.595097E+06  -0.302376E+02
   581   0.246047E+04   0.100228E+02   0.170345E+02   0.593347E+06  -0.297326E+02
   582   0.245445E+04   0.102087E+02   0.179708E+02   0.591604E+06  -0.292323E+02
   583   0.244830E+04   0.103988E+02   0.188841E+02   0.589869E+06  -0.287354E+02
   584   0.244201E+04   0.105931E+02   0.197758E+02   0.588140E+06  -0.282407E+02
   585   0.243557E+04   0.107917E+02   0.206443E+02   0.586419E+06  -0.277471E+02
   586   0.242893E+04   0.109937E+02   0.214893E+02   0.584704E+06  -0.272531E+02
   587   0.242222E+04   0.112009E+02   0.223107E+02   0.582996E+06  -0.267576E+02
   588   0.241529E+04   0.114116E+02   0.231068E+02   0.581295E+06  -0.262594E+02
   589   0.240822E+04   0.116267E+02   0.238791E+02   0.579602E+06  -0.257572E+02
   590   0.240100E+04   0.118448E+02   0.246265E+02   0.577915E+06  -0.252497E+02
   591   0.239371E+04   0.120682E+02   0.253482E+02   0.576234E+06  -0.247357E+02
   592   0.238627E+04   0.122938E+02   0.260433E+02   0.574561E+06  -0.242139E+02
   593   0.237868E+04   0.125248E+02   0.267139E+02   0.572894E+06  -0.236832E+02
   594   0.237087E+04   0.127588E+02   0.273568E+02   0.571234E+06  -0.231423E+02
   595   0.236297E+04   0.129953E+02   0.279742E+02   0.569581E+06  -0.225899E+02
   596   0.235507E+04   0.132373E+02   0.285635E+02   0.567934E+06  -0.220248E+02
   597   0.234702E+04   0.134803E+02   0.291262E+02   0.566294E+06  -0.214457E+02
   598   0.233902E+04   0.137280E+02   0.296614E+02   0.564660E+06  -0.208514E+02
   599   0.233080E+04   0.139791E+02   0.301696E+02   0.563033E+06  -0.202407E+02
   600   0.232241E+04   0.142336E+02   0.306492E+02   0.561413E+06  -0.196123E+02
   601   0.231394E+04   0.144915E+02   0.311008E+02   0.559799E+06  -0.189652E+02
   602   0.230537E+04   0.147514E+02   0.315233E+02   0.558191E+06  -0.182994E+02
   603   0.229665E+04   0.150154E+02   0.319187E+02   0.556590E+06  -0.176153E+02
   604   0.228798E+04   0.152814E+02   0.322843E+02   0.554995E+06  -0.169130E+02
   605   0.227916E+04   0.155502E+02   0.326207E+02   0.553406E+06  -0.161929E+02
   606   0.227032E+04   0.158216E+02   0.329276E+02   0.551824E+06  -0.154551E+02
   607   0.226118E+04   0.160958E+02   0.332045E+02   0.550248E+06  -0.147000E+02
   608   0.225217E+04   0.163727E+02   0.334513E+02   0.548679E+06  -0.139279E+02
   609   0.224315E+04   0.166510E+02   0.336676E+02   0.547116E+06  -0.131390E+02
   610   0.223397E+04   0.169312E+02   0.338530E+02   0.545558E+06  -0.123336E+02
   611   0.222478E+04   0.172142E+02   0.340081E+02   0.544008E+06  -0.115119E+02
   612   0.221558E+04   0.175000E+02   0.341332E+02   0.542463E+06  -0.106742E+02
   613   0.220623E+04   0.177848E+02   0.342259E+02   0.540924E+06  -0.982078E+01
   614   0.219693E+04   0.180733E+02   0.342872E+02   0.539392E+06  -0.895192E+01
   615   0.218756E+04   0.183622E+02   0.343176E+02   0.537865E+06  -0.806789E+01
   616   0.217817E+04   0.186540E+02   0.343169E+02   0.536345E+06  -0.716893E+01
   617   0.216886E+04   0.189472E+02   0.342847E+02   0.534831E+06  -0.625533E+01
   618   0.215946E+04   0.192417E+02   0.342198E+02   0.533322E+06  -0.532735E+01
   619   0.214998E+04   0.195383E+02   0.341252E+02   0.531820E+06  -0.438526E+01
   620   0.214064E+04   0.198340E+02   0.339980E+02   0.530323E+06  -0.342932E+01
   621   0.213114E+04   0.201319E+02   0.338389E+02   0.528833E+06  -0.245981E+01
   622   0.212171E+04   0.204304E+02   0.336474E+02   0.527348E+06  -0.147699E+01
   623   0.211235E+04   0.207288E+02   0.334256E+02   0.525870E+06  -0.481122E+00
   624   0.210291E+04   0.210279E+02   0.331715E+02   0.524397E+06   0.527515E+00
   625   0.209347E+04   0.213276E+02   0.328850E+02   0.522930E+06   0.154866E+01
   626   0.208409E+04   0.216281E+02   0.325671E+02   0.521468E+06   0.258204E+01
   627   0.207479E+04   0.219284E+02   0.322176E+02   0.520013E+06   0.362738E+01
   628   0.206548E+04   0.222288E+02   0.318361E+02   0.518563E+06   0.468443E+01
   629   0.205624E+04   0.225291E+02   0.314232E+02   0.517119E+06   0.575292E+01
   630   0.204692E+04   0.228293E+02   0.309776E+02   0.515680E+06   0.683257E+01
   631   0.203768E+04   0.231296E+02   0.305021E+02   0.514247E+06   0.792312E+01
   632   0.202858E+04   0.234291E+02   0.299942E+02   0.512820E+06   0.902430E+01
   633   0.201940E+04   0.237293E+02   0.294558E+02   0.511399E+06   0.101358E+02
   634   0.201037E+04   0.240273E+02   0.288865E+02   0.509983E+06   0.112575E+02
   635   0.200141E+04   0.243261E+02   0.282864E+02   0.508572E+06   0.123889E+02
   636   0.199238E+04   0.246249E+02   0.276559E+02   0.507167E+06   0.135300E+02
   637   0.198349E+04   0.249208E+02   0.269940E+02   0.505768E+06   0.146803E+02
   638   0.197468E+04   0.252174E+02   0.263027E+02   0.504374E+06   0.158396E+02
   639   0.196594E+04   0.255119E+02   0.255806E+02   0.502985E+06   0.170077E+02
   640   0.195728E+04   0.258064E+02   0.248290E+02   0.501602E+06   0.181843E+02
   641   0.194869E+04   0.260996E+02   0.240476E+02   0.500224E+06   0.193691E+02
   642   0.194010E+04   0.263905E+02   0.232368E+02   0.498851E+06   0.205618E+02
   643   0.193166E+04   0.266816E+02   0.223969E+02   0.497484E+06   0.217623E+02
   644   0.192337E+04   0.269691E+02   0.215281E+02   0.496122E+06   0.229701E+02
   645   0.191509E+04   0.272559E+02   0.206305E+02   0.494766E+06   0.241851E+02
   646   0.190688E+04   0.275413E+02   0.197044E+02   0.493414E+06   0.254070E+02
   647   0.189889E+04   0.278247E+02   0.187496E+02   0.492068E+06   0.266355E+02
   648   0.189084E+04   0.281067E+02   0.177678E+02   0.490727E+06   0.278703E+02
   649   0.188301E+04   0.283859E+02   0.167580E+02   0.489391E+06   0.291113E+02
   650   0.187526E+04   0.286630E+02   0.157212E+02   0.488061E+06   0.303580E+02
   651   0.186758E+04   0.289395E+02   0.146572E+02   0.486735E+06   0.316102E+02
   652   0.185999E+04   0.292131E+02   0.135667E+02   0.485415E+06   0.328676E+02
   653   0.185263E+04   0.294831E+02   0.124508E+02   0.484099E+06   0.341298E+02
   654   0.184528E+04   0.297517E+02   0.113103E+02   0.482789E+06   0.353964E+02
   655   0.183801E+04   0.300180E+02   0.101442E+02   0.481483E+06   0.366669E+02
   656   0.183098E+04   0.302813E+02   0.895392E+01   0.480183E+06   0.379411E+02
   657   0.182404E+04   0.305416E+02   0.774075E+01   0.478888E+06   0.392185E+02
   658   0.181712E+04   0.307995E+02   0.650382E+01   0.477597E+06   0.404987E+02
   659   0.181051E+04   0.310542E+02   0.524448E+01   0.476311E+06   0.417815E+02
   660   0.180400E+04   0.313050E+02   0.396332E+01   0.475031E+06   0.430662E+02
   661   0.179759E+04   0.315526E+02   0.266169E+01   0.473755E+06   0.443527E+02
   662   0.179135E+04   0.317976E+02   0.133796E+01   0.472484E+06   0.456405E+02
   663   0.178521E+04   0.320393E+02  -0.652619E-02   0.471218E+06   0.469292E+02
   664   0.177924E+04   0.322762E+02  -0.136969E+01   0.469957E+06   0.482184E+02
   665   0.177339E+04   0.325097E+02  -0.275241E+01   0.468700E+06   0.495078E+02
   666   0.176771E+04   0.327397E+02  -0.415334E+01   0.467449E+06   0.507969E+02
   667   0.176222E+04   0.329656E+02  -0.557263E+01   0.466202E+06   0.520854E+02
   668   0.175676E+04   0.331878E+02  -0.700968E+01   0.464959E+06   0.533729E+02
   669   0.175163E+04   0.334058E+02  -0.846314E+01   0.463722E+06   0.546590E+02
   670   0.174655E+04   0.336194E+02  -0.993167E+01   0.462489E+06   0.559433E+02
   671   0.174173E+04   0.338301E+02  -0.114169E+02   0.461261E+06   0.572255E+02
   672   0.173696E+04   0.340349E+02  -0.129175E+02   0.460037E+06   0.585051E+02
   673   0.173245E+04   0.342367E+02  -0.144314E+02   0.458818E+06   0.597817E+02
   674   0.172807E+04   0.344332E+02  -0.159594E+02   0.457604E+06   0.610551E+02
   675   0.172388E+04   0.346252E+02  -0.175009E+02   0.456394E+06   0.623247E+02
   676   0.171982E+04   0.348125E+02  -0.190540E+02   0.455189E+06   0.635903E+02
   677   0.171596E+04   0.349952E+02  -0.206194E+02   0.453988E+06   0.648513E+02
   678   0.171230E+04   0.351725E+02  -0.221965E+02   0.452792E+06   0.661075E+02
   679   0.170878E+04   0.353457E+02  -0.237841E+02   0.451600E+06   0.673585E+02
   680   0.170553E+04   0.355142E+02  -0.253822E+02   0.450413E+06   0.686038E+02
   681   0.170243E+04   0.356772E+02  -0.269888E+02   0.449230E+06   0.698431E+02
   682   0.169945E+04   0.358345E+02  -0.286055E+02   0.448052E+06   0.710760E+02
   683   0.169677E+04   0.359884E+02  -0.302317E+02   0.446878E+06   0.723022E+02
   684   0.169415E+04   0.361351E+02  -0.318653E+02   0.445708E+06   0.735211E+02
   685   0.169167E+04   0.362776E+02  -0.335065E+02   0.444543E+06   0.747325E+02
   686   0.168942E+04   0.364143E+02  -0.351464E+02   0.443382E+06   0.759359E+02
   687   0.168745E+04   0.365467E+02  -0.367964E+02   0.442226E+06   0.771310E+02
   688   0.168556E+04   0.366725E+02  -0.384544E+02   0.441073E+06   0.783174E+02
   689   0.168390E+04   0.367931E+02  -0.401131E+02   0.439925E+06   0.794947E+02
   690   0.168239E+04   0.369093E+02  -0.417800E+02   0.438781E+06   0.806625E+02
   691   0.168110E+04   0.370180E+02  -0.434480E+02   0.437642E+06   0.818204E+02
   692   0.167997E+04   0.371229E+02  -0.451170E+02   0.436506E+06   0.829681E+02
   693   0.167908E+04   0.372218E+02  -0.467948E+02   0.435375E+06   0.841051E+02
   694   0.167826E+04   0.373145E+02  -0.484666E+02   0.434248E+06   0.852311E+02
   695   0.167776E+04   0.374033E+02  -0.501399E+02   0.433125E+06   0.863457E+02
   696   0.167742E+04   0.374852E+02  -0.518297E+02   0.432006E+06   0.874485E+02
   697   0.167725E+04   0.375616E+02  -0.535065E+02   0.430891E+06   0.885391E+02
   698   0.167724E+04   0.376317E+02  -0.551853E+02   0.429781E+06   0.896171E+02
   699   0.167740E+04   0.376969E+02  -0.568589E+02   0.428674E+06   0.906822E+02
   700   0.167780E+04   0.377558E+02  -0.585346E+02   0.427571E+06   0.917339E+02
   701   0.167838E+04   0.378091E+02  -0.602128E+02   0.426473E+06   0.927720E+02
   702   0.167914E+04   0.378573E+02  -0.618782E+02   0.425378E+06   0.937963E+02
   703   0.168006E+04   0.378990E+02  -0.635606E+02   0.424287E+06   0.948067E+02
   704   0.168117E+04   0.379357E+02  -0.652225E+02   0.423201E+06   0.958033E+02
   705   0.168238E+04   0.379657E+02  -0.668786E+02   0.422118E+06   0.967859E+02
   706   0.168384E+04   0.379905E+02  -0.685362E+02   0.421039E+06   0.977546E+02
   707   0.168542E+04   0.380093E+02  -0.701875E+02   0.419964E+06   0.987091E+02
   708   0.168732E+04   0.380228E+02  -0.718176E+02   0.418893E+06   0.996496E+02
   709   0.168926E+04   0.380301E+02  -0.734560E+02   0.417825E+06   0.100576E+03
   710   0.169146E+04   0.380313E+02  -0.750802E+02   0.416762E+06   0.101488E+03
   711   0.169377E+04   0.380269E+02  -0.766900E+02   0.415702E+06   0.102386E+03
   712   0.169628E+04   0.380170E+02  -0.783001E+02   0.414646E+06   0.103269E+03
   713   0.169905E+04   0.380008E+02  -0.798879E+02   0.413594E+06   0.104138E+03
   714   0.170179E+04   0.379796E+02  -0.814682E+02   0.412546E+06   0.104993E+03
   715   0.170479E+04   0.379520E+02  -0.830408E+02   0.411502E+06   0.105833E+03
   716   0.170800E+04   0.379186E+02  -0.845980E+02   0.410461E+06   0.106659E+03
   717   0.171132E+04   0.378801E+02  -0.861322E+02   0.409424E+06   0.107470E+03
   718   0.171477E+04   0.378357E+02  -0.876655E+02   0.408390E+06   0.108266E+03
   719   0.171842E+04   0.377838E+02  -0.891679E+02   0.407361E+06   0.109048E+03
   720   0.172212E+04   0.377274E+02  -0.906691E+02   0.406335E+06   0.109815E+03
   721   0.172618E+04   0.376665E+02  -0.921391E+02   0.405312E+06   0.110567E+03
   722   0.173022E+04   0.375986E+02  -0.935926E+02   0.404294E+06   0.111304E+03
   723   0.173446E+04   0.375261E+02  -0.950367E+02   0.403278E+06   0.112027E+03
   724   0.173884E+04   0.374473E+02  -0.964639E+02   0.402267E+06   0.112734E+03
   725   0.174335E+04   0.373637E+02  -0.978666E+02   0.401259E+06   0.113426E+03
   726   0.174807E+04   0.372760E+02  -0.992445E+02   0.400254E+06   0.114103E+03
   727   0.175286E+04   0.371811E+02  -0.100612E+03   0.399254E+06   0.114765E+03
   728   0.175779E+04   0.370798E+02  -0.101955E+03   0.398256E+06   0.115412E+03
   729   0.176286E+04   0.369741E+02  -0.103280E+03   0.397262E+06   0.116044E+03
   730   0.176800E+04   0.368634E+02  -0.104579E+03   0.396272E+06   0.116660E+03
   731   0.177343E+04   0.367460E+02  -0.105853E+03   0.395285E+06   0.117261E+03
   732   0.177885E+04   0.366256E+02  -0.107100E+03   0.394302E+06   0.117847E+03
   733   0.178450E+04   0.364984E+02  -0.108337E+03   0.393322E+06   0.118417E+03
   734   0.179023E+04   0.363667E+02  -0.109532E+03   0.392345E+06   0.118971E+03
   735   0.179610E+04   0.362288E+02  -0.110723E+03   0.391372E+06   0.119510E+03
   736   0.180198E+04   0.360862E+02  -0.111872E+03   0.390402E+06   0.120033E+03
   737   0.180809E+04   0.359396E+02  -0.113010E+03   0.389436E+06   0.120541E+03
   738   0.181420E+04   0.357882E+02  -0.114105E+03   0.388473E+06   0.121033E+03
   739   0.182047E+04   0.356311E+02  -0.115181E+03   0.387513E+06   0.121509E+03
   740   0.182682E+04   0.354691E+02  -0.116236E+03   0.386557E+06   0.121969E+03
   741   0.183334E+04   0.353014E+02  -0.117264E+03   0.385603E+06   0.122414E+03
   742   0.183994E+04   0.351316E+02  -0.118257E+03   0.384654E+06   0.122842E+03
   743   0.184663E+04   0.349575E+02  -0.119229E+03   0.383707E+06   0.123254E+03
   744   0.185348E+04   0.347774E+02  -0.120165E+03   0.382764E+06   0.123651E+03
   745   0.186035E+04   0.345929E+02  -0.121088E+03   0.381824E+06   0.124031E+03
   746   0.186724E+04   0.344045E+02  -0.121960E+03   0.380887E+06   0.124395E+03
   747   0.187423E+04   0.342108E+02  -0.122818E+03   0.379953E+06   0.124742E+03
   748   0.188138E+04   0.340140E+02  -0.123646E+03   0.379022E+06   0.125074E+03
   749   0.188863E+04   0.338110E+02  -0.124453E+03   0.378095E+06   0.125389E+03
   750   0.189591E+04   0.336054E+02  -0.125224E+03   0.377171E+06   0.125688E+03
   751   0.190329E+04   0.333950E+02  -0.125964E+03   0.376250E+06   0.125970E+03
   752   0.191077E+04   0.331820E+02  -0.126667E+03   0.375331E+06   0.126237E+03
   753   0.191828E+04   0.329634E+02  -0.127347E+03   0.374417E+06   0.126488E+03
   754   0.192581E+04   0.327421E+02  -0.127989E+03   0.373505E+06   0.126725E+03
   755   0.193351E+04   0.325168E+02  -0.128608E+03   0.372596E+06   0.126948E+03
   756   0.194109E+04   0.322880E+02  -0.129194E+03   0.371690E+06   0.127159E+03
   757   0.194892E+04   0.320566E+02  -0.129742E+03   0.370787E+06   0.127356E+03
   758   0.195662E+04   0.318210E+02  -0.130257E+03   0.369888E+06   0.127542E+03
   759   0.196450E+04   0.315820E+02  -0.130748E+03   0.368991E+06   0.127717E+03
   760   0.197233E+04   0.313403E+02  -0.131205E+03   0.368097E+06   0.127882E+03
   761   0.198018E+04   0.310959E+02  -0.131629E+03   0.367207E+06   0.128037E+03
   762   0.198820E+04   0.308487E+02  -0.132019E+03   0.366319E+06   0.128183E+03
   763   0.199609E+04   0.305996E+02  -0.132376E+03   0.365434E+06   0.128320E+03
   764   0.200408E+04   0.303469E+02  -0.132705E+03   0.364553E+06   0.128450E+03
   765   0.201202E+04   0.300915E+02  -0.132992E+03   0.363674E+06   0.128573E+03
   766   0.202006E+04   0.298348E+02  -0.133251E+03   0.362798E+06   0.128689E+03
   767   0.202804E+04   0.295761E+02  -0.133475E+03   0.361925E+06   0.128800E+03
   768   0.203604E+04   0.293146E+02  -0.133656E+03   0.361055E+06   0.128905E+03
   769   0.204406E+04   0.290503E+02  -0.133815E+03   0.360187E+06   0.129007E+03
   770   0.205203E+04   0.287854E+02  -0.133937E+03   0.359323E+06   0.129104E+03
   771   0.206002E+04   0.285184E+02  -0.134023E+03   0.358461E+06   0.129199E+03
   772   0.206795E+04   0.282501E+02  -0.134063E+03   0.357603E+06   0.129292E+03
   773   0.207590E+04   0.279804E+02  -0.134081E+03   0.356747E+06   0.129382E+03
   774   0.208380E+04   0.277093E+02  -0.134068E+03   0.355894E+06   0.129472E+03
   775   0.209179E+04   0.274368E+02  -0.134017E+03   0.355043E+06   0.129562E+03
   776   0.209958E+04   0.271637E+02  -0.133934E+03   0.354196E+06   0.129652E+03
   777   0.210738E+04   0.268891E+02  -0.133812E+03   0.353351E+06   0.129742E+03
   778   0.211535E+04   0.266139E+02  -0.133650E+03   0.352509E+06   0.129835E+03
   779   0.212304E+04   0.263380E+02  -0.133464E+03   0.351670E+06   0.129930E+03
   780   0.213074E+04   0.260599E+02  -0.133237E+03   0.350833E+06   0.130028E+03
   781   0.213846E+04   0.257833E+02  -0.132984E+03   0.350000E+06   0.130130E+03
   782   0.214605E+04   0.255052E+02  -0.132705E+03   0.349169E+06   0.130236E+03
   783   0.215366E+04   0.252272E+02  -0.132377E+03   0.348340E+06   0.130348E+03
   784   0.216120E+04   0.249491E+02  -0.132015E+03   0.347515E+06   0.130465E+03
   785   0.216862E+04   0.246703E+02  -0.131625E+03   0.346692E+06   0.130589E+03
   786   0.217604E+04   0.243914E+02  -0.131178E+03   0.345871E+06   0.130719E+03
   787   0.218334E+04   0.241133E+02  -0.130710E+03   0.345053E+06   0.130858E+03
   788   0.219057E+04   0.238343E+02  -0.130214E+03   0.344238E+06   0.131005E+03
   789   0.219774E+04   0.235546E+02  -0.129689E+03   0.343426E+06   0.131161E+03
   790   0.220493E+04   0.232777E+02  -0.129121E+03   0.342616E+06   0.131327E+03
   791   0.221198E+04   0.230000E+02  -0.128515E+03   0.341809E+06   0.131503E+03
   792   0.221897E+04   0.227237E+02  -0.127886E+03   0.341004E+06   0.131691E+03
   793   0.222582E+04   0.224488E+02  -0.127213E+03   0.340202E+06   0.131890E+03
   794   0.223253E+04   0.221745E+02  -0.126516E+03   0.339402E+06   0.132102E+03
   795   0.223919E+04   0.219000E+02  -0.125781E+03   0.338605E+06   0.132327E+03
   796   0.224593E+04   0.216277E+02  -0.125022E+03   0.337810E+06   0.132566E+03
   797   0.225238E+04   0.213552E+02  -0.124224E+03   0.337018E+06   0.132819E+03
   798   0.225877E+04   0.210847E+02  -0.123401E+03   0.336229E+06   0.133088E+03
   799   0.226509E+04   0.208155E+02  -0.122546E+03   0.335441E+06   0.133372E+03
   800   0.227135E+04   0.205469E+02  -0.121658E+03   0.334657E+06   0.133673E+03
   801   0.227747E+04   0.202804E+02  -0.120744E+03   0.333874E+06   0.133991E+03
   802   0.228338E+04   0.200151E+02  -0.119782E+03   0.333095E+06   0.134325E+03
   803   0.228936E+04   0.197505E+02  -0.118808E+03   0.332317E+06   0.134674E+03
   804   0.229513E+04   0.194889E+02  -0.117793E+03   0.331542E+06   0.135037E+03
   805   0.230090E+04   0.192287E+02  -0.116752E+03   0.330770E+06   0.135412E+03
   806   0.230644E+04   0.189702E+02  -0.115685E+03   0.330000E+06   0.135798E+03
   807   0.231184E+04   0.187147E+02  -0.114590E+03   0.329232E+06   0.136195E+03
   808   0.231708E+04   0.184616E+02  -0.113461E+03   0.328467E+06   0.136600E+03
   809   0.232232E+04   0.182110E+02  -0.112313E+03   0.327704E+06   0.137014E+03
   810   0.232732E+04   0.179629E+02  -0.111129E+03   0.326943E+06   0.137434E+03
   811   0.233217E+04   0.177173E+02  -0.109919E+03   0.326185E+06   0.137860E+03
   812   0.233693E+04   0.174759E+02  -0.108687E+03   0.325429E+06   0.138290E+03
   813   0.234153E+04   0.172357E+02  -0.107431E+03   0.324675E+06   0.138723E+03
   814   0.234612E+04   0.169997E+02  -0.106150E+03   0.323924E+06   0.139158E+03
   815   0.235046E+04   0.167665E+02  -0.104844E+03   0.323175E+06   0.139594E+03
   816   0.235456E+04   0.165369E+02  -0.103515E+03   0.322428E+06   0.140030E+03
   817   0.235857E+04   0.163102E+02  -0.102163E+03   0.321684E+06   0.140464E+03
   818   0.236255E+04   0.160879E+02  -0.100788E+03   0.320942E+06   0.140896E+03
   819   0.236629E+04   0.158687E+02  -0.993911E+02   0.320202E+06   0.141324E+03
   820   0.236992E+04   0.156533E+02  -0.979717E+02   0.319464E+06   0.141746E+03
   821   0.237330E+04   0.154410E+02  -0.965329E+02   0.318729E+06   0.142163E+03
   822   0.237658E+04   0.152341E+02  -0.950730E+02   0.317996E+06   0.142572E+03
   823   0.237968E+04   0.150304E+02  -0.935926E+02   0.317265E+06   0.142973E+03
   824   0.238251E+04   0.148315E+02  -0.920921E+02   0.316537E+06   0.143364E+03
   825   0.238532E+04   0.146359E+02  -0.905738E+02   0.315810E+06   0.143744E+03
   826   0.238786E+04   0.144460E+02  -0.890367E+02   0.315086E+06   0.144112E+03
   827   0.239021E+04   0.142595E+02  -0.874828E+02   0.314364E+06   0.144467E+03
   828   0.239252E+04   0.140780E+02  -0.859112E+02   0.313644E+06   0.144807E+03
   829   0.239456E+04   0.139016E+02  -0.843233E+02   0.312927E+06   0.145132E+03
   830   0.239648E+04   0.137295E+02  -0.827212E+02   0.312211E+06   0.145441E+03
   831   0.239820E+04   0.135619E+02  -0.811031E+02   0.311498E+06   0.145731E+03
   832   0.239973E+04   0.133987E+02  -0.794704E+02   0.310786E+06   0.146002E+03
   833   0.240113E+04   0.132408E+02  -0.778236E+02   0.310077E+06   0.146253E+03
   834   0.240225E+04   0.130874E+02  -0.761627E+02   0.309370E+06   0.146483E+03
   835   0.240331E+04   0.129402E+02  -0.744888E+02   0.308666E+06   0.146690E+03
   836   0.240402E+04   0.127969E+02  -0.728019E+02   0.307963E+06   0.146874E+03
   837   0.240468E+04   0.126591E+02  -0.711033E+02   0.307262E+06   0.147032E+03
   838   0.240512E+04   0.125269E+02  -0.693928E+02   0.306564E+06   0.147165E+03
   839   0.240527E+04   0.123995E+02  -0.676703E+02   0.305867E+06   0.147270E+03
   840   0.240536E+04   0.122785E+02  -0.659377E+02   0.305173E+06   0.147347E+03
   841   0.240523E+04   0.121617E+02  -0.641964E+02   0.304480E+06   0.147394E+03
   842   0.240489E+04   0.120500E+02  -0.624434E+02   0.303790E+06   0.147411E+03
   843   0.240440E+04   0.119441E+02  -0.606843E+02   0.303102E+06   0.147396E+03
   844   0.240361E+04   0.118440E+02  -0.589152E+02   0.302415E+06   0.147347E+03
   845   0.240275E+04   0.117484E+02  -0.571391E+02   0.301731E+06   0.147264E+03
   846   0.240174E+04   0.116602E+02  -0.553561E+02   0.301049E+06   0.147146E+03
   847   0.240057E+04   0.115759E+02  -0.535660E+02   0.300369E+06   0.146992E+03
   848   0.239918E+04   0.114976E+02  -0.517704E+02   0.299690E+06   0.146799E+03
   849   0.239747E+04   0.114247E+02  -0.499685E+02   0.299014E+06   0.146568E+03
   850   0.239576E+04   0.113581E+02  -0.481614E+02   0.298340E+06   0.146296E+03
   851   0.239374E+04   0.112970E+02  -0.463494E+02   0.297667E+06   0.145984E+03
   852   0.239156E+04   0.112421E+02  -0.445331E+02   0.296997E+06   0.145631E+03
   853   0.238921E+04   0.111922E+02  -0.427134E+02   0.296328E+06   0.145240E+03
   854   0.238662E+04   0.111488E+02  -0.408919E+02   0.295662E+06   0.144811E+03
   855   0.238379E+04   0.111111E+02  -0.390679E+02   0.294997E+06   0.144346E+03
   856   0.238094E+04   0.110778E+02  -0.372432E+02   0.294334E+06   0.143845E+03
   857   0.237777E+04   0.110512E+02  -0.354189E+02   0.293673E+06   0.143311E+03
   858   0.237443E+04   0.110320E+02  -0.335951E+02   0.293014E+06   0.142743E+03
   859   0.237092E+04   0.110159E+02  -0.317713E+02   0.292357E+06   0.142144E+03
   860   0.236731E+04   0.110066E+02  -0.299506E+02   0.291702E+06   0.141515E+03
   861   0.236344E+04   0.110036E+02  -0.281331E+02   0.291049E+06   0.140856E+03
   862   0.235940E+04   0.110060E+02  -0.263183E+02   0.290398E+06   0.140169E+03
   863   0.235518E+04   0.110148E+02  -0.245086E+02   0.289748E+06   0.139456E+03
   864   0.235078E+04   0.110285E+02  -0.227035E+02   0.289100E+06   0.138717E+03
   865   0.234605E+04   0.110486E+02  -0.209053E+02   0.288455E+06   0.137954E+03
   866   0.234150E+04   0.110745E+02  -0.191134E+02   0.287811E+06   0.137167E+03
   867   0.233655E+04   0.111070E+02  -0.173288E+02   0.287168E+06   0.136359E+03
   868   0.233149E+04   0.111447E+02  -0.155517E+02   0.286528E+06   0.135530E+03
   869   0.232623E+04   0.111883E+02  -0.137829E+02   0.285890E+06   0.134681E+03
   870   0.232079E+04   0.112372E+02  -0.120234E+02   0.285253E+06   0.133814E+03
