#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1155   0.116367E+04  -0.574610E+02  -0.858768E-06  -0.574610E+02   0.140716E+02   0.217410E-06  -0.858768E-06   0.217410E-06   0.341153E-08
  1156   0.116430E+04  -0.566011E+02  -0.857339E-06  -0.566011E+02   0.139044E+02   0.212756E-06  -0.857339E-06   0.212756E-06   0.340483E-08
  1157   0.116486E+04  -0.557308E+02  -0.855729E-06  -0.557308E+02   0.137414E+02   0.208099E-06  -0.855729E-06   0.208099E-06   0.339814E-08
  1158   0.116542E+04  -0.548524E+02  -0.853939E-06  -0.548524E+02   0.135833E+02   0.203438E-06  -0.853939E-06   0.203438E-06   0.339148E-08
  1159   0.116592E+04  -0.539652E+02  -0.851970E-06  -0.539652E+02   0.134289E+02   0.198774E-06  -0.851970E-06   0.198774E-06   0.338482E-08
  1160   0.116619E+04  -0.530716E+02  -0.849824E-06  -0.530716E+02   0.132797E+02   0.194109E-06  -0.849824E-06   0.194109E-06   0.337818E-08
  1161   0.116654E+04  -0.521695E+02  -0.847502E-06  -0.521695E+02   0.131342E+02   0.189441E-06  -0.847502E-06   0.189441E-06   0.337156E-08
  1162   0.116674E+04  -0.512612E+02  -0.845007E-06  -0.512612E+02   0.129933E+02   0.184773E-06  -0.845007E-06   0.184773E-06   0.336496E-08
  1163   0.116686E+04  -0.503467E+02  -0.842341E-06  -0.503467E+02   0.128570E+02   0.180104E-06  -0.842341E-06   0.180104E-06   0.335837E-08
  1164   0.116699E+04  -0.494263E+02  -0.839504E-06  -0.494263E+02   0.127254E+02   0.175436E-06  -0.839504E-06   0.175436E-06   0.335179E-08
  1165   0.116696E+04  -0.484999E+02  -0.836498E-06  -0.484999E+02   0.125979E+02   0.170768E-06  -0.836498E-06   0.170768E-06   0.334523E-08
  1166   0.116678E+04  -0.475692E+02  -0.833325E-06  -0.475692E+02   0.124753E+02   0.166102E-06  -0.833325E-06   0.166102E-06   0.333869E-08
  1167   0.116666E+04  -0.466342E+02  -0.829987E-06  -0.466342E+02   0.123569E+02   0.161437E-06  -0.829987E-06   0.161437E-06   0.333216E-08
  1168   0.116639E+04  -0.456944E+02  -0.826485E-06  -0.456944E+02   0.122436E+02   0.156774E-06  -0.826485E-06   0.156774E-06   0.332565E-08
  1169   0.116611E+04  -0.447527E+02  -0.822822E-06  -0.447527E+02   0.121346E+02   0.152115E-06  -0.822822E-06   0.152115E-06   0.331916E-08
  1170   0.116575E+04  -0.438064E+02  -0.818997E-06  -0.438064E+02   0.120300E+02   0.147459E-06  -0.818997E-06   0.147459E-06   0.331268E-08
  1171   0.116522E+04  -0.428584E+02  -0.815015E-06  -0.428584E+02   0.119307E+02   0.142807E-06  -0.815015E-06   0.142807E-06   0.330621E-08
  1172   0.116469E+04  -0.419082E+02  -0.810875E-06  -0.419082E+02   0.118359E+02   0.138160E-06  -0.810875E-06   0.138160E-06   0.329976E-08
  1173   0.116407E+04  -0.409558E+02  -0.806579E-06  -0.409558E+02   0.117459E+02   0.133518E-06  -0.806579E-06   0.133518E-06   0.329333E-08
  1174   0.116335E+04  -0.400025E+02  -0.802130E-06  -0.400025E+02   0.116598E+02   0.128881E-06  -0.802130E-06   0.128881E-06   0.328691E-08
  1175   0.116255E+04  -0.390482E+02  -0.797529E-06  -0.390482E+02   0.115786E+02   0.124251E-06  -0.797529E-06   0.124251E-06   0.328050E-08
  1176   0.116158E+04  -0.380939E+02  -0.792777E-06  -0.380939E+02   0.115022E+02   0.119628E-06  -0.792777E-06   0.119628E-06   0.327411E-08
  1177   0.116066E+04  -0.371391E+02  -0.787877E-06  -0.371391E+02   0.114316E+02   0.115013E-06  -0.787877E-06   0.115013E-06   0.326774E-08
  1178   0.115958E+04  -0.361846E+02  -0.782829E-06  -0.361846E+02   0.113645E+02   0.110405E-06  -0.782829E-06   0.110405E-06   0.326138E-08
  1179   0.115855E+04  -0.352309E+02  -0.777636E-06  -0.352309E+02   0.113041E+02   0.105806E-06  -0.777636E-06   0.105806E-06   0.325504E-08
  1180   0.115735E+04  -0.342781E+02  -0.772299E-06  -0.342781E+02   0.112481E+02   0.101216E-06  -0.772299E-06   0.101216E-06   0.324871E-08
  1181   0.115612E+04  -0.333268E+02  -0.766820E-06  -0.333268E+02   0.111958E+02   0.966361E-07  -0.766820E-06   0.966361E-07   0.324240E-08
  1182   0.115473E+04  -0.323774E+02  -0.761200E-06  -0.323774E+02   0.111489E+02   0.920662E-07  -0.761200E-06   0.920662E-07   0.323610E-08
  1183   0.115330E+04  -0.314301E+02  -0.755442E-06  -0.314301E+02   0.111067E+02   0.875072E-07  -0.755442E-06   0.875072E-07   0.322981E-08
  1184   0.115177E+04  -0.304853E+02  -0.749546E-06  -0.304853E+02   0.110686E+02   0.829595E-07  -0.749546E-06   0.829595E-07   0.322354E-08
  1185   0.115022E+04  -0.295433E+02  -0.743515E-06  -0.295433E+02   0.110367E+02   0.784238E-07  -0.743515E-06   0.784238E-07   0.321729E-08
  1186   0.114855E+04  -0.286046E+02  -0.737350E-06  -0.286046E+02   0.110090E+02   0.739006E-07  -0.737350E-06   0.739006E-07   0.321105E-08
  1187   0.114686E+04  -0.276694E+02  -0.731052E-06  -0.276694E+02   0.109863E+02   0.693905E-07  -0.731052E-06   0.693905E-07   0.320483E-08
  1188   0.114506E+04  -0.267382E+02  -0.724624E-06  -0.267382E+02   0.109679E+02   0.648941E-07  -0.724624E-06   0.648941E-07   0.319862E-08
  1189   0.114315E+04  -0.258110E+02  -0.718067E-06  -0.258110E+02   0.109546E+02   0.604119E-07  -0.718067E-06   0.604119E-07   0.319242E-08
  1190   0.114121E+04  -0.248884E+02  -0.711383E-06  -0.248884E+02   0.109458E+02   0.559444E-07  -0.711383E-06   0.559444E-07   0.318624E-08
  1191   0.113915E+04  -0.239704E+02  -0.704573E-06  -0.239704E+02   0.109423E+02   0.514923E-07  -0.704573E-06   0.514923E-07   0.318008E-08
  1192   0.113706E+04  -0.230575E+02  -0.697639E-06  -0.230575E+02   0.109435E+02   0.470562E-07  -0.697639E-06   0.470562E-07   0.317393E-08
  1193   0.113485E+04  -0.221498E+02  -0.690582E-06  -0.221498E+02   0.109493E+02   0.426364E-07  -0.690582E-06   0.426364E-07   0.316779E-08
  1194   0.113261E+04  -0.212475E+02  -0.683405E-06  -0.212475E+02   0.109599E+02   0.382338E-07  -0.683405E-06   0.382338E-07   0.316167E-08
  1195   0.113032E+04  -0.203510E+02  -0.676109E-06  -0.203510E+02   0.109753E+02   0.338487E-07  -0.676109E-06   0.338487E-07   0.315556E-08
  1196   0.112784E+04  -0.194609E+02  -0.668696E-06  -0.194609E+02   0.109964E+02   0.294818E-07  -0.668696E-06   0.294818E-07   0.314946E-08
  1197   0.112539E+04  -0.185769E+02  -0.661167E-06  -0.185769E+02   0.110210E+02   0.251336E-07  -0.661167E-06   0.251336E-07   0.314339E-08
  1198   0.112282E+04  -0.177006E+02  -0.653524E-06  -0.177006E+02   0.110507E+02   0.208047E-07  -0.653524E-06   0.208047E-07   0.313732E-08
  1199   0.112020E+04  -0.168297E+02  -0.645768E-06  -0.168297E+02   0.110848E+02   0.164956E-07  -0.645768E-06   0.164956E-07   0.313127E-08
  1200   0.111746E+04  -0.159661E+02  -0.637902E-06  -0.159661E+02   0.111242E+02   0.122070E-07  -0.637902E-06   0.122070E-07   0.312523E-08
  1201   0.111475E+04  -0.151105E+02  -0.629926E-06  -0.151105E+02   0.111673E+02   0.793930E-08  -0.629926E-06   0.793930E-08   0.311921E-08
  1202   0.111183E+04  -0.142617E+02  -0.621842E-06  -0.142617E+02   0.112166E+02   0.369275E-08  -0.621842E-06   0.369275E-08   0.311320E-08
  1203   0.110894E+04  -0.134216E+02  -0.613650E-06  -0.134216E+02   0.112697E+02  -0.532462E-09  -0.613650E-06  -0.532462E-09   0.310721E-08
  1204   0.110593E+04  -0.125896E+02  -0.605351E-06  -0.125896E+02   0.113274E+02  -0.473616E-08  -0.605351E-06  -0.473616E-08   0.310123E-08
  1205   0.110287E+04  -0.117668E+02  -0.596944E-06  -0.117668E+02   0.113884E+02  -0.891816E-08  -0.596944E-06  -0.891816E-08   0.309526E-08
  1206   0.109976E+04  -0.109528E+02  -0.588432E-06  -0.109528E+02   0.114547E+02  -0.130783E-07  -0.588432E-06  -0.130783E-07   0.308931E-08
  1207   0.109667E+04  -0.101494E+02  -0.579814E-06  -0.101494E+02   0.115251E+02  -0.172164E-07  -0.579814E-06  -0.172164E-07   0.308337E-08
  1208   0.109345E+04  -0.935455E+01  -0.571091E-06  -0.935455E+01   0.116003E+02  -0.213322E-07  -0.571091E-06  -0.213322E-07   0.307745E-08
  1209   0.109011E+04  -0.857013E+01  -0.562264E-06  -0.857013E+01   0.116788E+02  -0.254257E-07  -0.562264E-06  -0.254257E-07   0.307154E-08
  1210   0.108679E+04  -0.779715E+01  -0.553332E-06  -0.779715E+01   0.117614E+02  -0.294965E-07  -0.553332E-06  -0.294965E-07   0.306564E-08
  1211   0.108335E+04  -0.703518E+01  -0.544298E-06  -0.703518E+01   0.118488E+02  -0.335446E-07  -0.544298E-06  -0.335446E-07   0.305976E-08
  1212   0.107993E+04  -0.628376E+01  -0.535161E-06  -0.628376E+01   0.119396E+02  -0.375697E-07  -0.535161E-06  -0.375697E-07   0.305389E-08
  1213   0.107638E+04  -0.554319E+01  -0.525922E-06  -0.554319E+01   0.120339E+02  -0.415718E-07  -0.525922E-06  -0.415718E-07   0.304803E-08
  1214   0.107286E+04  -0.481527E+01  -0.516581E-06  -0.481527E+01   0.121331E+02  -0.455505E-07  -0.516581E-06  -0.455505E-07   0.304219E-08
  1215   0.106928E+04  -0.409953E+01  -0.507139E-06  -0.409953E+01   0.122350E+02  -0.495057E-07  -0.507139E-06  -0.495057E-07   0.303636E-08
  1216   0.106565E+04  -0.339629E+01  -0.497597E-06  -0.339629E+01   0.123413E+02  -0.534373E-07  -0.497597E-06  -0.534373E-07   0.303055E-08
  1217   0.106182E+04  -0.270509E+01  -0.487956E-06  -0.270509E+01   0.124510E+02  -0.573450E-07  -0.487956E-06  -0.573450E-07   0.302474E-08
  1218   0.105809E+04  -0.202772E+01  -0.478215E-06  -0.202772E+01   0.125651E+02  -0.612288E-07  -0.478215E-06  -0.612288E-07   0.301896E-08
  1219   0.105422E+04  -0.136226E+01  -0.468376E-06  -0.136226E+01   0.126813E+02  -0.650883E-07  -0.468376E-06  -0.650883E-07   0.301318E-08
  1220   0.105038E+04  -0.711214E+00  -0.458438E-06  -0.711214E+00   0.128012E+02  -0.689235E-07  -0.458438E-06  -0.689235E-07   0.300742E-08
  1221   0.104649E+04  -0.734125E-01  -0.448403E-06  -0.734125E-01   0.129240E+02  -0.727341E-07  -0.448403E-06  -0.727341E-07   0.300167E-08
  1222   0.104254E+04   0.549367E+00  -0.438272E-06   0.549367E+00   0.130512E+02  -0.765200E-07  -0.438272E-06  -0.765200E-07   0.299594E-08
  1223   0.103854E+04   0.115980E+01  -0.428044E-06   0.115980E+01   0.131815E+02  -0.802810E-07  -0.428044E-06  -0.802810E-07   0.299022E-08
  1224   0.103448E+04   0.175387E+01  -0.417721E-06   0.175387E+01   0.133132E+02  -0.840169E-07  -0.417721E-06  -0.840169E-07   0.298451E-08
  1225   0.103044E+04   0.233350E+01  -0.407302E-06   0.233350E+01   0.134495E+02  -0.877275E-07  -0.407302E-06  -0.877275E-07   0.297881E-08
  1226   0.102635E+04   0.289915E+01  -0.396789E-06   0.289915E+01   0.135881E+02  -0.914127E-07  -0.396789E-06  -0.914127E-07   0.297313E-08
  1227   0.102228E+04   0.344903E+01  -0.386183E-06   0.344903E+01   0.137299E+02  -0.950722E-07  -0.386183E-06  -0.950722E-07   0.296747E-08
  1228   0.101808E+04   0.398433E+01  -0.375483E-06   0.398433E+01   0.138747E+02  -0.987060E-07  -0.375483E-06  -0.987060E-07   0.296181E-08
  1229   0.101390E+04   0.450326E+01  -0.364690E-06   0.450326E+01   0.140220E+02  -0.102314E-06  -0.364690E-06  -0.102314E-06   0.295617E-08
  1230   0.100951E+04   0.500776E+01  -0.353805E-06   0.500776E+01   0.141717E+02  -0.105895E-06  -0.353805E-06  -0.105895E-06   0.295054E-08
  1231   0.100522E+04   0.549603E+01  -0.342829E-06   0.549603E+01   0.143247E+02  -0.109451E-06  -0.342829E-06  -0.109451E-06   0.294492E-08
  1232   0.100087E+04   0.596928E+01  -0.331761E-06   0.596928E+01   0.144794E+02  -0.112980E-06  -0.331761E-06  -0.112980E-06   0.293932E-08
  1233   0.996611E+03   0.642496E+01  -0.320603E-06   0.642496E+01   0.146382E+02  -0.116482E-06  -0.320603E-06  -0.116482E-06   0.293373E-08
  1234   0.992223E+03   0.686576E+01  -0.309356E-06   0.686576E+01   0.147981E+02  -0.119957E-06  -0.309356E-06  -0.119957E-06   0.292815E-08
  1235   0.988077E+03   0.728989E+01  -0.298019E-06   0.728989E+01   0.149612E+02  -0.123405E-06  -0.298019E-06  -0.123405E-06   0.292259E-08
  1236   0.983725E+03   0.769780E+01  -0.286594E-06   0.769780E+01   0.151256E+02  -0.126826E-06  -0.286594E-06  -0.126826E-06   0.291704E-08
  1237   0.979317E+03   0.808844E+01  -0.275081E-06   0.808844E+01   0.152926E+02  -0.130220E-06  -0.275081E-06  -0.130220E-06   0.291150E-08
  1238   0.974926E+03   0.846225E+01  -0.263480E-06   0.846225E+01   0.154623E+02  -0.133585E-06  -0.263480E-06  -0.133585E-06   0.290597E-08
  1239   0.970477E+03   0.881895E+01  -0.251792E-06   0.881895E+01   0.156332E+02  -0.136924E-06  -0.251792E-06  -0.136924E-06   0.290046E-08
  1240   0.965971E+03   0.915972E+01  -0.240018E-06   0.915972E+01   0.158069E+02  -0.140234E-06  -0.240018E-06  -0.140234E-06   0.289496E-08
  1241   0.961556E+03   0.948278E+01  -0.228159E-06   0.948278E+01   0.159818E+02  -0.143516E-06  -0.228159E-06  -0.143516E-06   0.288947E-08
  1242   0.957008E+03   0.979004E+01  -0.216214E-06   0.979004E+01   0.161604E+02  -0.146770E-06  -0.216214E-06  -0.146770E-06   0.288399E-08
  1243   0.952477E+03   0.100780E+02  -0.204185E-06   0.100780E+02   0.163388E+02  -0.149995E-06  -0.204185E-06  -0.149995E-06   0.287853E-08
  1244   0.947962E+03   0.103502E+02  -0.192072E-06   0.103502E+02   0.165208E+02  -0.153192E-06  -0.192072E-06  -0.153192E-06   0.287308E-08
  1245   0.943463E+03   0.106047E+02  -0.179876E-06   0.106047E+02   0.167042E+02  -0.156360E-06  -0.179876E-06  -0.156360E-06   0.286764E-08
  1246   0.938904E+03   0.108429E+02  -0.167597E-06   0.108429E+02   0.168883E+02  -0.159499E-06  -0.167597E-06  -0.159499E-06   0.286222E-08
  1247   0.934287E+03   0.110629E+02  -0.155235E-06   0.110629E+02   0.170746E+02  -0.162608E-06  -0.155235E-06  -0.162608E-06   0.285680E-08
  1248   0.929685E+03   0.112651E+02  -0.142793E-06   0.112651E+02   0.172625E+02  -0.165689E-06  -0.142793E-06  -0.165689E-06   0.285140E-08
  1249   0.925098E+03   0.114501E+02  -0.130269E-06   0.114501E+02   0.174533E+02  -0.168739E-06  -0.130269E-06  -0.168739E-06   0.284601E-08
  1250   0.920526E+03   0.116175E+02  -0.117665E-06   0.116175E+02   0.176443E+02  -0.171761E-06  -0.117665E-06  -0.171761E-06   0.284064E-08
  1251   0.915894E+03   0.117671E+02  -0.104981E-06   0.117671E+02   0.178360E+02  -0.174752E-06  -0.104981E-06  -0.174752E-06   0.283527E-08
  1252   0.911352E+03   0.118989E+02  -0.922209E-07   0.118989E+02   0.180308E+02  -0.177713E-06  -0.922209E-07  -0.177713E-06   0.282992E-08
  1253   0.906678E+03   0.120133E+02  -0.793876E-07   0.120133E+02   0.182257E+02  -0.180644E-06  -0.793876E-07  -0.180644E-06   0.282458E-08
  1254   0.902021E+03   0.121104E+02  -0.664844E-07   0.121104E+02   0.184212E+02  -0.183544E-06  -0.664844E-07  -0.183544E-06   0.281925E-08
  1255   0.897382E+03   0.121899E+02  -0.535147E-07   0.121899E+02   0.186189E+02  -0.186414E-06  -0.535147E-07  -0.186414E-06   0.281394E-08
  1256   0.892836E+03   0.122522E+02  -0.404818E-07   0.122522E+02   0.188166E+02  -0.189253E-06  -0.404818E-07  -0.189253E-06   0.280863E-08
  1257   0.888236E+03   0.122974E+02  -0.273889E-07   0.122974E+02   0.190155E+02  -0.192061E-06  -0.273889E-07  -0.192061E-06   0.280334E-08
  1258   0.883583E+03   0.123254E+02  -0.142394E-07   0.123254E+02   0.192143E+02  -0.194839E-06  -0.142394E-07  -0.194839E-06   0.279806E-08
  1259   0.878951E+03   0.123364E+02  -0.103662E-08   0.123364E+02   0.194144E+02  -0.197585E-06  -0.103662E-08  -0.197585E-06   0.279279E-08
  1260   0.874343E+03   0.123306E+02   0.122161E-07   0.123306E+02   0.196142E+02  -0.200300E-06   0.122161E-07  -0.200300E-06   0.278754E-08
  1261   0.869757E+03   0.123080E+02   0.255156E-07   0.123080E+02   0.198152E+02  -0.202983E-06   0.255156E-07  -0.202983E-06   0.278229E-08
  1262   0.865196E+03   0.122689E+02   0.388583E-07   0.122689E+02   0.200165E+02  -0.205635E-06   0.388583E-07  -0.205635E-06   0.277706E-08
  1263   0.860661E+03   0.122130E+02   0.522412E-07   0.122130E+02   0.202175E+02  -0.208254E-06   0.522412E-07  -0.208254E-06   0.277184E-08
  1264   0.856077E+03   0.121404E+02   0.656607E-07   0.121404E+02   0.204188E+02  -0.210842E-06   0.656607E-07  -0.210842E-06   0.276663E-08
  1265   0.851595E+03   0.120516E+02   0.791136E-07   0.120516E+02   0.206197E+02  -0.213398E-06   0.791136E-07  -0.213398E-06   0.276144E-08
  1266   0.847067E+03   0.119466E+02   0.925966E-07   0.119466E+02   0.208207E+02  -0.215921E-06   0.925966E-07  -0.215921E-06   0.275625E-08
  1267   0.842567E+03   0.118253E+02   0.106106E-06   0.118253E+02   0.210205E+02  -0.218412E-06   0.106106E-06  -0.218412E-06   0.275108E-08
  1268   0.838105E+03   0.116879E+02   0.119640E-06   0.116879E+02   0.212219E+02  -0.220870E-06   0.119640E-06  -0.220870E-06   0.274592E-08
  1269   0.833681E+03   0.115350E+02   0.133193E-06   0.115350E+02   0.214205E+02  -0.223296E-06   0.133193E-06  -0.223296E-06   0.274077E-08
  1270   0.829259E+03   0.113655E+02   0.146763E-06   0.113655E+02   0.216191E+02  -0.225688E-06   0.146763E-06  -0.225688E-06   0.273563E-08
  1271   0.824878E+03   0.111807E+02   0.160347E-06   0.111807E+02   0.218177E+02  -0.228048E-06   0.160347E-06  -0.228048E-06   0.273050E-08
  1272   0.820507E+03   0.109805E+02   0.173941E-06   0.109805E+02   0.220156E+02  -0.230374E-06   0.173941E-06  -0.230374E-06   0.272539E-08
  1273   0.816148E+03   0.107647E+02   0.187542E-06   0.107647E+02   0.222120E+02  -0.232666E-06   0.187542E-06  -0.232666E-06   0.272028E-08
  1274   0.811833E+03   0.105338E+02   0.201146E-06   0.105338E+02   0.224068E+02  -0.234925E-06   0.201146E-06  -0.234925E-06   0.271519E-08
  1275   0.807546E+03   0.102884E+02   0.214751E-06   0.102884E+02   0.226014E+02  -0.237151E-06   0.214751E-06  -0.237151E-06   0.271011E-08
  1276   0.803281E+03   0.100274E+02   0.228352E-06   0.100274E+02   0.227951E+02  -0.239342E-06   0.228352E-06  -0.239342E-06   0.270504E-08
  1277   0.799054E+03   0.975227E+01   0.241948E-06   0.975227E+01   0.229879E+02  -0.241500E-06   0.241948E-06  -0.241500E-06   0.269998E-08
  1278   0.794859E+03   0.946193E+01   0.255533E-06   0.946193E+01   0.231789E+02  -0.243623E-06   0.255533E-06  -0.243623E-06   0.269494E-08
  1279   0.790703E+03   0.915768E+01   0.269106E-06   0.915768E+01   0.233681E+02  -0.245711E-06   0.269106E-06  -0.245711E-06   0.268990E-08
  1280   0.786589E+03   0.883785E+01   0.282662E-06   0.883785E+01   0.235570E+02  -0.247766E-06   0.282662E-06  -0.247766E-06   0.268488E-08
  1281   0.782508E+03   0.850518E+01   0.296198E-06   0.850518E+01   0.237440E+02  -0.249785E-06   0.296198E-06  -0.249785E-06   0.267986E-08
  1282   0.778470E+03   0.815799E+01   0.309712E-06   0.815799E+01   0.239291E+02  -0.251770E-06   0.309712E-06  -0.251770E-06   0.267486E-08
  1283   0.774468E+03   0.779681E+01   0.323199E-06   0.779681E+01   0.241130E+02  -0.253719E-06   0.323199E-06  -0.253719E-06   0.266987E-08
  1284   0.770511E+03   0.742144E+01   0.336657E-06   0.742144E+01   0.242949E+02  -0.255634E-06   0.336657E-06  -0.255634E-06   0.266489E-08
  1285   0.766583E+03   0.703314E+01   0.350082E-06   0.703314E+01   0.244756E+02  -0.257513E-06   0.350082E-06  -0.257513E-06   0.265992E-08
  1286   0.762702E+03   0.663097E+01   0.363470E-06   0.663097E+01   0.246534E+02  -0.259356E-06   0.363470E-06  -0.259356E-06   0.265496E-08
  1287   0.758868E+03   0.621621E+01   0.376820E-06   0.621621E+01   0.248298E+02  -0.261164E-06   0.376820E-06  -0.261164E-06   0.265002E-08
  1288   0.755082E+03   0.578716E+01   0.390126E-06   0.578716E+01   0.250041E+02  -0.262936E-06   0.390126E-06  -0.262936E-06   0.264508E-08
  1289   0.751337E+03   0.534658E+01   0.403386E-06   0.534658E+01   0.251769E+02  -0.264672E-06   0.403386E-06  -0.264672E-06   0.264016E-08
  1290   0.747635E+03   0.489205E+01   0.416597E-06   0.489205E+01   0.253468E+02  -0.266372E-06   0.416597E-06  -0.266372E-06   0.263524E-08
  1291   0.743983E+03   0.442483E+01   0.429754E-06   0.442483E+01   0.255151E+02  -0.268035E-06   0.429754E-06  -0.268035E-06   0.263034E-08
  1292   0.740375E+03   0.394471E+01   0.442856E-06   0.394471E+01   0.256796E+02  -0.269662E-06   0.442856E-06  -0.269662E-06   0.262545E-08
  1293   0.736813E+03   0.345150E+01   0.455898E-06   0.345150E+01   0.258440E+02  -0.271253E-06   0.455898E-06  -0.271253E-06   0.262057E-08
  1294   0.733311E+03   0.294869E+01   0.468878E-06   0.294869E+01   0.260052E+02  -0.272806E-06   0.468878E-06  -0.272806E-06   0.261570E-08
  1295   0.729848E+03   0.243162E+01   0.481791E-06   0.243162E+01   0.261640E+02  -0.274323E-06   0.481791E-06  -0.274323E-06   0.261084E-08
  1296   0.726434E+03   0.190455E+01   0.494636E-06   0.190455E+01   0.263210E+02  -0.275802E-06   0.494636E-06  -0.275802E-06   0.260599E-08
  1297   0.723075E+03   0.136428E+01   0.507407E-06   0.136428E+01   0.264756E+02  -0.277244E-06   0.507407E-06  -0.277244E-06   0.260115E-08
  1298   0.719766E+03   0.812834E+00   0.520102E-06   0.812834E+00   0.266275E+02  -0.278649E-06   0.520102E-06  -0.278649E-06   0.259632E-08
  1299   0.716500E+03   0.249272E+00   0.532719E-06   0.249272E+00   0.267769E+02  -0.280016E-06   0.532719E-06  -0.280016E-06   0.259150E-08
  1300   0.713300E+03  -0.325135E+00   0.545252E-06  -0.325135E+00   0.269228E+02  -0.281346E-06   0.545252E-06  -0.281346E-06   0.258670E-08
  1301   0.710152E+03  -0.910549E+00   0.557700E-06  -0.910549E+00   0.270676E+02  -0.282637E-06   0.557700E-06  -0.282637E-06   0.258190E-08
  1302   0.707051E+03  -0.150621E+01   0.570064E-06  -0.150621E+01   0.272089E+02  -0.283891E-06   0.570064E-06  -0.283891E-06   0.257712E-08
  1303   0.704004E+03  -0.211356E+01   0.582343E-06  -0.211356E+01   0.273473E+02  -0.285107E-06   0.582343E-06  -0.285107E-06   0.257234E-08
  1304   0.701012E+03  -0.273029E+01   0.594540E-06  -0.273029E+01   0.274836E+02  -0.286286E-06   0.594540E-06  -0.286286E-06   0.256758E-08
  1305   0.698077E+03  -0.335784E+01   0.606655E-06  -0.335784E+01   0.276161E+02  -0.287428E-06   0.606655E-06  -0.287428E-06   0.256282E-08
  1306   0.695184E+03  -0.399317E+01   0.618688E-06  -0.399317E+01   0.277471E+02  -0.288532E-06   0.618688E-06  -0.288532E-06   0.255808E-08
  1307   0.692365E+03  -0.463697E+01   0.630642E-06  -0.463697E+01   0.278743E+02  -0.289600E-06   0.630642E-06  -0.289600E-06   0.255335E-08
  1308   0.689598E+03  -0.529141E+01   0.642517E-06  -0.529141E+01   0.279983E+02  -0.290631E-06   0.642517E-06  -0.290631E-06   0.254862E-08
  1309   0.686878E+03  -0.595198E+01   0.654314E-06  -0.595198E+01   0.281182E+02  -0.291626E-06   0.654314E-06  -0.291626E-06   0.254391E-08
  1310   0.684226E+03  -0.662157E+01   0.666035E-06  -0.662157E+01   0.282364E+02  -0.292584E-06   0.666035E-06  -0.292584E-06   0.253921E-08
  1311   0.681623E+03  -0.729792E+01   0.677679E-06  -0.729792E+01   0.283512E+02  -0.293506E-06   0.677679E-06  -0.293506E-06   0.253452E-08
  1312   0.679106E+03  -0.798095E+01   0.689249E-06  -0.798095E+01   0.284632E+02  -0.294391E-06   0.689249E-06  -0.294391E-06   0.252983E-08
  1313   0.676624E+03  -0.867135E+01   0.700745E-06  -0.867135E+01   0.285710E+02  -0.295241E-06   0.700745E-06  -0.295241E-06   0.252516E-08
  1314   0.674209E+03  -0.936684E+01   0.712168E-06  -0.936684E+01   0.286759E+02  -0.296056E-06   0.712168E-06  -0.296056E-06   0.252050E-08
  1315   0.671846E+03  -0.100688E+02   0.723519E-06  -0.100688E+02   0.287779E+02  -0.296835E-06   0.723519E-06  -0.296835E-06   0.251585E-08
  1316   0.669551E+03  -0.107758E+02   0.734800E-06  -0.107758E+02   0.288755E+02  -0.297578E-06   0.734800E-06  -0.297578E-06   0.251121E-08
  1317   0.667318E+03  -0.114884E+02   0.746011E-06  -0.114884E+02   0.289714E+02  -0.298287E-06   0.746011E-06  -0.298287E-06   0.250658E-08
  1318   0.665134E+03  -0.122051E+02   0.757153E-06  -0.122051E+02   0.290620E+02  -0.298960E-06   0.757153E-06  -0.298960E-06   0.250195E-08
  1319   0.663013E+03  -0.129274E+02   0.768227E-06  -0.129274E+02   0.291494E+02  -0.299599E-06   0.768227E-06  -0.299599E-06   0.249734E-08
  1320   0.660951E+03  -0.136529E+02   0.779234E-06  -0.136529E+02   0.292335E+02  -0.300203E-06   0.779234E-06  -0.300203E-06   0.249274E-08
  1321   0.658947E+03  -0.143830E+02   0.790176E-06  -0.143830E+02   0.293150E+02  -0.300773E-06   0.790176E-06  -0.300773E-06   0.248815E-08
  1322   0.657010E+03  -0.151156E+02   0.801053E-06  -0.151156E+02   0.293908E+02  -0.301308E-06   0.801053E-06  -0.301308E-06   0.248357E-08
  1323   0.655134E+03  -0.158512E+02   0.811867E-06  -0.158512E+02   0.294640E+02  -0.301809E-06   0.811867E-06  -0.301809E-06   0.247900E-08
  1324   0.653320E+03  -0.165905E+02   0.822618E-06  -0.165905E+02   0.295335E+02  -0.302277E-06   0.822618E-06  -0.302277E-06   0.247444E-08
  1325   0.651562E+03  -0.173313E+02   0.833307E-06  -0.173313E+02   0.295995E+02  -0.302710E-06   0.833307E-06  -0.302710E-06   0.246988E-08
  1326   0.649876E+03  -0.180751E+02   0.843935E-06  -0.180751E+02   0.296617E+02  -0.303110E-06   0.843935E-06  -0.303110E-06   0.246534E-08
  1327   0.648232E+03  -0.188208E+02   0.854504E-06  -0.188208E+02   0.297209E+02  -0.303477E-06   0.854504E-06  -0.303477E-06   0.246081E-08
  1328   0.646670E+03  -0.195664E+02   0.865014E-06  -0.195664E+02   0.297763E+02  -0.303810E-06   0.865014E-06  -0.303810E-06   0.245629E-08
  1329   0.645160E+03  -0.203147E+02   0.875467E-06  -0.203147E+02   0.298271E+02  -0.304111E-06   0.875467E-06  -0.304111E-06   0.245178E-08
