#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   613   0.220623E+04   0.342259E+02  -0.184826E-05   0.342259E+02   0.177848E+02  -0.439964E-06  -0.184826E-05  -0.439964E-06   0.118026E-07
   614   0.219693E+04   0.342872E+02  -0.179078E-05   0.342872E+02   0.180733E+02  -0.454739E-06  -0.179078E-05  -0.454739E-06   0.117690E-07
   615   0.218756E+04   0.343176E+02  -0.173245E-05   0.343176E+02   0.183622E+02  -0.469513E-06  -0.173245E-05  -0.469513E-06   0.117355E-07
   616   0.217818E+04   0.343169E+02  -0.167330E-05   0.343169E+02   0.186540E+02  -0.484279E-06  -0.167330E-05  -0.484279E-06   0.117021E-07
   617   0.216886E+04   0.342846E+02  -0.161332E-05   0.342846E+02   0.189472E+02  -0.499032E-06  -0.161332E-05  -0.499032E-06   0.116688E-07
   618   0.215946E+04   0.342198E+02  -0.155254E-05   0.342198E+02   0.192417E+02  -0.513766E-06  -0.155254E-05  -0.513766E-06   0.116357E-07
   619   0.214998E+04   0.341251E+02  -0.149098E-05   0.341251E+02   0.195383E+02  -0.528477E-06  -0.149098E-05  -0.528477E-06   0.116027E-07
   620   0.214064E+04   0.339980E+02  -0.142865E-05   0.339980E+02   0.198340E+02  -0.543158E-06  -0.142865E-05  -0.543158E-06   0.115699E-07
   621   0.213114E+04   0.338389E+02  -0.136556E-05   0.338389E+02   0.201319E+02  -0.557803E-06  -0.136556E-05  -0.557803E-06   0.115371E-07
   622   0.212171E+04   0.336474E+02  -0.130173E-05   0.336474E+02   0.204304E+02  -0.572409E-06  -0.130173E-05  -0.572409E-06   0.115046E-07
   623   0.211235E+04   0.334256E+02  -0.123717E-05   0.334256E+02   0.207288E+02  -0.586968E-06  -0.123717E-05  -0.586968E-06   0.114721E-07
   624   0.210291E+04   0.331715E+02  -0.117190E-05   0.331715E+02   0.210279E+02  -0.601475E-06  -0.117190E-05  -0.601475E-06   0.114398E-07
   625   0.209347E+04   0.328850E+02  -0.110594E-05   0.328850E+02   0.213276E+02  -0.615925E-06  -0.110594E-05  -0.615925E-06   0.114075E-07
   626   0.208409E+04   0.325671E+02  -0.103929E-05   0.325671E+02   0.216281E+02  -0.630313E-06  -0.103929E-05  -0.630313E-06   0.113755E-07
   627   0.207479E+04   0.322176E+02  -0.971984E-06   0.322176E+02   0.219284E+02  -0.644632E-06  -0.971984E-06  -0.644632E-06   0.113435E-07
   628   0.206548E+04   0.318361E+02  -0.904024E-06   0.318361E+02   0.222288E+02  -0.658877E-06  -0.904024E-06  -0.658877E-06   0.113117E-07
   629   0.205624E+04   0.314232E+02  -0.835427E-06   0.314232E+02   0.225291E+02  -0.673043E-06  -0.835427E-06  -0.673043E-06   0.112800E-07
   630   0.204692E+04   0.309776E+02  -0.766211E-06   0.309776E+02   0.228293E+02  -0.687124E-06  -0.766211E-06  -0.687124E-06   0.112484E-07
   631   0.203768E+04   0.305021E+02  -0.696389E-06   0.305021E+02   0.231296E+02  -0.701115E-06  -0.696389E-06  -0.701115E-06   0.112170E-07
   632   0.202858E+04   0.299942E+02  -0.625977E-06   0.299942E+02   0.234291E+02  -0.715009E-06  -0.625977E-06  -0.715009E-06   0.111856E-07
   633   0.201940E+04   0.294558E+02  -0.554989E-06   0.294558E+02   0.237293E+02  -0.728802E-06  -0.554989E-06  -0.728802E-06   0.111544E-07
   634   0.201037E+04   0.288865E+02  -0.483442E-06   0.288865E+02   0.240273E+02  -0.742489E-06  -0.483442E-06  -0.742489E-06   0.111234E-07
   635   0.200141E+04   0.282864E+02  -0.411349E-06   0.282864E+02   0.243261E+02  -0.756062E-06  -0.411349E-06  -0.756062E-06   0.110924E-07
   636   0.199238E+04   0.276559E+02  -0.338727E-06   0.276559E+02   0.246249E+02  -0.769518E-06  -0.338727E-06  -0.769518E-06   0.110616E-07
   637   0.198349E+04   0.269940E+02  -0.265589E-06   0.269940E+02   0.249208E+02  -0.782849E-06  -0.265589E-06  -0.782849E-06   0.110308E-07
   638   0.197468E+04   0.263027E+02  -0.191952E-06   0.263027E+02   0.252174E+02  -0.796052E-06  -0.191952E-06  -0.796052E-06   0.110002E-07
   639   0.196594E+04   0.255806E+02  -0.117830E-06   0.255806E+02   0.255119E+02  -0.809120E-06  -0.117830E-06  -0.809120E-06   0.109698E-07
   640   0.195728E+04   0.248290E+02  -0.432385E-07   0.248290E+02   0.258064E+02  -0.822048E-06  -0.432385E-07  -0.822048E-06   0.109394E-07
   641   0.194869E+04   0.240476E+02   0.318076E-07   0.240476E+02   0.260996E+02  -0.834830E-06   0.318076E-07  -0.834830E-06   0.109092E-07
   642   0.194010E+04   0.232368E+02   0.107293E-06   0.232368E+02   0.263905E+02  -0.847461E-06   0.107293E-06  -0.847461E-06   0.108790E-07
   643   0.193166E+04   0.223969E+02   0.183203E-06   0.223969E+02   0.266816E+02  -0.859934E-06   0.183203E-06  -0.859934E-06   0.108490E-07
   644   0.192337E+04   0.215281E+02   0.259523E-06   0.215281E+02   0.269691E+02  -0.872246E-06   0.259523E-06  -0.872246E-06   0.108192E-07
   645   0.191509E+04   0.206305E+02   0.336236E-06   0.206305E+02   0.272559E+02  -0.884389E-06   0.336236E-06  -0.884389E-06   0.107894E-07
   646   0.190688E+04   0.197044E+02   0.413329E-06   0.197044E+02   0.275413E+02  -0.896360E-06   0.413329E-06  -0.896360E-06   0.107597E-07
   647   0.189889E+04   0.187496E+02   0.490786E-06   0.187496E+02   0.278247E+02  -0.908151E-06   0.490786E-06  -0.908151E-06   0.107302E-07
   648   0.189084E+04   0.177678E+02   0.568592E-06   0.177678E+02   0.281067E+02  -0.919757E-06   0.568592E-06  -0.919757E-06   0.107008E-07
   649   0.188301E+04   0.167580E+02   0.646732E-06   0.167580E+02   0.283859E+02  -0.931174E-06   0.646732E-06  -0.931174E-06   0.106714E-07
   650   0.187526E+04   0.157212E+02   0.725190E-06   0.157212E+02   0.286630E+02  -0.942395E-06   0.725190E-06  -0.942395E-06   0.106422E-07
   651   0.186758E+04   0.146572E+02   0.803952E-06   0.146572E+02   0.289395E+02  -0.953416E-06   0.803952E-06  -0.953416E-06   0.106131E-07
   652   0.185999E+04   0.135667E+02   0.882994E-06   0.135667E+02   0.292131E+02  -0.964233E-06   0.882994E-06  -0.964233E-06   0.105842E-07
   653   0.185263E+04   0.124508E+02   0.962294E-06   0.124508E+02   0.294831E+02  -0.974844E-06   0.962294E-06  -0.974844E-06   0.105553E-07
   654   0.184528E+04   0.113103E+02   0.104183E-05   0.113103E+02   0.297517E+02  -0.985248E-06   0.104183E-05  -0.985248E-06   0.105266E-07
   655   0.183801E+04   0.101442E+02   0.112158E-05   0.101442E+02   0.300180E+02  -0.995443E-06   0.112158E-05  -0.995443E-06   0.104979E-07
   656   0.183098E+04   0.895392E+01   0.120152E-05   0.895392E+01   0.302813E+02  -0.100542E-05   0.120152E-05  -0.100542E-05   0.104694E-07
   657   0.182404E+04   0.774076E+01   0.128163E-05   0.774076E+01   0.305416E+02  -0.101519E-05   0.128163E-05  -0.101519E-05   0.104410E-07
   658   0.181712E+04   0.650383E+01   0.136188E-05   0.650383E+01   0.307995E+02  -0.102474E-05   0.136188E-05  -0.102474E-05   0.104126E-07
   659   0.181051E+04   0.524449E+01   0.144225E-05   0.524449E+01   0.310542E+02  -0.103408E-05   0.144225E-05  -0.103408E-05   0.103844E-07
   660   0.180400E+04   0.396333E+01   0.152272E-05   0.396333E+01   0.313050E+02  -0.104319E-05   0.152272E-05  -0.104319E-05   0.103563E-07
   661   0.179759E+04   0.266170E+01   0.160327E-05   0.266170E+01   0.315526E+02  -0.105208E-05   0.160327E-05  -0.105208E-05   0.103283E-07
   662   0.179135E+04   0.133797E+01   0.168388E-05   0.133797E+01   0.317976E+02  -0.106074E-05   0.168388E-05  -0.106074E-05   0.103005E-07
   663   0.178521E+04  -0.652071E-02   0.176451E-05  -0.652071E-02   0.320393E+02  -0.106918E-05   0.176451E-05  -0.106918E-05   0.102727E-07
   664   0.177924E+04  -0.136968E+01   0.184515E-05  -0.136968E+01   0.322762E+02  -0.107739E-05   0.184515E-05  -0.107739E-05   0.102450E-07
   665   0.177339E+04  -0.275240E+01   0.192578E-05  -0.275240E+01   0.325097E+02  -0.108536E-05   0.192578E-05  -0.108536E-05   0.102174E-07
   666   0.176771E+04  -0.415333E+01   0.200637E-05  -0.415333E+01   0.327397E+02  -0.109310E-05   0.200637E-05  -0.109310E-05   0.101900E-07
   667   0.176222E+04  -0.557262E+01   0.208690E-05  -0.557262E+01   0.329656E+02  -0.110061E-05   0.208690E-05  -0.110061E-05   0.101626E-07
   668   0.175676E+04  -0.700967E+01   0.216735E-05  -0.700967E+01   0.331878E+02  -0.110787E-05   0.216735E-05  -0.110787E-05   0.101354E-07
   669   0.175164E+04  -0.846313E+01   0.224770E-05  -0.846313E+01   0.334058E+02  -0.111490E-05   0.224770E-05  -0.111490E-05   0.101082E-07
   670   0.174655E+04  -0.993167E+01   0.232791E-05  -0.993167E+01   0.336194E+02  -0.112168E-05   0.232791E-05  -0.112168E-05   0.100812E-07
   671   0.174173E+04  -0.114169E+02   0.240798E-05  -0.114169E+02   0.338301E+02  -0.112822E-05   0.240798E-05  -0.112822E-05   0.100542E-07
   672   0.173696E+04  -0.129175E+02   0.248787E-05  -0.129175E+02   0.340349E+02  -0.113452E-05   0.248787E-05  -0.113452E-05   0.100274E-07
   673   0.173245E+04  -0.144313E+02   0.256757E-05  -0.144313E+02   0.342367E+02  -0.114056E-05   0.256757E-05  -0.114056E-05   0.100006E-07
   674   0.172807E+04  -0.159594E+02   0.264704E-05  -0.159594E+02   0.344332E+02  -0.114635E-05   0.264704E-05  -0.114635E-05   0.997401E-08
   675   0.172388E+04  -0.175009E+02   0.272628E-05  -0.175009E+02   0.346252E+02  -0.115189E-05   0.272628E-05  -0.115189E-05   0.994747E-08
   676   0.171982E+04  -0.190540E+02   0.280525E-05  -0.190540E+02   0.348125E+02  -0.115717E-05   0.280525E-05  -0.115717E-05   0.992103E-08
   677   0.171596E+04  -0.206194E+02   0.288394E-05  -0.206194E+02   0.349952E+02  -0.116219E-05   0.288394E-05  -0.116219E-05   0.989470E-08
   678   0.171230E+04  -0.221965E+02   0.296231E-05  -0.221965E+02   0.351725E+02  -0.116696E-05   0.296231E-05  -0.116696E-05   0.986846E-08
   679   0.170878E+04  -0.237841E+02   0.304035E-05  -0.237841E+02   0.353457E+02  -0.117146E-05   0.304035E-05  -0.117146E-05   0.984232E-08
   680   0.170553E+04  -0.253822E+02   0.311804E-05  -0.253822E+02   0.355142E+02  -0.117569E-05   0.311804E-05  -0.117569E-05   0.981627E-08
   681   0.170243E+04  -0.269888E+02   0.319535E-05  -0.269888E+02   0.356772E+02  -0.117966E-05   0.319535E-05  -0.117966E-05   0.979033E-08
   682   0.169945E+04  -0.286055E+02   0.327226E-05  -0.286055E+02   0.358345E+02  -0.118337E-05   0.327226E-05  -0.118337E-05   0.976448E-08
   683   0.169677E+04  -0.302317E+02   0.334874E-05  -0.302317E+02   0.359884E+02  -0.118680E-05   0.334874E-05  -0.118680E-05   0.973873E-08
   684   0.169415E+04  -0.318653E+02   0.342478E-05  -0.318653E+02   0.361351E+02  -0.118995E-05   0.342478E-05  -0.118995E-05   0.971308E-08
   685   0.169167E+04  -0.335065E+02   0.350035E-05  -0.335065E+02   0.362776E+02  -0.119283E-05   0.350035E-05  -0.119283E-05   0.968752E-08
   686   0.168942E+04  -0.351464E+02   0.357543E-05  -0.351464E+02   0.364143E+02  -0.119544E-05   0.357543E-05  -0.119544E-05   0.966206E-08
   687   0.168745E+04  -0.367964E+02   0.365000E-05  -0.367964E+02   0.365467E+02  -0.119776E-05   0.365000E-05  -0.119776E-05   0.963669E-08
   688   0.168557E+04  -0.384544E+02   0.372403E-05  -0.384544E+02   0.366725E+02  -0.119980E-05   0.372403E-05  -0.119980E-05   0.961142E-08
   689   0.168390E+04  -0.401131E+02   0.379750E-05  -0.401131E+02   0.367931E+02  -0.120156E-05   0.379750E-05  -0.120156E-05   0.958624E-08
   690   0.168239E+04  -0.417800E+02   0.387038E-05  -0.417800E+02   0.369093E+02  -0.120303E-05   0.387038E-05  -0.120303E-05   0.956115E-08
   691   0.168110E+04  -0.434480E+02   0.394266E-05  -0.434480E+02   0.370180E+02  -0.120421E-05   0.394266E-05  -0.120421E-05   0.953616E-08
   692   0.167997E+04  -0.451170E+02   0.401432E-05  -0.451170E+02   0.371229E+02  -0.120510E-05   0.401432E-05  -0.120510E-05   0.951126E-08
   693   0.167908E+04  -0.467948E+02   0.408532E-05  -0.467948E+02   0.372218E+02  -0.120570E-05   0.408532E-05  -0.120570E-05   0.948645E-08
   694   0.167826E+04  -0.484665E+02   0.415565E-05  -0.484665E+02   0.373145E+02  -0.120601E-05   0.415565E-05  -0.120601E-05   0.946173E-08
   695   0.167776E+04  -0.501398E+02   0.422529E-05  -0.501398E+02   0.374033E+02  -0.120601E-05   0.422529E-05  -0.120601E-05   0.943710E-08
   696   0.167742E+04  -0.518297E+02   0.429420E-05  -0.518297E+02   0.374852E+02  -0.120572E-05   0.429420E-05  -0.120572E-05   0.941257E-08
   697   0.167725E+04  -0.535065E+02   0.436237E-05  -0.535065E+02   0.375616E+02  -0.120512E-05   0.436237E-05  -0.120512E-05   0.938812E-08
   698   0.167724E+04  -0.551853E+02   0.442978E-05  -0.551853E+02   0.376317E+02  -0.120422E-05   0.442978E-05  -0.120422E-05   0.936376E-08
   699   0.167740E+04  -0.568589E+02   0.449641E-05  -0.568589E+02   0.376969E+02  -0.120302E-05   0.449641E-05  -0.120302E-05   0.933950E-08
   700   0.167781E+04  -0.585346E+02   0.456222E-05  -0.585346E+02   0.377558E+02  -0.120151E-05   0.456222E-05  -0.120151E-05   0.931532E-08
   701   0.167838E+04  -0.602128E+02   0.462721E-05  -0.602128E+02   0.378091E+02  -0.119968E-05   0.462721E-05  -0.119968E-05   0.929123E-08
   702   0.167914E+04  -0.618782E+02   0.469135E-05  -0.618782E+02   0.378573E+02  -0.119756E-05   0.469135E-05  -0.119756E-05   0.926722E-08
   703   0.168006E+04  -0.635606E+02   0.475467E-05  -0.635606E+02   0.378990E+02  -0.119513E-05   0.475467E-05  -0.119513E-05   0.924330E-08
   704   0.168117E+04  -0.652225E+02   0.481714E-05  -0.652225E+02   0.379357E+02  -0.119242E-05   0.481714E-05  -0.119242E-05   0.921947E-08
   705   0.168238E+04  -0.668786E+02   0.487876E-05  -0.668786E+02   0.379657E+02  -0.118943E-05   0.487876E-05  -0.118943E-05   0.919573E-08
   706   0.168384E+04  -0.685362E+02   0.493954E-05  -0.685362E+02   0.379905E+02  -0.118616E-05   0.493954E-05  -0.118616E-05   0.917207E-08
   707   0.168542E+04  -0.701875E+02   0.499947E-05  -0.701875E+02   0.380093E+02  -0.118263E-05   0.499947E-05  -0.118263E-05   0.914850E-08
   708   0.168732E+04  -0.718176E+02   0.505855E-05  -0.718176E+02   0.380228E+02  -0.117883E-05   0.505855E-05  -0.117883E-05   0.912502E-08
   709   0.168926E+04  -0.734560E+02   0.511677E-05  -0.734560E+02   0.380301E+02  -0.117478E-05   0.511677E-05  -0.117478E-05   0.910161E-08
   710   0.169146E+04  -0.750802E+02   0.517413E-05  -0.750802E+02   0.380313E+02  -0.117048E-05   0.517413E-05  -0.117048E-05   0.907830E-08
   711   0.169377E+04  -0.766900E+02   0.523063E-05  -0.766900E+02   0.380269E+02  -0.116594E-05   0.523063E-05  -0.116594E-05   0.905506E-08
   712   0.169628E+04  -0.783001E+02   0.528627E-05  -0.783001E+02   0.380170E+02  -0.116118E-05   0.528627E-05  -0.116118E-05   0.903191E-08
   713   0.169905E+04  -0.798879E+02   0.534104E-05  -0.798879E+02   0.380008E+02  -0.115618E-05   0.534104E-05  -0.115618E-05   0.900885E-08
   714   0.170179E+04  -0.814682E+02   0.539493E-05  -0.814682E+02   0.379796E+02  -0.115097E-05   0.539493E-05  -0.115097E-05   0.898586E-08
   715   0.170479E+04  -0.830408E+02   0.544796E-05  -0.830408E+02   0.379520E+02  -0.114555E-05   0.544796E-05  -0.114555E-05   0.896296E-08
   716   0.170800E+04  -0.845980E+02   0.550011E-05  -0.845980E+02   0.379186E+02  -0.113992E-05   0.550011E-05  -0.113992E-05   0.894015E-08
   717   0.171132E+04  -0.861322E+02   0.555138E-05  -0.861322E+02   0.378801E+02  -0.113409E-05   0.555138E-05  -0.113409E-05   0.891741E-08
   718   0.171477E+04  -0.876655E+02   0.560176E-05  -0.876655E+02   0.378357E+02  -0.112808E-05   0.560176E-05  -0.112808E-05   0.889475E-08
   719   0.171842E+04  -0.891679E+02   0.565127E-05  -0.891679E+02   0.377838E+02  -0.112188E-05   0.565127E-05  -0.112188E-05   0.887218E-08
   720   0.172212E+04  -0.906691E+02   0.569988E-05  -0.906691E+02   0.377274E+02  -0.111551E-05   0.569988E-05  -0.111551E-05   0.884969E-08
   721   0.172618E+04  -0.921391E+02   0.574760E-05  -0.921391E+02   0.376665E+02  -0.110897E-05   0.574760E-05  -0.110897E-05   0.882727E-08
   722   0.173022E+04  -0.935926E+02   0.579443E-05  -0.935926E+02   0.375986E+02  -0.110227E-05   0.579443E-05  -0.110227E-05   0.880494E-08
   723   0.173446E+04  -0.950367E+02   0.584036E-05  -0.950367E+02   0.375261E+02  -0.109542E-05   0.584036E-05  -0.109542E-05   0.878269E-08
   724   0.173884E+04  -0.964639E+02   0.588540E-05  -0.964639E+02   0.374473E+02  -0.108841E-05   0.588540E-05  -0.108841E-05   0.876051E-08
   725   0.174335E+04  -0.978666E+02   0.592953E-05  -0.978666E+02   0.373637E+02  -0.108127E-05   0.592953E-05  -0.108127E-05   0.873842E-08
   726   0.174807E+04  -0.992445E+02   0.597275E-05  -0.992445E+02   0.372760E+02  -0.107400E-05   0.597275E-05  -0.107400E-05   0.871640E-08
   727   0.175286E+04  -0.100612E+03   0.601507E-05  -0.100612E+03   0.371811E+02  -0.106659E-05   0.601507E-05  -0.106659E-05   0.869446E-08
   728   0.175779E+04  -0.101955E+03   0.605647E-05  -0.101955E+03   0.370798E+02  -0.105907E-05   0.605647E-05  -0.105907E-05   0.867260E-08
   729   0.176286E+04  -0.103280E+03   0.609696E-05  -0.103280E+03   0.369741E+02  -0.105144E-05   0.609696E-05  -0.105144E-05   0.865081E-08
   730   0.176800E+04  -0.104579E+03   0.613653E-05  -0.104579E+03   0.368634E+02  -0.104371E-05   0.613653E-05  -0.104371E-05   0.862910E-08
   731   0.177343E+04  -0.105853E+03   0.617519E-05  -0.105853E+03   0.367460E+02  -0.103587E-05   0.617519E-05  -0.103587E-05   0.860747E-08
   732   0.177885E+04  -0.107100E+03   0.621291E-05  -0.107100E+03   0.366256E+02  -0.102795E-05   0.621291E-05  -0.102795E-05   0.858592E-08
   733   0.178450E+04  -0.108337E+03   0.624972E-05  -0.108337E+03   0.364984E+02  -0.101994E-05   0.624972E-05  -0.101994E-05   0.856444E-08
   734   0.179023E+04  -0.109532E+03   0.628559E-05  -0.109532E+03   0.363667E+02  -0.101186E-05   0.628559E-05  -0.101186E-05   0.854303E-08
   735   0.179610E+04  -0.110723E+03   0.632053E-05  -0.110723E+03   0.362288E+02  -0.100371E-05   0.632053E-05  -0.100371E-05   0.852170E-08
   736   0.180198E+04  -0.111872E+03   0.635454E-05  -0.111872E+03   0.360862E+02  -0.995498E-06   0.635454E-05  -0.995498E-06   0.850044E-08
   737   0.180809E+04  -0.113010E+03   0.638761E-05  -0.113010E+03   0.359396E+02  -0.987230E-06   0.638761E-05  -0.987230E-06   0.847926E-08
   738   0.181420E+04  -0.114105E+03   0.641974E-05  -0.114105E+03   0.357882E+02  -0.978915E-06   0.641974E-05  -0.978915E-06   0.845815E-08
   739   0.182047E+04  -0.115181E+03   0.645092E-05  -0.115181E+03   0.356311E+02  -0.970559E-06   0.645092E-05  -0.970559E-06   0.843712E-08
   740   0.182682E+04  -0.116236E+03   0.648116E-05  -0.116236E+03   0.354691E+02  -0.962170E-06   0.648116E-05  -0.962170E-06   0.841616E-08
   741   0.183334E+04  -0.117264E+03   0.651044E-05  -0.117264E+03   0.353014E+02  -0.953755E-06   0.651044E-05  -0.953755E-06   0.839527E-08
   742   0.183994E+04  -0.118257E+03   0.653878E-05  -0.118257E+03   0.351316E+02  -0.945320E-06   0.653878E-05  -0.945320E-06   0.837445E-08
   743   0.184663E+04  -0.119229E+03   0.656616E-05  -0.119229E+03   0.349575E+02  -0.936874E-06   0.656616E-05  -0.936874E-06   0.835371E-08
   744   0.185348E+04  -0.120165E+03   0.659258E-05  -0.120165E+03   0.347774E+02  -0.928422E-06   0.659258E-05  -0.928422E-06   0.833303E-08
   745   0.186035E+04  -0.121088E+03   0.661804E-05  -0.121088E+03   0.345929E+02  -0.919973E-06   0.661804E-05  -0.919973E-06   0.831243E-08
   746   0.186724E+04  -0.121960E+03   0.664254E-05  -0.121960E+03   0.344045E+02  -0.911532E-06   0.664254E-05  -0.911532E-06   0.829190E-08
   747   0.187423E+04  -0.122818E+03   0.666606E-05  -0.122818E+03   0.342108E+02  -0.903109E-06   0.666606E-05  -0.903109E-06   0.827143E-08
   748   0.188138E+04  -0.123646E+03   0.668862E-05  -0.123646E+03   0.340140E+02  -0.894708E-06   0.668862E-05  -0.894708E-06   0.825104E-08
   749   0.188863E+04  -0.124453E+03   0.671021E-05  -0.124453E+03   0.338110E+02  -0.886338E-06   0.671021E-05  -0.886338E-06   0.823072E-08
   750   0.189591E+04  -0.125224E+03   0.673081E-05  -0.125224E+03   0.336054E+02  -0.878006E-06   0.673081E-05  -0.878006E-06   0.821047E-08
   751   0.190329E+04  -0.125964E+03   0.675045E-05  -0.125964E+03   0.333950E+02  -0.869718E-06   0.675045E-05  -0.869718E-06   0.819028E-08
   752   0.191077E+04  -0.126667E+03   0.676915E-05  -0.126667E+03   0.331820E+02  -0.861477E-06   0.676915E-05  -0.861477E-06   0.817016E-08
   753   0.191828E+04  -0.127347E+03   0.678695E-05  -0.127347E+03   0.329634E+02  -0.853285E-06   0.678695E-05  -0.853285E-06   0.815011E-08
   754   0.192581E+04  -0.127989E+03   0.680388E-05  -0.127989E+03   0.327421E+02  -0.845144E-06   0.680388E-05  -0.845144E-06   0.813013E-08
   755   0.193351E+04  -0.128608E+03   0.682000E-05  -0.128608E+03   0.325168E+02  -0.837056E-06   0.682000E-05  -0.837056E-06   0.811022E-08
   756   0.194109E+04  -0.129194E+03   0.683534E-05  -0.129194E+03   0.322880E+02  -0.829023E-06   0.683534E-05  -0.829023E-06   0.809037E-08
   757   0.194892E+04  -0.129742E+03   0.684993E-05  -0.129742E+03   0.320566E+02  -0.821047E-06   0.684993E-05  -0.821047E-06   0.807059E-08
   758   0.195662E+04  -0.130257E+03   0.686382E-05  -0.130257E+03   0.318210E+02  -0.813131E-06   0.686382E-05  -0.813131E-06   0.805088E-08
   759   0.196450E+04  -0.130748E+03   0.687705E-05  -0.130748E+03   0.315820E+02  -0.805276E-06   0.687705E-05  -0.805276E-06   0.803123E-08
   760   0.197233E+04  -0.131205E+03   0.688966E-05  -0.131205E+03   0.313403E+02  -0.797485E-06   0.688966E-05  -0.797485E-06   0.801165E-08
   761   0.198018E+04  -0.131629E+03   0.690168E-05  -0.131629E+03   0.310959E+02  -0.789760E-06   0.690168E-05  -0.789760E-06   0.799214E-08
   762   0.198820E+04  -0.132019E+03   0.691316E-05  -0.132019E+03   0.308487E+02  -0.782102E-06   0.691316E-05  -0.782102E-06   0.797269E-08
   763   0.199609E+04  -0.132376E+03   0.692414E-05  -0.132376E+03   0.305996E+02  -0.774514E-06   0.692414E-05  -0.774514E-06   0.795330E-08
   764   0.200408E+04  -0.132705E+03   0.693465E-05  -0.132705E+03   0.303469E+02  -0.766998E-06   0.693465E-05  -0.766998E-06   0.793398E-08
   765   0.201202E+04  -0.132992E+03   0.694474E-05  -0.132992E+03   0.300915E+02  -0.759556E-06   0.694474E-05  -0.759556E-06   0.791473E-08
   766   0.202006E+04  -0.133251E+03   0.695445E-05  -0.133251E+03   0.298348E+02  -0.752190E-06   0.695445E-05  -0.752190E-06   0.789554E-08
   767   0.202804E+04  -0.133475E+03   0.696380E-05  -0.133475E+03   0.295761E+02  -0.744902E-06   0.696380E-05  -0.744902E-06   0.787641E-08
   768   0.203604E+04  -0.133656E+03   0.697286E-05  -0.133656E+03   0.293146E+02  -0.737694E-06   0.697286E-05  -0.737694E-06   0.785735E-08
   769   0.204406E+04  -0.133815E+03   0.698164E-05  -0.133815E+03   0.290503E+02  -0.730569E-06   0.698164E-05  -0.730569E-06   0.783835E-08
   770   0.205203E+04  -0.133937E+03   0.699020E-05  -0.133937E+03   0.287854E+02  -0.723528E-06   0.699020E-05  -0.723528E-06   0.781941E-08
   771   0.206002E+04  -0.134023E+03   0.699857E-05  -0.134023E+03   0.285184E+02  -0.716574E-06   0.699857E-05  -0.716574E-06   0.780054E-08
   772   0.206795E+04  -0.134063E+03   0.700680E-05  -0.134063E+03   0.282501E+02  -0.709708E-06   0.700680E-05  -0.709708E-06   0.778173E-08
   773   0.207590E+04  -0.134081E+03   0.701491E-05  -0.134081E+03   0.279804E+02  -0.702933E-06   0.701491E-05  -0.702933E-06   0.776298E-08
   774   0.208380E+04  -0.134068E+03   0.702296E-05  -0.134068E+03   0.277093E+02  -0.696251E-06   0.702296E-05  -0.696251E-06   0.774429E-08
   775   0.209179E+04  -0.134017E+03   0.703098E-05  -0.134017E+03   0.274368E+02  -0.689663E-06   0.703098E-05  -0.689663E-06   0.772566E-08
   776   0.209958E+04  -0.133934E+03   0.703901E-05  -0.133934E+03   0.271637E+02  -0.683173E-06   0.703901E-05  -0.683173E-06   0.770710E-08
   777   0.210738E+04  -0.133812E+03   0.704709E-05  -0.133812E+03   0.268891E+02  -0.676781E-06   0.704709E-05  -0.676781E-06   0.768859E-08
   778   0.211535E+04  -0.133651E+03   0.705526E-05  -0.133651E+03   0.266139E+02  -0.670491E-06   0.705526E-05  -0.670491E-06   0.767015E-08
   779   0.212304E+04  -0.133464E+03   0.706356E-05  -0.133464E+03   0.263380E+02  -0.664304E-06   0.706356E-05  -0.664304E-06   0.765177E-08
   780   0.213074E+04  -0.133237E+03   0.707203E-05  -0.133237E+03   0.260599E+02  -0.658222E-06   0.707203E-05  -0.658222E-06   0.763345E-08
   781   0.213846E+04  -0.132984E+03   0.708071E-05  -0.132984E+03   0.257833E+02  -0.652247E-06   0.708071E-05  -0.652247E-06   0.761518E-08
   782   0.214605E+04  -0.132705E+03   0.708964E-05  -0.132705E+03   0.255052E+02  -0.646382E-06   0.708964E-05  -0.646382E-06   0.759698E-08
   783   0.215366E+04  -0.132377E+03   0.709886E-05  -0.132377E+03   0.252272E+02  -0.640628E-06   0.709886E-05  -0.640628E-06   0.757883E-08
   784   0.216120E+04  -0.132015E+03   0.710840E-05  -0.132015E+03   0.249491E+02  -0.634988E-06   0.710840E-05  -0.634988E-06   0.756075E-08
   785   0.216862E+04  -0.131625E+03   0.711831E-05  -0.131625E+03   0.246703E+02  -0.629464E-06   0.711831E-05  -0.629464E-06   0.754272E-08
   786   0.217604E+04  -0.131178E+03   0.712863E-05  -0.131178E+03   0.243914E+02  -0.624057E-06   0.712863E-05  -0.624057E-06   0.752475E-08
   787   0.218334E+04  -0.130710E+03   0.713939E-05  -0.130710E+03   0.241133E+02  -0.618771E-06   0.713939E-05  -0.618771E-06   0.750684E-08
   788   0.219057E+04  -0.130214E+03   0.715064E-05  -0.130214E+03   0.238343E+02  -0.613606E-06   0.715064E-05  -0.613606E-06   0.748899E-08
   789   0.219774E+04  -0.129689E+03   0.716242E-05  -0.129689E+03   0.235546E+02  -0.608565E-06   0.716242E-05  -0.608565E-06   0.747120E-08
