#    L    TT             EE             BB             TE          
    87   0.228406E+04   0.521895E+00   0.199847E-02  -0.138936E+02
    88   0.231224E+04   0.536212E+00   0.204503E-02  -0.144714E+02
    89   0.234076E+04   0.550591E+00   0.209216E-02  -0.150571E+02
    90   0.236948E+04   0.564997E+00   0.213988E-02  -0.156477E+02
    91   0.239831E+04   0.579424E+00   0.218818E-02  -0.162439E+02
    92   0.242740E+04   0.593860E+00   0.223707E-02  -0.168451E+02
    93   0.245675E+04   0.608298E+00   0.228655E-02  -0.174513E+02
    94   0.248613E+04   0.622702E+00   0.233662E-02  -0.180611E+02
    95   0.251579E+04   0.637075E+00   0.238728E-02  -0.186754E+02
    96   0.254541E+04   0.651403E+00   0.243855E-02  -0.192934E+02
    97   0.257545E+04   0.665672E+00   0.249041E-02  -0.199147E+02
    98   0.260569E+04   0.679877E+00   0.254287E-02  -0.205369E+02
    99   0.263599E+04   0.693981E+00   0.259594E-02  -0.211632E+02
   100   0.266656E+04   0.707987E+00   0.264962E-02  -0.217892E+02
   101   0.269726E+04   0.721955E+00   0.270390E-02  -0.224180E+02
   102   0.272846E+04   0.735737E+00   0.275880E-02  -0.230474E+02
   103   0.275958E+04   0.749411E+00   0.281431E-02  -0.236782E+02
   104   0.279091E+04   0.762976E+00   0.287043E-02  -0.243077E+02
   105   0.282238E+04   0.776361E+00   0.292717E-02  -0.249372E+02
   106   0.285407E+04   0.789641E+00   0.298453E-02  -0.255663E+02
   107   0.288568E+04   0.802670E+00   0.304251E-02  -0.261935E+02
   108   0.291766E+04   0.815522E+00   0.310112E-02  -0.268196E+02
   109   0.294979E+04   0.828125E+00   0.316035E-02  -0.274433E+02
   110   0.298200E+04   0.840481E+00   0.322021E-02  -0.280631E+02
   111   0.301436E+04   0.852665E+00   0.328070E-02  -0.286806E+02
   112   0.304688E+04   0.864603E+00   0.334183E-02  -0.292950E+02
   113   0.307962E+04   0.876296E+00   0.340359E-02  -0.299050E+02
   114   0.311244E+04   0.887668E+00   0.346599E-02  -0.305096E+02
   115   0.314549E+04   0.898868E+00   0.352904E-02  -0.311090E+02
   116   0.317854E+04   0.909675E+00   0.359273E-02  -0.317024E+02
   117   0.321188E+04   0.920161E+00   0.365708E-02  -0.322890E+02
   118   0.324538E+04   0.930476E+00   0.372208E-02  -0.328696E+02
   119   0.327888E+04   0.940472E+00   0.378774E-02  -0.334418E+02
   120   0.331252E+04   0.949999E+00   0.385406E-02  -0.340059E+02
   121   0.334616E+04   0.959355E+00   0.392106E-02  -0.345616E+02
   122   0.337988E+04   0.968242E+00   0.398873E-02  -0.351083E+02
   123   0.341366E+04   0.976736E+00   0.405707E-02  -0.356460E+02
   124   0.344752E+04   0.984910E+00   0.412611E-02  -0.361716E+02
   125   0.348137E+04   0.992691E+00   0.419584E-02  -0.366875E+02
   126   0.351529E+04   0.100015E+01   0.426626E-02  -0.371929E+02
   127   0.354920E+04   0.100715E+01   0.433739E-02  -0.376869E+02
   128   0.358311E+04   0.101382E+01   0.440924E-02  -0.381690E+02
   129   0.361708E+04   0.102003E+01   0.448180E-02  -0.386382E+02
   130   0.365104E+04   0.102577E+01   0.455509E-02  -0.390940E+02
   131   0.368500E+04   0.103119E+01   0.462911E-02  -0.395377E+02
   132   0.371902E+04   0.103614E+01   0.470388E-02  -0.399664E+02
   133   0.375296E+04   0.104069E+01   0.477940E-02  -0.403824E+02
   134   0.378689E+04   0.104485E+01   0.485568E-02  -0.407813E+02
   135   0.382081E+04   0.104853E+01   0.493273E-02  -0.411660E+02
   136   0.385459E+04   0.105174E+01   0.501055E-02  -0.415329E+02
   137   0.388836E+04   0.105455E+01   0.508916E-02  -0.418843E+02
   138   0.392205E+04   0.105688E+01   0.516856E-02  -0.422186E+02
   139   0.395552E+04   0.105888E+01   0.524877E-02  -0.425352E+02
   140   0.398906E+04   0.106032E+01   0.532979E-02  -0.428349E+02
   141   0.402238E+04   0.106128E+01   0.541163E-02  -0.431155E+02
   142   0.405570E+04   0.106184E+01   0.549431E-02  -0.433777E+02
   143   0.408895E+04   0.106198E+01   0.557782E-02  -0.436216E+02
   144   0.412198E+04   0.106164E+01   0.566217E-02  -0.438465E+02
   145   0.415487E+04   0.106095E+01   0.574739E-02  -0.440516E+02
   146   0.418783E+04   0.105971E+01   0.583347E-02  -0.442370E+02
   147   0.422043E+04   0.105812E+01   0.592042E-02  -0.444013E+02
   148   0.425289E+04   0.105604E+01   0.600825E-02  -0.445459E+02
   149   0.428528E+04   0.105354E+01   0.609697E-02  -0.446694E+02
   150   0.431739E+04   0.105070E+01   0.618658E-02  -0.447697E+02
   151   0.434935E+04   0.104743E+01   0.627710E-02  -0.448497E+02
   152   0.438103E+04   0.104366E+01   0.636852E-02  -0.449079E+02
   153   0.441258E+04   0.103954E+01   0.646086E-02  -0.449420E+02
   154   0.444392E+04   0.103506E+01   0.655412E-02  -0.449544E+02
   155   0.447505E+04   0.103022E+01   0.664830E-02  -0.449441E+02
   156   0.450583E+04   0.102501E+01   0.674342E-02  -0.449112E+02
   157   0.453656E+04   0.101944E+01   0.683947E-02  -0.448541E+02
   158   0.456701E+04   0.101357E+01   0.693645E-02  -0.447736E+02
   159   0.459719E+04   0.100725E+01   0.703438E-02  -0.446697E+02
   160   0.462717E+04   0.100062E+01   0.713325E-02  -0.445407E+02
   161   0.465696E+04   0.993768E+00   0.723307E-02  -0.443883E+02
   162   0.468648E+04   0.986527E+00   0.733384E-02  -0.442124E+02
   163   0.471588E+04   0.978972E+00   0.743555E-02  -0.440114E+02
   164   0.474487E+04   0.971174E+00   0.753822E-02  -0.437868E+02
   165   0.477375E+04   0.963056E+00   0.764183E-02  -0.435364E+02
   166   0.480236E+04   0.954762E+00   0.774640E-02  -0.432616E+02
   167   0.483079E+04   0.946067E+00   0.785191E-02  -0.429631E+02
   168   0.485882E+04   0.937338E+00   0.795837E-02  -0.426387E+02
   169   0.488659E+04   0.928275E+00   0.806578E-02  -0.422884E+02
   170   0.491411E+04   0.919097E+00   0.817413E-02  -0.419136E+02
   171   0.494122E+04   0.909801E+00   0.828342E-02  -0.415121E+02
   172   0.496802E+04   0.900309E+00   0.839365E-02  -0.410853E+02
   173   0.499441E+04   0.890618E+00   0.850482E-02  -0.406332E+02
   174   0.502056E+04   0.881022E+00   0.861691E-02  -0.401558E+02
   175   0.504639E+04   0.871219E+00   0.872994E-02  -0.396522E+02
   176   0.507176E+04   0.861430E+00   0.884388E-02  -0.391226E+02
   177   0.509681E+04   0.851575E+00   0.895874E-02  -0.385682E+02
   178   0.512146E+04   0.841873E+00   0.907452E-02  -0.379876E+02
   179   0.514572E+04   0.832020E+00   0.919120E-02  -0.373806E+02
   180   0.516974E+04   0.822236E+00   0.930878E-02  -0.367487E+02
   181   0.519328E+04   0.812516E+00   0.942726E-02  -0.360918E+02
   182   0.521642E+04   0.802928E+00   0.954663E-02  -0.354084E+02
   183   0.523909E+04   0.793394E+00   0.966689E-02  -0.346997E+02
   184   0.526144E+04   0.783984E+00   0.978802E-02  -0.339652E+02
   185   0.528338E+04   0.774840E+00   0.991003E-02  -0.332068E+02
   186   0.530455E+04   0.765817E+00   0.100329E-01  -0.324215E+02
   187   0.532561E+04   0.757052E+00   0.101566E-01  -0.316109E+02
   188   0.534620E+04   0.748523E+00   0.102812E-01  -0.307762E+02
   189   0.536622E+04   0.740265E+00   0.104067E-01  -0.299159E+02
   190   0.538614E+04   0.732323E+00   0.105329E-01  -0.290321E+02
   191   0.540521E+04   0.724715E+00   0.106600E-01  -0.281219E+02
   192   0.542394E+04   0.717458E+00   0.107880E-01  -0.271874E+02
   193   0.544211E+04   0.710593E+00   0.109167E-01  -0.262299E+02
   194   0.545995E+04   0.704143E+00   0.110463E-01  -0.252473E+02
   195   0.547722E+04   0.698141E+00   0.111767E-01  -0.242416E+02
   196   0.549393E+04   0.692620E+00   0.113079E-01  -0.232120E+02
   197   0.551023E+04   0.687618E+00   0.114399E-01  -0.221599E+02
   198   0.552603E+04   0.683154E+00   0.115726E-01  -0.210846E+02
   199   0.554135E+04   0.679258E+00   0.117062E-01  -0.199866E+02
   200   0.555617E+04   0.675957E+00   0.118405E-01  -0.188668E+02
   201   0.557042E+04   0.673305E+00   0.119756E-01  -0.177241E+02
   202   0.558418E+04   0.671308E+00   0.121115E-01  -0.165601E+02
   203   0.559737E+04   0.670028E+00   0.122481E-01  -0.153739E+02
   204   0.560992E+04   0.669485E+00   0.123855E-01  -0.141685E+02
   205   0.562197E+04   0.669725E+00   0.125236E-01  -0.129415E+02
   206   0.563337E+04   0.670785E+00   0.126624E-01  -0.116941E+02
   207   0.564428E+04   0.672687E+00   0.128020E-01  -0.104266E+02
   208   0.565447E+04   0.675483E+00   0.129423E-01  -0.913954E+01
   209   0.566409E+04   0.679196E+00   0.130833E-01  -0.783319E+01
   210   0.567314E+04   0.683878E+00   0.132249E-01  -0.650836E+01
   211   0.568161E+04   0.689559E+00   0.133673E-01  -0.516502E+01
   212   0.568936E+04   0.696268E+00   0.135104E-01  -0.380403E+01
   213   0.569661E+04   0.704050E+00   0.136541E-01  -0.242527E+01
   214   0.570321E+04   0.712898E+00   0.137985E-01  -0.102986E+01
   215   0.570924E+04   0.723005E+00   0.139436E-01   0.381529E+00
   216   0.571462E+04   0.734184E+00   0.140893E-01   0.180950E+01
   217   0.571950E+04   0.746593E+00   0.142356E-01   0.325213E+01
   218   0.572372E+04   0.760230E+00   0.143825E-01   0.470972E+01
   219   0.572737E+04   0.775097E+00   0.145301E-01   0.618331E+01
   220   0.573044E+04   0.791342E+00   0.146782E-01   0.766854E+01
   221   0.573294E+04   0.808889E+00   0.148269E-01   0.916769E+01
   222   0.573486E+04   0.827889E+00   0.149762E-01   0.106794E+02
   223   0.573604E+04   0.848266E+00   0.151260E-01   0.122044E+02
   224   0.573680E+04   0.870020E+00   0.152763E-01   0.137392E+02
   225   0.573691E+04   0.893300E+00   0.154272E-01   0.152867E+02
   226   0.573643E+04   0.918106E+00   0.155785E-01   0.168434E+02
   227   0.573530E+04   0.944438E+00   0.157304E-01   0.184108E+02
   228   0.573367E+04   0.972295E+00   0.158827E-01   0.199874E+02
   229   0.573145E+04   0.100175E+01   0.160355E-01   0.215720E+02
   230   0.572857E+04   0.103281E+01   0.161887E-01   0.231653E+02
   231   0.572504E+04   0.106554E+01   0.163423E-01   0.247667E+02
   232   0.572100E+04   0.109987E+01   0.164962E-01   0.263747E+02
   233   0.571638E+04   0.113602E+01   0.166506E-01   0.279879E+02
   234   0.571102E+04   0.117385E+01   0.168053E-01   0.296073E+02
   235   0.570516E+04   0.121342E+01   0.169603E-01   0.312313E+02
   236   0.569863E+04   0.125474E+01   0.171157E-01   0.328600E+02
   237   0.569152E+04   0.129789E+01   0.172713E-01   0.344921E+02
   238   0.568382E+04   0.134292E+01   0.174272E-01   0.361277E+02
   239   0.567561E+04   0.138971E+01   0.175834E-01   0.377660E+02
   240   0.566667E+04   0.143832E+01   0.177397E-01   0.394050E+02
   241   0.565729E+04   0.148889E+01   0.178963E-01   0.410454E+02
   242   0.564732E+04   0.154129E+01   0.180530E-01   0.426866E+02
   243   0.563676E+04   0.159565E+01   0.182099E-01   0.443272E+02
   244   0.562561E+04   0.165191E+01   0.183669E-01   0.459680E+02
   245   0.561387E+04   0.171014E+01   0.185241E-01   0.476062E+02
   246   0.560162E+04   0.177034E+01   0.186813E-01   0.492432E+02
   247   0.558885E+04   0.183243E+01   0.188386E-01   0.508771E+02
   248   0.557549E+04   0.189679E+01   0.189959E-01   0.525077E+02
   249   0.556169E+04   0.196289E+01   0.191532E-01   0.541346E+02
   250   0.554730E+04   0.203118E+01   0.193106E-01   0.557562E+02
   251   0.553246E+04   0.210136E+01   0.194679E-01   0.573735E+02
   252   0.551696E+04   0.217368E+01   0.196252E-01   0.589848E+02
   253   0.550116E+04   0.224790E+01   0.197824E-01   0.605888E+02
   254   0.548476E+04   0.232435E+01   0.199395E-01   0.621853E+02
   255   0.546784E+04   0.240272E+01   0.200965E-01   0.637745E+02
   256   0.545047E+04   0.248342E+01   0.202534E-01   0.653562E+02
   257   0.543264E+04   0.256599E+01   0.204102E-01   0.669224E+02
   258   0.541429E+04   0.265082E+01   0.205667E-01   0.684855E+02
   259   0.539548E+04   0.273777E+01   0.207231E-01   0.700307E+02
   260   0.537629E+04   0.282685E+01   0.208793E-01   0.715730E+02
   261   0.535657E+04   0.291800E+01   0.210353E-01   0.730899E+02
   262   0.533632E+04   0.301144E+01   0.211910E-01   0.746038E+02
   263   0.531590E+04   0.310698E+01   0.213465E-01   0.761072E+02
   264   0.529487E+04   0.320468E+01   0.215017E-01   0.775927E+02
   265   0.527330E+04   0.330449E+01   0.216567E-01   0.790529E+02
   266   0.525142E+04   0.340664E+01   0.218113E-01   0.805099E+02
   267   0.522899E+04   0.351077E+01   0.219656E-01   0.819415E+02
   268   0.520618E+04   0.361726E+01   0.221196E-01   0.833627E+02
   269   0.518281E+04   0.372582E+01   0.222732E-01   0.847658E+02
   270   0.515920E+04   0.383653E+01   0.224264E-01   0.861509E+02
   271   0.513512E+04   0.394934E+01   0.225793E-01   0.875181E+02
   272   0.511079E+04   0.406454E+01   0.227318E-01   0.888598E+02
   273   0.508598E+04   0.418156E+01   0.228839E-01   0.901909E+02
   274   0.506084E+04   0.430100E+01   0.230356E-01   0.914891E+02
   275   0.503530E+04   0.442235E+01   0.231869E-01   0.927767E+02
   276   0.500950E+04   0.454584E+01   0.233377E-01   0.940314E+02
   277   0.498322E+04   0.467147E+01   0.234881E-01   0.952755E+02
   278   0.495669E+04   0.479920E+01   0.236380E-01   0.964866E+02
   279   0.492981E+04   0.492895E+01   0.237874E-01   0.976722E+02
   280   0.490260E+04   0.506073E+01   0.239364E-01   0.988471E+02
   281   0.487520E+04   0.519463E+01   0.240848E-01   0.999891E+02
   282   0.484731E+04   0.533036E+01   0.242328E-01   0.101106E+03
   283   0.481922E+04   0.546815E+01   0.243802E-01   0.102196E+03
   284   0.479087E+04   0.560794E+01   0.245271E-01   0.103262E+03
   285   0.476224E+04   0.574974E+01   0.246735E-01   0.104302E+03
   286   0.473327E+04   0.589341E+01   0.248193E-01   0.105308E+03
   287   0.470403E+04   0.603896E+01   0.249645E-01   0.106297E+03
   288   0.467459E+04   0.618640E+01   0.251092E-01   0.107253E+03
   289   0.464487E+04   0.633567E+01   0.252533E-01   0.108183E+03
   290   0.461494E+04   0.648662E+01   0.253968E-01   0.109087E+03
   291   0.458481E+04   0.664002E+01   0.255397E-01   0.109951E+03
   292   0.455418E+04   0.679475E+01   0.256820E-01   0.110796E+03
   293   0.452363E+04   0.695046E+01   0.258237E-01   0.111602E+03
   294   0.449273E+04   0.710864E+01   0.259647E-01   0.112389E+03
   295   0.446184E+04   0.726781E+01   0.261051E-01   0.113135E+03
   296   0.443059E+04   0.742947E+01   0.262449E-01   0.113856E+03
   297   0.439919E+04   0.759141E+01   0.263840E-01   0.114551E+03
   298   0.436751E+04   0.775587E+01   0.265224E-01   0.115206E+03
   299   0.433576E+04   0.792210E+01   0.266601E-01   0.115827E+03
   300   0.430379E+04   0.808863E+01   0.267971E-01   0.116415E+03
   301   0.427167E+04   0.825697E+01   0.269334E-01   0.116978E+03
   302   0.423948E+04   0.842637E+01   0.270690E-01   0.117515E+03
   303   0.420715E+04   0.859758E+01   0.272039E-01   0.118011E+03
   304   0.417467E+04   0.877063E+01   0.273381E-01   0.118466E+03
   305   0.414211E+04   0.894401E+01   0.274715E-01   0.118894E+03
   306   0.410942E+04   0.911850E+01   0.276042E-01   0.119289E+03
   307   0.407664E+04   0.929409E+01   0.277361E-01   0.119643E+03
   308   0.404380E+04   0.947228E+01   0.278672E-01   0.119977E+03
   309   0.401096E+04   0.965011E+01   0.279976E-01   0.120262E+03
   310   0.397797E+04   0.982832E+01   0.281272E-01   0.120520E+03
   311   0.394499E+04   0.100092E+02   0.282560E-01   0.120736E+03
   312   0.391201E+04   0.101897E+02   0.283840E-01   0.120925E+03
   313   0.387895E+04   0.103713E+02   0.285113E-01   0.121072E+03
   314   0.384590E+04   0.105541E+02   0.286377E-01   0.121191E+03
   315   0.381285E+04   0.107366E+02   0.287633E-01   0.121267E+03
   316   0.377981E+04   0.109203E+02   0.288881E-01   0.121309E+03
   317   0.374676E+04   0.111037E+02   0.290122E-01   0.121315E+03
   318   0.371372E+04   0.112890E+02   0.291353E-01   0.121285E+03
   319   0.368075E+04   0.114741E+02   0.292577E-01   0.121220E+03
   320   0.364786E+04   0.116596E+02   0.293793E-01   0.121126E+03
   321   0.361497E+04   0.118463E+02   0.295001E-01   0.120989E+03
   322   0.358216E+04   0.120321E+02   0.296200E-01   0.120816E+03
   323   0.354943E+04   0.122183E+02   0.297392E-01   0.120607E+03
   324   0.351677E+04   0.124058E+02   0.298575E-01   0.120354E+03
   325   0.348426E+04   0.125908E+02   0.299750E-01   0.120079E+03
   326   0.345175E+04   0.127778E+02   0.300917E-01   0.119753E+03
   327   0.341940E+04   0.129647E+02   0.302077E-01   0.119397E+03
   328   0.338719E+04   0.131505E+02   0.303228E-01   0.119012E+03
   329   0.335506E+04   0.133369E+02   0.304371E-01   0.118582E+03
   330   0.332308E+04   0.135224E+02   0.305507E-01   0.118115E+03
   331   0.329133E+04   0.137077E+02   0.306635E-01   0.117619E+03
   332   0.325965E+04   0.138936E+02   0.307756E-01   0.117092E+03
   333   0.322812E+04   0.140786E+02   0.308869E-01   0.116527E+03
   334   0.319681E+04   0.142634E+02   0.309974E-01   0.115925E+03
   335   0.316558E+04   0.144466E+02   0.311073E-01   0.115285E+03
   336   0.313457E+04   0.146297E+02   0.312164E-01   0.114614E+03
   337   0.310379E+04   0.148126E+02   0.313248E-01   0.113897E+03
   338   0.307316E+04   0.149940E+02   0.314325E-01   0.113157E+03
   339   0.304282E+04   0.151760E+02   0.315395E-01   0.112379E+03
   340   0.301264E+04   0.153564E+02   0.316459E-01   0.111576E+03
   341   0.298260E+04   0.155352E+02   0.317516E-01   0.110728E+03
   342   0.295286E+04   0.157146E+02   0.318567E-01   0.109848E+03
   343   0.292335E+04   0.158918E+02   0.319611E-01   0.108936E+03
   344   0.289413E+04   0.160682E+02   0.320650E-01   0.107992E+03
   345   0.286506E+04   0.162430E+02   0.321682E-01   0.107017E+03
   346   0.283629E+04   0.164178E+02   0.322709E-01   0.106017E+03
   347   0.280774E+04   0.165904E+02   0.323730E-01   0.104977E+03
   348   0.277949E+04   0.167614E+02   0.324746E-01   0.103905E+03
   349   0.275146E+04   0.169316E+02   0.325756E-01   0.102800E+03
   350   0.272372E+04   0.170996E+02   0.326761E-01   0.101670E+03
   351   0.269644E+04   0.172669E+02   0.327762E-01   0.100507E+03
   352   0.266923E+04   0.174327E+02   0.328757E-01   0.993114E+02
   353   0.264239E+04   0.175962E+02   0.329748E-01   0.980975E+02
   354   0.261578E+04   0.177582E+02   0.330735E-01   0.968429E+02
   355   0.258954E+04   0.179187E+02   0.331717E-01   0.955626E+02
   356   0.256361E+04   0.180777E+02   0.332695E-01   0.942637E+02
   357   0.253799E+04   0.182344E+02   0.333670E-01   0.929313E+02
   358   0.251274E+04   0.183880E+02   0.334640E-01   0.915802E+02
   359   0.248774E+04   0.185400E+02   0.335607E-01   0.901953E+02
   360   0.246311E+04   0.186905E+02   0.336571E-01   0.887878E+02
   361   0.243880E+04   0.188386E+02   0.337531E-01   0.873530E+02
   362   0.241487E+04   0.189844E+02   0.338488E-01   0.858938E+02
   363   0.239126E+04   0.191286E+02   0.339443E-01   0.844123E+02
   364   0.236804E+04   0.192690E+02   0.340394E-01   0.829048E+02
   365   0.234514E+04   0.194077E+02   0.341343E-01   0.813769E+02
   366   0.232263E+04   0.195440E+02   0.342290E-01   0.798257E+02
   367   0.230051E+04   0.196765E+02   0.343234E-01   0.782533E+02
   368   0.227865E+04   0.198073E+02   0.344176E-01   0.766609E+02
   369   0.225733E+04   0.199357E+02   0.345117E-01   0.750464E+02
   370   0.223633E+04   0.200609E+02   0.346055E-01   0.734147E+02
   371   0.221566E+04   0.201829E+02   0.346992E-01   0.717620E+02
   372   0.219540E+04   0.203025E+02   0.347928E-01   0.700927E+02
   373   0.217553E+04   0.204189E+02   0.348862E-01   0.684037E+02
   374   0.215608E+04   0.205329E+02   0.349795E-01   0.666986E+02
   375   0.213695E+04   0.206436E+02   0.350727E-01   0.649772E+02
   376   0.211831E+04   0.207518E+02   0.351659E-01   0.632395E+02
   377   0.210008E+04   0.208561E+02   0.352590E-01   0.614883E+02
   378   0.208219E+04   0.209571E+02   0.353520E-01   0.597206E+02
   379   0.206471E+04   0.210556E+02   0.354450E-01   0.579406E+02
   380   0.204772E+04   0.211516E+02   0.355380E-01   0.561460E+02
   381   0.203107E+04   0.212413E+02   0.356310E-01   0.543396E+02
   382   0.201477E+04   0.213300E+02   0.357240E-01   0.525222E+02
   383   0.199895E+04   0.214146E+02   0.358171E-01   0.506920E+02
   384   0.198364E+04   0.214952E+02   0.359102E-01   0.488527E+02
   385   0.196859E+04   0.215740E+02   0.360034E-01   0.470027E+02
   386   0.195405E+04   0.216486E+02   0.360967E-01   0.451440E+02
   387   0.193986E+04   0.217192E+02   0.361901E-01   0.432766E+02
   388   0.192609E+04   0.217865E+02   0.362836E-01   0.414019E+02
   389   0.191276E+04   0.218482E+02   0.363773E-01   0.395196E+02
   390   0.189985E+04   0.219094E+02   0.364711E-01   0.376320E+02
   391   0.188737E+04   0.219658E+02   0.365651E-01   0.357373E+02
   392   0.187526E+04   0.220203E+02   0.366593E-01   0.338386E+02
   393   0.186365E+04   0.220700E+02   0.367538E-01   0.319348E+02
   394   0.185241E+04   0.221162E+02   0.368485E-01   0.300281E+02
   395   0.184153E+04   0.221582E+02   0.369434E-01   0.281169E+02
