#    L    TT             EE             BB             TE          
   396   0.183116E+04   0.221969E+02   0.370387E-01   0.262046E+02
   397   0.182108E+04   0.222321E+02   0.371342E-01   0.242898E+02
   398   0.181153E+04   0.222631E+02   0.372301E-01   0.223736E+02
   399   0.180234E+04   0.222906E+02   0.373263E-01   0.204569E+02
   400   0.179352E+04   0.223147E+02   0.374228E-01   0.185404E+02
   401   0.178516E+04   0.223345E+02   0.375198E-01   0.166246E+02
   402   0.177724E+04   0.223501E+02   0.376171E-01   0.147105E+02
   403   0.176969E+04   0.223630E+02   0.377149E-01   0.127987E+02
   404   0.176252E+04   0.223715E+02   0.378132E-01   0.108908E+02
   405   0.175581E+04   0.223757E+02   0.379119E-01   0.898624E+01
   406   0.174940E+04   0.223770E+02   0.380110E-01   0.708720E+01
   407   0.174345E+04   0.223740E+02   0.381107E-01   0.519230E+01
   408   0.173788E+04   0.223674E+02   0.382109E-01   0.330609E+01
   409   0.173277E+04   0.223578E+02   0.383117E-01   0.142642E+01
   410   0.172797E+04   0.223430E+02   0.384130E-01  -0.445893E+00
   411   0.172364E+04   0.223252E+02   0.385149E-01  -0.230854E+01
   412   0.171962E+04   0.223037E+02   0.386174E-01  -0.416219E+01
   413   0.171598E+04   0.222784E+02   0.387206E-01  -0.600526E+01
   414   0.171267E+04   0.222493E+02   0.388243E-01  -0.783769E+01
   415   0.170982E+04   0.222171E+02   0.389288E-01  -0.965717E+01
   416   0.170729E+04   0.221804E+02   0.390339E-01  -0.114651E+02
   417   0.170509E+04   0.221405E+02   0.391397E-01  -0.132607E+02
   418   0.170328E+04   0.220952E+02   0.392462E-01  -0.150408E+02
   419   0.170187E+04   0.220475E+02   0.393534E-01  -0.168062E+02
   420   0.170079E+04   0.219966E+02   0.394614E-01  -0.185568E+02
   421   0.170011E+04   0.219417E+02   0.395701E-01  -0.202909E+02
   422   0.169976E+04   0.218828E+02   0.396796E-01  -0.220094E+02
   423   0.169966E+04   0.218199E+02   0.397898E-01  -0.237098E+02
   424   0.169990E+04   0.217537E+02   0.399009E-01  -0.253928E+02
   425   0.170054E+04   0.216834E+02   0.400127E-01  -0.270561E+02
   426   0.170152E+04   0.216105E+02   0.401254E-01  -0.287005E+02
   427   0.170276E+04   0.215335E+02   0.402389E-01  -0.303265E+02
   428   0.170434E+04   0.214530E+02   0.403533E-01  -0.319304E+02
   429   0.170618E+04   0.213692E+02   0.404685E-01  -0.335135E+02
   430   0.170844E+04   0.212826E+02   0.405845E-01  -0.350759E+02
   431   0.171097E+04   0.211918E+02   0.407014E-01  -0.366158E+02
   432   0.171369E+04   0.210975E+02   0.408192E-01  -0.381341E+02
   433   0.171684E+04   0.210011E+02   0.409378E-01  -0.396277E+02
   434   0.172018E+04   0.209004E+02   0.410574E-01  -0.410993E+02
   435   0.172379E+04   0.207977E+02   0.411778E-01  -0.425469E+02
   436   0.172776E+04   0.206913E+02   0.412991E-01  -0.439702E+02
   437   0.173200E+04   0.205813E+02   0.414213E-01  -0.453676E+02
   438   0.173645E+04   0.204684E+02   0.415444E-01  -0.467393E+02
   439   0.174125E+04   0.203532E+02   0.416684E-01  -0.480864E+02
   440   0.174626E+04   0.202344E+02   0.417933E-01  -0.494061E+02
   441   0.175156E+04   0.201126E+02   0.419191E-01  -0.507004E+02
   442   0.175699E+04   0.199877E+02   0.420458E-01  -0.519670E+02
   443   0.176278E+04   0.198605E+02   0.421734E-01  -0.532066E+02
   444   0.176879E+04   0.197311E+02   0.423019E-01  -0.544177E+02
   445   0.177501E+04   0.195970E+02   0.424313E-01  -0.556009E+02
   446   0.178137E+04   0.194620E+02   0.425617E-01  -0.567546E+02
   447   0.178803E+04   0.193246E+02   0.426929E-01  -0.578810E+02
   448   0.179483E+04   0.191833E+02   0.428250E-01  -0.589786E+02
   449   0.180193E+04   0.190403E+02   0.429580E-01  -0.600457E+02
   450   0.180926E+04   0.188955E+02   0.430919E-01  -0.610845E+02
   451   0.181673E+04   0.187475E+02   0.432267E-01  -0.620928E+02
   452   0.182436E+04   0.185977E+02   0.433624E-01  -0.630724E+02
   453   0.183228E+04   0.184461E+02   0.434990E-01  -0.640211E+02
   454   0.184028E+04   0.182919E+02   0.436364E-01  -0.649400E+02
   455   0.184843E+04   0.181360E+02   0.437747E-01  -0.658289E+02
   456   0.185689E+04   0.179775E+02   0.439139E-01  -0.666810E+02
   457   0.186534E+04   0.178179E+02   0.440540E-01  -0.675101E+02
   458   0.187402E+04   0.176564E+02   0.441949E-01  -0.682974E+02
   459   0.188285E+04   0.174939E+02   0.443366E-01  -0.690584E+02
   460   0.189183E+04   0.173287E+02   0.444792E-01  -0.697869E+02
   461   0.190089E+04   0.171625E+02   0.446227E-01  -0.704833E+02
   462   0.191009E+04   0.169943E+02   0.447670E-01  -0.711416E+02
   463   0.191938E+04   0.168257E+02   0.449120E-01  -0.717801E+02
   464   0.192874E+04   0.166560E+02   0.450580E-01  -0.723689E+02
   465   0.193818E+04   0.164852E+02   0.452047E-01  -0.729374E+02
   466   0.194777E+04   0.163124E+02   0.453522E-01  -0.734632E+02
   467   0.195751E+04   0.161391E+02   0.455006E-01  -0.739608E+02
   468   0.196725E+04   0.159654E+02   0.456497E-01  -0.744227E+02
   469   0.197707E+04   0.157898E+02   0.457996E-01  -0.748561E+02
   470   0.198704E+04   0.156144E+02   0.459502E-01  -0.752533E+02
   471   0.199686E+04   0.154393E+02   0.461017E-01  -0.756141E+02
   472   0.200691E+04   0.152629E+02   0.462539E-01  -0.759456E+02
   473   0.201696E+04   0.150861E+02   0.464068E-01  -0.762403E+02
   474   0.202709E+04   0.149094E+02   0.465605E-01  -0.765054E+02
   475   0.203729E+04   0.147315E+02   0.467148E-01  -0.767332E+02
   476   0.204743E+04   0.145546E+02   0.468699E-01  -0.769257E+02
   477   0.205756E+04   0.143770E+02   0.470257E-01  -0.770924E+02
   478   0.206777E+04   0.141990E+02   0.471822E-01  -0.772144E+02
   479   0.207799E+04   0.140218E+02   0.473394E-01  -0.773161E+02
   480   0.208820E+04   0.138448E+02   0.474972E-01  -0.773779E+02
   481   0.209842E+04   0.136680E+02   0.476557E-01  -0.774033E+02
   482   0.210872E+04   0.134920E+02   0.478148E-01  -0.773981E+02
   483   0.211887E+04   0.133161E+02   0.479745E-01  -0.773642E+02
   484   0.212895E+04   0.131412E+02   0.481349E-01  -0.772954E+02
   485   0.213918E+04   0.129663E+02   0.482958E-01  -0.771931E+02
   486   0.214933E+04   0.127930E+02   0.484574E-01  -0.770592E+02
   487   0.215942E+04   0.126205E+02   0.486195E-01  -0.768936E+02
   488   0.216943E+04   0.124481E+02   0.487821E-01  -0.766951E+02
   489   0.217945E+04   0.122772E+02   0.489453E-01  -0.764652E+02
   490   0.218947E+04   0.121079E+02   0.491089E-01  -0.762028E+02
   491   0.219927E+04   0.119393E+02   0.492731E-01  -0.759107E+02
   492   0.220914E+04   0.117723E+02   0.494378E-01  -0.755879E+02
   493   0.221894E+04   0.116053E+02   0.496029E-01  -0.752327E+02
   494   0.222868E+04   0.114412E+02   0.497685E-01  -0.748486E+02
   495   0.223826E+04   0.112779E+02   0.499344E-01  -0.744338E+02
   496   0.224778E+04   0.111168E+02   0.501008E-01  -0.739897E+02
   497   0.225722E+04   0.109571E+02   0.502675E-01  -0.735152E+02
   498   0.226659E+04   0.107981E+02   0.504347E-01  -0.730132E+02
   499   0.227597E+04   0.106421E+02   0.506021E-01  -0.724803E+02
   500   0.228520E+04   0.104867E+02   0.507698E-01  -0.719208E+02
   501   0.229421E+04   0.103342E+02   0.509379E-01  -0.713331E+02
   502   0.230329E+04   0.101839E+02   0.511062E-01  -0.707169E+02
   503   0.231215E+04   0.100350E+02   0.512747E-01  -0.700745E+02
   504   0.232087E+04   0.988837E+01   0.514435E-01  -0.694040E+02
   505   0.232965E+04   0.974471E+01   0.516124E-01  -0.687093E+02
   506   0.233813E+04   0.960348E+01   0.517816E-01  -0.679878E+02
   507   0.234660E+04   0.946439E+01   0.519508E-01  -0.672418E+02
   508   0.235484E+04   0.932851E+01   0.521202E-01  -0.664703E+02
   509   0.236300E+04   0.919489E+01   0.522897E-01  -0.656761E+02
   510   0.237093E+04   0.906425E+01   0.524592E-01  -0.648585E+02
   511   0.237884E+04   0.893629E+01   0.526288E-01  -0.640172E+02
   512   0.238651E+04   0.881149E+01   0.527984E-01  -0.631536E+02
   513   0.239410E+04   0.868966E+01   0.529680E-01  -0.622691E+02
   514   0.240151E+04   0.857110E+01   0.531376E-01  -0.613636E+02
   515   0.240876E+04   0.845578E+01   0.533071E-01  -0.604368E+02
   516   0.241584E+04   0.834380E+01   0.534765E-01  -0.594903E+02
   517   0.242268E+04   0.823532E+01   0.536457E-01  -0.585245E+02
   518   0.242941E+04   0.813022E+01   0.538149E-01  -0.575401E+02
   519   0.243605E+04   0.802875E+01   0.539838E-01  -0.565362E+02
   520   0.244244E+04   0.793086E+01   0.541526E-01  -0.555156E+02
   521   0.244857E+04   0.783664E+01   0.543211E-01  -0.544783E+02
   522   0.245453E+04   0.774635E+01   0.544894E-01  -0.534240E+02
   523   0.246038E+04   0.765986E+01   0.546575E-01  -0.523541E+02
   524   0.246604E+04   0.757720E+01   0.548252E-01  -0.512693E+02
   525   0.247138E+04   0.749853E+01   0.549926E-01  -0.501686E+02
   526   0.247660E+04   0.742389E+01   0.551596E-01  -0.490542E+02
   527   0.248179E+04   0.735329E+01   0.553263E-01  -0.479266E+02
   528   0.248664E+04   0.728676E+01   0.554925E-01  -0.467872E+02
   529   0.249129E+04   0.722463E+01   0.556584E-01  -0.456343E+02
   530   0.249568E+04   0.716669E+01   0.558237E-01  -0.444716E+02
   531   0.250010E+04   0.711290E+01   0.559886E-01  -0.432959E+02
   532   0.250411E+04   0.706357E+01   0.561531E-01  -0.421109E+02
   533   0.250791E+04   0.701859E+01   0.563169E-01  -0.409163E+02
   534   0.251152E+04   0.697805E+01   0.564803E-01  -0.397127E+02
   535   0.251493E+04   0.694204E+01   0.566430E-01  -0.385008E+02
   536   0.251813E+04   0.691046E+01   0.568052E-01  -0.372805E+02
   537   0.252121E+04   0.688339E+01   0.569667E-01  -0.360530E+02
   538   0.252393E+04   0.686100E+01   0.571276E-01  -0.348189E+02
   539   0.252652E+04   0.684304E+01   0.572879E-01  -0.335790E+02
   540   0.252890E+04   0.682996E+01   0.574474E-01  -0.323336E+02
   541   0.253100E+04   0.682134E+01   0.576063E-01  -0.310829E+02
   542   0.253296E+04   0.681744E+01   0.577644E-01  -0.298287E+02
   543   0.253463E+04   0.681835E+01   0.579218E-01  -0.285705E+02
   544   0.253616E+04   0.682395E+01   0.580784E-01  -0.273091E+02
   545   0.253740E+04   0.683426E+01   0.582343E-01  -0.260451E+02
   546   0.253850E+04   0.684908E+01   0.583893E-01  -0.247792E+02
   547   0.253930E+04   0.686867E+01   0.585435E-01  -0.235116E+02
   548   0.253996E+04   0.689305E+01   0.586969E-01  -0.222433E+02
   549   0.254039E+04   0.692224E+01   0.588493E-01  -0.209747E+02
   550   0.254059E+04   0.695627E+01   0.590010E-01  -0.197063E+02
   551   0.254064E+04   0.699516E+01   0.591517E-01  -0.184386E+02
   552   0.254039E+04   0.703896E+01   0.593015E-01  -0.171728E+02
   553   0.253999E+04   0.708622E+01   0.594503E-01  -0.159093E+02
   554   0.253935E+04   0.713995E+01   0.595982E-01  -0.146489E+02
   555   0.253848E+04   0.719795E+01   0.597452E-01  -0.133927E+02
   556   0.253737E+04   0.726102E+01   0.598911E-01  -0.121409E+02
   557   0.253610E+04   0.732845E+01   0.600360E-01  -0.108954E+02
   558   0.253460E+04   0.740177E+01   0.601800E-01  -0.965578E+01
   559   0.253286E+04   0.747879E+01   0.603228E-01  -0.842292E+01
   560   0.253102E+04   0.756029E+01   0.604647E-01  -0.719842E+01
   561   0.252879E+04   0.764706E+01   0.606054E-01  -0.598242E+01
   562   0.252655E+04   0.773913E+01   0.607451E-01  -0.477579E+01
   563   0.252405E+04   0.783507E+01   0.608837E-01  -0.357717E+01
   564   0.252139E+04   0.793713E+01   0.610212E-01  -0.239190E+01
   565   0.251848E+04   0.804240E+01   0.611575E-01  -0.121639E+01
   566   0.251539E+04   0.815313E+01   0.612927E-01  -0.537481E-01
   567   0.251212E+04   0.826789E+01   0.614268E-01   0.109664E+01
   568   0.250868E+04   0.838820E+01   0.615596E-01   0.223317E+01
   569   0.250498E+04   0.851336E+01   0.616913E-01   0.335792E+01
   570   0.250117E+04   0.864267E+01   0.618218E-01   0.446557E+01
   571   0.249711E+04   0.877691E+01   0.619511E-01   0.555822E+01
   572   0.249287E+04   0.891538E+01   0.620792E-01   0.663574E+01
   573   0.248851E+04   0.905812E+01   0.622060E-01   0.769577E+01
   574   0.248396E+04   0.920592E+01   0.623316E-01   0.873966E+01
   575   0.247922E+04   0.935734E+01   0.624559E-01   0.976507E+01
   576   0.247437E+04   0.951389E+01   0.625790E-01   0.107733E+02
   577   0.246925E+04   0.967488E+01   0.627008E-01   0.117628E+02
   578   0.246401E+04   0.983960E+01   0.628213E-01   0.127327E+02
   579   0.245865E+04   0.100096E+02   0.629405E-01   0.136836E+02
   580   0.245317E+04   0.101834E+02   0.630584E-01   0.146131E+02
   581   0.244734E+04   0.103611E+02   0.631750E-01   0.155234E+02
   582   0.244146E+04   0.105434E+02   0.632903E-01   0.164120E+02
   583   0.243545E+04   0.107297E+02   0.634043E-01   0.172781E+02
   584   0.242931E+04   0.109200E+02   0.635169E-01   0.181230E+02
   585   0.242304E+04   0.111142E+02   0.636281E-01   0.189452E+02
   586   0.241657E+04   0.113119E+02   0.637380E-01   0.197445E+02
   587   0.241003E+04   0.115144E+02   0.638466E-01   0.205208E+02
   588   0.240329E+04   0.117203E+02   0.639538E-01   0.212725E+02
   589   0.239641E+04   0.119304E+02   0.640596E-01   0.220008E+02
   590   0.238939E+04   0.121433E+02   0.641640E-01   0.227050E+02
   591   0.238230E+04   0.123612E+02   0.642671E-01   0.233842E+02
   592   0.237508E+04   0.125812E+02   0.643688E-01   0.240375E+02
   593   0.236770E+04   0.128063E+02   0.644691E-01   0.246670E+02
   594   0.236011E+04   0.130344E+02   0.645681E-01   0.252696E+02
   595   0.235245E+04   0.132647E+02   0.646656E-01   0.258473E+02
   596   0.234479E+04   0.135002E+02   0.647618E-01   0.263979E+02
   597   0.233698E+04   0.137366E+02   0.648566E-01   0.269227E+02
   598   0.232924E+04   0.139776E+02   0.649500E-01   0.274208E+02
   599   0.232127E+04   0.142218E+02   0.650420E-01   0.278928E+02
   600   0.231315E+04   0.144691E+02   0.651326E-01   0.283371E+02
   601   0.230494E+04   0.147197E+02   0.652219E-01   0.287543E+02
   602   0.229666E+04   0.149720E+02   0.653098E-01   0.291433E+02
   603   0.228821E+04   0.152283E+02   0.653963E-01   0.295062E+02
   604   0.227984E+04   0.154865E+02   0.654814E-01   0.298404E+02
   605   0.227131E+04   0.157471E+02   0.655652E-01   0.301464E+02
   606   0.226277E+04   0.160104E+02   0.656477E-01   0.304238E+02
   607   0.225393E+04   0.162761E+02   0.657288E-01   0.306725E+02
   608   0.224523E+04   0.165445E+02   0.658085E-01   0.308920E+02
   609   0.223652E+04   0.168140E+02   0.658869E-01   0.310821E+02
   610   0.222766E+04   0.170853E+02   0.659640E-01   0.312425E+02
   611   0.221880E+04   0.173592E+02   0.660398E-01   0.313737E+02
   612   0.220993E+04   0.176358E+02   0.661142E-01   0.314761E+02
   613   0.220090E+04   0.179113E+02   0.661874E-01   0.315472E+02
   614   0.219194E+04   0.181901E+02   0.662593E-01   0.315882E+02
   615   0.218291E+04   0.184694E+02   0.663299E-01   0.315995E+02
   616   0.217387E+04   0.187514E+02   0.663992E-01   0.315808E+02
   617   0.216490E+04   0.190345E+02   0.664673E-01   0.315320E+02
   618   0.215585E+04   0.193189E+02   0.665342E-01   0.314518E+02
   619   0.214672E+04   0.196052E+02   0.665998E-01   0.313430E+02
   620   0.213774E+04   0.198906E+02   0.666643E-01   0.312031E+02
   621   0.212860E+04   0.201779E+02   0.667275E-01   0.310325E+02
   622   0.211954E+04   0.204658E+02   0.667896E-01   0.308309E+02
   623   0.211054E+04   0.207534E+02   0.668505E-01   0.306003E+02
   624   0.210147E+04   0.210416E+02   0.669102E-01   0.303389E+02
   625   0.209239E+04   0.213303E+02   0.669688E-01   0.300463E+02
   626   0.208339E+04   0.216196E+02   0.670263E-01   0.297238E+02
   627   0.207445E+04   0.219087E+02   0.670828E-01   0.293710E+02
   628   0.206552E+04   0.221977E+02   0.671381E-01   0.289877E+02
   629   0.205665E+04   0.224866E+02   0.671924E-01   0.285743E+02
   630   0.204771E+04   0.227753E+02   0.672456E-01   0.281297E+02
   631   0.203884E+04   0.230639E+02   0.672978E-01   0.276567E+02
   632   0.203012E+04   0.233517E+02   0.673491E-01   0.271527E+02
   633   0.202132E+04   0.236402E+02   0.673993E-01   0.266196E+02
   634   0.201266E+04   0.239263E+02   0.674485E-01   0.260571E+02
   635   0.200408E+04   0.242132E+02   0.674969E-01   0.254653E+02
   636   0.199543E+04   0.245000E+02   0.675443E-01   0.248446E+02
   637   0.198692E+04   0.247838E+02   0.675908E-01   0.241940E+02
   638   0.197848E+04   0.250683E+02   0.676364E-01   0.235154E+02
   639   0.197012E+04   0.253506E+02   0.676811E-01   0.228076E+02
   640   0.196183E+04   0.256330E+02   0.677250E-01   0.220717E+02
   641   0.195361E+04   0.259138E+02   0.677681E-01   0.213075E+02
   642   0.194539E+04   0.261925E+02   0.678104E-01   0.205155E+02
   643   0.193732E+04   0.264713E+02   0.678519E-01   0.196958E+02
   644   0.192940E+04   0.267464E+02   0.678926E-01   0.188488E+02
   645   0.192148E+04   0.270208E+02   0.679326E-01   0.179744E+02
   646   0.191364E+04   0.272939E+02   0.679719E-01   0.170730E+02
   647   0.190602E+04   0.275648E+02   0.680105E-01   0.161445E+02
   648   0.189832E+04   0.278344E+02   0.680485E-01   0.151905E+02
   649   0.189085E+04   0.281012E+02   0.680857E-01   0.142099E+02
   650   0.188345E+04   0.283659E+02   0.681224E-01   0.132039E+02
   651   0.187612E+04   0.286300E+02   0.681584E-01   0.121722E+02
   652   0.186888E+04   0.288912E+02   0.681939E-01   0.111153E+02
   653   0.186186E+04   0.291489E+02   0.682288E-01   0.100347E+02
   654   0.185485E+04   0.294051E+02   0.682631E-01   0.893083E+01
   655   0.184792E+04   0.296591E+02   0.682970E-01   0.780290E+01
   656   0.184122E+04   0.299102E+02   0.683303E-01   0.665221E+01
   657   0.183461E+04   0.301582E+02   0.683632E-01   0.548010E+01
   658   0.182801E+04   0.304039E+02   0.683956E-01   0.428567E+01
   659   0.182172E+04   0.306465E+02   0.684276E-01   0.307026E+01
   660   0.181553E+04   0.308853E+02   0.684591E-01   0.183445E+01
   661   0.180942E+04   0.311209E+02   0.684903E-01   0.579584E+00
   662   0.180348E+04   0.313540E+02   0.685211E-01  -0.695985E+00
   663   0.179764E+04   0.315838E+02   0.685516E-01  -0.199093E+01
   664   0.179198E+04   0.318090E+02   0.685817E-01  -0.330316E+01
   665   0.178641E+04   0.320308E+02   0.686116E-01  -0.463360E+01
   666   0.178101E+04   0.322492E+02   0.686411E-01  -0.598091E+01
   667   0.177580E+04   0.324635E+02   0.686705E-01  -0.734524E+01
   668   0.177061E+04   0.326744E+02   0.686995E-01  -0.872602E+01
   669   0.176575E+04   0.328811E+02   0.687284E-01  -0.101219E+02
   670   0.176093E+04   0.330836E+02   0.687571E-01  -0.115316E+02
   671   0.175636E+04   0.332833E+02   0.687856E-01  -0.129567E+02
   672   0.175183E+04   0.334771E+02   0.688140E-01  -0.143960E+02
   673   0.174757E+04   0.336681E+02   0.688423E-01  -0.158472E+02
   674   0.174341E+04   0.338540E+02   0.688705E-01  -0.173115E+02
   675   0.173945E+04   0.340355E+02   0.688986E-01  -0.187881E+02
   676   0.173561E+04   0.342124E+02   0.689266E-01  -0.202750E+02
   677   0.173196E+04   0.343849E+02   0.689547E-01  -0.217731E+02
   678   0.172850E+04   0.345522E+02   0.689827E-01  -0.232819E+02
   679   0.172517E+04   0.347156E+02   0.690108E-01  -0.248000E+02
   680   0.172212E+04   0.348744E+02   0.690389E-01  -0.263276E+02
   681   0.171919E+04   0.350278E+02   0.690670E-01  -0.278626E+02
   682   0.171639E+04   0.351757E+02   0.690953E-01  -0.294066E+02
   683   0.171387E+04   0.353205E+02   0.691237E-01  -0.309592E+02
   684   0.171140E+04   0.354582E+02   0.691522E-01  -0.325182E+02
   685   0.170907E+04   0.355920E+02   0.691808E-01  -0.340838E+02
   686   0.170695E+04   0.357201E+02   0.692097E-01  -0.356473E+02
   687   0.170512E+04   0.358441E+02   0.692388E-01  -0.372199E+02
   688   0.170335E+04   0.359618E+02   0.692681E-01  -0.387997E+02
   689   0.170179E+04   0.360745E+02   0.692977E-01  -0.403794E+02
   690   0.170038E+04   0.361829E+02   0.693275E-01  -0.419665E+02
   691   0.169919E+04   0.362841E+02   0.693576E-01  -0.435538E+02
   692   0.169814E+04   0.363818E+02   0.693881E-01  -0.451415E+02
   693   0.169731E+04   0.364736E+02   0.694189E-01  -0.467371E+02
   694   0.169656E+04   0.365595E+02   0.694501E-01  -0.483261E+02
   695   0.169611E+04   0.366418E+02   0.694817E-01  -0.499160E+02
   696   0.169582E+04   0.367174E+02   0.695137E-01  -0.515218E+02
   697   0.169568E+04   0.367877E+02   0.695462E-01  -0.531140E+02
   698   0.169569E+04   0.368520E+02   0.695791E-01  -0.547076E+02
   699   0.169587E+04   0.369118E+02   0.696125E-01  -0.562954E+02
   700   0.169628E+04   0.369654E+02   0.696464E-01  -0.578850E+02
   701   0.169685E+04   0.370137E+02   0.696808E-01  -0.594765E+02
   702   0.169758E+04   0.370572E+02   0.697158E-01  -0.610549E+02
   703   0.169849E+04   0.370945E+02   0.697513E-01  -0.626498E+02
   704   0.169955E+04   0.371270E+02   0.697874E-01  -0.642239E+02
   705   0.170071E+04   0.371531E+02   0.698242E-01  -0.657919E+02
   706   0.170212E+04   0.371743E+02   0.698615E-01  -0.673610E+02
   707   0.170362E+04   0.371898E+02   0.698995E-01  -0.689237E+02
   708   0.170545E+04   0.372003E+02   0.699382E-01  -0.704650E+02
   709   0.170730E+04   0.372050E+02   0.699775E-01  -0.720144E+02
   710   0.170940E+04   0.372037E+02   0.700175E-01  -0.735495E+02
   711   0.171160E+04   0.371973E+02   0.700582E-01  -0.750700E+02
   712   0.171398E+04   0.371856E+02   0.700997E-01  -0.765908E+02
   713   0.171662E+04   0.371679E+02   0.701418E-01  -0.780893E+02
   714   0.171922E+04   0.371455E+02   0.701848E-01  -0.795803E+02
   715   0.172207E+04   0.371171E+02   0.702285E-01  -0.810636E+02
   716   0.172511E+04   0.370831E+02   0.702729E-01  -0.825317E+02
   717   0.172826E+04   0.370443E+02   0.703182E-01  -0.839769E+02
   718   0.173153E+04   0.370000E+02   0.703642E-01  -0.854213E+02
   719   0.173498E+04   0.369486E+02   0.704111E-01  -0.868351E+02
   720   0.173848E+04   0.368929E+02   0.704588E-01  -0.882479E+02
   721   0.174232E+04   0.368330E+02   0.705073E-01  -0.896298E+02
   722   0.174613E+04   0.367666E+02   0.705566E-01  -0.909955E+02
   723   0.175014E+04   0.366957E+02   0.706068E-01  -0.923523E+02
   724   0.175427E+04   0.366190E+02   0.706578E-01  -0.936925E+02
   725   0.175853E+04   0.365377E+02   0.707097E-01  -0.950086E+02
   726   0.176298E+04   0.364527E+02   0.707625E-01  -0.963004E+02
   727   0.176749E+04   0.363608E+02   0.708161E-01  -0.975827E+02
   728   0.177213E+04   0.362628E+02   0.708705E-01  -0.988404E+02
   729   0.177691E+04   0.361608E+02   0.709259E-01  -0.100081E+03
   730   0.178174E+04   0.360541E+02   0.709821E-01  -0.101296E+03
   731   0.178685E+04   0.359410E+02   0.710392E-01  -0.102487E+03
   732   0.179196E+04   0.358253E+02   0.710972E-01  -0.103652E+03
   733   0.179727E+04   0.357031E+02   0.711561E-01  -0.104807E+03
   734   0.180265E+04   0.355767E+02   0.712158E-01  -0.105921E+03
   735   0.180817E+04   0.354444E+02   0.712764E-01  -0.107032E+03
   736   0.181369E+04   0.353078E+02   0.713379E-01  -0.108102E+03
   737   0.181942E+04   0.351675E+02   0.714003E-01  -0.109162E+03
   738   0.182516E+04   0.350227E+02   0.714636E-01  -0.110180E+03
   739   0.183104E+04   0.348726E+02   0.715277E-01  -0.111179E+03
   740   0.183699E+04   0.347179E+02   0.715927E-01  -0.112159E+03
   741   0.184310E+04   0.345578E+02   0.716586E-01  -0.113113E+03
   742   0.184929E+04   0.343959E+02   0.717254E-01  -0.114033E+03
   743   0.185555E+04   0.342300E+02   0.717930E-01  -0.114933E+03
   744   0.186197E+04   0.340584E+02   0.718615E-01  -0.115798E+03
   745   0.186841E+04   0.338827E+02   0.719308E-01  -0.116651E+03
   746   0.187485E+04   0.337036E+02   0.720010E-01  -0.117454E+03
   747   0.188138E+04   0.335194E+02   0.720721E-01  -0.118245E+03
   748   0.188807E+04   0.333323E+02   0.721440E-01  -0.119008E+03
   749   0.189485E+04   0.331393E+02   0.722167E-01  -0.119750E+03
   750   0.190165E+04   0.329441E+02   0.722903E-01  -0.120457E+03
   751   0.190855E+04   0.327444E+02   0.723647E-01  -0.121136E+03
   752   0.191553E+04   0.325424E+02   0.724400E-01  -0.121779E+03
   753   0.192254E+04   0.323351E+02   0.725161E-01  -0.122400E+03
   754   0.192957E+04   0.321254E+02   0.725929E-01  -0.122985E+03
   755   0.193676E+04   0.319119E+02   0.726706E-01  -0.123547E+03
   756   0.194382E+04   0.316953E+02   0.727492E-01  -0.124080E+03
   757   0.195113E+04   0.314763E+02   0.728285E-01  -0.124575E+03
   758   0.195830E+04   0.312533E+02   0.729086E-01  -0.125039E+03
   759   0.196564E+04   0.310273E+02   0.729895E-01  -0.125480E+03
   760   0.197292E+04   0.307988E+02   0.730712E-01  -0.125889E+03
   761   0.198022E+04   0.305678E+02   0.731536E-01  -0.126267E+03
   762   0.198769E+04   0.303344E+02   0.732368E-01  -0.126613E+03
   763   0.199503E+04   0.300992E+02   0.733208E-01  -0.126927E+03
   764   0.200246E+04   0.298608E+02   0.734056E-01  -0.127215E+03
   765   0.200983E+04   0.296199E+02   0.734910E-01  -0.127464E+03
   766   0.201729E+04   0.293779E+02   0.735773E-01  -0.127686E+03
   767   0.202469E+04   0.291342E+02   0.736642E-01  -0.127874E+03
   768   0.203211E+04   0.288878E+02   0.737519E-01  -0.128021E+03
   769   0.203955E+04   0.286389E+02   0.738402E-01  -0.128149E+03
   770   0.204693E+04   0.283896E+02   0.739293E-01  -0.128242E+03
   771   0.205433E+04   0.281385E+02   0.740191E-01  -0.128300E+03
   772   0.206166E+04   0.278861E+02   0.741095E-01  -0.128315E+03
   773   0.206902E+04   0.276327E+02   0.742006E-01  -0.128309E+03
   774   0.207631E+04   0.273780E+02   0.742923E-01  -0.128275E+03
   775   0.208370E+04   0.271221E+02   0.743847E-01  -0.128204E+03
   776   0.209088E+04   0.268658E+02   0.744777E-01  -0.128103E+03
   777   0.209807E+04   0.266082E+02   0.745714E-01  -0.127966E+03
   778   0.210543E+04   0.263501E+02   0.746656E-01  -0.127791E+03
   779   0.211251E+04   0.260915E+02   0.747604E-01  -0.127593E+03
   780   0.211960E+04   0.258309E+02   0.748558E-01  -0.127356E+03
   781   0.212671E+04   0.255719E+02   0.749517E-01  -0.127096E+03
   782   0.213368E+04   0.253116E+02   0.750482E-01  -0.126812E+03
   783   0.214067E+04   0.250514E+02   0.751451E-01  -0.126482E+03
   784   0.214760E+04   0.247913E+02   0.752426E-01  -0.126119E+03
   785   0.215440E+04   0.245306E+02   0.753406E-01  -0.125731E+03
   786   0.216121E+04   0.242700E+02   0.754390E-01  -0.125287E+03
