#    L    TT             EE             BB             TE          
    72   0.188674E+04   0.319735E+00   0.131922E-02  -0.620105E+01
    73   0.191151E+04   0.332147E+00   0.135612E-02  -0.664414E+01
    74   0.193648E+04   0.344721E+00   0.139354E-02  -0.710009E+01
    75   0.196177E+04   0.357470E+00   0.143148E-02  -0.756707E+01
    76   0.198735E+04   0.370396E+00   0.146994E-02  -0.804416E+01
    77   0.201326E+04   0.383491E+00   0.150892E-02  -0.853114E+01
    78   0.203950E+04   0.396786E+00   0.154844E-02  -0.902947E+01
    79   0.206589E+04   0.410227E+00   0.158848E-02  -0.953540E+01
    80   0.209252E+04   0.423822E+00   0.162906E-02  -0.100504E+02
    81   0.211926E+04   0.437524E+00   0.167017E-02  -0.105749E+02
    82   0.214622E+04   0.451352E+00   0.171182E-02  -0.111083E+02
    83   0.217333E+04   0.465283E+00   0.175401E-02  -0.116504E+02
    84   0.220070E+04   0.479312E+00   0.179675E-02  -0.121994E+02
    85   0.222820E+04   0.493413E+00   0.184003E-02  -0.127567E+02
    86   0.225593E+04   0.507599E+00   0.188387E-02  -0.133215E+02
    87   0.228411E+04   0.521842E+00   0.192826E-02  -0.138928E+02
    88   0.231228E+04   0.536159E+00   0.197320E-02  -0.144706E+02
    89   0.234080E+04   0.550537E+00   0.201870E-02  -0.150563E+02
    90   0.236951E+04   0.564942E+00   0.206477E-02  -0.156470E+02
    91   0.239834E+04   0.579369E+00   0.211139E-02  -0.162432E+02
    92   0.242742E+04   0.593804E+00   0.215859E-02  -0.168445E+02
    93   0.245676E+04   0.608242E+00   0.220635E-02  -0.174507E+02
    94   0.248614E+04   0.622646E+00   0.225469E-02  -0.180606E+02
    95   0.251579E+04   0.637019E+00   0.230360E-02  -0.186749E+02
    96   0.254541E+04   0.651346E+00   0.235309E-02  -0.192930E+02
    97   0.257545E+04   0.665615E+00   0.240316E-02  -0.199143E+02
    98   0.260568E+04   0.679819E+00   0.245380E-02  -0.205366E+02
    99   0.263597E+04   0.693924E+00   0.250504E-02  -0.211630E+02
   100   0.266654E+04   0.707929E+00   0.255685E-02  -0.217891E+02
   101   0.269723E+04   0.721896E+00   0.260926E-02  -0.224179E+02
   102   0.272843E+04   0.735679E+00   0.266225E-02  -0.230474E+02
   103   0.275955E+04   0.749352E+00   0.271584E-02  -0.236784E+02
   104   0.279088E+04   0.762917E+00   0.277002E-02  -0.243079E+02
   105   0.282234E+04   0.776302E+00   0.282479E-02  -0.249376E+02
   106   0.285403E+04   0.789582E+00   0.288017E-02  -0.255668E+02
   107   0.288564E+04   0.802610E+00   0.293614E-02  -0.261940E+02
   108   0.291761E+04   0.815462E+00   0.299272E-02  -0.268203E+02
   109   0.294974E+04   0.828065E+00   0.304990E-02  -0.274440E+02
   110   0.298195E+04   0.840421E+00   0.310769E-02  -0.280639E+02
   111   0.301431E+04   0.852605E+00   0.316610E-02  -0.286816E+02
   112   0.304682E+04   0.864543E+00   0.322511E-02  -0.292961E+02
   113   0.307956E+04   0.876235E+00   0.328474E-02  -0.299062E+02
   114   0.311238E+04   0.887606E+00   0.334499E-02  -0.305110E+02
   115   0.314543E+04   0.898807E+00   0.340586E-02  -0.311105E+02
   116   0.317848E+04   0.909613E+00   0.346736E-02  -0.317040E+02
   117   0.321182E+04   0.920099E+00   0.352949E-02  -0.322908E+02
   118   0.324532E+04   0.930414E+00   0.359225E-02  -0.328715E+02
   119   0.327881E+04   0.940409E+00   0.365565E-02  -0.334439E+02
   120   0.331246E+04   0.949935E+00   0.371969E-02  -0.340080E+02
   121   0.334610E+04   0.959291E+00   0.378439E-02  -0.345639E+02
   122   0.337981E+04   0.968178E+00   0.384973E-02  -0.351108E+02
   123   0.341360E+04   0.976671E+00   0.391573E-02  -0.356486E+02
   124   0.344745E+04   0.984845E+00   0.398239E-02  -0.361744E+02
   125   0.348130E+04   0.992625E+00   0.404972E-02  -0.366905E+02
   126   0.351522E+04   0.100008E+01   0.411773E-02  -0.371960E+02
   127   0.354914E+04   0.100708E+01   0.418642E-02  -0.376902E+02
   128   0.358304E+04   0.101375E+01   0.425579E-02  -0.381724E+02
   129   0.361701E+04   0.101996E+01   0.432586E-02  -0.386418E+02
   130   0.365098E+04   0.102569E+01   0.439664E-02  -0.390977E+02
   131   0.368493E+04   0.103111E+01   0.446812E-02  -0.395416E+02
   132   0.371895E+04   0.103606E+01   0.454032E-02  -0.399705E+02
   133   0.375289E+04   0.104062E+01   0.461324E-02  -0.403867E+02
   134   0.378683E+04   0.104477E+01   0.468689E-02  -0.407857E+02
   135   0.382075E+04   0.104845E+01   0.476129E-02  -0.411706E+02
   136   0.385453E+04   0.105166E+01   0.483643E-02  -0.415377E+02
   137   0.388830E+04   0.105447E+01   0.491233E-02  -0.418892E+02
   138   0.392199E+04   0.105679E+01   0.498899E-02  -0.422238E+02
   139   0.395546E+04   0.105879E+01   0.506643E-02  -0.425406E+02
   140   0.398901E+04   0.106023E+01   0.514465E-02  -0.428405E+02
   141   0.402233E+04   0.106119E+01   0.522365E-02  -0.431212E+02
   142   0.405565E+04   0.106174E+01   0.530346E-02  -0.433836E+02
   143   0.408890E+04   0.106188E+01   0.538407E-02  -0.436277E+02
   144   0.412193E+04   0.106153E+01   0.546549E-02  -0.438528E+02
   145   0.415482E+04   0.106085E+01   0.554773E-02  -0.440581E+02
   146   0.418779E+04   0.105960E+01   0.563081E-02  -0.442437E+02
   147   0.422039E+04   0.105801E+01   0.571472E-02  -0.444082E+02
   148   0.425285E+04   0.105592E+01   0.579947E-02  -0.445530E+02
   149   0.428525E+04   0.105342E+01   0.588507E-02  -0.446768E+02
   150   0.431735E+04   0.105057E+01   0.597153E-02  -0.447772E+02
   151   0.434932E+04   0.104729E+01   0.605886E-02  -0.448574E+02
   152   0.438101E+04   0.104352E+01   0.614705E-02  -0.449158E+02
   153   0.441256E+04   0.103939E+01   0.623612E-02  -0.449502E+02
   154   0.444390E+04   0.103491E+01   0.632606E-02  -0.449627E+02
   155   0.447504E+04   0.103006E+01   0.641690E-02  -0.449526E+02
   156   0.450582E+04   0.102485E+01   0.650862E-02  -0.449199E+02
   157   0.453655E+04   0.101927E+01   0.660123E-02  -0.448631E+02
   158   0.456701E+04   0.101339E+01   0.669474E-02  -0.447828E+02
   159   0.459719E+04   0.100706E+01   0.678915E-02  -0.446790E+02
   160   0.462718E+04   0.100043E+01   0.688445E-02  -0.445503E+02
   161   0.465697E+04   0.993568E+00   0.698067E-02  -0.443981E+02
   162   0.468650E+04   0.986319E+00   0.707778E-02  -0.442223E+02
   163   0.471590E+04   0.978756E+00   0.717581E-02  -0.440216E+02
   164   0.474490E+04   0.970949E+00   0.727473E-02  -0.437972E+02
   165   0.477378E+04   0.962821E+00   0.737457E-02  -0.435470E+02
   166   0.480240E+04   0.954517E+00   0.747531E-02  -0.432723E+02
   167   0.483084E+04   0.945812E+00   0.757696E-02  -0.429741E+02
   168   0.485887E+04   0.937072E+00   0.767951E-02  -0.426499E+02
   169   0.488665E+04   0.927998E+00   0.778296E-02  -0.422998E+02
   170   0.491417E+04   0.918809E+00   0.788731E-02  -0.419252E+02
   171   0.494130E+04   0.909501E+00   0.799256E-02  -0.415238E+02
   172   0.496810E+04   0.899997E+00   0.809870E-02  -0.410972E+02
   173   0.499450E+04   0.890294E+00   0.820573E-02  -0.406452E+02
   174   0.502066E+04   0.880684E+00   0.831365E-02  -0.401680E+02
   175   0.504649E+04   0.870868E+00   0.842245E-02  -0.396646E+02
   176   0.507187E+04   0.861065E+00   0.853214E-02  -0.391351E+02
   177   0.509692E+04   0.851196E+00   0.864269E-02  -0.385809E+02
   178   0.512158E+04   0.841479E+00   0.875412E-02  -0.380004E+02
   179   0.514585E+04   0.831611E+00   0.886641E-02  -0.373936E+02
   180   0.516987E+04   0.821812E+00   0.897956E-02  -0.367618E+02
   181   0.519342E+04   0.812075E+00   0.909357E-02  -0.361050E+02
   182   0.521657E+04   0.802471E+00   0.920842E-02  -0.354217E+02
   183   0.523925E+04   0.792920E+00   0.932412E-02  -0.347132E+02
   184   0.526160E+04   0.783492E+00   0.944065E-02  -0.339787E+02
   185   0.528356E+04   0.774331E+00   0.955801E-02  -0.332204E+02
   186   0.530473E+04   0.765290E+00   0.967620E-02  -0.324353E+02
   187   0.532580E+04   0.756505E+00   0.979521E-02  -0.316247E+02
   188   0.534640E+04   0.747958E+00   0.991504E-02  -0.307900E+02
   189   0.536643E+04   0.739680E+00   0.100357E-01  -0.299298E+02
   190   0.538636E+04   0.731717E+00   0.101571E-01  -0.290461E+02
   191   0.540544E+04   0.724089E+00   0.102793E-01  -0.281360E+02
   192   0.542417E+04   0.716811E+00   0.104023E-01  -0.272015E+02
   193   0.544235E+04   0.709925E+00   0.105261E-01  -0.262441E+02
   194   0.546020E+04   0.703453E+00   0.106507E-01  -0.252614E+02
   195   0.547748E+04   0.697429E+00   0.107760E-01  -0.242557E+02
   196   0.549420E+04   0.691885E+00   0.109022E-01  -0.232262E+02
   197   0.551050E+04   0.686860E+00   0.110290E-01  -0.221741E+02
   198   0.552631E+04   0.682372E+00   0.111566E-01  -0.210987E+02
   199   0.554164E+04   0.678452E+00   0.112850E-01  -0.200008E+02
   200   0.555647E+04   0.675127E+00   0.114141E-01  -0.188809E+02
   201   0.557073E+04   0.672450E+00   0.115439E-01  -0.177382E+02
   202   0.558450E+04   0.670428E+00   0.116744E-01  -0.165741E+02
   203   0.559769E+04   0.669122E+00   0.118057E-01  -0.153879E+02
   204   0.561025E+04   0.668553E+00   0.119377E-01  -0.141824E+02
   205   0.562231E+04   0.668767E+00   0.120703E-01  -0.129553E+02
   206   0.563372E+04   0.669800E+00   0.122037E-01  -0.117077E+02
   207   0.564464E+04   0.671675E+00   0.123378E-01  -0.104402E+02
   208   0.565484E+04   0.674444E+00   0.124725E-01  -0.915298E+01
   209   0.566446E+04   0.678130E+00   0.126079E-01  -0.784649E+01
   210   0.567352E+04   0.682784E+00   0.127440E-01  -0.652151E+01
   211   0.568200E+04   0.688436E+00   0.128807E-01  -0.517800E+01
   212   0.568976E+04   0.695117E+00   0.130180E-01  -0.381684E+01
   213   0.569702E+04   0.702870E+00   0.131560E-01  -0.243789E+01
   214   0.570363E+04   0.711688E+00   0.132946E-01  -0.104229E+01
   215   0.570966E+04   0.721766E+00   0.134339E-01   0.369316E+00
   216   0.571505E+04   0.732915E+00   0.135737E-01   0.179752E+01
   217   0.571993E+04   0.745294E+00   0.137141E-01   0.324039E+01
   218   0.572417E+04   0.758902E+00   0.138551E-01   0.469823E+01
   219   0.572782E+04   0.773739E+00   0.139967E-01   0.617209E+01
   220   0.573091E+04   0.789953E+00   0.141388E-01   0.765759E+01
   221   0.573341E+04   0.807470E+00   0.142815E-01   0.915704E+01
   222   0.573533E+04   0.826439E+00   0.144247E-01   0.106690E+02
   223   0.573653E+04   0.846785E+00   0.145684E-01   0.121944E+02
   224   0.573729E+04   0.868509E+00   0.147125E-01   0.137295E+02
   225   0.573741E+04   0.891758E+00   0.148572E-01   0.152774E+02
   226   0.573694E+04   0.916534E+00   0.150024E-01   0.168344E+02
   227   0.573582E+04   0.942835E+00   0.151480E-01   0.184022E+02
   228   0.573419E+04   0.970661E+00   0.152940E-01   0.199792E+02
   229   0.573197E+04   0.100009E+01   0.154404E-01   0.215642E+02
   230   0.572911E+04   0.103111E+01   0.155873E-01   0.231579E+02
   231   0.572558E+04   0.106381E+01   0.157345E-01   0.247597E+02
   232   0.572155E+04   0.109811E+01   0.158821E-01   0.263682E+02
   233   0.571693E+04   0.113424E+01   0.160300E-01   0.279819E+02
   234   0.571158E+04   0.117203E+01   0.161782E-01   0.296017E+02
   235   0.570572E+04   0.121158E+01   0.163268E-01   0.312262E+02
   236   0.569920E+04   0.125287E+01   0.164756E-01   0.328555E+02
   237   0.569210E+04   0.129598E+01   0.166247E-01   0.344881E+02
   238   0.568441E+04   0.134099E+01   0.167740E-01   0.361242E+02
   239   0.567620E+04   0.138775E+01   0.169236E-01   0.377630E+02
   240   0.566727E+04   0.143632E+01   0.170733E-01   0.394026E+02
   241   0.565789E+04   0.148687E+01   0.172233E-01   0.410435E+02
   242   0.564792E+04   0.153924E+01   0.173733E-01   0.426853E+02
   243   0.563737E+04   0.159358E+01   0.175236E-01   0.443265E+02
   244   0.562623E+04   0.164981E+01   0.176739E-01   0.459680E+02
   245   0.561450E+04   0.170801E+01   0.178244E-01   0.476068E+02
   246   0.560225E+04   0.176819E+01   0.179749E-01   0.492445E+02
   247   0.558948E+04   0.183025E+01   0.181254E-01   0.508789E+02
   248   0.557613E+04   0.189458E+01   0.182760E-01   0.525103E+02
   249   0.556233E+04   0.196066E+01   0.184266E-01   0.541378E+02
   250   0.554794E+04   0.202893E+01   0.185772E-01   0.557601E+02
   251   0.553311E+04   0.209909E+01   0.187278E-01   0.573780E+02
   252   0.551761E+04   0.217138E+01   0.188783E-01   0.589901E+02
   253   0.550181E+04   0.224558E+01   0.190287E-01   0.605948E+02
   254   0.548542E+04   0.232201E+01   0.191791E-01   0.621921E+02
   255   0.546850E+04   0.240037E+01   0.193293E-01   0.637820E+02
   256   0.545113E+04   0.248104E+01   0.194794E-01   0.653645E+02
   257   0.543331E+04   0.256359E+01   0.196294E-01   0.669314E+02
   258   0.541496E+04   0.264841E+01   0.197792E-01   0.684953E+02
   259   0.539615E+04   0.273534E+01   0.199288E-01   0.700413E+02
   260   0.537696E+04   0.282441E+01   0.200782E-01   0.715844E+02
   261   0.535724E+04   0.291554E+01   0.202274E-01   0.731021E+02
   262   0.533699E+04   0.300898E+01   0.203764E-01   0.746168E+02
   263   0.531657E+04   0.310450E+01   0.205251E-01   0.761210E+02
   264   0.529554E+04   0.320219E+01   0.206735E-01   0.776074E+02
   265   0.527397E+04   0.330199E+01   0.208217E-01   0.790683E+02
   266   0.525209E+04   0.340414E+01   0.209696E-01   0.805262E+02
   267   0.522966E+04   0.350826E+01   0.211171E-01   0.819587E+02
   268   0.520685E+04   0.361474E+01   0.212644E-01   0.833807E+02
   269   0.518348E+04   0.372329E+01   0.214113E-01   0.847847E+02
   270   0.515987E+04   0.383400E+01   0.215578E-01   0.861707E+02
   271   0.513579E+04   0.394681E+01   0.217040E-01   0.875387E+02
   272   0.511145E+04   0.406201E+01   0.218498E-01   0.888813E+02
   273   0.508664E+04   0.417903E+01   0.219953E-01   0.902133E+02
   274   0.506150E+04   0.429847E+01   0.221403E-01   0.915124E+02
   275   0.503596E+04   0.441982E+01   0.222849E-01   0.928009E+02
   276   0.501016E+04   0.454332E+01   0.224291E-01   0.940565E+02
   277   0.498387E+04   0.466896E+01   0.225728E-01   0.953014E+02
   278   0.495733E+04   0.479670E+01   0.227161E-01   0.965135E+02
   279   0.493045E+04   0.492646E+01   0.228590E-01   0.977000E+02
   280   0.490323E+04   0.505825E+01   0.230013E-01   0.988759E+02
   281   0.487583E+04   0.519216E+01   0.231432E-01   0.100019E+03
   282   0.484793E+04   0.532791E+01   0.232846E-01   0.101136E+03
   283   0.481984E+04   0.546572E+01   0.234255E-01   0.102228E+03
   284   0.479148E+04   0.560553E+01   0.235659E-01   0.103294E+03
   285   0.476285E+04   0.574735E+01   0.237058E-01   0.104335E+03
   286   0.473388E+04   0.589104E+01   0.238451E-01   0.105343E+03
   287   0.470463E+04   0.603661E+01   0.239840E-01   0.106332E+03
   288   0.467518E+04   0.618408E+01   0.241222E-01   0.107289E+03
   289   0.464545E+04   0.633337E+01   0.242599E-01   0.108219E+03
   290   0.461552E+04   0.648436E+01   0.243970E-01   0.109125E+03
   291   0.458538E+04   0.663778E+01   0.245336E-01   0.109989E+03
   292   0.455474E+04   0.679255E+01   0.246695E-01   0.110836E+03
   293   0.452419E+04   0.694829E+01   0.248049E-01   0.111642E+03
   294   0.449328E+04   0.710651E+01   0.249396E-01   0.112430E+03
   295   0.446238E+04   0.726572E+01   0.250737E-01   0.113177E+03
   296   0.443112E+04   0.742743E+01   0.252072E-01   0.113899E+03
   297   0.439972E+04   0.758941E+01   0.253401E-01   0.114595E+03
   298   0.436802E+04   0.775391E+01   0.254723E-01   0.115250E+03
   299   0.433626E+04   0.792018E+01   0.256038E-01   0.115873E+03
   300   0.430428E+04   0.808677E+01   0.257347E-01   0.116462E+03
   301   0.427216E+04   0.825516E+01   0.258649E-01   0.117025E+03
   302   0.423996E+04   0.842461E+01   0.259944E-01   0.117563E+03
   303   0.420761E+04   0.859588E+01   0.261233E-01   0.118060E+03
   304   0.417512E+04   0.876898E+01   0.262514E-01   0.118515E+03
   305   0.414256E+04   0.894243E+01   0.263788E-01   0.118945E+03
   306   0.410985E+04   0.911698E+01   0.265056E-01   0.119340E+03
   307   0.407707E+04   0.929263E+01   0.266316E-01   0.119695E+03
   308   0.404421E+04   0.947089E+01   0.267568E-01   0.120030E+03
   309   0.401136E+04   0.964879E+01   0.268814E-01   0.120315E+03
   310   0.397836E+04   0.982707E+01   0.270051E-01   0.120574E+03
   311   0.394537E+04   0.100080E+02   0.271282E-01   0.120791E+03
   312   0.391237E+04   0.101886E+02   0.272505E-01   0.120981E+03
   313   0.387931E+04   0.103703E+02   0.273720E-01   0.121128E+03
   314   0.384624E+04   0.105532E+02   0.274928E-01   0.121248E+03
   315   0.381318E+04   0.107358E+02   0.276128E-01   0.121325E+03
   316   0.378012E+04   0.109195E+02   0.277320E-01   0.121367E+03
   317   0.374706E+04   0.111030E+02   0.278505E-01   0.121373E+03
   318   0.371401E+04   0.112884E+02   0.279682E-01   0.121345E+03
   319   0.368103E+04   0.114736E+02   0.280852E-01   0.121280E+03
   320   0.364812E+04   0.116592E+02   0.282014E-01   0.121187E+03
   321   0.361522E+04   0.118460E+02   0.283168E-01   0.121050E+03
   322   0.358240E+04   0.120318E+02   0.284314E-01   0.120878E+03
   323   0.354965E+04   0.122182E+02   0.285453E-01   0.120669E+03
   324   0.351697E+04   0.124057E+02   0.286584E-01   0.120416E+03
   325   0.348445E+04   0.125909E+02   0.287707E-01   0.120142E+03
   326   0.345193E+04   0.127780E+02   0.288823E-01   0.119816E+03
   327   0.341956E+04   0.129649E+02   0.289932E-01   0.119461E+03
   328   0.338734E+04   0.131509E+02   0.291033E-01   0.119076E+03
   329   0.335519E+04   0.133374E+02   0.292127E-01   0.118647E+03
   330   0.332320E+04   0.135230E+02   0.293213E-01   0.118181E+03
   331   0.329143E+04   0.137085E+02   0.294292E-01   0.117684E+03
   332   0.325973E+04   0.138945E+02   0.295364E-01   0.117157E+03
   333   0.322818E+04   0.140796E+02   0.296429E-01   0.116593E+03
   334   0.319686E+04   0.142645E+02   0.297488E-01   0.115991E+03
   335   0.316562E+04   0.144478E+02   0.298539E-01   0.115351E+03
   336   0.313459E+04   0.146310E+02   0.299583E-01   0.114680E+03
   337   0.310379E+04   0.148141E+02   0.300621E-01   0.113964E+03
   338   0.307315E+04   0.149955E+02   0.301653E-01   0.113224E+03
   339   0.304279E+04   0.151776E+02   0.302678E-01   0.112446E+03
   340   0.301259E+04   0.153582E+02   0.303697E-01   0.111643E+03
   341   0.298254E+04   0.155371E+02   0.304710E-01   0.110795E+03
   342   0.295278E+04   0.157167E+02   0.305717E-01   0.109915E+03
   343   0.292325E+04   0.158940E+02   0.306718E-01   0.109003E+03
   344   0.289401E+04   0.160705E+02   0.307713E-01   0.108059E+03
   345   0.286493E+04   0.162455E+02   0.308703E-01   0.107084E+03
   346   0.283614E+04   0.164204E+02   0.309687E-01   0.106084E+03
   347   0.280757E+04   0.165931E+02   0.310667E-01   0.105044E+03
   348   0.277930E+04   0.167642E+02   0.311641E-01   0.103971E+03
   349   0.275126E+04   0.169346E+02   0.312611E-01   0.102866E+03
   350   0.272351E+04   0.171028E+02   0.313575E-01   0.101736E+03
   351   0.269620E+04   0.172702E+02   0.314535E-01   0.100573E+03
   352   0.266897E+04   0.174361E+02   0.315491E-01   0.993769E+02
   353   0.264212E+04   0.175998E+02   0.316443E-01   0.981626E+02
   354   0.261549E+04   0.177619E+02   0.317390E-01   0.969077E+02
   355   0.258924E+04   0.179226E+02   0.318334E-01   0.956269E+02
   356   0.256329E+04   0.180817E+02   0.319274E-01   0.943276E+02
   357   0.253765E+04   0.182385E+02   0.320210E-01   0.929948E+02
   358   0.251239E+04   0.183922E+02   0.321143E-01   0.916431E+02
   359   0.248736E+04   0.185444E+02   0.322072E-01   0.902578E+02
   360   0.246272E+04   0.186951E+02   0.322999E-01   0.888497E+02
   361   0.243839E+04   0.188433E+02   0.323922E-01   0.874143E+02
   362   0.241445E+04   0.189893E+02   0.324843E-01   0.859545E+02
   363   0.239083E+04   0.191336E+02   0.325762E-01   0.844724E+02
   364   0.236759E+04   0.192741E+02   0.326677E-01   0.829642E+02
   365   0.234467E+04   0.194130E+02   0.327591E-01   0.814356E+02
   366   0.232215E+04   0.195495E+02   0.328502E-01   0.798836E+02
   367   0.230002E+04   0.196821E+02   0.329412E-01   0.783104E+02
   368   0.227813E+04   0.198130E+02   0.330319E-01   0.767173E+02
   369   0.225680E+04   0.199415E+02   0.331225E-01   0.751019E+02
   370   0.223579E+04   0.200669E+02   0.332130E-01   0.734693E+02
   371   0.221511E+04   0.201891E+02   0.333033E-01   0.718157E+02
   372   0.219483E+04   0.203088E+02   0.333935E-01   0.701455E+02
   373   0.217495E+04   0.204253E+02   0.334836E-01   0.684555E+02
   374   0.215548E+04   0.205394E+02   0.335736E-01   0.667494E+02
   375   0.213634E+04   0.206503E+02   0.336635E-01   0.650270E+02
   376   0.211769E+04   0.207586E+02   0.337534E-01   0.632883E+02
   377   0.209944E+04   0.208630E+02   0.338433E-01   0.615360E+02
   378   0.208154E+04   0.209642E+02   0.339331E-01   0.597671E+02
   379   0.206405E+04   0.210628E+02   0.340229E-01   0.579860E+02
   380   0.204704E+04   0.211589E+02   0.341128E-01   0.561902E+02
   381   0.203038E+04   0.212488E+02   0.342026E-01   0.543826E+02
   382   0.201406E+04   0.213376E+02   0.342926E-01   0.525639E+02
   383   0.199824E+04   0.214223E+02   0.343825E-01   0.507325E+02
   384   0.198291E+04   0.215030E+02   0.344726E-01   0.488919E+02
   385   0.196786E+04   0.215819E+02   0.345627E-01   0.470406E+02
   386   0.195330E+04   0.216567E+02   0.346530E-01   0.451806E+02
   387   0.193910E+04   0.217274E+02   0.347434E-01   0.433118E+02
   388   0.192532E+04   0.217948E+02   0.348339E-01   0.414357E+02
   389   0.191198E+04   0.218565E+02   0.349246E-01   0.395520E+02
   390   0.189906E+04   0.219179E+02   0.350155E-01   0.376629E+02
   391   0.188658E+04   0.219744E+02   0.351066E-01   0.357668E+02
   392   0.187445E+04   0.220291E+02   0.351979E-01   0.338665E+02
   393   0.186284E+04   0.220788E+02   0.352895E-01   0.319612E+02
   394   0.185158E+04   0.221251E+02   0.353813E-01   0.300529E+02
   395   0.184069E+04   0.221672E+02   0.354734E-01   0.281402E+02
