#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.346853E-04   0.163323E+08   0.163323E+08   0.216293E+08   0.216253E+08   0.163340E+08   0.163323E+08   0.163323E+08   0.163386E+08  -0.479030E+00   0.106940E+08   0.106940E+08   0.188763E+02
   0.383158E-04   0.163359E+08   0.163359E+08   0.216018E+08   0.215969E+08   0.163375E+08   0.163359E+08   0.163359E+08   0.163422E+08  -0.479135E+00   0.106948E+08   0.106947E+08   0.208451E+02
   0.423263E-04   0.163403E+08   0.163403E+08   0.215683E+08   0.215623E+08   0.163418E+08   0.163403E+08   0.163403E+08   0.163466E+08  -0.479263E+00   0.106957E+08   0.106957E+08   0.230176E+02
   0.467566E-04   0.163456E+08   0.163456E+08   0.215275E+08   0.215202E+08   0.163470E+08   0.163456E+08   0.163456E+08   0.163519E+08  -0.479418E+00   0.106969E+08   0.106969E+08   0.254141E+02
   0.516506E-04   0.163521E+08   0.163521E+08   0.214777E+08   0.214688E+08   0.163533E+08   0.163521E+08   0.163521E+08   0.163584E+08  -0.479607E+00   0.106983E+08   0.106983E+08   0.280572E+02
   0.570568E-04   0.163600E+08   0.163600E+08   0.214171E+08   0.214063E+08   0.163610E+08   0.163600E+08   0.163600E+08   0.163662E+08  -0.479837E+00   0.107000E+08   0.107000E+08   0.309709E+02
   0.630290E-04   0.163696E+08   0.163695E+08   0.213434E+08   0.213302E+08   0.163703E+08   0.163696E+08   0.163695E+08   0.163758E+08  -0.480117E+00   0.107021E+08   0.107020E+08   0.341816E+02
   0.696262E-04   0.163812E+08   0.163811E+08   0.212537E+08   0.212377E+08   0.163817E+08   0.163812E+08   0.163812E+08   0.163874E+08  -0.480456E+00   0.107046E+08   0.107046E+08   0.377177E+02
   0.769139E-04   0.163953E+08   0.163952E+08   0.211446E+08   0.211251E+08   0.163954E+08   0.163952E+08   0.163952E+08   0.164014E+08  -0.480866E+00   0.107076E+08   0.107076E+08   0.416095E+02
   0.849645E-04   0.164123E+08   0.164123E+08   0.210121E+08   0.209884E+08   0.164120E+08   0.164123E+08   0.164123E+08   0.164184E+08  -0.481363E+00   0.107114E+08   0.107113E+08   0.458893E+02
   0.938577E-04   0.164329E+08   0.164328E+08   0.208513E+08   0.208226E+08   0.164320E+08   0.164329E+08   0.164329E+08   0.164390E+08  -0.481963E+00   0.107158E+08   0.107158E+08   0.505911E+02
   0.103682E-03   0.164577E+08   0.164576E+08   0.206564E+08   0.206216E+08   0.164561E+08   0.164577E+08   0.164577E+08   0.164637E+08  -0.482686E+00   0.107213E+08   0.107212E+08   0.557501E+02
   0.114534E-03   0.164875E+08   0.164874E+08   0.204206E+08   0.203785E+08   0.164851E+08   0.164875E+08   0.164875E+08   0.164934E+08  -0.483556E+00   0.107278E+08   0.107278E+08   0.614024E+02
   0.126522E-03   0.165232E+08   0.165231E+08   0.201358E+08   0.200850E+08   0.165198E+08   0.165232E+08   0.165232E+08   0.165291E+08  -0.484597E+00   0.107356E+08   0.107356E+08   0.675836E+02
   0.139765E-03   0.165658E+08   0.165657E+08   0.197925E+08   0.197314E+08   0.165612E+08   0.165658E+08   0.165658E+08   0.165716E+08  -0.485840E+00   0.107450E+08   0.107449E+08   0.743282E+02
   0.154395E-03   0.166165E+08   0.166163E+08   0.193802E+08   0.193067E+08   0.166104E+08   0.166164E+08   0.166165E+08   0.166221E+08  -0.487316E+00   0.107561E+08   0.107561E+08   0.816673E+02
   0.170555E-03   0.166763E+08   0.166762E+08   0.188866E+08   0.187987E+08   0.166684E+08   0.166763E+08   0.166763E+08   0.166818E+08  -0.489062E+00   0.107694E+08   0.107693E+08   0.896260E+02
   0.188407E-03   0.167467E+08   0.167465E+08   0.182982E+08   0.181935E+08   0.167365E+08   0.167466E+08   0.167466E+08   0.167519E+08  -0.491111E+00   0.107850E+08   0.107849E+08   0.982208E+02
   0.208127E-03   0.168286E+08   0.168284E+08   0.176010E+08   0.174768E+08   0.168158E+08   0.168286E+08   0.168286E+08   0.168337E+08  -0.493501E+00   0.108033E+08   0.108032E+08   0.107455E+03
   0.229912E-03   0.169234E+08   0.169232E+08   0.167803E+08   0.166341E+08   0.169073E+08   0.169233E+08   0.169234E+08   0.169282E+08  -0.496263E+00   0.108245E+08   0.108244E+08   0.117312E+03
   0.253977E-03   0.170319E+08   0.170316E+08   0.158227E+08   0.156519E+08   0.170118E+08   0.170318E+08   0.170319E+08   0.170364E+08  -0.499424E+00   0.108490E+08   0.108489E+08   0.127752E+03
   0.280561E-03   0.171548E+08   0.171544E+08   0.147173E+08   0.145198E+08   0.171297E+08   0.171546E+08   0.171547E+08   0.171589E+08  -0.503002E+00   0.108769E+08   0.108768E+08   0.138701E+03
   0.309927E-03   0.172921E+08   0.172916E+08   0.134587E+08   0.132330E+08   0.172610E+08   0.172919E+08   0.172920E+08   0.172958E+08  -0.507000E+00   0.109083E+08   0.109082E+08   0.150041E+03
   0.342367E-03   0.174434E+08   0.174428E+08   0.120500E+08   0.117960E+08   0.174051E+08   0.174432E+08   0.174433E+08   0.174467E+08  -0.511407E+00   0.109432E+08   0.109430E+08   0.161604E+03
   0.378202E-03   0.176077E+08   0.176070E+08   0.105071E+08   0.102266E+08   0.175605E+08   0.176074E+08   0.176076E+08   0.176104E+08  -0.516189E+00   0.109814E+08   0.109812E+08   0.173159E+03
   0.417788E-03   0.177830E+08   0.177822E+08   0.886343E+07   0.856090E+07   0.177251E+08   0.177826E+08   0.177829E+08   0.177852E+08  -0.521290E+00   0.110224E+08   0.110222E+08   0.184408E+03
   0.461518E-03   0.179667E+08   0.179657E+08   0.717346E+07   0.685676E+07   0.178957E+08   0.179662E+08   0.179666E+08   0.179683E+08  -0.526635E+00   0.110657E+08   0.110655E+08   0.194981E+03
   0.509825E-03   0.181556E+08   0.181544E+08   0.551432E+07   0.519509E+07   0.180688E+08   0.181550E+08   0.181554E+08   0.181566E+08  -0.532128E+00   0.111105E+08   0.111102E+08   0.204448E+03
   0.563188E-03   0.183458E+08   0.183445E+08   0.398205E+07   0.367555E+07   0.182398E+08   0.183451E+08   0.183456E+08   0.183462E+08  -0.537661E+00   0.111557E+08   0.111554E+08   0.212330E+03
   0.622137E-03   0.185334E+08   0.185318E+08   0.267988E+07   0.240379E+07   0.184040E+08   0.185325E+08   0.185331E+08   0.185333E+08  -0.543117E+00   0.112003E+08   0.111999E+08   0.218144E+03
   0.687256E-03   0.187142E+08   0.187124E+08   0.169660E+07   0.146836E+07   0.185568E+08   0.187132E+08   0.187139E+08   0.187137E+08  -0.548378E+00   0.112430E+08   0.112426E+08   0.221449E+03
   0.759191E-03   0.188845E+08   0.188825E+08   0.107671E+07   0.909520E+06   0.186933E+08   0.188834E+08   0.188842E+08   0.188837E+08  -0.553335E+00   0.112827E+08   0.112822E+08   0.221908E+03
   0.838655E-03   0.190409E+08   0.190386E+08   0.791725E+06   0.689893E+06   0.188090E+08   0.190395E+08   0.190406E+08   0.190398E+08  -0.557890E+00   0.113181E+08   0.113176E+08   0.219351E+03
   0.926437E-03   0.191806E+08   0.191781E+08   0.730704E+06   0.686467E+06   0.189000E+08   0.191790E+08   0.191802E+08   0.191792E+08  -0.561960E+00   0.113483E+08   0.113477E+08   0.213805E+03
   0.102341E-02   0.193014E+08   0.192986E+08   0.731611E+06   0.726112E+06   0.189626E+08   0.192994E+08   0.193010E+08   0.192997E+08  -0.565480E+00   0.113723E+08   0.113717E+08   0.205487E+03
   0.113053E-02   0.194017E+08   0.193987E+08   0.658988E+06   0.669213E+06   0.189939E+08   0.193994E+08   0.194012E+08   0.193996E+08  -0.568401E+00   0.113894E+08   0.113887E+08   0.194745E+03
   0.124886E-02   0.194805E+08   0.194773E+08   0.489947E+06   0.499467E+06   0.189912E+08   0.194778E+08   0.194800E+08   0.194780E+08  -0.570692E+00   0.113988E+08   0.113982E+08   0.181996E+03
   0.137958E-02   0.195373E+08   0.195339E+08   0.324495E+06   0.330708E+06   0.189527E+08   0.195341E+08   0.195368E+08   0.195342E+08  -0.572335E+00   0.114001E+08   0.113994E+08   0.167703E+03
   0.152398E-02   0.195717E+08   0.195682E+08   0.265429E+06   0.275897E+06   0.188772E+08   0.195680E+08   0.195712E+08   0.195681E+08  -0.573324E+00   0.113928E+08   0.113921E+08   0.152441E+03
   0.168349E-02   0.195837E+08   0.195802E+08   0.272664E+06   0.293318E+06   0.187636E+08   0.195795E+08   0.195832E+08   0.195796E+08  -0.573655E+00   0.113763E+08   0.113756E+08   0.136951E+03
   0.185970E-02   0.195734E+08   0.195699E+08   0.221477E+06   0.249964E+06   0.186112E+08   0.195686E+08   0.195729E+08   0.195686E+08  -0.573332E+00   0.113505E+08   0.113498E+08   0.122053E+03
   0.205435E-02   0.195408E+08   0.195373E+08   0.131392E+06   0.159890E+06   0.184201E+08   0.195352E+08   0.195402E+08   0.195353E+08  -0.572352E+00   0.113148E+08   0.113141E+08   0.108425E+03
   0.226938E-02   0.194858E+08   0.194823E+08   0.117767E+06   0.150242E+06   0.181905E+08   0.194795E+08   0.194853E+08   0.194795E+08  -0.570716E+00   0.112691E+08   0.112684E+08   0.964949E+02
   0.250692E-02   0.194085E+08   0.194049E+08   0.113214E+06   0.176431E+06   0.179232E+08   0.194012E+08   0.194079E+08   0.194013E+08  -0.568422E+00   0.112127E+08   0.112120E+08   0.864359E+02
   0.276932E-02   0.193084E+08   0.193047E+08   0.697823E+05   0.129266E+06   0.176195E+08   0.193003E+08   0.193078E+08   0.193003E+08  -0.565462E+00   0.111451E+08   0.111444E+08   0.780634E+02
   0.305918E-02   0.191853E+08   0.191814E+08   0.697233E+05   0.122349E+06   0.172800E+08   0.191761E+08   0.191847E+08   0.191762E+08  -0.561825E+00   0.110658E+08   0.110652E+08   0.708564E+02
   0.337938E-02   0.190386E+08   0.190346E+08   0.439989E+05   0.923184E+05   0.169051E+08   0.190284E+08   0.190380E+08   0.190284E+08  -0.557496E+00   0.109744E+08   0.109738E+08   0.642665E+02
   0.373310E-02   0.188679E+08   0.188635E+08   0.387151E+05   0.824285E+05   0.164949E+08   0.188565E+08   0.188672E+08   0.188566E+08  -0.552459E+00   0.108703E+08   0.108696E+08   0.579479E+02
   0.412384E-02   0.186723E+08   0.186677E+08   0.229956E+05   0.604451E+05   0.160490E+08   0.186598E+08   0.186716E+08   0.186598E+08  -0.546694E+00   0.107528E+08   0.107522E+08   0.519600E+02
   0.455549E-02   0.184512E+08   0.184463E+08   0.242480E+05   0.533018E+05   0.155673E+08   0.184375E+08   0.184504E+08   0.184375E+08  -0.540180E+00   0.106215E+08   0.106209E+08   0.465727E+02
   0.503231E-02   0.182037E+08   0.181985E+08   0.214715E+05   0.431902E+05   0.150506E+08   0.181888E+08   0.182029E+08   0.181888E+08  -0.532893E+00   0.104757E+08   0.104750E+08   0.419056E+02
   0.555904E-02   0.179291E+08   0.179234E+08   0.130716E+05   0.329781E+05   0.144999E+08   0.179128E+08   0.179282E+08   0.179128E+08  -0.524808E+00   0.103148E+08   0.103141E+08   0.377648E+02
   0.614090E-02   0.176269E+08   0.176206E+08   0.980215E+04   0.260630E+05   0.138917E+08   0.176092E+08   0.176259E+08   0.176092E+08  -0.515911E+00   0.101384E+08   0.101377E+08   0.339364E+02
   0.678367E-02   0.172952E+08   0.172881E+08   0.593901E+04   0.209678E+05   0.132608E+08   0.172760E+08   0.172941E+08   0.172760E+08  -0.506149E+00   0.994539E+07   0.994477E+07   0.304602E+02
   0.749371E-02   0.169335E+08   0.169256E+08   0.491640E+04   0.169521E+05   0.125955E+08   0.169128E+08   0.169322E+08   0.169128E+08  -0.495507E+00   0.973546E+07   0.973484E+07   0.274080E+02
   0.827807E-02   0.165409E+08   0.165320E+08   0.475904E+04   0.140972E+05   0.119054E+08   0.165187E+08   0.165395E+08   0.165187E+08  -0.483961E+00   0.950802E+07   0.950741E+07   0.246667E+02
   0.914454E-02   0.161165E+08   0.161064E+08   0.445134E+04   0.115627E+05   0.111984E+08   0.160929E+08   0.161149E+08   0.160929E+08  -0.471486E+00   0.926255E+07   0.926194E+07   0.222010E+02
   0.101017E-01   0.156596E+08   0.156482E+08   0.229629E+04   0.864416E+04   0.104740E+08   0.156346E+08   0.156578E+08   0.156346E+08  -0.458059E+00   0.899858E+07   0.899797E+07   0.200223E+02
   0.111590E-01   0.151696E+08   0.151564E+08   0.238018E+04   0.727711E+04   0.973369E+07   0.151431E+08   0.151675E+08   0.151431E+08  -0.443661E+00   0.871566E+07   0.871506E+07   0.180748E+02
   0.123270E-01   0.146456E+08   0.146305E+08   0.159972E+04   0.575804E+04   0.898514E+07   0.146178E+08   0.146432E+08   0.146178E+08  -0.428270E+00   0.841338E+07   0.841278E+07   0.163514E+02
   0.136173E-01   0.140871E+08   0.140697E+08   0.154938E+04   0.450806E+04   0.823610E+07   0.140581E+08   0.140844E+08   0.140581E+08  -0.411872E+00   0.809140E+07   0.809080E+07   0.148200E+02
   0.150426E-01   0.134938E+08   0.134739E+08   0.101759E+04   0.359682E+04   0.749176E+07   0.134638E+08   0.134907E+08   0.134638E+08  -0.394460E+00   0.774959E+07   0.774898E+07   0.134619E+02
   0.166171E-01   0.128659E+08   0.128432E+08   0.807201E+03   0.269362E+04   0.675645E+07   0.128350E+08   0.128624E+08   0.128350E+08  -0.376037E+00   0.738800E+07   0.738739E+07   0.122528E+02
   0.183565E-01   0.122232E+08   0.121973E+08   0.681344E+03   0.217856E+04   0.604908E+07   0.121915E+08   0.122192E+08   0.121915E+08  -0.357183E+00   0.701804E+07   0.701742E+07   0.111817E+02
   0.202778E-01   0.115329E+08   0.115035E+08   0.402260E+03   0.170895E+04   0.535676E+07   0.115006E+08   0.115283E+08   0.115006E+08  -0.336943E+00   0.662086E+07   0.662024E+07   0.102024E+02
   0.224003E-01   0.108036E+08   0.107706E+08   0.326978E+03   0.116342E+04   0.469092E+07   0.107710E+08   0.107984E+08   0.107710E+08  -0.315567E+00   0.620142E+07   0.620080E+07   0.929703E+01
   0.247449E-01   0.100600E+08   0.100234E+08   0.261880E+03   0.924378E+03   0.406642E+07   0.100274E+08   0.100542E+08   0.100274E+08  -0.293780E+00   0.577392E+07   0.577330E+07   0.845151E+01
   0.273350E-01   0.930827E+07   0.926840E+07   0.170209E+03   0.737113E+03   0.348857E+07   0.927595E+07   0.930202E+07   0.927595E+07  -0.271764E+00   0.534179E+07   0.534116E+07   0.763966E+01
   0.301961E-01   0.854688E+07   0.850428E+07   0.121216E+03   0.579214E+03   0.295770E+07   0.851517E+07   0.854021E+07   0.851517E+07  -0.249475E+00   0.490405E+07   0.490343E+07   0.683629E+01
   0.333567E-01   0.779065E+07   0.774630E+07   0.995782E+02   0.488660E+03   0.247894E+07   0.775991E+07   0.778370E+07   0.775991E+07  -0.227348E+00   0.446871E+07   0.446810E+07   0.602484E+01
   0.368482E-01   0.706756E+07   0.702285E+07   0.574433E+02   0.363241E+03   0.205907E+07   0.703813E+07   0.706056E+07   0.703813E+07  -0.206201E+00   0.405254E+07   0.405197E+07   0.519981E+01
   0.407050E-01   0.639254E+07   0.634925E+07   0.463074E+02   0.269217E+03   0.169813E+07   0.636473E+07   0.638576E+07   0.636473E+07  -0.186472E+00   0.366466E+07   0.366413E+07   0.436132E+01
   0.449656E-01   0.578373E+07   0.574389E+07   0.395330E+02   0.199602E+03   0.139523E+07   0.575783E+07   0.577749E+07   0.575783E+07  -0.168692E+00   0.331524E+07   0.331477E+07   0.352584E+01
   0.494622E-01   0.527392E+07   0.523919E+07   0.132140E+02   0.150427E+03   0.115576E+07   0.525004E+07   0.526848E+07   0.525004E+07  -0.153814E+00   0.302294E+07   0.302253E+07   0.275874E+01
   0.539588E-01   0.487180E+07   0.484286E+07   0.128433E+02   0.116774E+03   0.974939E+06   0.484981E+07   0.486726E+07   0.484981E+07  -0.142088E+00   0.279257E+07   0.279223E+07   0.212138E+01
   0.584553E-01   0.454746E+07   0.452419E+07   0.270069E+02   0.928879E+02   0.834854E+06   0.452718E+07   0.454381E+07   0.452718E+07  -0.132636E+00   0.260688E+07   0.260659E+07   0.161917E+01
   0.629519E-01   0.427342E+07   0.425501E+07   0.145893E+02   0.752752E+02   0.722710E+06   0.425462E+07   0.427054E+07   0.425462E+07  -0.124651E+00   0.244999E+07   0.244976E+07   0.124792E+01
   0.674484E-01   0.402736E+07   0.401256E+07   0.833177E+01   0.618036E+02   0.629734E+06   0.400982E+07   0.402504E+07   0.400982E+07  -0.117479E+00   0.230908E+07   0.230888E+07   0.994157E+00
   0.719450E-01   0.379362E+07   0.378101E+07   0.792740E+01   0.511698E+02   0.550282E+06   0.377711E+07   0.379165E+07   0.377711E+07  -0.110661E+00   0.217512E+07   0.217494E+07   0.837210E+00
   0.764416E-01   0.356946E+07   0.355768E+07   0.137030E+02   0.426487E+02   0.481787E+06   0.355377E+07   0.356762E+07   0.355377E+07  -0.104118E+00   0.204656E+07   0.204638E+07   0.753341E+00
   0.809381E-01   0.334140E+07   0.332938E+07   0.905553E+01   0.356094E+02   0.420827E+06   0.332642E+07   0.333952E+07   0.332642E+07  -0.974567E-01   0.191567E+07   0.191550E+07   0.715241E+00
   0.854347E-01   0.311725E+07   0.310433E+07   0.143870E+02   0.298131E+02   0.367268E+06   0.310290E+07   0.311522E+07   0.310290E+07  -0.909078E-01   0.178697E+07   0.178680E+07   0.700820E+00
   0.899313E-01   0.290246E+07   0.288841E+07   0.250272E+01   0.250497E+02   0.320664E+06   0.288869E+07   0.290026E+07   0.288869E+07  -0.846321E-01   0.166364E+07   0.166346E+07   0.691615E+00
   0.944278E-01   0.270338E+07   0.268836E+07   0.127294E+02   0.211600E+02   0.280691E+06   0.269017E+07   0.270103E+07   0.269017E+07  -0.788160E-01   0.154934E+07   0.154915E+07   0.674950E+00
   0.101114E+00   0.244757E+07   0.243200E+07   0.381633E+01   0.167057E+02   0.232607E+06   0.243521E+07   0.244513E+07   0.243521E+07  -0.713461E-01   0.140253E+07   0.140234E+07   0.623496E+00
   0.107801E+00   0.224667E+07   0.223193E+07   0.178911E+01   0.134908E+02   0.196257E+06   0.223517E+07   0.224436E+07   0.223517E+07  -0.654855E-01   0.128734E+07   0.128717E+07   0.540856E+00
   0.114487E+00   0.209627E+07   0.208350E+07   0.156437E+01   0.111611E+02   0.168966E+06   0.208563E+07   0.209427E+07   0.208563E+07  -0.611043E-01   0.120123E+07   0.120108E+07   0.442212E+00
   0.121173E+00   0.198175E+07   0.197142E+07   0.864648E+00   0.942036E+01   0.147901E+06   0.197191E+07   0.198013E+07   0.197191E+07  -0.577726E-01   0.113575E+07   0.113562E+07   0.347827E+00
   0.127860E+00   0.188468E+07   0.187653E+07  -0.228953E-01   0.804756E+01   0.130642E+06   0.187555E+07   0.188341E+07   0.187555E+07  -0.549492E-01   0.108025E+07   0.108015E+07   0.273788E+00
   0.134546E+00   0.178954E+07   0.178280E+07   0.190913E+01   0.690129E+01   0.115538E+06   0.178098E+07   0.178848E+07   0.178098E+07  -0.521786E-01   0.102580E+07   0.102570E+07   0.227074E+00
   0.141232E+00   0.168811E+07   0.168184E+07   0.130074E+01   0.590835E+01   0.101773E+06   0.168002E+07   0.168713E+07   0.168002E+07  -0.492207E-01   0.967653E+06   0.967566E+06   0.205250E+00
   0.147919E+00   0.158042E+07   0.157390E+07  -0.415568E+00   0.504235E+01   0.891827E+05   0.157272E+07   0.157940E+07   0.157272E+07  -0.460770E-01   0.905860E+06   0.905772E+06   0.199553E+00
   0.154605E+00   0.147253E+07   0.146542E+07  -0.523473E-01   0.430007E+01   0.779484E+05   0.146517E+07   0.147142E+07   0.146517E+07  -0.429261E-01   0.843922E+06   0.843830E+06   0.199335E+00
   0.161291E+00   0.137260E+07   0.136501E+07   0.144567E+01   0.368242E+01   0.683026E+05   0.136557E+07   0.137141E+07   0.136557E+07  -0.400081E-01   0.786562E+06   0.786467E+06   0.196018E+00
   0.167978E+00   0.128710E+07   0.127943E+07   0.965434E+00   0.318340E+01   0.603288E+05   0.128040E+07   0.128590E+07   0.128040E+07  -0.375130E-01   0.737513E+06   0.737420E+06   0.185300E+00
   0.174664E+00   0.121843E+07   0.121115E+07   0.716742E+00   0.278723E+01   0.538959E+05   0.121207E+07   0.121729E+07   0.121207E+07  -0.355109E-01   0.698156E+06   0.698069E+06   0.167353E+00
   0.181351E+00   0.116453E+07   0.115802E+07   0.831199E+00   0.247127E+01   0.486998E+05   0.115851E+07   0.116351E+07   0.115851E+07  -0.339418E-01   0.667311E+06   0.667232E+06   0.145477E+00
   0.188037E+00   0.112031E+07   0.111469E+07   0.351271E+00   0.221155E+01   0.443659E+05   0.111461E+07   0.111943E+07   0.111461E+07  -0.326554E-01   0.642022E+06   0.641952E+06   0.124051E+00
   0.194723E+00   0.107981E+07   0.107496E+07  -0.198523E+00   0.198789E+01   0.405557E+05   0.107439E+07   0.107905E+07   0.107439E+07  -0.314772E-01   0.618860E+06   0.618798E+06   0.106672E+00
   0.201410E+00   0.103837E+07   0.103403E+07   0.375528E+00   0.178688E+01   0.370392E+05   0.103321E+07   0.103769E+07   0.103321E+07  -0.302706E-01   0.595139E+06   0.595082E+06   0.950451E-01
   0.208096E+00   0.993925E+06   0.989765E+06   0.887811E+00   0.160224E+01   0.337158E+05   0.988969E+06   0.993273E+06   0.988969E+06  -0.289746E-01   0.569662E+06   0.569606E+06   0.888201E-01
   0.214782E+00   0.947049E+06   0.942828E+06   0.517554E+00   0.143304E+01   0.305889E+05   0.942280E+06   0.946388E+06   0.942280E+06  -0.276067E-01   0.542770E+06   0.542715E+06   0.861775E-01
   0.221469E+00   0.900175E+06   0.895790E+06   0.322456E+00   0.128103E+01   0.277173E+05   0.895578E+06   0.899488E+06   0.895578E+06  -0.262384E-01   0.515872E+06   0.515815E+06   0.847781E-01
   0.228155E+00   0.856253E+06   0.851746E+06   0.457973E+00   0.114808E+01   0.251630E+05   0.851823E+06   0.855547E+06   0.851823E+06  -0.249565E-01   0.490670E+06   0.490613E+06   0.826592E-01
   0.234841E+00   0.817518E+06   0.813028E+06   0.282328E+00   0.103457E+01   0.229553E+05   0.813254E+06   0.816815E+06   0.813254E+06  -0.238265E-01   0.468455E+06   0.468399E+06   0.787856E-01
   0.241528E+00   0.784762E+06   0.780453E+06   0.159252E+00   0.938895E+00   0.210776E+05   0.780664E+06   0.784087E+06   0.780664E+06  -0.228717E-01   0.449684E+06   0.449631E+06   0.731531E-01
   0.248214E+00   0.757264E+06   0.753261E+06   0.383793E+00   0.857870E+00   0.194749E+05   0.753331E+06   0.756637E+06   0.753331E+06  -0.220709E-01   0.433940E+06   0.433890E+06   0.665195E-01
   0.254901E+00   0.733275E+06   0.729622E+06   0.348379E+00   0.787723E+00   0.180742E+05   0.729497E+06   0.732703E+06   0.729497E+06  -0.213726E-01   0.420212E+06   0.420166E+06   0.599439E-01
   0.261587E+00   0.710770E+06   0.707431E+06   0.377337E-01   0.725044E+00   0.168067E+05   0.707136E+06   0.710247E+06   0.707136E+06  -0.207175E-01   0.407332E+06   0.407290E+06   0.543385E-01
   0.268273E+00   0.688163E+06   0.685042E+06  -0.379720E-01   0.667444E+00   0.156234E+05   0.684659E+06   0.687674E+06   0.684659E+06  -0.200590E-01   0.394385E+06   0.394345E+06   0.501792E-01
   0.274960E+00   0.664725E+06   0.661715E+06   0.109227E+00   0.613738E+00   0.145014E+05   0.661340E+06   0.664254E+06   0.661340E+06  -0.193758E-01   0.380953E+06   0.380914E+06   0.474361E-01
   0.281646E+00   0.640637E+06   0.637650E+06   0.825706E-01   0.563735E+00   0.134400E+05   0.637358E+06   0.640169E+06   0.637358E+06  -0.186731E-01   0.367140E+06   0.367101E+06   0.456933E-01
   0.288332E+00   0.616707E+06   0.613705E+06   0.850742E-01   0.517783E+00   0.124514E+05   0.613528E+06   0.616237E+06   0.613528E+06  -0.179750E-01   0.353414E+06   0.353376E+06   0.443723E-01
   0.295019E+00   0.593941E+06   0.590932E+06   0.178775E+00   0.476306E+00   0.115492E+05   0.590860E+06   0.593470E+06   0.590860E+06  -0.173108E-01   0.340357E+06   0.340319E+06   0.429584E-01
   0.301705E+00   0.573126E+06   0.570153E+06   0.127229E+00   0.439460E+00   0.107409E+05   0.570140E+06   0.572660E+06   0.570140E+06  -0.167038E-01   0.328422E+06   0.328385E+06   0.411535E-01
   0.308391E+00   0.554574E+06   0.551692E+06  -0.370859E-02   0.406995E+00   0.100239E+05   0.551682E+06   0.554123E+06   0.551682E+06  -0.161630E-01   0.317791E+06   0.317755E+06   0.389201E-01
   0.315078E+00   0.538085E+06   0.535337E+06   0.383584E-01   0.378316E+00   0.938654E+04   0.535285E+06   0.537655E+06   0.535285E+06  -0.156826E-01   0.308346E+06   0.308311E+06   0.364277E-01
   0.321764E+00   0.523091E+06   0.520494E+06   0.115594E+00   0.352656E+00   0.881228E+04   0.520379E+06   0.522684E+06   0.520379E+06  -0.152459E-01   0.299760E+06   0.299727E+06   0.339428E-01
