#    L    TT             EE             BB             TE             PP             TP             EP          
    34   0.108700E+04   0.293894E-01   0.000000E+00   0.181415E+01   0.155792E-06  -0.202226E-03  -0.119044E-05
    35   0.110470E+04   0.324125E-01   0.000000E+00   0.180354E+01   0.155341E-06  -0.192745E-03  -0.115834E-05
    36   0.112249E+04   0.356630E-01   0.000000E+00   0.178279E+01   0.154848E-06  -0.184195E-03  -0.109246E-05
    37   0.114036E+04   0.391424E-01   0.000000E+00   0.175273E+01   0.154316E-06  -0.176161E-03  -0.969561E-06
    38   0.115858E+04   0.428508E-01   0.000000E+00   0.171594E+01   0.153748E-06  -0.168148E-03  -0.784557E-06
    39   0.117714E+04   0.467847E-01   0.000000E+00   0.167211E+01   0.153147E-06  -0.160019E-03  -0.588738E-06
    40   0.119581E+04   0.509453E-01   0.000000E+00   0.162007E+01   0.152515E-06  -0.151726E-03  -0.447262E-06
    41   0.121469E+04   0.553392E-01   0.000000E+00   0.155847E+01   0.151854E-06  -0.143261E-03  -0.407444E-06
    42   0.123358E+04   0.599760E-01   0.000000E+00   0.148622E+01   0.151166E-06  -0.134773E-03  -0.446083E-06
    43   0.125259E+04   0.648656E-01   0.000000E+00   0.140232E+01   0.150453E-06  -0.126451E-03  -0.522502E-06
    44   0.127158E+04   0.700029E-01   0.000000E+00   0.130667E+01   0.149719E-06  -0.118483E-03  -0.596163E-06
    45   0.129092E+04   0.753933E-01   0.000000E+00   0.119921E+01   0.148965E-06  -0.111055E-03  -0.626660E-06
    46   0.131052E+04   0.810430E-01   0.000000E+00   0.107813E+01   0.148193E-06  -0.104291E-03  -0.585857E-06
    47   0.133024E+04   0.869468E-01   0.000000E+00   0.944359E+00   0.147407E-06  -0.980673E-04  -0.494291E-06
    48   0.135003E+04   0.931041E-01   0.000000E+00   0.802174E+00   0.146606E-06  -0.921955E-04  -0.384577E-06
    49   0.136999E+04   0.994917E-01   0.000000E+00   0.655256E+00   0.145793E-06  -0.864895E-04  -0.289241E-06
    50   0.139034E+04   0.106079E+00   0.000000E+00   0.500504E+00   0.144969E-06  -0.807632E-04  -0.240729E-06
    51   0.141087E+04   0.112835E+00   0.000000E+00   0.333392E+00   0.144135E-06  -0.748856E-04  -0.261388E-06
    52   0.143180E+04   0.119848E+00   0.000000E+00   0.149321E+00   0.143293E-06  -0.689445E-04  -0.333441E-06
    53   0.145273E+04   0.127273E+00   0.000000E+00  -0.544745E-01   0.142444E-06  -0.630819E-04  -0.429144E-06
    54   0.147357E+04   0.135109E+00   0.000000E+00  -0.272793E+00   0.141588E-06  -0.574396E-04  -0.520814E-06
    55   0.149450E+04   0.143339E+00   0.000000E+00  -0.500316E+00   0.140726E-06  -0.521591E-04  -0.580825E-06
    56   0.151576E+04   0.151823E+00   0.000000E+00  -0.738095E+00   0.139859E-06  -0.473390E-04  -0.589998E-06
    57   0.153727E+04   0.160452E+00   0.000000E+00  -0.986351E+00   0.138988E-06  -0.429063E-04  -0.562736E-06
    58   0.155906E+04   0.169227E+00   0.000000E+00  -0.124633E+01   0.138112E-06  -0.387457E-04  -0.521799E-06
    59   0.158100E+04   0.178182E+00   0.000000E+00  -0.151929E+01   0.137233E-06  -0.347418E-04  -0.489903E-06
    60   0.160313E+04   0.187366E+00   0.000000E+00  -0.180508E+01   0.136351E-06  -0.307797E-04  -0.489725E-06
    61   0.162575E+04   0.196867E+00   0.000000E+00  -0.210322E+01   0.135466E-06  -0.267715E-04  -0.537352E-06
    62   0.164826E+04   0.206677E+00   0.000000E+00  -0.241435E+01   0.134579E-06  -0.227372E-04  -0.622637E-06
    63   0.167089E+04   0.216761E+00   0.000000E+00  -0.273904E+01   0.133691E-06  -0.187234E-04  -0.728902E-06
    64   0.169390E+04   0.227136E+00   0.000000E+00  -0.307808E+01   0.132803E-06  -0.147769E-04  -0.839494E-06
    65   0.171692E+04   0.237783E+00   0.000000E+00  -0.343166E+01   0.131916E-06  -0.109443E-04  -0.937787E-06
    66   0.174023E+04   0.248639E+00   0.000000E+00  -0.379765E+01   0.131030E-06  -0.726451E-05  -0.101025E-05
    67   0.176367E+04   0.259705E+00   0.000000E+00  -0.417368E+01   0.130147E-06  -0.374554E-05  -0.105562E-05
    68   0.178751E+04   0.271020E+00   0.000000E+00  -0.455862E+01   0.129266E-06  -0.387764E-06  -0.107574E-05
    69   0.181151E+04   0.282542E+00   0.000000E+00  -0.495127E+01   0.128388E-06   0.280845E-05  -0.107240E-05
    70   0.183580E+04   0.294310E+00   0.000000E+00  -0.535384E+01   0.127513E-06   0.584271E-05  -0.104742E-05
    71   0.186022E+04   0.306312E+00   0.000000E+00  -0.576911E+01   0.126641E-06   0.872181E-05  -0.100353E-05
    72   0.188482E+04   0.318521E+00   0.000000E+00  -0.619826E+01   0.125772E-06   0.114813E-04  -0.947085E-06
    73   0.190957E+04   0.330904E+00   0.000000E+00  -0.664151E+01   0.124907E-06   0.141637E-04  -0.885377E-06
    74   0.193451E+04   0.343449E+00   0.000000E+00  -0.709764E+01   0.124045E-06   0.168118E-04  -0.825672E-06
    75   0.195978E+04   0.356169E+00   0.000000E+00  -0.756482E+01   0.123186E-06   0.194680E-04  -0.775230E-06
    76   0.198534E+04   0.369066E+00   0.000000E+00  -0.804211E+01   0.122330E-06   0.221624E-04  -0.739298E-06
    77   0.201122E+04   0.382132E+00   0.000000E+00  -0.852932E+01   0.121477E-06   0.248756E-04  -0.715077E-06
    78   0.203745E+04   0.395397E+00   0.000000E+00  -0.902790E+01   0.120627E-06   0.275758E-04  -0.697761E-06
    79   0.206381E+04   0.408810E+00   0.000000E+00  -0.953409E+01   0.119782E-06   0.302311E-04  -0.682551E-06
    80   0.209042E+04   0.422376E+00   0.000000E+00  -0.100494E+02   0.118941E-06   0.328099E-04  -0.664654E-06
    81   0.211714E+04   0.436048E+00   0.000000E+00  -0.105743E+02   0.118104E-06   0.352845E-04  -0.640572E-06
    82   0.214407E+04   0.449848E+00   0.000000E+00  -0.111080E+02   0.117272E-06   0.376444E-04  -0.611985E-06
    83   0.217116E+04   0.463749E+00   0.000000E+00  -0.116505E+02   0.116445E-06   0.398832E-04  -0.581865E-06
    84   0.219851E+04   0.477749E+00   0.000000E+00  -0.121999E+02   0.115623E-06   0.419945E-04  -0.553181E-06
    85   0.222599E+04   0.491821E+00   0.000000E+00  -0.127577E+02   0.114806E-06   0.439718E-04  -0.528899E-06
    86   0.225370E+04   0.505979E+00   0.000000E+00  -0.133229E+02   0.113995E-06   0.458130E-04  -0.511324E-06
    87   0.228186E+04   0.520192E+00   0.000000E+00  -0.138947E+02   0.113189E-06   0.475320E-04  -0.500121E-06
    88   0.231000E+04   0.534480E+00   0.000000E+00  -0.144731E+02   0.112390E-06   0.491472E-04  -0.494298E-06
    89   0.233851E+04   0.548830E+00   0.000000E+00  -0.150594E+02   0.111595E-06   0.506767E-04  -0.492862E-06
    90   0.236720E+04   0.563206E+00   0.000000E+00  -0.156507E+02   0.110807E-06   0.521388E-04  -0.494824E-06
    91   0.239600E+04   0.577604E+00   0.000000E+00  -0.162477E+02   0.110024E-06   0.535486E-04  -0.499330E-06
    92   0.242507E+04   0.592010E+00   0.000000E+00  -0.168496E+02   0.109246E-06   0.549095E-04  -0.506079E-06
    93   0.245439E+04   0.606419E+00   0.000000E+00  -0.174565E+02   0.108475E-06   0.562222E-04  -0.514909E-06
    94   0.248376E+04   0.620794E+00   0.000000E+00  -0.180672E+02   0.107709E-06   0.574872E-04  -0.525658E-06
    95   0.251339E+04   0.635138E+00   0.000000E+00  -0.186823E+02   0.106949E-06   0.587049E-04  -0.538161E-06
    96   0.254300E+04   0.649436E+00   0.000000E+00  -0.193013E+02   0.106195E-06   0.598758E-04  -0.552258E-06
    97   0.257302E+04   0.663676E+00   0.000000E+00  -0.199235E+02   0.105446E-06   0.610005E-04  -0.567785E-06
    98   0.260325E+04   0.677851E+00   0.000000E+00  -0.205468E+02   0.104703E-06   0.620796E-04  -0.584581E-06
    99   0.263352E+04   0.691926E+00   0.000000E+00  -0.211742E+02   0.103966E-06   0.631134E-04  -0.602483E-06
   100   0.266408E+04   0.705902E+00   0.000000E+00  -0.218013E+02   0.103234E-06   0.641025E-04  -0.621330E-06
   101   0.269477E+04   0.719840E+00   0.000000E+00  -0.224312E+02   0.102509E-06   0.650475E-04  -0.640959E-06
   102   0.272596E+04   0.733592E+00   0.000000E+00  -0.230619E+02   0.101788E-06   0.659487E-04  -0.661210E-06
   103   0.275707E+04   0.747235E+00   0.000000E+00  -0.236940E+02   0.101074E-06   0.668068E-04  -0.681920E-06
   104   0.278839E+04   0.760771E+00   0.000000E+00  -0.243247E+02   0.100365E-06   0.676222E-04  -0.702928E-06
   105   0.281986E+04   0.774125E+00   0.000000E+00  -0.249557E+02   0.996626E-07   0.683955E-04  -0.724073E-06
   106   0.285154E+04   0.787374E+00   0.000000E+00  -0.255862E+02   0.989654E-07   0.691271E-04  -0.745193E-06
   107   0.288314E+04   0.800371E+00   0.000000E+00  -0.262149E+02   0.982740E-07   0.698175E-04  -0.766126E-06
   108   0.291512E+04   0.813192E+00   0.000000E+00  -0.268425E+02   0.975884E-07   0.704672E-04  -0.786713E-06
   109   0.294725E+04   0.825763E+00   0.000000E+00  -0.274678E+02   0.969086E-07   0.710768E-04  -0.806791E-06
   110   0.297946E+04   0.838086E+00   0.000000E+00  -0.280892E+02   0.962345E-07   0.716467E-04  -0.826200E-06
   111   0.301183E+04   0.850237E+00   0.000000E+00  -0.287084E+02   0.955662E-07   0.721776E-04  -0.844799E-06
   112   0.304435E+04   0.862141E+00   0.000000E+00  -0.293246E+02   0.949037E-07   0.726709E-04  -0.862525E-06
   113   0.307709E+04   0.873799E+00   0.000000E+00  -0.299364E+02   0.942469E-07   0.731280E-04  -0.879336E-06
   114   0.310992E+04   0.885136E+00   0.000000E+00  -0.305429E+02   0.935958E-07   0.735505E-04  -0.895191E-06
   115   0.314298E+04   0.896301E+00   0.000000E+00  -0.311442E+02   0.929504E-07   0.739400E-04  -0.910048E-06
   116   0.317604E+04   0.907070E+00   0.000000E+00  -0.317396E+02   0.923106E-07   0.742978E-04  -0.923863E-06
   117   0.320940E+04   0.917519E+00   0.000000E+00  -0.323282E+02   0.916763E-07   0.746256E-04  -0.936596E-06
   118   0.324291E+04   0.927796E+00   0.000000E+00  -0.329108E+02   0.910476E-07   0.749249E-04  -0.948204E-06
   119   0.327642E+04   0.937751E+00   0.000000E+00  -0.334853E+02   0.904244E-07   0.751971E-04  -0.958645E-06
   120   0.331008E+04   0.947237E+00   0.000000E+00  -0.340515E+02   0.898067E-07   0.754438E-04  -0.967876E-06
   121   0.334374E+04   0.956551E+00   0.000000E+00  -0.346094E+02   0.891944E-07   0.756666E-04  -0.975857E-06
   122   0.337747E+04   0.965395E+00   0.000000E+00  -0.351584E+02   0.885875E-07   0.758668E-04  -0.982544E-06
   123   0.341128E+04   0.973844E+00   0.000000E+00  -0.356985E+02   0.879860E-07   0.760460E-04  -0.987896E-06
   124   0.344516E+04   0.981972E+00   0.000000E+00  -0.362265E+02   0.873898E-07   0.762058E-04  -0.991871E-06
   125   0.347903E+04   0.989705E+00   0.000000E+00  -0.367448E+02   0.867989E-07   0.763477E-04  -0.994426E-06
   126   0.351298E+04   0.997117E+00   0.000000E+00  -0.372527E+02   0.862133E-07   0.764731E-04  -0.995520E-06
   127   0.354692E+04   0.100406E+01   0.000000E+00  -0.377493E+02   0.856330E-07   0.765835E-04  -0.995111E-06
   128   0.358086E+04   0.101068E+01   0.000000E+00  -0.382339E+02   0.850578E-07   0.766805E-04  -0.993156E-06
   129   0.361486E+04   0.101683E+01   0.000000E+00  -0.387058E+02   0.844878E-07   0.767656E-04  -0.989614E-06
   130   0.364886E+04   0.102251E+01   0.000000E+00  -0.391642E+02   0.839230E-07   0.768403E-04  -0.984442E-06
   131   0.368285E+04   0.102787E+01   0.000000E+00  -0.396106E+02   0.833633E-07   0.769059E-04  -0.977631E-06
   132   0.371691E+04   0.103276E+01   0.000000E+00  -0.400421E+02   0.828086E-07   0.769626E-04  -0.969297E-06
   133   0.375089E+04   0.103725E+01   0.000000E+00  -0.404609E+02   0.822590E-07   0.770105E-04  -0.959591E-06
   134   0.378486E+04   0.104135E+01   0.000000E+00  -0.408626E+02   0.817143E-07   0.770498E-04  -0.948661E-06
   135   0.381883E+04   0.104496E+01   0.000000E+00  -0.412502E+02   0.811746E-07   0.770804E-04  -0.936656E-06
   136   0.385265E+04   0.104810E+01   0.000000E+00  -0.416200E+02   0.806397E-07   0.771026E-04  -0.923726E-06
   137   0.388647E+04   0.105083E+01   0.000000E+00  -0.419743E+02   0.801097E-07   0.771163E-04  -0.910020E-06
   138   0.392021E+04   0.105308E+01   0.000000E+00  -0.423117E+02   0.795845E-07   0.771216E-04  -0.895687E-06
   139   0.395373E+04   0.105500E+01   0.000000E+00  -0.426313E+02   0.790640E-07   0.771186E-04  -0.880876E-06
   140   0.398732E+04   0.105636E+01   0.000000E+00  -0.429340E+02   0.785482E-07   0.771074E-04  -0.865735E-06
   141   0.402070E+04   0.105724E+01   0.000000E+00  -0.432176E+02   0.780371E-07   0.770880E-04  -0.850414E-06
   142   0.405408E+04   0.105770E+01   0.000000E+00  -0.434829E+02   0.775306E-07   0.770606E-04  -0.835061E-06
   143   0.408738E+04   0.105775E+01   0.000000E+00  -0.437299E+02   0.770286E-07   0.770251E-04  -0.819826E-06
   144   0.412047E+04   0.105731E+01   0.000000E+00  -0.439579E+02   0.765312E-07   0.769818E-04  -0.804856E-06
   145   0.415342E+04   0.105653E+01   0.000000E+00  -0.441661E+02   0.760382E-07   0.769306E-04  -0.790301E-06
   146   0.418645E+04   0.105518E+01   0.000000E+00  -0.443547E+02   0.755497E-07   0.768716E-04  -0.776310E-06
   147   0.421912E+04   0.105348E+01   0.000000E+00  -0.445221E+02   0.750655E-07   0.768050E-04  -0.763031E-06
   148   0.425165E+04   0.105129E+01   0.000000E+00  -0.446699E+02   0.745857E-07   0.767307E-04  -0.750612E-06
   149   0.428411E+04   0.104867E+01   0.000000E+00  -0.447966E+02   0.741102E-07   0.766489E-04  -0.739202E-06
   150   0.431629E+04   0.104571E+01   0.000000E+00  -0.449001E+02   0.736389E-07   0.765596E-04  -0.728951E-06
   151   0.434833E+04   0.104231E+01   0.000000E+00  -0.449832E+02   0.731719E-07   0.764630E-04  -0.719966E-06
   152   0.438009E+04   0.103842E+01   0.000000E+00  -0.450446E+02   0.727090E-07   0.763588E-04  -0.712204E-06
   153   0.441172E+04   0.103416E+01   0.000000E+00  -0.450819E+02   0.722503E-07   0.762472E-04  -0.705579E-06
   154   0.444314E+04   0.102954E+01   0.000000E+00  -0.450974E+02   0.717957E-07   0.761279E-04  -0.700007E-06
   155   0.447436E+04   0.102456E+01   0.000000E+00  -0.450902E+02   0.713451E-07   0.760010E-04  -0.695404E-06
   156   0.450523E+04   0.101920E+01   0.000000E+00  -0.450604E+02   0.708986E-07   0.758664E-04  -0.691685E-06
   157   0.453605E+04   0.101348E+01   0.000000E+00  -0.450064E+02   0.704561E-07   0.757240E-04  -0.688767E-06
   158   0.456659E+04   0.100745E+01   0.000000E+00  -0.449290E+02   0.700176E-07   0.755737E-04  -0.686565E-06
   159   0.459686E+04   0.100096E+01   0.000000E+00  -0.448281E+02   0.695830E-07   0.754155E-04  -0.684995E-06
   160   0.462694E+04   0.994171E+00   0.000000E+00  -0.447022E+02   0.691523E-07   0.752493E-04  -0.683973E-06
   161   0.465683E+04   0.987141E+00   0.000000E+00  -0.445528E+02   0.687254E-07   0.750750E-04  -0.683415E-06
   162   0.468645E+04   0.979719E+00   0.000000E+00  -0.443798E+02   0.683024E-07   0.748927E-04  -0.683235E-06
   163   0.471596E+04   0.971979E+00   0.000000E+00  -0.441817E+02   0.678832E-07   0.747021E-04  -0.683352E-06
   164   0.474505E+04   0.963990E+00   0.000000E+00  -0.439600E+02   0.674678E-07   0.745032E-04  -0.683679E-06
   165   0.477404E+04   0.955674E+00   0.000000E+00  -0.437124E+02   0.670560E-07   0.742961E-04  -0.684134E-06
   166   0.480276E+04   0.947177E+00   0.000000E+00  -0.434404E+02   0.666480E-07   0.740805E-04  -0.684632E-06
   167   0.483131E+04   0.938273E+00   0.000000E+00  -0.431447E+02   0.662437E-07   0.738565E-04  -0.685089E-06
   168   0.485945E+04   0.929328E+00   0.000000E+00  -0.428230E+02   0.658430E-07   0.736240E-04  -0.685421E-06
   169   0.488734E+04   0.920044E+00   0.000000E+00  -0.424753E+02   0.654459E-07   0.733829E-04  -0.685544E-06
   170   0.491497E+04   0.910638E+00   0.000000E+00  -0.421030E+02   0.650523E-07   0.731331E-04  -0.685374E-06
   171   0.494221E+04   0.901109E+00   0.000000E+00  -0.417039E+02   0.646623E-07   0.728746E-04  -0.684828E-06
   172   0.496913E+04   0.891377E+00   0.000000E+00  -0.412795E+02   0.642758E-07   0.726073E-04  -0.683821E-06
   173   0.499565E+04   0.881439E+00   0.000000E+00  -0.408298E+02   0.638927E-07   0.723311E-04  -0.682269E-06
   174   0.502193E+04   0.871590E+00   0.000000E+00  -0.403546E+02   0.635131E-07   0.720460E-04  -0.680089E-06
   175   0.504789E+04   0.861528E+00   0.000000E+00  -0.398532E+02   0.631369E-07   0.717519E-04  -0.677196E-06
   176   0.507339E+04   0.851472E+00   0.000000E+00  -0.393256E+02   0.627640E-07   0.714489E-04  -0.673525E-06
   177   0.509857E+04   0.841345E+00   0.000000E+00  -0.387732E+02   0.623945E-07   0.711372E-04  -0.669088E-06
   178   0.512336E+04   0.831363E+00   0.000000E+00  -0.381945E+02   0.620283E-07   0.708173E-04  -0.663914E-06
   179   0.514776E+04   0.821224E+00   0.000000E+00  -0.375893E+02   0.616654E-07   0.704895E-04  -0.658033E-06
   180   0.517191E+04   0.811148E+00   0.000000E+00  -0.369591E+02   0.613056E-07   0.701544E-04  -0.651473E-06
   181   0.519559E+04   0.801128E+00   0.000000E+00  -0.363038E+02   0.609491E-07   0.698124E-04  -0.644266E-06
   182   0.521888E+04   0.791234E+00   0.000000E+00  -0.356218E+02   0.605957E-07   0.694638E-04  -0.636440E-06
   183   0.524169E+04   0.781387E+00   0.000000E+00  -0.349146E+02   0.602455E-07   0.691091E-04  -0.628025E-06
   184   0.526418E+04   0.771657E+00   0.000000E+00  -0.341812E+02   0.598983E-07   0.687487E-04  -0.619052E-06
   185   0.528627E+04   0.762187E+00   0.000000E+00  -0.334240E+02   0.595543E-07   0.683831E-04  -0.609548E-06
   186   0.530759E+04   0.752831E+00   0.000000E+00  -0.326397E+02   0.592132E-07   0.680126E-04  -0.599545E-06
   187   0.532880E+04   0.743725E+00   0.000000E+00  -0.318299E+02   0.588751E-07   0.676376E-04  -0.589071E-06
   188   0.534953E+04   0.734850E+00   0.000000E+00  -0.309959E+02   0.585400E-07   0.672587E-04  -0.578156E-06
   189   0.536971E+04   0.726238E+00   0.000000E+00  -0.301362E+02   0.582078E-07   0.668761E-04  -0.566830E-06
   190   0.538978E+04   0.717936E+00   0.000000E+00  -0.292529E+02   0.578785E-07   0.664904E-04  -0.555123E-06
   191   0.540900E+04   0.709962E+00   0.000000E+00  -0.283430E+02   0.575520E-07   0.661019E-04  -0.543063E-06
   192   0.542788E+04   0.702332E+00   0.000000E+00  -0.274086E+02   0.572284E-07   0.657112E-04  -0.530681E-06
   193   0.544621E+04   0.695087E+00   0.000000E+00  -0.264512E+02   0.569075E-07   0.653184E-04  -0.518006E-06
   194   0.546420E+04   0.688251E+00   0.000000E+00  -0.254684E+02   0.565894E-07   0.649242E-04  -0.505067E-06
   195   0.548163E+04   0.681857E+00   0.000000E+00  -0.244624E+02   0.562740E-07   0.645290E-04  -0.491895E-06
   196   0.549849E+04   0.675937E+00   0.000000E+00  -0.234323E+02   0.559613E-07   0.641331E-04  -0.478519E-06
   197   0.551494E+04   0.670531E+00   0.000000E+00  -0.223796E+02   0.556513E-07   0.637369E-04  -0.464968E-06
   198   0.553090E+04   0.665656E+00   0.000000E+00  -0.213035E+02   0.553438E-07   0.633410E-04  -0.451272E-06
   199   0.554638E+04   0.661344E+00   0.000000E+00  -0.202045E+02   0.550390E-07   0.629456E-04  -0.437460E-06
   200   0.556135E+04   0.657620E+00   0.000000E+00  -0.190835E+02   0.547367E-07   0.625513E-04  -0.423562E-06
   201   0.557576E+04   0.654540E+00   0.000000E+00  -0.179395E+02   0.544369E-07   0.621584E-04  -0.409603E-06
   202   0.558968E+04   0.652110E+00   0.000000E+00  -0.167740E+02   0.541396E-07   0.617669E-04  -0.395591E-06
   203   0.560302E+04   0.650391E+00   0.000000E+00  -0.155861E+02   0.538448E-07   0.613769E-04  -0.381528E-06
   204   0.561573E+04   0.649404E+00   0.000000E+00  -0.143788E+02   0.535524E-07   0.609883E-04  -0.367418E-06
   205   0.562793E+04   0.649195E+00   0.000000E+00  -0.131497E+02   0.532625E-07   0.606012E-04  -0.353264E-06
   206   0.563950E+04   0.649802E+00   0.000000E+00  -0.118999E+02   0.529749E-07   0.602155E-04  -0.339068E-06
   207   0.565056E+04   0.651245E+00   0.000000E+00  -0.106300E+02   0.526898E-07   0.598313E-04  -0.324835E-06
   208   0.566090E+04   0.653579E+00   0.000000E+00  -0.934024E+01   0.524070E-07   0.594486E-04  -0.310566E-06
   209   0.567068E+04   0.656826E+00   0.000000E+00  -0.803099E+01   0.521266E-07   0.590674E-04  -0.296265E-06
   210   0.567987E+04   0.661037E+00   0.000000E+00  -0.670305E+01   0.518484E-07   0.586876E-04  -0.281936E-06
   211   0.568850E+04   0.666243E+00   0.000000E+00  -0.535639E+01   0.515726E-07   0.583092E-04  -0.267581E-06
   212   0.569640E+04   0.672475E+00   0.000000E+00  -0.399187E+01   0.512991E-07   0.579324E-04  -0.253203E-06
   213   0.570380E+04   0.679776E+00   0.000000E+00  -0.260936E+01   0.510278E-07   0.575570E-04  -0.238805E-06
   214   0.571056E+04   0.688139E+00   0.000000E+00  -0.120999E+01   0.507588E-07   0.571831E-04  -0.224391E-06
   215   0.571673E+04   0.697759E+00   0.000000E+00   0.205585E+00   0.504920E-07   0.568107E-04  -0.209963E-06
   216   0.572226E+04   0.708450E+00   0.000000E+00   0.163796E+01   0.502273E-07   0.564398E-04  -0.195525E-06
   217   0.572728E+04   0.720367E+00   0.000000E+00   0.308523E+01   0.499649E-07   0.560704E-04  -0.181079E-06
   218   0.573165E+04   0.733512E+00   0.000000E+00   0.454767E+01   0.497046E-07   0.557024E-04  -0.166629E-06
   219   0.573545E+04   0.747885E+00   0.000000E+00   0.602635E+01   0.494464E-07   0.553360E-04  -0.152178E-06
   220   0.573866E+04   0.763634E+00   0.000000E+00   0.751688E+01   0.491904E-07   0.549710E-04  -0.137729E-06
   221   0.574130E+04   0.780686E+00   0.000000E+00   0.902158E+01   0.489364E-07   0.546076E-04  -0.123284E-06
   222   0.574336E+04   0.799189E+00   0.000000E+00   0.105390E+02   0.486845E-07   0.542456E-04  -0.108848E-06
   223   0.574468E+04   0.819069E+00   0.000000E+00   0.120701E+02   0.484347E-07   0.538851E-04  -0.944223E-07
   224   0.574558E+04   0.840327E+00   0.000000E+00   0.136111E+02   0.481868E-07   0.535261E-04  -0.800111E-07
   225   0.574582E+04   0.863112E+00   0.000000E+00   0.151651E+02   0.479410E-07   0.531687E-04  -0.656170E-07
   226   0.574548E+04   0.887424E+00   0.000000E+00   0.167285E+02   0.476972E-07   0.528127E-04  -0.512432E-07
   227   0.574448E+04   0.913262E+00   0.000000E+00   0.183028E+02   0.474553E-07   0.524583E-04  -0.368927E-07
   228   0.574297E+04   0.940629E+00   0.000000E+00   0.198866E+02   0.472154E-07   0.521054E-04  -0.225686E-07
   229   0.574088E+04   0.969597E+00   0.000000E+00   0.214786E+02   0.469774E-07   0.517540E-04  -0.827404E-08
