#    L    TT             EE             BB             TE             PP             TP             EP          
   442   0.174222E+04   0.201324E+02   0.000000E+00  -0.530094E+02   0.198570E-07  -0.523581E-06   0.170902E-05
   443   0.174816E+04   0.200029E+02   0.000000E+00  -0.542785E+02   0.197890E-07  -0.664354E-06   0.171507E-05
   444   0.175433E+04   0.198709E+02   0.000000E+00  -0.555186E+02   0.197214E-07  -0.804983E-06   0.172045E-05
   445   0.176072E+04   0.197343E+02   0.000000E+00  -0.567305E+02   0.196541E-07  -0.945524E-06   0.172512E-05
   446   0.176726E+04   0.195967E+02   0.000000E+00  -0.579125E+02   0.195871E-07  -0.108603E-05   0.172906E-05
   447   0.177409E+04   0.194566E+02   0.000000E+00  -0.590668E+02   0.195204E-07  -0.122657E-05   0.173225E-05
   448   0.178108E+04   0.193125E+02   0.000000E+00  -0.601918E+02   0.194539E-07  -0.136718E-05   0.173464E-05
   449   0.178837E+04   0.191666E+02   0.000000E+00  -0.612860E+02   0.193878E-07  -0.150793E-05   0.173622E-05
   450   0.179589E+04   0.190188E+02   0.000000E+00  -0.623514E+02   0.193220E-07  -0.164887E-05   0.173695E-05
   451   0.180357E+04   0.188677E+02   0.000000E+00  -0.633858E+02   0.192565E-07  -0.179004E-05   0.173681E-05
   452   0.181141E+04   0.187147E+02   0.000000E+00  -0.643911E+02   0.191913E-07  -0.193133E-05   0.173583E-05
   453   0.181954E+04   0.185598E+02   0.000000E+00  -0.653649E+02   0.191263E-07  -0.207263E-05   0.173401E-05
   454   0.182776E+04   0.184023E+02   0.000000E+00  -0.663084E+02   0.190617E-07  -0.221383E-05   0.173138E-05
   455   0.183614E+04   0.182429E+02   0.000000E+00  -0.672215E+02   0.189973E-07  -0.235480E-05   0.172797E-05
   456   0.184482E+04   0.180808E+02   0.000000E+00  -0.680971E+02   0.189332E-07  -0.249542E-05   0.172378E-05
   457   0.185351E+04   0.179176E+02   0.000000E+00  -0.689492E+02   0.188695E-07  -0.263559E-05   0.171885E-05
   458   0.186243E+04   0.177524E+02   0.000000E+00  -0.697590E+02   0.188060E-07  -0.277517E-05   0.171319E-05
   459   0.187150E+04   0.175860E+02   0.000000E+00  -0.705418E+02   0.187428E-07  -0.291405E-05   0.170683E-05
   460   0.188073E+04   0.174170E+02   0.000000E+00  -0.712915E+02   0.186798E-07  -0.305212E-05   0.169979E-05
   461   0.189005E+04   0.172467E+02   0.000000E+00  -0.720086E+02   0.186172E-07  -0.318925E-05   0.169208E-05
   462   0.189951E+04   0.170745E+02   0.000000E+00  -0.726868E+02   0.185548E-07  -0.332532E-05   0.168373E-05
   463   0.190906E+04   0.169017E+02   0.000000E+00  -0.733446E+02   0.184927E-07  -0.346022E-05   0.167476E-05
   464   0.191869E+04   0.167278E+02   0.000000E+00  -0.739521E+02   0.184309E-07  -0.359383E-05   0.166519E-05
   465   0.192840E+04   0.165526E+02   0.000000E+00  -0.745386E+02   0.183694E-07  -0.372603E-05   0.165504E-05
   466   0.193826E+04   0.163754E+02   0.000000E+00  -0.750816E+02   0.183081E-07  -0.385670E-05   0.164434E-05
   467   0.194828E+04   0.161977E+02   0.000000E+00  -0.755959E+02   0.182471E-07  -0.398572E-05   0.163310E-05
   468   0.195830E+04   0.160194E+02   0.000000E+00  -0.760737E+02   0.181864E-07  -0.411298E-05   0.162134E-05
   469   0.196841E+04   0.158391E+02   0.000000E+00  -0.765222E+02   0.181259E-07  -0.423835E-05   0.160910E-05
   470   0.197867E+04   0.156590E+02   0.000000E+00  -0.769338E+02   0.180657E-07  -0.436173E-05   0.159638E-05
   471   0.198879E+04   0.154791E+02   0.000000E+00  -0.773082E+02   0.180058E-07  -0.448298E-05   0.158320E-05
   472   0.199913E+04   0.152979E+02   0.000000E+00  -0.776527E+02   0.179462E-07  -0.460199E-05   0.156960E-05
   473   0.200948E+04   0.151161E+02   0.000000E+00  -0.779595E+02   0.178868E-07  -0.471865E-05   0.155559E-05
   474   0.201991E+04   0.149345E+02   0.000000E+00  -0.782359E+02   0.178276E-07  -0.483283E-05   0.154119E-05
   475   0.203042E+04   0.147515E+02   0.000000E+00  -0.784742E+02   0.177688E-07  -0.494441E-05   0.152642E-05
   476   0.204086E+04   0.145694E+02   0.000000E+00  -0.786765E+02   0.177102E-07  -0.505328E-05   0.151131E-05
   477   0.205131E+04   0.143867E+02   0.000000E+00  -0.788520E+02   0.176518E-07  -0.515932E-05   0.149587E-05
   478   0.206183E+04   0.142034E+02   0.000000E+00  -0.789822E+02   0.175937E-07  -0.526242E-05   0.148013E-05
   479   0.207236E+04   0.140209E+02   0.000000E+00  -0.790911E+02   0.175359E-07  -0.536244E-05   0.146410E-05
   480   0.208290E+04   0.138385E+02   0.000000E+00  -0.791593E+02   0.174783E-07  -0.545928E-05   0.144781E-05
   481   0.209344E+04   0.136563E+02   0.000000E+00  -0.791903E+02   0.174209E-07  -0.555281E-05   0.143129E-05
   482   0.210405E+04   0.134748E+02   0.000000E+00  -0.791897E+02   0.173639E-07  -0.564292E-05   0.141454E-05
   483   0.211453E+04   0.132935E+02   0.000000E+00  -0.791596E+02   0.173070E-07  -0.572949E-05   0.139760E-05
   484   0.212493E+04   0.131129E+02   0.000000E+00  -0.790938E+02   0.172504E-07  -0.581240E-05   0.138047E-05
   485   0.213549E+04   0.129324E+02   0.000000E+00  -0.789935E+02   0.171941E-07  -0.589154E-05   0.136320E-05
   486   0.214597E+04   0.127535E+02   0.000000E+00  -0.788608E+02   0.171380E-07  -0.596677E-05   0.134578E-05
   487   0.215639E+04   0.125753E+02   0.000000E+00  -0.786954E+02   0.170821E-07  -0.603799E-05   0.132826E-05
   488   0.216673E+04   0.123972E+02   0.000000E+00  -0.784963E+02   0.170265E-07  -0.610508E-05   0.131063E-05
   489   0.217708E+04   0.122205E+02   0.000000E+00  -0.782648E+02   0.169711E-07  -0.616791E-05   0.129294E-05
   490   0.218743E+04   0.120454E+02   0.000000E+00  -0.779999E+02   0.169160E-07  -0.622638E-05   0.127520E-05
   491   0.219757E+04   0.118710E+02   0.000000E+00  -0.777044E+02   0.168611E-07  -0.628036E-05   0.125743E-05
   492   0.220778E+04   0.116981E+02   0.000000E+00  -0.773773E+02   0.168064E-07  -0.632973E-05   0.123965E-05
   493   0.221791E+04   0.115252E+02   0.000000E+00  -0.770169E+02   0.167520E-07  -0.637437E-05   0.122188E-05
   494   0.222798E+04   0.113552E+02   0.000000E+00  -0.766266E+02   0.166978E-07  -0.641417E-05   0.120414E-05
   495   0.223790E+04   0.111860E+02   0.000000E+00  -0.762047E+02   0.166438E-07  -0.644901E-05   0.118646E-05
   496   0.224775E+04   0.110189E+02   0.000000E+00  -0.757525E+02   0.165901E-07  -0.647877E-05   0.116886E-05
   497   0.225753E+04   0.108533E+02   0.000000E+00  -0.752691E+02   0.165365E-07  -0.650333E-05   0.115135E-05
   498   0.226724E+04   0.106884E+02   0.000000E+00  -0.747571E+02   0.164833E-07  -0.652258E-05   0.113396E-05
   499   0.227695E+04   0.105263E+02   0.000000E+00  -0.742133E+02   0.164302E-07  -0.653639E-05   0.111671E-05
   500   0.228651E+04   0.103650E+02   0.000000E+00  -0.736420E+02   0.163774E-07  -0.654465E-05   0.109962E-05
   501   0.229586E+04   0.102065E+02   0.000000E+00  -0.730415E+02   0.163248E-07  -0.654728E-05   0.108270E-05
   502   0.230527E+04   0.100502E+02   0.000000E+00  -0.724117E+02   0.162724E-07  -0.654440E-05   0.106597E-05
   503   0.231447E+04   0.989539E+01   0.000000E+00  -0.717546E+02   0.162202E-07  -0.653618E-05   0.104940E-05
   504   0.232351E+04   0.974278E+01   0.000000E+00  -0.710686E+02   0.161682E-07  -0.652278E-05   0.103301E-05
   505   0.233262E+04   0.959317E+01   0.000000E+00  -0.703573E+02   0.161165E-07  -0.650437E-05   0.101679E-05
   506   0.234143E+04   0.944599E+01   0.000000E+00  -0.696184E+02   0.160650E-07  -0.648110E-05   0.100073E-05
   507   0.235023E+04   0.930098E+01   0.000000E+00  -0.688540E+02   0.160137E-07  -0.645315E-05   0.984824E-06
   508   0.235879E+04   0.915919E+01   0.000000E+00  -0.680631E+02   0.159626E-07  -0.642068E-05   0.969078E-06
   509   0.236727E+04   0.901970E+01   0.000000E+00  -0.672487E+02   0.159118E-07  -0.638385E-05   0.953484E-06
   510   0.237551E+04   0.888319E+01   0.000000E+00  -0.664099E+02   0.158611E-07  -0.634282E-05   0.938040E-06
   511   0.238374E+04   0.874941E+01   0.000000E+00  -0.655465E+02   0.158107E-07  -0.629777E-05   0.922741E-06
   512   0.239173E+04   0.861882E+01   0.000000E+00  -0.646599E+02   0.157604E-07  -0.624885E-05   0.907583E-06
   513   0.239962E+04   0.849122E+01   0.000000E+00  -0.637515E+02   0.157104E-07  -0.619622E-05   0.892564E-06
   514   0.240735E+04   0.836695E+01   0.000000E+00  -0.628212E+02   0.156606E-07  -0.614006E-05   0.877679E-06
   515   0.241490E+04   0.824595E+01   0.000000E+00  -0.618688E+02   0.156110E-07  -0.608053E-05   0.862925E-06
   516   0.242229E+04   0.812833E+01   0.000000E+00  -0.608956E+02   0.155616E-07  -0.601779E-05   0.848299E-06
   517   0.242942E+04   0.801427E+01   0.000000E+00  -0.599023E+02   0.155125E-07  -0.595200E-05   0.833796E-06
   518   0.243645E+04   0.790364E+01   0.000000E+00  -0.588896E+02   0.154635E-07  -0.588333E-05   0.819414E-06
   519   0.244338E+04   0.779669E+01   0.000000E+00  -0.578565E+02   0.154147E-07  -0.581195E-05   0.805149E-06
   520   0.245005E+04   0.769338E+01   0.000000E+00  -0.568059E+02   0.153662E-07  -0.573801E-05   0.790996E-06
   521   0.245647E+04   0.759381E+01   0.000000E+00  -0.557376E+02   0.153178E-07  -0.566168E-05   0.776953E-06
   522   0.246270E+04   0.749823E+01   0.000000E+00  -0.546516E+02   0.152697E-07  -0.558313E-05   0.763016E-06
   523   0.246882E+04   0.740652E+01   0.000000E+00  -0.535492E+02   0.152217E-07  -0.550252E-05   0.749181E-06
   524   0.247476E+04   0.731870E+01   0.000000E+00  -0.524310E+02   0.151740E-07  -0.542002E-05   0.735446E-06
   525   0.248036E+04   0.723496E+01   0.000000E+00  -0.512962E+02   0.151264E-07  -0.533578E-05   0.721805E-06
   526   0.248584E+04   0.715532E+01   0.000000E+00  -0.501468E+02   0.150791E-07  -0.524997E-05   0.708256E-06
   527   0.249128E+04   0.707980E+01   0.000000E+00  -0.489835E+02   0.150319E-07  -0.516276E-05   0.694795E-06
   528   0.249638E+04   0.700845E+01   0.000000E+00  -0.478076E+02   0.149850E-07  -0.507431E-05   0.681418E-06
   529   0.250128E+04   0.694157E+01   0.000000E+00  -0.466175E+02   0.149382E-07  -0.498479E-05   0.668122E-06
   530   0.250591E+04   0.687898E+01   0.000000E+00  -0.454169E+02   0.148917E-07  -0.489435E-05   0.654904E-06
   531   0.251056E+04   0.682063E+01   0.000000E+00  -0.442025E+02   0.148453E-07  -0.480317E-05   0.641759E-06
   532   0.251479E+04   0.676684E+01   0.000000E+00  -0.429781E+02   0.147991E-07  -0.471140E-05   0.628684E-06
   533   0.251881E+04   0.671750E+01   0.000000E+00  -0.417434E+02   0.147531E-07  -0.461922E-05   0.615676E-06
   534   0.252264E+04   0.667270E+01   0.000000E+00  -0.404991E+02   0.147074E-07  -0.452678E-05   0.602731E-06
   535   0.252625E+04   0.663255E+01   0.000000E+00  -0.392458E+02   0.146618E-07  -0.443425E-05   0.589845E-06
   536   0.252966E+04   0.659693E+01   0.000000E+00  -0.379834E+02   0.146164E-07  -0.434179E-05   0.577015E-06
   537   0.253293E+04   0.656593E+01   0.000000E+00  -0.367133E+02   0.145712E-07  -0.424957E-05   0.564237E-06
   538   0.253584E+04   0.653974E+01   0.000000E+00  -0.354360E+02   0.145261E-07  -0.415775E-05   0.551508E-06
   539   0.253862E+04   0.651809E+01   0.000000E+00  -0.341522E+02   0.144813E-07  -0.406649E-05   0.538824E-06
   540   0.254117E+04   0.650144E+01   0.000000E+00  -0.328624E+02   0.144366E-07  -0.397597E-05   0.526181E-06
   541   0.254344E+04   0.648939E+01   0.000000E+00  -0.315667E+02   0.143922E-07  -0.388634E-05   0.513576E-06
   542   0.254556E+04   0.648217E+01   0.000000E+00  -0.302670E+02   0.143479E-07  -0.379776E-05   0.501006E-06
   543   0.254739E+04   0.647990E+01   0.000000E+00  -0.289628E+02   0.143038E-07  -0.371041E-05   0.488466E-06
   544   0.254907E+04   0.648246E+01   0.000000E+00  -0.276550E+02   0.142599E-07  -0.362444E-05   0.475953E-06
   545   0.255045E+04   0.648986E+01   0.000000E+00  -0.263439E+02   0.142162E-07  -0.354003E-05   0.463465E-06
   546   0.255168E+04   0.650192E+01   0.000000E+00  -0.250306E+02   0.141726E-07  -0.345732E-05   0.450996E-06
   547   0.255261E+04   0.651888E+01   0.000000E+00  -0.237152E+02   0.141293E-07  -0.337650E-05   0.438543E-06
   548   0.255339E+04   0.654078E+01   0.000000E+00  -0.223986E+02   0.140861E-07  -0.329772E-05   0.426103E-06
   549   0.255393E+04   0.656763E+01   0.000000E+00  -0.210814E+02   0.140431E-07  -0.322114E-05   0.413673E-06
   550   0.255424E+04   0.659948E+01   0.000000E+00  -0.197640E+02   0.140002E-07  -0.314693E-05   0.401248E-06
   551   0.255439E+04   0.663635E+01   0.000000E+00  -0.184470E+02   0.139576E-07  -0.307522E-05   0.388826E-06
   552   0.255423E+04   0.667827E+01   0.000000E+00  -0.171315E+02   0.139151E-07  -0.300597E-05   0.376404E-06
   553   0.255391E+04   0.672381E+01   0.000000E+00  -0.158180E+02   0.138728E-07  -0.293910E-05   0.363981E-06
   554   0.255334E+04   0.677598E+01   0.000000E+00  -0.145074E+02   0.138307E-07  -0.287456E-05   0.351556E-06
   555   0.255254E+04   0.683260E+01   0.000000E+00  -0.132007E+02   0.137887E-07  -0.281225E-05   0.339126E-06
   556   0.255150E+04   0.689444E+01   0.000000E+00  -0.118981E+02   0.137469E-07  -0.275211E-05   0.326691E-06
   557   0.255028E+04   0.696081E+01   0.000000E+00  -0.106017E+02   0.137053E-07  -0.269407E-05   0.314249E-06
   558   0.254882E+04   0.703324E+01   0.000000E+00  -0.931103E+01   0.136639E-07  -0.263806E-05   0.301798E-06
   559   0.254711E+04   0.710954E+01   0.000000E+00  -0.802692E+01   0.136226E-07  -0.258399E-05   0.289336E-06
   560   0.254531E+04   0.719050E+01   0.000000E+00  -0.675104E+01   0.135815E-07  -0.253181E-05   0.276863E-06
   561   0.254310E+04   0.727689E+01   0.000000E+00  -0.548356E+01   0.135406E-07  -0.248143E-05   0.264376E-06
   562   0.254087E+04   0.736877E+01   0.000000E+00  -0.422536E+01   0.134998E-07  -0.243278E-05   0.251874E-06
   563   0.253839E+04   0.746470E+01   0.000000E+00  -0.297513E+01   0.134592E-07  -0.238579E-05   0.239356E-06
   564   0.253572E+04   0.756693E+01   0.000000E+00  -0.173821E+01   0.134188E-07  -0.234038E-05   0.226820E-06
   565   0.253280E+04   0.767254E+01   0.000000E+00  -0.511047E+00   0.133786E-07  -0.229650E-05   0.214264E-06
   566   0.252969E+04   0.778381E+01   0.000000E+00   0.703228E+00   0.133385E-07  -0.225405E-05   0.201686E-06
   567   0.252641E+04   0.789929E+01   0.000000E+00   0.190520E+01   0.132985E-07  -0.221297E-05   0.189086E-06
   568   0.252293E+04   0.802051E+01   0.000000E+00   0.309324E+01   0.132588E-07  -0.217318E-05   0.176462E-06
   569   0.251919E+04   0.814677E+01   0.000000E+00   0.426940E+01   0.132192E-07  -0.213462E-05   0.163812E-06
   570   0.251534E+04   0.827736E+01   0.000000E+00   0.542834E+01   0.131797E-07  -0.209721E-05   0.151134E-06
   571   0.251122E+04   0.841308E+01   0.000000E+00   0.657213E+01   0.131405E-07  -0.206087E-05   0.138428E-06
   572   0.250691E+04   0.855322E+01   0.000000E+00   0.770060E+01   0.131014E-07  -0.202554E-05   0.125690E-06
   573   0.250248E+04   0.869783E+01   0.000000E+00   0.881138E+01   0.130624E-07  -0.199114E-05   0.112921E-06
   574   0.249786E+04   0.884769E+01   0.000000E+00   0.990580E+01   0.130236E-07  -0.195760E-05   0.100118E-06
   575   0.249303E+04   0.900135E+01   0.000000E+00   0.109815E+02   0.129850E-07  -0.192484E-05   0.872803E-07
   576   0.248809E+04   0.916035E+01   0.000000E+00   0.120397E+02   0.129465E-07  -0.189280E-05   0.744055E-07
   577   0.248287E+04   0.932399E+01   0.000000E+00   0.130789E+02   0.129082E-07  -0.186139E-05   0.614924E-07
   578   0.247752E+04   0.949156E+01   0.000000E+00   0.140981E+02   0.128700E-07  -0.183055E-05   0.485394E-07
   579   0.247204E+04   0.966459E+01   0.000000E+00   0.150980E+02   0.128320E-07  -0.180021E-05   0.355451E-07
   580   0.246644E+04   0.984165E+01   0.000000E+00   0.160761E+02   0.127942E-07  -0.177029E-05   0.225078E-07
   581   0.246047E+04   0.100228E+02   0.000000E+00   0.170345E+02   0.127565E-07  -0.174071E-05   0.942596E-08
   582   0.245445E+04   0.102087E+02   0.000000E+00   0.179708E+02   0.127189E-07  -0.171141E-05  -0.370191E-08
   583   0.244830E+04   0.103988E+02   0.000000E+00   0.188841E+02   0.126815E-07  -0.168232E-05  -0.168774E-07
   584   0.244201E+04   0.105931E+02   0.000000E+00   0.197758E+02   0.126443E-07  -0.165335E-05  -0.301021E-07
   585   0.243557E+04   0.107917E+02   0.000000E+00   0.206443E+02   0.126072E-07  -0.162444E-05  -0.433775E-07
   586   0.242893E+04   0.109937E+02   0.000000E+00   0.214893E+02   0.125703E-07  -0.159551E-05  -0.567051E-07
   587   0.242222E+04   0.112009E+02   0.000000E+00   0.223107E+02   0.125335E-07  -0.156650E-05  -0.700866E-07
   588   0.241529E+04   0.114116E+02   0.000000E+00   0.231068E+02   0.124969E-07  -0.153732E-05  -0.835235E-07
   589   0.240822E+04   0.116267E+02   0.000000E+00   0.238791E+02   0.124604E-07  -0.150791E-05  -0.970173E-07
   590   0.240100E+04   0.118448E+02   0.000000E+00   0.246265E+02   0.124240E-07  -0.147820E-05  -0.110570E-06
   591   0.239371E+04   0.120682E+02   0.000000E+00   0.253482E+02   0.123878E-07  -0.144810E-05  -0.124182E-06
   592   0.238627E+04   0.122938E+02   0.000000E+00   0.260433E+02   0.123518E-07  -0.141755E-05  -0.137856E-06
   593   0.237868E+04   0.125248E+02   0.000000E+00   0.267139E+02   0.123159E-07  -0.138648E-05  -0.151593E-06
   594   0.237087E+04   0.127588E+02   0.000000E+00   0.273568E+02   0.122801E-07  -0.135480E-05  -0.165395E-06
   595   0.236297E+04   0.129953E+02   0.000000E+00   0.279742E+02   0.122445E-07  -0.132246E-05  -0.179263E-06
   596   0.235507E+04   0.132373E+02   0.000000E+00   0.285635E+02   0.122090E-07  -0.128937E-05  -0.193199E-06
   597   0.234702E+04   0.134803E+02   0.000000E+00   0.291262E+02   0.121737E-07  -0.125546E-05  -0.207204E-06
   598   0.233902E+04   0.137280E+02   0.000000E+00   0.296614E+02   0.121385E-07  -0.122067E-05  -0.221280E-06
   599   0.233080E+04   0.139791E+02   0.000000E+00   0.301696E+02   0.121035E-07  -0.118491E-05  -0.235429E-06
   600   0.232241E+04   0.142336E+02   0.000000E+00   0.306492E+02   0.120686E-07  -0.114812E-05  -0.249651E-06
   601   0.231394E+04   0.144915E+02   0.000000E+00   0.311008E+02   0.120338E-07  -0.111023E-05  -0.263948E-06
   602   0.230537E+04   0.147514E+02   0.000000E+00   0.315233E+02   0.119992E-07  -0.107126E-05  -0.278315E-06
   603   0.229665E+04   0.150154E+02   0.000000E+00   0.319187E+02   0.119647E-07  -0.103120E-05  -0.292747E-06
   604   0.228798E+04   0.152814E+02   0.000000E+00   0.322843E+02   0.119304E-07  -0.990084E-06  -0.307237E-06
   605   0.227916E+04   0.155502E+02   0.000000E+00   0.326207E+02   0.118962E-07  -0.947923E-06  -0.321781E-06
   606   0.227032E+04   0.158216E+02   0.000000E+00   0.329276E+02   0.118621E-07  -0.904732E-06  -0.336373E-06
   607   0.226118E+04   0.160958E+02   0.000000E+00   0.332045E+02   0.118281E-07  -0.860528E-06  -0.351007E-06
   608   0.225217E+04   0.163727E+02   0.000000E+00   0.334513E+02   0.117943E-07  -0.815325E-06  -0.365678E-06
   609   0.224315E+04   0.166510E+02   0.000000E+00   0.336676E+02   0.117607E-07  -0.769139E-06  -0.380380E-06
   610   0.223397E+04   0.169312E+02   0.000000E+00   0.338530E+02   0.117271E-07  -0.721987E-06  -0.395109E-06
   611   0.222478E+04   0.172142E+02   0.000000E+00   0.340081E+02   0.116937E-07  -0.673883E-06  -0.409857E-06
   612   0.221558E+04   0.175000E+02   0.000000E+00   0.341332E+02   0.116605E-07  -0.624844E-06  -0.424620E-06
   613   0.220623E+04   0.177848E+02   0.000000E+00   0.342259E+02   0.116273E-07  -0.574886E-06  -0.439392E-06
   614   0.219693E+04   0.180733E+02   0.000000E+00   0.342872E+02   0.115943E-07  -0.524023E-06  -0.454168E-06
   615   0.218756E+04   0.183622E+02   0.000000E+00   0.343176E+02   0.115615E-07  -0.472272E-06  -0.468942E-06
   616   0.217817E+04   0.186540E+02   0.000000E+00   0.343169E+02   0.115287E-07  -0.419648E-06  -0.483708E-06
   617   0.216886E+04   0.189472E+02   0.000000E+00   0.342847E+02   0.114961E-07  -0.366167E-06  -0.498462E-06
   618   0.215946E+04   0.192417E+02   0.000000E+00   0.342198E+02   0.114636E-07  -0.311845E-06  -0.513197E-06
   619   0.214998E+04   0.195383E+02   0.000000E+00   0.341252E+02   0.114313E-07  -0.256697E-06  -0.527907E-06
   620   0.214064E+04   0.198340E+02   0.000000E+00   0.339980E+02   0.113990E-07  -0.200739E-06  -0.542589E-06
   621   0.213114E+04   0.201319E+02   0.000000E+00   0.338389E+02   0.113669E-07  -0.143987E-06  -0.557235E-06
   622   0.212171E+04   0.204304E+02   0.000000E+00   0.336474E+02   0.113350E-07  -0.864563E-07  -0.571841E-06
   623   0.211235E+04   0.207288E+02   0.000000E+00   0.334256E+02   0.113031E-07  -0.281627E-07  -0.586400E-06
   624   0.210291E+04   0.210279E+02   0.000000E+00   0.331715E+02   0.112714E-07   0.308782E-07  -0.600908E-06
   625   0.209347E+04   0.213276E+02   0.000000E+00   0.328850E+02   0.112398E-07   0.906506E-07  -0.615358E-06
   626   0.208409E+04   0.216281E+02   0.000000E+00   0.325671E+02   0.112084E-07   0.151139E-06  -0.629746E-06
   627   0.207479E+04   0.219284E+02   0.000000E+00   0.322176E+02   0.111770E-07   0.212327E-06  -0.644066E-06
   628   0.206548E+04   0.222288E+02   0.000000E+00   0.318361E+02   0.111458E-07   0.274200E-06  -0.658311E-06
   629   0.205624E+04   0.225291E+02   0.000000E+00   0.314232E+02   0.111147E-07   0.336742E-06  -0.672477E-06
   630   0.204692E+04   0.228293E+02   0.000000E+00   0.309776E+02   0.110837E-07   0.399937E-06  -0.686559E-06
   631   0.203768E+04   0.231296E+02   0.000000E+00   0.305021E+02   0.110529E-07   0.463769E-06  -0.700549E-06
   632   0.202858E+04   0.234291E+02   0.000000E+00   0.299942E+02   0.110221E-07   0.528223E-06  -0.714444E-06
   633   0.201940E+04   0.237293E+02   0.000000E+00   0.294558E+02   0.109915E-07   0.593283E-06  -0.728238E-06
   634   0.201037E+04   0.240273E+02   0.000000E+00   0.288865E+02   0.109610E-07   0.658934E-06  -0.741924E-06
   635   0.200141E+04   0.243261E+02   0.000000E+00   0.282864E+02   0.109307E-07   0.725159E-06  -0.755498E-06
   636   0.199238E+04   0.246249E+02   0.000000E+00   0.276559E+02   0.109004E-07   0.791943E-06  -0.768954E-06
   637   0.198349E+04   0.249208E+02   0.000000E+00   0.269940E+02   0.108703E-07   0.859271E-06  -0.782286E-06
   638   0.197468E+04   0.252174E+02   0.000000E+00   0.263027E+02   0.108403E-07   0.927126E-06  -0.795489E-06
   639   0.196594E+04   0.255119E+02   0.000000E+00   0.255806E+02   0.108104E-07   0.995493E-06  -0.808557E-06
   640   0.195728E+04   0.258064E+02   0.000000E+00   0.248290E+02   0.107806E-07   0.106436E-05  -0.821485E-06
   641   0.194869E+04   0.260996E+02   0.000000E+00   0.240476E+02   0.107509E-07   0.113370E-05  -0.834268E-06
   642   0.194010E+04   0.263905E+02   0.000000E+00   0.232368E+02   0.107214E-07   0.120351E-05  -0.846898E-06
   643   0.193166E+04   0.266816E+02   0.000000E+00   0.223969E+02   0.106919E-07   0.127377E-05  -0.859373E-06
   644   0.192337E+04   0.269691E+02   0.000000E+00   0.215281E+02   0.106626E-07   0.134446E-05  -0.871685E-06
   645   0.191509E+04   0.272559E+02   0.000000E+00   0.206305E+02   0.106334E-07   0.141557E-05  -0.883829E-06
   646   0.190688E+04   0.275413E+02   0.000000E+00   0.197044E+02   0.106043E-07   0.148708E-05  -0.895799E-06
   647   0.189889E+04   0.278247E+02   0.000000E+00   0.187496E+02   0.105753E-07   0.155898E-05  -0.907591E-06
   648   0.189084E+04   0.281067E+02   0.000000E+00   0.177678E+02   0.105465E-07   0.163125E-05  -0.919198E-06
   649   0.188301E+04   0.283859E+02   0.000000E+00   0.167580E+02   0.105177E-07   0.170388E-05  -0.930615E-06
   650   0.187526E+04   0.286630E+02   0.000000E+00   0.157212E+02   0.104891E-07   0.177684E-05  -0.941837E-06
   651   0.186758E+04   0.289395E+02   0.000000E+00   0.146572E+02   0.104605E-07   0.185013E-05  -0.952858E-06
   652   0.185999E+04   0.292131E+02   0.000000E+00   0.135667E+02   0.104321E-07   0.192371E-05  -0.963676E-06
   653   0.185263E+04   0.294831E+02   0.000000E+00   0.124508E+02   0.104038E-07   0.199758E-05  -0.974288E-06
   654   0.184528E+04   0.297517E+02   0.000000E+00   0.113103E+02   0.103756E-07   0.207171E-05  -0.984693E-06
   655   0.183801E+04   0.300180E+02   0.000000E+00   0.101442E+02   0.103475E-07   0.214606E-05  -0.994888E-06
   656   0.183098E+04   0.302813E+02   0.000000E+00   0.895392E+01   0.103195E-07   0.222063E-05  -0.100487E-05
   657   0.182404E+04   0.305416E+02   0.000000E+00   0.774075E+01   0.102916E-07   0.229539E-05  -0.101464E-05
   658   0.181712E+04   0.307995E+02   0.000000E+00   0.650382E+01   0.102638E-07   0.237031E-05  -0.102419E-05
   659   0.181051E+04   0.310542E+02   0.000000E+00   0.524448E+01   0.102361E-07   0.244537E-05  -0.103353E-05
   660   0.180400E+04   0.313050E+02   0.000000E+00   0.396332E+01   0.102086E-07   0.252056E-05  -0.104264E-05
   661   0.179759E+04   0.315526E+02   0.000000E+00   0.266169E+01   0.101811E-07   0.259585E-05  -0.105153E-05
   662   0.179135E+04   0.317976E+02   0.000000E+00   0.133796E+01   0.101537E-07   0.267121E-05  -0.106019E-05
   663   0.178521E+04   0.320393E+02   0.000000E+00  -0.652619E-02   0.101265E-07   0.274662E-05  -0.106863E-05
   664   0.177924E+04   0.322762E+02   0.000000E+00  -0.136969E+01   0.100993E-07   0.282206E-05  -0.107684E-05
   665   0.177339E+04   0.325097E+02   0.000000E+00  -0.275241E+01   0.100723E-07   0.289752E-05  -0.108482E-05
   666   0.176771E+04   0.327397E+02   0.000000E+00  -0.415334E+01   0.100453E-07   0.297296E-05  -0.109256E-05
   667   0.176222E+04   0.329656E+02   0.000000E+00  -0.557263E+01   0.100185E-07   0.304836E-05  -0.110007E-05
   668   0.175676E+04   0.331878E+02   0.000000E+00  -0.700968E+01   0.999176E-08   0.312370E-05  -0.110733E-05
   669   0.175163E+04   0.334058E+02   0.000000E+00  -0.846314E+01   0.996512E-08   0.319896E-05  -0.111436E-05
   670   0.174655E+04   0.336194E+02   0.000000E+00  -0.993167E+01   0.993859E-08   0.327411E-05  -0.112115E-05
