#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   999   0.108723E+04   0.200682E+02   0.254195E-05   0.200682E+02   0.404112E+02   0.602609E-06   0.254195E-05   0.602609E-06   0.456157E-08
  1000   0.108095E+04   0.187881E+02   0.249913E-05   0.187881E+02   0.405391E+02   0.603422E-06   0.249913E-05   0.603422E-06   0.455214E-08
  1001   0.107480E+04   0.174975E+02   0.245681E-05   0.174975E+02   0.406615E+02   0.604228E-06   0.245681E-05   0.604228E-06   0.454273E-08
  1002   0.106872E+04   0.161957E+02   0.241499E-05   0.161957E+02   0.407781E+02   0.605024E-06   0.241499E-05   0.605024E-06   0.453335E-08
  1003   0.106285E+04   0.148828E+02   0.237366E-05   0.148828E+02   0.408905E+02   0.605810E-06   0.237366E-05   0.605810E-06   0.452399E-08
  1004   0.105713E+04   0.135605E+02   0.233281E-05   0.135605E+02   0.409971E+02   0.606584E-06   0.233281E-05   0.606584E-06   0.451465E-08
  1005   0.105163E+04   0.122304E+02   0.229244E-05   0.122304E+02   0.410985E+02   0.607345E-06   0.229244E-05   0.607345E-06   0.450533E-08
  1006   0.104620E+04   0.108911E+02   0.225254E-05   0.108911E+02   0.411940E+02   0.608091E-06   0.225254E-05   0.608091E-06   0.449604E-08
  1007   0.104084E+04   0.954440E+01   0.221310E-05   0.954440E+01   0.412841E+02   0.608821E-06   0.221310E-05   0.608821E-06   0.448677E-08
  1008   0.103540E+04   0.819105E+01   0.217412E-05   0.819105E+01   0.413687E+02   0.609533E-06   0.217412E-05   0.609533E-06   0.447753E-08
  1009   0.103034E+04   0.683122E+01   0.213560E-05   0.683122E+01   0.414480E+02   0.610226E-06   0.213560E-05   0.610226E-06   0.446831E-08
  1010   0.102544E+04   0.546581E+01   0.209752E-05   0.546581E+01   0.415223E+02   0.610898E-06   0.209752E-05   0.610898E-06   0.445911E-08
  1011   0.102061E+04   0.409570E+01   0.205987E-05   0.409570E+01   0.415918E+02   0.611548E-06   0.205987E-05   0.611548E-06   0.444993E-08
  1012   0.101594E+04   0.271955E+01   0.202267E-05   0.271955E+01   0.416549E+02   0.612174E-06   0.202267E-05   0.612174E-06   0.444078E-08
  1013   0.101142E+04   0.134121E+01   0.198588E-05   0.134121E+01   0.417136E+02   0.612776E-06   0.198588E-05   0.612776E-06   0.443165E-08
  1014   0.100706E+04  -0.413915E-01   0.194952E-05  -0.413915E-01   0.417657E+02   0.613350E-06   0.194952E-05   0.613350E-06   0.442254E-08
  1015   0.100272E+04  -0.142589E+01   0.191357E-05  -0.142589E+01   0.418133E+02   0.613897E-06   0.191357E-05   0.613897E-06   0.441345E-08
  1016   0.998607E+03  -0.281288E+01   0.187802E-05  -0.281288E+01   0.418541E+02   0.614414E-06   0.187802E-05   0.614414E-06   0.440439E-08
  1017   0.994660E+03  -0.420149E+01   0.184288E-05  -0.420149E+01   0.418903E+02   0.614900E-06   0.184288E-05   0.614900E-06   0.439535E-08
  1018   0.990802E+03  -0.559081E+01   0.180813E-05  -0.559081E+01   0.419195E+02   0.615353E-06   0.180813E-05   0.615353E-06   0.438633E-08
  1019   0.987037E+03  -0.698071E+01   0.177376E-05  -0.698071E+01   0.419447E+02   0.615773E-06   0.177376E-05   0.615773E-06   0.437734E-08
  1020   0.983513E+03  -0.837030E+01   0.173978E-05  -0.837030E+01   0.419621E+02   0.616157E-06   0.173978E-05   0.616157E-06   0.436836E-08
  1021   0.980085E+03  -0.975943E+01   0.170617E-05  -0.975943E+01   0.419745E+02   0.616504E-06   0.170617E-05   0.616504E-06   0.435941E-08
  1022   0.976753E+03  -0.111472E+02   0.167293E-05  -0.111472E+02   0.419818E+02   0.616813E-06   0.167293E-05   0.616813E-06   0.435048E-08
  1023   0.973593E+03  -0.125306E+02   0.164006E-05  -0.125306E+02   0.419826E+02   0.617082E-06   0.164006E-05   0.617082E-06   0.434157E-08
  1024   0.970532E+03  -0.139130E+02   0.160753E-05  -0.139130E+02   0.419774E+02   0.617310E-06   0.160753E-05   0.617310E-06   0.433269E-08
  1025   0.967573E+03  -0.152892E+02   0.157536E-05  -0.152892E+02   0.419677E+02   0.617494E-06   0.157536E-05   0.617494E-06   0.432383E-08
  1026   0.965013E+03  -0.166636E+02   0.154353E-05  -0.166636E+02   0.419511E+02   0.617635E-06   0.154353E-05   0.617635E-06   0.431498E-08
  1027   0.962335E+03  -0.180336E+02   0.151203E-05  -0.180336E+02   0.419306E+02   0.617730E-06   0.151203E-05   0.617730E-06   0.430617E-08
  1028   0.959762E+03  -0.193977E+02   0.148087E-05  -0.193977E+02   0.419039E+02   0.617777E-06   0.148087E-05   0.617777E-06   0.429737E-08
  1029   0.957371E+03  -0.207579E+02   0.145003E-05  -0.207579E+02   0.418708E+02   0.617776E-06   0.145003E-05   0.617776E-06   0.428859E-08
  1030   0.955089E+03  -0.221120E+02   0.141950E-05  -0.221120E+02   0.418328E+02   0.617725E-06   0.141950E-05   0.617725E-06   0.427984E-08
  1031   0.952768E+03  -0.234582E+02   0.138929E-05  -0.234582E+02   0.417890E+02   0.617622E-06   0.138929E-05   0.617622E-06   0.427111E-08
  1032   0.950783E+03  -0.248017E+02   0.135938E-05  -0.248017E+02   0.417379E+02   0.617466E-06   0.135938E-05   0.617466E-06   0.426239E-08
  1033   0.948836E+03  -0.261370E+02   0.132976E-05  -0.261370E+02   0.416824E+02   0.617255E-06   0.132976E-05   0.617255E-06   0.425370E-08
  1034   0.947153E+03  -0.274641E+02   0.130044E-05  -0.274641E+02   0.416224E+02   0.616989E-06   0.130044E-05   0.616989E-06   0.424504E-08
  1035   0.945512E+03  -0.287842E+02   0.127140E-05  -0.287842E+02   0.415556E+02   0.616664E-06   0.127140E-05   0.616664E-06   0.423639E-08
  1036   0.943989E+03  -0.300965E+02   0.124265E-05  -0.300965E+02   0.414826E+02   0.616281E-06   0.124265E-05   0.616281E-06   0.422776E-08
  1037   0.942586E+03  -0.314001E+02   0.121416E-05  -0.314001E+02   0.414049E+02   0.615837E-06   0.121416E-05   0.615837E-06   0.421916E-08
  1038   0.941378E+03  -0.326949E+02   0.118594E-05  -0.326949E+02   0.413223E+02   0.615331E-06   0.118594E-05   0.615331E-06   0.421058E-08
  1039   0.940293E+03  -0.339770E+02   0.115797E-05  -0.339770E+02   0.412334E+02   0.614762E-06   0.115797E-05   0.614762E-06   0.420201E-08
  1040   0.939184E+03  -0.352514E+02   0.113026E-05  -0.352514E+02   0.411387E+02   0.614128E-06   0.113026E-05   0.614128E-06   0.419347E-08
  1041   0.938349E+03  -0.365129E+02   0.110280E-05  -0.365129E+02   0.410397E+02   0.613428E-06   0.110280E-05   0.613428E-06   0.418495E-08
  1042   0.937567E+03  -0.377657E+02   0.107558E-05  -0.377657E+02   0.409341E+02   0.612659E-06   0.107558E-05   0.612659E-06   0.417645E-08
  1043   0.936914E+03  -0.390051E+02   0.104859E-05  -0.390051E+02   0.408232E+02   0.611821E-06   0.104859E-05   0.611821E-06   0.416798E-08
  1044   0.936466E+03  -0.402349E+02   0.102182E-05  -0.402349E+02   0.407064E+02   0.610913E-06   0.102182E-05   0.610913E-06   0.415952E-08
  1045   0.936001E+03  -0.414549E+02   0.995279E-06  -0.414549E+02   0.405863E+02   0.609932E-06   0.995279E-06   0.609932E-06   0.415108E-08
  1046   0.935744E+03  -0.426574E+02   0.968950E-06  -0.426574E+02   0.404593E+02   0.608878E-06   0.968950E-06   0.608878E-06   0.414267E-08
  1047   0.935622E+03  -0.438572E+02   0.942828E-06  -0.438572E+02   0.403268E+02   0.607748E-06   0.942828E-06   0.607748E-06   0.413427E-08
  1048   0.935488E+03  -0.450393E+02   0.916908E-06  -0.450393E+02   0.401894E+02   0.606541E-06   0.916908E-06   0.606541E-06   0.412589E-08
  1049   0.935567E+03  -0.462035E+02   0.891183E-06  -0.462035E+02   0.400470E+02   0.605257E-06   0.891183E-06   0.605257E-06   0.411754E-08
  1050   0.935711E+03  -0.473572E+02   0.865647E-06  -0.473572E+02   0.398989E+02   0.603892E-06   0.865647E-06   0.603892E-06   0.410921E-08
  1051   0.935996E+03  -0.485001E+02   0.840294E-06  -0.485001E+02   0.397456E+02   0.602447E-06   0.840294E-06   0.602447E-06   0.410089E-08
  1052   0.936422E+03  -0.496246E+02   0.815125E-06  -0.496246E+02   0.395872E+02   0.600922E-06   0.815125E-06   0.600922E-06   0.409260E-08
  1053   0.936841E+03  -0.507376E+02   0.790144E-06  -0.507376E+02   0.394237E+02   0.599319E-06   0.790144E-06   0.599319E-06   0.408432E-08
  1054   0.937402E+03  -0.518389E+02   0.765352E-06  -0.518389E+02   0.392557E+02   0.597638E-06   0.765352E-06   0.597638E-06   0.407607E-08
  1055   0.938031E+03  -0.529207E+02   0.740752E-06  -0.529207E+02   0.390832E+02   0.595880E-06   0.740752E-06   0.595880E-06   0.406784E-08
  1056   0.938801E+03  -0.539900E+02   0.716346E-06  -0.539900E+02   0.389055E+02   0.594048E-06   0.716346E-06   0.594048E-06   0.405962E-08
  1057   0.939713E+03  -0.550392E+02   0.692138E-06  -0.550392E+02   0.387233E+02   0.592142E-06   0.692138E-06   0.592142E-06   0.405143E-08
  1058   0.940841E+03  -0.560752E+02   0.668129E-06  -0.560752E+02   0.385373E+02   0.590163E-06   0.668129E-06   0.590163E-06   0.404326E-08
  1059   0.941964E+03  -0.570903E+02   0.644322E-06  -0.570903E+02   0.383461E+02   0.588113E-06   0.644322E-06   0.588113E-06   0.403511E-08
  1060   0.943154E+03  -0.580916E+02   0.620719E-06  -0.580916E+02   0.381503E+02   0.585992E-06   0.620719E-06   0.585992E-06   0.402697E-08
  1061   0.944412E+03  -0.590714E+02   0.597324E-06  -0.590714E+02   0.379513E+02   0.583803E-06   0.597324E-06   0.583803E-06   0.401886E-08
  1062   0.945813E+03  -0.600366E+02   0.574138E-06  -0.600366E+02   0.377478E+02   0.581546E-06   0.574138E-06   0.581546E-06   0.401076E-08
  1063   0.947133E+03  -0.609796E+02   0.551164E-06  -0.609796E+02   0.375404E+02   0.579222E-06   0.551164E-06   0.579222E-06   0.400269E-08
  1064   0.948671E+03  -0.619148E+02   0.528404E-06  -0.619148E+02   0.373290E+02   0.576833E-06   0.528404E-06   0.576833E-06   0.399464E-08
  1065   0.950277E+03  -0.628271E+02   0.505861E-06  -0.628271E+02   0.371130E+02   0.574380E-06   0.505861E-06   0.574380E-06   0.398660E-08
  1066   0.951877E+03  -0.637160E+02   0.483538E-06  -0.637160E+02   0.368938E+02   0.571865E-06   0.483538E-06   0.571865E-06   0.397859E-08
  1067   0.953695E+03  -0.645813E+02   0.461437E-06  -0.645813E+02   0.366714E+02   0.569287E-06   0.461437E-06   0.569287E-06   0.397059E-08
  1068   0.955508E+03  -0.654301E+02   0.439560E-06  -0.654301E+02   0.364449E+02   0.566649E-06   0.439560E-06   0.566649E-06   0.396261E-08
  1069   0.957389E+03  -0.662694E+02   0.417911E-06  -0.662694E+02   0.362160E+02   0.563952E-06   0.417911E-06   0.563952E-06   0.395466E-08
  1070   0.959414E+03  -0.670840E+02   0.396490E-06  -0.670840E+02   0.359822E+02   0.561197E-06   0.396490E-06   0.561197E-06   0.394672E-08
  1071   0.961360E+03  -0.678736E+02   0.375302E-06  -0.678736E+02   0.357466E+02   0.558385E-06   0.375302E-06   0.558385E-06   0.393880E-08
  1072   0.963449E+03  -0.686378E+02   0.354348E-06  -0.686378E+02   0.355070E+02   0.555518E-06   0.354348E-06   0.555518E-06   0.393090E-08
  1073   0.965682E+03  -0.693838E+02   0.333631E-06  -0.693838E+02   0.352647E+02   0.552596E-06   0.333631E-06   0.552596E-06   0.392302E-08
  1074   0.967836E+03  -0.701111E+02   0.313153E-06  -0.701111E+02   0.350198E+02   0.549621E-06   0.313153E-06   0.549621E-06   0.391516E-08
  1075   0.970134E+03  -0.708195E+02   0.292918E-06  -0.708195E+02   0.347707E+02   0.546594E-06   0.292918E-06   0.546594E-06   0.390732E-08
  1076   0.972428E+03  -0.715011E+02   0.272926E-06  -0.715011E+02   0.345197E+02   0.543517E-06   0.272926E-06   0.543517E-06   0.389950E-08
  1077   0.974866E+03  -0.721705E+02   0.253182E-06  -0.721705E+02   0.342661E+02   0.540390E-06   0.253182E-06   0.540390E-06   0.389169E-08
  1078   0.977225E+03  -0.727976E+02   0.233687E-06  -0.727976E+02   0.340104E+02   0.537214E-06   0.233687E-06   0.537214E-06   0.388391E-08
  1079   0.979655E+03  -0.734193E+02   0.214444E-06  -0.734193E+02   0.337512E+02   0.533992E-06   0.214444E-06   0.533992E-06   0.387614E-08
  1080   0.982229E+03  -0.740202E+02   0.195455E-06  -0.740202E+02   0.334893E+02   0.530724E-06   0.195455E-06   0.530724E-06   0.386840E-08
  1081   0.984725E+03  -0.745927E+02   0.176724E-06  -0.745927E+02   0.332268E+02   0.527412E-06   0.176724E-06   0.527412E-06   0.386067E-08
  1082   0.987291E+03  -0.751438E+02   0.158251E-06  -0.751438E+02   0.329616E+02   0.524055E-06   0.158251E-06   0.524055E-06   0.385296E-08
  1083   0.989928E+03  -0.756732E+02   0.140041E-06  -0.756732E+02   0.326934E+02   0.520657E-06   0.140041E-06   0.520657E-06   0.384527E-08
  1084   0.992636E+03  -0.761806E+02   0.122095E-06  -0.761806E+02   0.324240E+02   0.517218E-06   0.122095E-06   0.517218E-06   0.383760E-08
  1085   0.995341E+03  -0.766581E+02   0.104416E-06  -0.766581E+02   0.321524E+02   0.513739E-06   0.104416E-06   0.513739E-06   0.382994E-08
  1086   0.998116E+03  -0.771277E+02   0.870057E-07  -0.771277E+02   0.318794E+02   0.510222E-06   0.870057E-07   0.510222E-06   0.382231E-08
  1087   0.100089E+04  -0.775519E+02   0.698676E-07  -0.775519E+02   0.316049E+02   0.506667E-06   0.698676E-07   0.506667E-06   0.381469E-08
  1088   0.100366E+04  -0.779676E+02   0.530040E-07  -0.779676E+02   0.313268E+02   0.503076E-06   0.530040E-07   0.503076E-06   0.380709E-08
  1089   0.100650E+04  -0.783521E+02   0.364172E-07  -0.783521E+02   0.310487E+02   0.499451E-06   0.364172E-07   0.499451E-06   0.379951E-08
  1090   0.100933E+04  -0.787273E+02   0.201097E-07  -0.787273E+02   0.307692E+02   0.495792E-06   0.201097E-07   0.495792E-06   0.379195E-08
  1091   0.101224E+04  -0.790631E+02   0.408409E-08  -0.790631E+02   0.304873E+02   0.492100E-06   0.408409E-08   0.492100E-06   0.378441E-08
  1092   0.101522E+04  -0.793816E+02  -0.116572E-07  -0.793816E+02   0.302039E+02   0.488377E-06  -0.116572E-07   0.488377E-06   0.377688E-08
  1093   0.101813E+04  -0.796749E+02  -0.271116E-07  -0.796749E+02   0.299205E+02   0.484624E-06  -0.271116E-07   0.484624E-06   0.376938E-08
  1094   0.102096E+04  -0.799502E+02  -0.422768E-07  -0.799502E+02   0.296347E+02   0.480843E-06  -0.422768E-07   0.480843E-06   0.376189E-08
  1095   0.102400E+04  -0.802070E+02  -0.571501E-07  -0.802070E+02   0.293496E+02   0.477033E-06  -0.571501E-07   0.477033E-06   0.375442E-08
  1096   0.102697E+04  -0.804303E+02  -0.717291E-07  -0.804303E+02   0.290614E+02   0.473198E-06  -0.717291E-07   0.473198E-06   0.374696E-08
  1097   0.102994E+04  -0.806270E+02  -0.860112E-07  -0.806270E+02   0.287730E+02   0.469337E-06  -0.860112E-07   0.469337E-06   0.373953E-08
  1098   0.103298E+04  -0.808042E+02  -0.999941E-07  -0.808042E+02   0.284844E+02   0.465453E-06  -0.999941E-07   0.465453E-06   0.373211E-08
  1099   0.103602E+04  -0.809617E+02  -0.113675E-06  -0.809617E+02   0.281949E+02   0.461546E-06  -0.113675E-06   0.461546E-06   0.372471E-08
  1100   0.103906E+04  -0.810916E+02  -0.127052E-06  -0.810916E+02   0.279052E+02   0.457617E-06  -0.127052E-06   0.457617E-06   0.371733E-08
  1101   0.104210E+04  -0.811988E+02  -0.140123E-06  -0.811988E+02   0.276138E+02   0.453668E-06  -0.140123E-06   0.453668E-06   0.370997E-08
  1102   0.104528E+04  -0.812809E+02  -0.152889E-06  -0.812809E+02   0.273221E+02   0.449699E-06  -0.152889E-06   0.449699E-06   0.370262E-08
  1103   0.104831E+04  -0.813405E+02  -0.165353E-06  -0.813405E+02   0.270304E+02   0.445710E-06  -0.165353E-06   0.445710E-06   0.369529E-08
  1104   0.105141E+04  -0.813761E+02  -0.177516E-06  -0.813761E+02   0.267393E+02   0.441702E-06  -0.177516E-06   0.441702E-06   0.368798E-08
  1105   0.105443E+04  -0.813897E+02  -0.189382E-06  -0.813897E+02   0.264474E+02   0.437674E-06  -0.189382E-06   0.437674E-06   0.368069E-08
  1106   0.105751E+04  -0.813794E+02  -0.200952E-06  -0.813794E+02   0.261547E+02   0.433628E-06  -0.200952E-06   0.433628E-06   0.367342E-08
  1107   0.106059E+04  -0.813467E+02  -0.212229E-06  -0.813467E+02   0.258629E+02   0.429563E-06  -0.212229E-06   0.429563E-06   0.366616E-08
  1108   0.106365E+04  -0.812920E+02  -0.223215E-06  -0.812920E+02   0.255705E+02   0.425479E-06  -0.223215E-06   0.425479E-06   0.365892E-08
  1109   0.106663E+04  -0.812144E+02  -0.233911E-06  -0.812144E+02   0.252767E+02   0.421378E-06  -0.233911E-06   0.421378E-06   0.365169E-08
  1110   0.106968E+04  -0.811152E+02  -0.244321E-06  -0.811152E+02   0.249861E+02   0.417258E-06  -0.244321E-06   0.417258E-06   0.364449E-08
  1111   0.107263E+04  -0.809933E+02  -0.254446E-06  -0.809933E+02   0.246957E+02   0.413121E-06  -0.254446E-06   0.413121E-06   0.363730E-08
  1112   0.107572E+04  -0.808509E+02  -0.264289E-06  -0.808509E+02   0.244057E+02   0.408967E-06  -0.264289E-06   0.408967E-06   0.363013E-08
  1113   0.107865E+04  -0.806855E+02  -0.273851E-06  -0.806855E+02   0.241175E+02   0.404795E-06  -0.273851E-06   0.404795E-06   0.362297E-08
  1114   0.108156E+04  -0.804998E+02  -0.283136E-06  -0.804998E+02   0.238290E+02   0.400607E-06  -0.283136E-06   0.400607E-06   0.361584E-08
  1115   0.108452E+04  -0.802936E+02  -0.292145E-06  -0.802936E+02   0.235424E+02   0.396402E-06  -0.292145E-06   0.396402E-06   0.360872E-08
  1116   0.108747E+04  -0.800660E+02  -0.300881E-06  -0.800660E+02   0.232571E+02   0.392181E-06  -0.300881E-06   0.392181E-06   0.360161E-08
  1117   0.109032E+04  -0.798183E+02  -0.309345E-06  -0.798183E+02   0.229731E+02   0.387944E-06  -0.309345E-06   0.387944E-06   0.359453E-08
  1118   0.109315E+04  -0.795487E+02  -0.317540E-06  -0.795487E+02   0.226911E+02   0.383690E-06  -0.317540E-06   0.383690E-06   0.358746E-08
  1119   0.109603E+04  -0.792600E+02  -0.325469E-06  -0.792600E+02   0.224099E+02   0.379422E-06  -0.325469E-06   0.379422E-06   0.358041E-08
  1120   0.109881E+04  -0.789513E+02  -0.333133E-06  -0.789513E+02   0.221308E+02   0.375138E-06  -0.333133E-06   0.375138E-06   0.357337E-08
  1121   0.110157E+04  -0.786216E+02  -0.340535E-06  -0.786216E+02   0.218532E+02   0.370839E-06  -0.340535E-06   0.370839E-06   0.356635E-08
  1122   0.110431E+04  -0.782736E+02  -0.347676E-06  -0.782736E+02   0.215772E+02   0.366526E-06  -0.347676E-06   0.366526E-06   0.355935E-08
  1123   0.110694E+04  -0.779064E+02  -0.354560E-06  -0.779064E+02   0.213043E+02   0.362197E-06  -0.354560E-06   0.362197E-06   0.355237E-08
  1124   0.110961E+04  -0.775199E+02  -0.361188E-06  -0.775199E+02   0.210322E+02   0.357855E-06  -0.361188E-06   0.357855E-06   0.354540E-08
  1125   0.111218E+04  -0.771137E+02  -0.367563E-06  -0.771137E+02   0.207626E+02   0.353499E-06  -0.367563E-06   0.353499E-06   0.353845E-08
  1126   0.111473E+04  -0.766899E+02  -0.373686E-06  -0.766899E+02   0.204955E+02   0.349129E-06  -0.373686E-06   0.349129E-06   0.353151E-08
  1127   0.111724E+04  -0.762476E+02  -0.379560E-06  -0.762476E+02   0.202302E+02   0.344746E-06  -0.379560E-06   0.344746E-06   0.352459E-08
  1128   0.111971E+04  -0.757879E+02  -0.385188E-06  -0.757879E+02   0.199683E+02   0.340349E-06  -0.385188E-06   0.340349E-06   0.351769E-08
  1129   0.112215E+04  -0.753093E+02  -0.390571E-06  -0.753093E+02   0.197090E+02   0.335940E-06  -0.390571E-06   0.335940E-06   0.351081E-08
  1130   0.112441E+04  -0.748138E+02  -0.395712E-06  -0.748138E+02   0.194516E+02   0.331518E-06  -0.395712E-06   0.331518E-06   0.350394E-08
  1131   0.112678E+04  -0.743018E+02  -0.400612E-06  -0.743018E+02   0.191970E+02   0.327083E-06  -0.400612E-06   0.327083E-06   0.349709E-08
  1132   0.112904E+04  -0.737716E+02  -0.405275E-06  -0.737716E+02   0.189451E+02   0.322637E-06  -0.405275E-06   0.322637E-06   0.349025E-08
  1133   0.113118E+04  -0.732254E+02  -0.409702E-06  -0.732254E+02   0.186969E+02   0.318179E-06  -0.409702E-06   0.318179E-06   0.348343E-08
  1134   0.113336E+04  -0.726621E+02  -0.413895E-06  -0.726621E+02   0.184508E+02   0.313709E-06  -0.413895E-06   0.313709E-06   0.347663E-08
  1135   0.113543E+04  -0.720822E+02  -0.417858E-06  -0.720822E+02   0.182076E+02   0.309227E-06  -0.417858E-06   0.309227E-06   0.346984E-08
  1136   0.113745E+04  -0.714879E+02  -0.421591E-06  -0.714879E+02   0.179682E+02   0.304735E-06  -0.421591E-06   0.304735E-06   0.346307E-08
  1137   0.113942E+04  -0.708758E+02  -0.425098E-06  -0.708758E+02   0.177311E+02   0.300232E-06  -0.425098E-06   0.300232E-06   0.345631E-08
  1138   0.114136E+04  -0.702495E+02  -0.428380E-06  -0.702495E+02   0.174986E+02   0.295718E-06  -0.428380E-06   0.295718E-06   0.344957E-08
  1139   0.114324E+04  -0.696066E+02  -0.431440E-06  -0.696066E+02   0.172677E+02   0.291194E-06  -0.431440E-06   0.291194E-06   0.344285E-08
  1140   0.114501E+04  -0.689498E+02  -0.434279E-06  -0.689498E+02   0.170415E+02   0.286660E-06  -0.434279E-06   0.286660E-06   0.343614E-08
  1141   0.114672E+04  -0.682775E+02  -0.436901E-06  -0.682775E+02   0.168170E+02   0.282117E-06  -0.436901E-06   0.282117E-06   0.342945E-08
  1142   0.114839E+04  -0.675908E+02  -0.439307E-06  -0.675908E+02   0.165973E+02   0.277564E-06  -0.439307E-06   0.277564E-06   0.342278E-08
  1143   0.115000E+04  -0.668903E+02  -0.441500E-06  -0.668903E+02   0.163802E+02   0.273001E-06  -0.441500E-06   0.273001E-06   0.341612E-08
  1144   0.115142E+04  -0.661759E+02  -0.443481E-06  -0.661759E+02   0.161666E+02   0.268430E-06  -0.443481E-06   0.268430E-06   0.340947E-08
  1145   0.115293E+04  -0.654473E+02  -0.445253E-06  -0.654473E+02   0.159578E+02   0.263850E-06  -0.445253E-06   0.263850E-06   0.340285E-08
  1146   0.115431E+04  -0.647050E+02  -0.446819E-06  -0.647050E+02   0.157518E+02   0.259261E-06  -0.446819E-06   0.259261E-06   0.339623E-08
  1147   0.115564E+04  -0.639495E+02  -0.448180E-06  -0.639495E+02   0.155500E+02   0.254665E-06  -0.448180E-06   0.254665E-06   0.338964E-08
  1148   0.115684E+04  -0.631808E+02  -0.449339E-06  -0.631808E+02   0.153512E+02   0.250060E-06  -0.449339E-06   0.250060E-06   0.338306E-08
  1149   0.115805E+04  -0.623999E+02  -0.450298E-06  -0.623999E+02   0.151566E+02   0.245448E-06  -0.450298E-06   0.245448E-06   0.337649E-08
  1150   0.115913E+04  -0.616060E+02  -0.451059E-06  -0.616060E+02   0.149658E+02   0.240828E-06  -0.451059E-06   0.240828E-06   0.336994E-08
  1151   0.116022E+04  -0.607997E+02  -0.451624E-06  -0.607997E+02   0.147788E+02   0.236201E-06  -0.451624E-06   0.236201E-06   0.336341E-08
  1152   0.116111E+04  -0.599817E+02  -0.451995E-06  -0.599817E+02   0.145955E+02   0.231568E-06  -0.451995E-06   0.231568E-06   0.335689E-08
  1153   0.116208E+04  -0.591529E+02  -0.452173E-06  -0.591529E+02   0.144169E+02   0.226929E-06  -0.452173E-06   0.226929E-06   0.335038E-08
  1154   0.116291E+04  -0.583119E+02  -0.452161E-06  -0.583119E+02   0.142422E+02   0.222284E-06  -0.452161E-06   0.222284E-06   0.334390E-08
  1155   0.116367E+04  -0.574610E+02  -0.451961E-06  -0.574610E+02   0.140716E+02   0.217635E-06  -0.451961E-06   0.217635E-06   0.333742E-08
  1156   0.116430E+04  -0.566011E+02  -0.451572E-06  -0.566011E+02   0.139044E+02   0.212981E-06  -0.451572E-06   0.212981E-06   0.333096E-08
  1157   0.116486E+04  -0.557308E+02  -0.450998E-06  -0.557308E+02   0.137414E+02   0.208323E-06  -0.450998E-06   0.208323E-06   0.332452E-08
  1158   0.116542E+04  -0.548524E+02  -0.450240E-06  -0.548524E+02   0.135833E+02   0.203662E-06  -0.450240E-06   0.203662E-06   0.331810E-08
  1159   0.116592E+04  -0.539652E+02  -0.449300E-06  -0.539652E+02   0.134289E+02   0.198999E-06  -0.449300E-06   0.198999E-06   0.331168E-08
  1160   0.116619E+04  -0.530716E+02  -0.448179E-06  -0.530716E+02   0.132797E+02   0.194333E-06  -0.448179E-06   0.194333E-06   0.330529E-08
  1161   0.116654E+04  -0.521695E+02  -0.446879E-06  -0.521695E+02   0.131342E+02   0.189666E-06  -0.446879E-06   0.189666E-06   0.329890E-08
  1162   0.116674E+04  -0.512612E+02  -0.445402E-06  -0.512612E+02   0.129933E+02   0.184998E-06  -0.445402E-06   0.184998E-06   0.329254E-08
  1163   0.116686E+04  -0.503467E+02  -0.443749E-06  -0.503467E+02   0.128570E+02   0.180329E-06  -0.443749E-06   0.180329E-06   0.328619E-08
  1164   0.116699E+04  -0.494263E+02  -0.441922E-06  -0.494263E+02   0.127254E+02   0.175661E-06  -0.441922E-06   0.175661E-06   0.327985E-08
  1165   0.116696E+04  -0.484999E+02  -0.439922E-06  -0.484999E+02   0.125979E+02   0.170993E-06  -0.439922E-06   0.170993E-06   0.327353E-08
  1166   0.116678E+04  -0.475692E+02  -0.437752E-06  -0.475692E+02   0.124753E+02   0.166327E-06  -0.437752E-06   0.166327E-06   0.326722E-08
  1167   0.116666E+04  -0.466342E+02  -0.435413E-06  -0.466342E+02   0.123569E+02   0.161663E-06  -0.435413E-06   0.161663E-06   0.326093E-08
  1168   0.116639E+04  -0.456944E+02  -0.432907E-06  -0.456944E+02   0.122436E+02   0.157001E-06  -0.432907E-06   0.157001E-06   0.325465E-08
  1169   0.116611E+04  -0.447527E+02  -0.430234E-06  -0.447527E+02   0.121346E+02   0.152342E-06  -0.430234E-06   0.152342E-06   0.324839E-08
  1170   0.116575E+04  -0.438064E+02  -0.427398E-06  -0.438064E+02   0.120300E+02   0.147686E-06  -0.427398E-06   0.147686E-06   0.324214E-08
  1171   0.116522E+04  -0.428584E+02  -0.424399E-06  -0.428584E+02   0.119307E+02   0.143035E-06  -0.424399E-06   0.143035E-06   0.323591E-08
  1172   0.116469E+04  -0.419082E+02  -0.421240E-06  -0.419082E+02   0.118359E+02   0.138388E-06  -0.421240E-06   0.138388E-06   0.322969E-08
  1173   0.116407E+04  -0.409558E+02  -0.417922E-06  -0.409558E+02   0.117459E+02   0.133746E-06  -0.417922E-06   0.133746E-06   0.322348E-08
  1174   0.116335E+04  -0.400025E+02  -0.414446E-06  -0.400025E+02   0.116598E+02   0.129110E-06  -0.414446E-06   0.129110E-06   0.321729E-08
  1175   0.116255E+04  -0.390482E+02  -0.410814E-06  -0.390482E+02   0.115786E+02   0.124481E-06  -0.410814E-06   0.124481E-06   0.321112E-08
